술이름,기준가_JPY,정가_JPY,환율_1JPY_KRW,기준가_KRW,한국반입추정가_KRW,반입배수,재고,출처,가져온날짜,URL,비고
バランタイン ファイネスト ECタイプ,1329,,9.082578,12071,30848,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0114,
クライヌリッシュ 14年,6791,,9.082578,61680,157624,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0118,
バランタイン 21年,13485,,9.082578,122479,312998,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0194,
ジョニー ウォーカー 黒ラベル 12年 1000ml,3555,,9.082578,32289,82515,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0234,
ジョニー ウォーカー 黒ラベル 12年 700ml,2978,,9.082578,27048,69122,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0310,
バランタイン 30年,41003,,9.082578,372413,951709,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0370,
ザ バルヴェニー ダブルウッド 12年,8879,,9.082578,80644,206087,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0480,
ワイルドターキー スタンダード 1000ml,2506,,9.082578,22761,58166,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0505,
オールド グランダッド 80 750ml,2468,,9.082578,22416,57285,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0560,
ブッシュミルズ シングルモルト 10年,4894,,9.082578,44450,113593,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0806,
オールドパー18年,11527,,9.082578,104695,267550,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0882,
アランバレルリザーブ,4377,,9.082578,39754,101592,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1280,
グレンモーレンジィ トリプルカスク リザーブ,5761,,9.082578,52325,133718,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1368,
ジャック ダニエル ボンデッド,4952,,9.082578,44977,114940,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0591,
ブレット バーボン 10年,4386,,9.082578,39836,101802,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1366,
グレンファークラス 105 1000ml,9174,,9.082578,83324,212936,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0779,
ウエスト コーク バーボン カスク アイリッシュウイスキー,2769,,9.082578,25150,64271,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1858,
セクストン 11年,5646,,9.082578,51280,131047,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1828,
ピッグス ノーズ,3072,,9.082578,27902,71304,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1819,
マットダーシー ブレンデッド アイリッシュウイスキー,3451,,9.082578,31344,80100,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1823,
アイル オブ スカイ 12年,3854,,9.082578,35004,89453,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0263,
ブラックニッカ スペシャル 1800mlペットボトル,3199,,9.082578,29055,74251,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1222,
ブラックニッカ スペシャル 700ml,1337,,9.082578,12143,31032,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1312,
ブルックラディ 18年,19668,,9.082578,178636,456508,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0893,
グレンファークラス 8年,4399,,9.082578,39954,102103,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1305,
グレンターナー トリプルカスク,2596,,9.082578,23578,60254,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1236,
アンノック 10年 ピーテッド,8698,,9.082578,79000,201886,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0619,
セントジェームス 12年,6545,,9.082578,59445,151913,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1110,
ワイルド ターキー バーボン 101,2584,,9.082578,23469,59975,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1139,
ブルックラディ ザ クラシック ラディ 10年,6511,,9.082578,59137,151126,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0772,
キリン ウイスキー 陸 2.7Lペットボトル,7633,,9.082578,69327,177167,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1134,
ジョニー ウォーカー ブロンド,2284,,9.082578,20745,53014,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0633,
サントリー ウイスキー 知多 350ml,2827,,9.082578,25676,65616,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0476,
ゴールドバー ウイスキー オリジナル,9101,,9.082578,82661,211242,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0609,
ザ グレンリベット アーカイヴ 21年,31129,,9.082578,282732,722527,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0235,
サントリー トリスウイスキー 4Lペットボトル,4433,,9.082578,40263,102893,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1098,
スケープグレース ヴァンガード,6545,,9.082578,59445,151913,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1680,
スケープグレース アンセム,6256,,9.082578,56821,145207,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1876,
フォンタガール シングルモルト STRN,9757,,9.082578,88619,226468,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0902,
グレンアラヒ 15年,11411,,9.082578,103641,264857,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0522,
オールド エズラ 7年 バレルストレングス,9110,,9.082578,82742,211449,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0752,
ウッド フォード リザーブ ダブルオークド,7031,,9.082578,63860,163196,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1276,
アードナッホー ボルサ,10958,,9.082578,99527,254343,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1269,
アードナッホー インフィニットロッホ,10958,,9.082578,99527,254343,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1263,
キングラッシー ロー,11858,,9.082578,107701,275232,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0196,
キングラッシー ダブル マチュアード,11769,,9.082578,106893,273167,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0350,
ウィリアム ローソンズ,1603,,9.082578,14559,37206,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/7728,
タラモア デュー カリビアンラムカスク フィニッシュ,3163,,9.082578,28728,73415,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/7725,
スリー スコティッシュ ブラザーズ 20年,4606,,9.082578,41834,106908,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/7723,
ザ ブルーディ ヘン ブレンデッド スコッチウイスキー,3290,,9.082578,29882,76364,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/7711,
ジャック ダニエル ストレート ライ,3552,,9.082578,32261,82444,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0835,
グレン タロック,1917,,9.082578,17411,44494,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0437,
グレンスカラン ファイネスト スコッチ,1498,,9.082578,13606,34770,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0731,
ザ フェイマス グラウス シェリー カスク,2129,,9.082578,19337,49416,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0365,
ザ フェイマス グラウス ルビー カスク 700ml,2284,,9.082578,20745,53014,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0163,
ザ ブルーディ ヘン 10年,6386,,9.082578,58001,148223,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/7691,
スキャパ オルカディアン グランサ,7008,,9.082578,63651,162661,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/7674,
グレンモーレンジィ エックス,3600,,9.082578,32697,83558,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/7641,
クレイモア 1000ml,1536,,9.082578,13951,35652,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/7640,
アラン ソーテルヌ カスク フィニッシュ,8845,,9.082578,80335,205298,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/7627,
アラン マクリー ムーア ピーテッド カスクストレングス,8557,,9.082578,77720,198615,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/7625,
サントリー ワールドウイスキー 碧Ao 350ml,2885,,9.082578,26203,66962,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0829,
サントリー ワールドウイスキー 碧Ao 700ml,5693,,9.082578,51707,132138,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0850,
スプリングバンク 15年,52285,,9.082578,474883,1213573,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0412,
ザ マッカラン ３０年,864600,,9.082578,7852797,20067980,2.5555,N,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0237,재고없음
ヘーゼルバーン 21年,128700,,9.082578,1168928,2987219,2.5555,N,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0340,재고없음
ヘーゼルバーン 15年 シェリーウッド,44748,,9.082578,406427,1038632,2.5555,N,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0374,재고없음
ロングロウ レッド 15年 ピノノワールカスク,30470,,9.082578,276746,707230,2.5555,N,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0362,재고없음
ロングロウ,10428,,9.082578,94713,242041,2.5555,N,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0393,재고없음
ポートシャーロット SC.01,14300,,9.082578,129881,331913,2.5555,N,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0442,재고없음
白州 スパニッシュオーク 2021,99770,,9.082578,906169,2315733,2.5555,N,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1118,재고없음
THE ESSENCE サントリー ウイスキー アイラピーテッド,39468,,9.082578,358471,916080,2.5555,N,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0472,재고없음
THE ESSENCE サントリー ウイスキー ゴールデンプロミス,39468,,9.082578,358471,916080,2.5555,N,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0150,재고없음
トルベイグ シングルモルト ノック ナ モーン,8096,,9.082578,73533,187915,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0454,
カバラン 15年 シングルモルトウイスキー,44000,,9.082578,399633,1021270,2.5555,N,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0803,재고없음
ニッカ フロンティア,1716,,9.082578,15586,39830,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/2417,
ウィルダネス トレイル ライウイスキー,8624,,9.082578,78328,200169,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0987,
ウィルダネス トレイル ハイライ バーボン,6346,,9.082578,57638,147295,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0938,
ウィルダネス トレイル ウィーテッド バーボン,6346,,9.082578,57638,147295,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0925,
ザ ピートモンスター ブレンデッド モルト ウイスキー,7875,,9.082578,71525,182784,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0875,
オーチャードハウス ブレンデッド モルト ウイスキー,6874,,9.082578,62434,159551,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0854,
グレンモーレンジィ スパイス,13606,,9.082578,123578,315806,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0333,
ローヤル サルート 21年 シグネチャーブレンド 500ml,13721,,9.082578,124622,318474,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0160,
ブレンデッド ジャパニーズウイスキー SOGAINI,2180,,9.082578,19800,50599,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0899,
シングルモルト ジャパニーズウイスキー 戸河内,5707,,9.082578,51834,132463,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0897,
シングルモルト ジャパニーズウイスキー 桜尾,5876,,9.082578,53369,136386,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0486,
ワイルド ターキー マスターズキープ ボヤージュ,28160,,9.082578,255765,653613,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0558,
MARS WHISKY FOR OUTDOOR LOVERS,3465,,9.082578,31471,80425,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1324,
マルス シングルモルト 駒ケ岳,6749,,9.082578,61298,156648,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1457,
アンノック シェリーピーテッド,5840,,9.082578,53042,135550,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1087,
アンノック 16年,14438,,9.082578,131134,335116,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1071,
オクトモア 16.2 ヨーロピアン カスク,23678,,9.082578,215057,549582,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1375,
オクトモア 16.1 スコティッシュ バーレイ,21714,,9.082578,197219,503997,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1365,
バンクホール ブリティッシュ ブレンデッドウイスキー,2250,,9.082578,20436,52225,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/2152,
ターコネル,3421,,9.082578,31071,79403,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0818,
ラフロイグ クォーターカスク,6800,,9.082578,61762,157834,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0889,
ザ デヴェロン 10年,3960,,9.082578,35967,91914,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1125,
グレングラッサ 12年,9006,,9.082578,81798,209036,2.5555,N,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/2314,재고없음
グレンギリー 12年,6896,,9.082578,62633,160060,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0909,
クライゲラキ 17年,21943,,9.082578,199299,509313,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0711,
クライゲラキ 13年,8668,,9.082578,78728,201191,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0653,
サーデイヴィス シグネチャー,8897,,9.082578,80808,206506,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1760,
トュースタックス スモーク&ミラーズ ピーテッド シングルモルト,6598,,9.082578,59927,153145,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1718,
トュースタックス ドラムインアカン ブレンデッド 緑 100ml(3本入り),2115,,9.082578,19210,49092,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1714,
トュースタックス ドラムインアカン シングルモルト 青 100ml(3本入り),2247,,9.082578,20409,52156,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/1712,
グレンスコシア 14年 アイコンズ オブ キャンベルタウン No.2 ドラゴン,15795,,9.082578,143459,366612,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0982,
ロッホローモンド 12年 ミズナラリミテッド エディション No.2,7758,,9.082578,70463,180070,2.5555,N,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0844,재고없음
アードベッグ トリー バン 19年,38280,,9.082578,347681,888506,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0901,
スペイバーン ラムカスク,3671,,9.082578,33342,85206,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/2179,
スペイバーン バーボンカスク,3375,,9.082578,30654,78337,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/2153,
ジェムソン トリプルトリプル,2723,,9.082578,24732,63203,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0771,
ザ クライドサイド ナピア ファーストフィルオロロソシェリーカスク,6164,,9.082578,55985,143071,2.5555,Y,酒類ドットコム(syurui)(Shopify products.json),2026-08-03,https://www.syurui.co.jp/products/0364,
