raw_name,가격_KRW,사유,video_id,t_start,비고
"글렌피릭 12년 700ml 스크들랜드 하아랜드에서 생산되는 보리만을 사용하에,소 12낸 이상",84800,ambiguous_sku,KoaUsHp5By8,76.6,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
러셀리저브싱글배럼750m 100m1당 13.307원,99800,brand_lowconf,KoaUsHp5By8,104.8,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
몽키슬더 700ml 신통 수식업의 반복에어제가 구부정해진 오습을,49980,brand_lowconf,KoaUsHp5By8,122.6,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
몽키슬더700ml 100m1당7.140원,49980,brand_lowconf,KoaUsHp5By8,126.8,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
발랜타인 싱글몰트 글렌버기 15년 700m,94800,age_mismatch,KoaUsHp5By8,134.8,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
산토리가쿠빈700m 100m1당4.283원,29980,brand_lowconf,KoaUsHp5By8,170.8,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
와일드터키레어브리드750m 100m1당 10.640,79800,brand_lowconf,KoaUsHp5By8,218.8,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
와일드터키킨터키스피릿싱글배750n 100m8 9.253원,69400,brand_lowconf,KoaUsHp5By8,224.6,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
조니워커 그린라벨 700m 조니 위커 그린 라벨은 조니 워커 최고의 붙트 위스키,74800,brand_lowconf,KoaUsHp5By8,254.8,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
조니워커레드1.75L 100m1당 3.131원,54800,brand_lowconf,KoaUsHp5By8,266.8,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
"조니워커블랙 루비700m 위스기,버번개스크 숙성 위스기를 불벤당하여 과일항과 부드리운 품미를",54800,noise_blocklist,KoaUsHp5By8,278.6,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
카발란디스틸러리셀렉트싱글몰트700m 100m1당 9.971원,69800,brand_lowconf,KoaUsHp5By8,296.8,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
"탈리스만 위스키 1L 100m1당1,698",16980,brand_lowconf,KoaUsHp5By8,321.2,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
"포로지스싱글배럴750m 100m1당 11,040g",82800,brand_lowconf,KoaUsHp5By8,338.8,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
레미마틴V.S.O.P700m,79800,brand_lowconf,KoaUsHp5By8,344.6,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
바톤진1L,59989,brand_lowconf,KoaUsHp5By8,356.6,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
봄베이사파이어750ml+375ml 109m154.176원,39980,brand_lowconf,KoaUsHp5By8,362.8,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
봄베이 사파이어 진 750m 세계각육에서 수직업으로업선한 10기지재를 사용,30980,brand_lowconf,KoaUsHp5By8,368.6,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
비스킷앤드보세꼬냑VSOP70Om,54800,brand_lowconf,KoaUsHp5By8,374.8,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
앱솔루트 보드카 1L,182598,brand_lowconf,KoaUsHp5By8,380.8,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
업타운마가리타1.5L 100m181.699원,25480,brand_lowconf,KoaUsHp5By8,386.8,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
페로네리몬첼로1L,24980,brand_lowconf,KoaUsHp5By8,392.8,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
피치트리 1L,25980,brand_lowconf,KoaUsHp5By8,398.6,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
호세쿠엘보 에스페살 레포사도 750m,27980,brand_lowconf,KoaUsHp5By8,404.8,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
로알살루트 21년700m,279800,ambiguous_sku,KoaUsHp5By8,422.6,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
아벨라워아브니흐세리캐스크에디션700,235800,brand_lowconf,KoaUsHp5By8,434.6,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
포로지스스몰배치 셀렉트 750m,10015573,price_above_ref,KoaUsHp5By8,452.8,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
"더글렌그란트 익스플로레이션넘버원700m 100mi당 14,257년",99800,brand_lowconf,-D-Ix2Uw31o,69.0,프레임OCR 격리; @whiskeykey/-D-Ix2Uw31o
"더글렌그란트 익스플로레이션넘버원700m 100mi당 14,257번",99800,brand_lowconf,-D-Ix2Uw31o,71.8,프레임OCR 격리; @whiskeykey/-D-Ix2Uw31o
더 글렌리벳 12년 1L,69800,age_mismatch,-D-Ix2Uw31o,81.0,프레임OCR 격리; @whiskeykey/-D-Ix2Uw31o
"글렌피픽 12년 700ml 100m1당 12,114",84800,ambiguous_sku,-D-Ix2Uw31o,93.0,프레임OCR 격리; @whiskeykey/-D-Ix2Uw31o
몽키슬더700m 100m단7.1408,44980,brand_lowconf,-D-Ix2Uw31o,141.0,프레임OCR 격리; @whiskeykey/-D-Ix2Uw31o
발렌타인 싱글몰트 글렌버기15년700mi,94800,age_mismatch,-D-Ix2Uw31o,153.0,프레임OCR 격리; @whiskeykey/-D-Ix2Uw31o
기급이제 뱅크홀싱글몰트위스키700m,37980,brand_lowconf,-D-Ix2Uw31o,177.0,프레임OCR 격리; @whiskeykey/-D-Ix2Uw31o
"뱅크홀싱글몰트위스키700m 100m1당5,426인",37980,brand_lowconf,-D-Ix2Uw31o,179.6,프레임OCR 격리; @whiskeykey/-D-Ix2Uw31o
산토리가쿠빈 700m 필본 위스기 대표주자 신로리 가부보,32980,brand_lowconf,-D-Ix2Uw31o,189.0,프레임OCR 격리; @whiskeykey/-D-Ix2Uw31o
에반 월리엄스 블랙 1L -버번의 대명사로 불리우는 전행의 미국 벤터키 버번,33980,brand_lowconf,-D-Ix2Uw31o,207.8,프레임OCR 격리; @whiskeykey/-D-Ix2Uw31o
와일드터키레어브리드 750m 100m1510.640원4,79800,brand_lowconf,-D-Ix2Uw31o,231.0,프레임OCR 격리; @whiskeykey/-D-Ix2Uw31o
제임슨 스탠다드 700m -아이리시 위스기 증유소로 1780년 다불린에서설립,27980,brand_lowconf,-D-Ix2Uw31o,263.2,프레임OCR 격리; @whiskeykey/-D-Ix2Uw31o
조니워커블랙 루비 700m 100m1 7.829원,54800,brand_lowconf,-D-Ix2Uw31o,291.0,프레임OCR 격리; @whiskeykey/-D-Ix2Uw31o
짐빔화이트750ml 100m1당 3.731원,27980,brand_lowconf,-D-Ix2Uw31o,303.6,프레임OCR 격리; @whiskeykey/-D-Ix2Uw31o
카발란디스틸러리셀렉트싱글물트700m 100m1당 9.9712,69800,brand_lowconf,-D-Ix2Uw31o,309.0,프레임OCR 격리; @whiskeykey/-D-Ix2Uw31o
커티삭 프로히비션 1L 100m1당 3.994원,39940,brand_lowconf,-D-Ix2Uw31o,321.0,프레임OCR 격리; @whiskeykey/-D-Ix2Uw31o
클라이넬리쉬14년700mI 100m1당 11.343원,500028,price_above_ref,-D-Ix2Uw31o,327.0,프레임OCR 격리; @whiskeykey/-D-Ix2Uw31o
탈리스만 위스키 1L,16980,age_mismatch,-D-Ix2Uw31o,339.0,프레임OCR 격리; @whiskeykey/-D-Ix2Uw31o
