raw_name,가격_KRW,사유,video_id,t_start,비고
글렌고인CS배치11700m,149800,brand_lowconf,dMF5i15ucJQ,410.6,프레임OCR 격리; @whiskeykey/dMF5i15ucJQ
아받나워아브니흐세리캐스크에다션700,235800,brand_lowconf,dMF5i15ucJQ,445.0,프레임OCR 격리; @whiskeykey/dMF5i15ucJQ
[매너 광고 공간],89400,brand_lowconf,GTnHWxwFsTc,54.2,프레임OCR 격리; @whiskeykey/GTnHWxwFsTc
100m1812.771원,89400,noise_blocklist,GTnHWxwFsTc,56.6,프레임OCR 격리; @whiskeykey/GTnHWxwFsTc
일라이저크레이그스몰배치1.75L,79400,brand_lowconf,GTnHWxwFsTc,223.8,프레임OCR 격리; @whiskeykey/GTnHWxwFsTc
책다니엘 애플700m전간패키지,34980,brand_lowconf,GTnHWxwFsTc,228.6,프레임OCR 격리; @whiskeykey/GTnHWxwFsTc
도스브로스마가리타라임1.75L,22980,brand_lowconf,GTnHWxwFsTc,325.8,프레임OCR 격리; @whiskeykey/GTnHWxwFsTc
레미마틴V.S.O.P70OmI,79800,brand_lowconf,GTnHWxwFsTc,329.6,프레임OCR 격리; @whiskeykey/GTnHWxwFsTc
레미마틴V.S.O.P70Oml,79800,brand_lowconf,GTnHWxwFsTc,332.2,프레임OCR 격리; @whiskeykey/GTnHWxwFsTc
바카디모히또클래식700m,21980,brand_lowconf,GTnHWxwFsTc,337.8,프레임OCR 격리; @whiskeykey/GTnHWxwFsTc
봄베이사파이어진750m,30980,brand_lowconf,GTnHWxwFsTc,353.8,프레임OCR 격리; @whiskeykey/GTnHWxwFsTc
앱솔루트 보드카 1L,25980,brand_lowconf,GTnHWxwFsTc,359.8,프레임OCR 격리; @whiskeykey/GTnHWxwFsTc
업타운마가리타1.5L,24980,brand_lowconf,GTnHWxwFsTc,367.8,프레임OCR 격리; @whiskeykey/GTnHWxwFsTc
페로네리몬첼로1L,29980,brand_lowconf,GTnHWxwFsTc,371.6,프레임OCR 격리; @whiskeykey/GTnHWxwFsTc
피치트리1L,25980,brand_lowconf,GTnHWxwFsTc,379.8,프레임OCR 격리; @whiskeykey/GTnHWxwFsTc
호세쿠엘보 에스페살 레포사도750m,27980,brand_lowconf,GTnHWxwFsTc,384.2,프레임OCR 격리; @whiskeykey/GTnHWxwFsTc
글렌고인cS배치11700ml,149800,brand_lowconf,GTnHWxwFsTc,397.6,프레임OCR 격리; @whiskeykey/GTnHWxwFsTc
아벨-워아브나흐세리캐스크에다션700,235800,brand_lowconf,GTnHWxwFsTc,438.6,프레임OCR 격리; @whiskeykey/GTnHWxwFsTc
15년싱글몰트,96900,brand_lowconf,tBvB1B87FZk,24.2,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
12년세리캐,144900,brand_lowconf,tBvB1B87FZk,30.2,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
21년,204900,noise_blocklist,tBvB1B87FZk,39.8,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
12년더블캐스크 상크물트위스키700ML,93900,brand_lowconf,tBvB1B87FZk,48.2,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
[배너광고 공간]않은관심 부탁드립니다,49790,brand_lowconf,tBvB1B87FZk,58.8,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
[배너광고 공간]않은관심 부탁드립니다,182900,brand_lowconf,tBvB1B87FZk,72.2,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
발베니 글몰트위스키,94900,brand_lowconf,tBvB1B87FZk,82.0,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
발베니 12년싱글몰특위스키,94900,ambiguous_sku,tBvB1B87FZk,83.0,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
터키 스트레이트 버번위스키1L,79900,brand_lowconf,tBvB1B87FZk,108.2,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
테네시위스키,44690,generic_category,tBvB1B87FZk,118.0,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
아이리쉬위스키,26690,generic_category,tBvB1B87FZk,126.2,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
많은 관심 부탁드립니다 [배너 광고 공간],67900,brand_lowconf,tBvB1B87FZk,131.0,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
[배너광고 공간]않은관심 부탁드립니다,67900,brand_lowconf,tBvB1B87FZk,133.4,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
[배너광고 공간] 많은관심 부탁드립니다,41490,brand_lowconf,tBvB1B87FZk,136.0,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
블루말띠대만 에디션750ML,309900,brand_lowconf,tBvB1B87FZk,144.2,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
[배너 광고 공간]많은관심 부탁드립니다,256900,brand_lowconf,tBvB1B87FZk,150.2,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
버번위스키,35490,generic_category,tBvB1B87FZk,154.2,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
12년스카치위스키,99900,brand_lowconf,tBvB1B87FZk,162.2,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
8년싱글몰트위스,119900,brand_lowconf,tBvB1B87FZk,166.6,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
RTD올드패션드,39990,brand_lowconf,tBvB1B87FZk,174.2,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
[배너광고 공간]않은관심 부탁드립니다 커클랜드 상품입니다,147900,brand_lowconf,tBvB1B87FZk,180.2,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
데킬라블랑코,59900,generic_category,tBvB1B87FZk,186.2,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
런던드라이진,28990,generic_category,tBvB1B87FZk,190.6,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
스카치위스키,36990,generic_category,tBvB1B87FZk,196.0,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
아이리쉬위스키,59900,generic_category,tBvB1B87FZk,208.0,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
아이리쉬크림,38990,generic_category,tBvB1B87FZk,216.2,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
이스키,39990,brand_lowconf,tBvB1B87FZk,222.2,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
프렌치 보드카,29990,generic_category,tBvB1B87FZk,228.2,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
데킬라블랑코,76900,generic_category,tBvB1B87FZk,238.4,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
캐리비안럼,24390,generic_category,tBvB1B87FZk,252.4,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
[배너 광고 공간] 많은 관심 부탁드립니다,27390,brand_lowconf,tBvB1B87FZk,257.2,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
슈페리에럼,27390,generic_category,tBvB1B87FZk,259.0,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
런던드라이진,39990,generic_category,tBvB1B87FZk,264.2,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
아페를 아페리티보리큐르,19990,brand_lowconf,tBvB1B87FZk,268.0,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
보드카,24890,generic_category,tBvB1B87FZk,274.0,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
예거마이스터,39990,brand_lowconf,tBvB1B87FZk,280.6,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
[배너 광고 공간] 많은 관심 부탁드립니다,45790,brand_lowconf,tBvB1B87FZk,288.2,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
꼬닉VSOP,87900,brand_lowconf,tBvB1B87FZk,294.2,프레임OCR 격리; @whiskeykey/tBvB1B87FZk
만19세미만청소년에게는절,159800,noise_blocklist,7g3YR_98FLY,46.6,프레임OCR 격리; @whiskeypick/7g3YR_98FLY
백걸란더블캐스크 12년700ml,99800,brand_lowconf,7g3YR_98FLY,82.0,프레임OCR 격리; @whiskeypick/7g3YR_98FLY
생플입니다,69800,brand_lowconf,7g3YR_98FLY,117.6,프레임OCR 격리; @whiskeypick/7g3YR_98FLY
조니워커플랙라700ml,44800,age_mismatch,7g3YR_98FLY,173.2,프레임OCR 격리; @whiskeypick/7g3YR_98FLY
위스키700ml,49940,generic_category,7g3YR_98FLY,209.4,프레임OCR 격리; @whiskeypick/7g3YR_98FLY
몸해이사파이어진750m,30980,brand_lowconf,7g3YR_98FLY,223.8,프레임OCR 격리; @whiskeypick/7g3YR_98FLY
탈리스만 위스키1L,16980,age_mismatch,7g3YR_98FLY,234.0,프레임OCR 격리; @whiskeypick/7g3YR_98FLY
파이어 750 mL+ 시그니처 글라스 1개),34980,brand_lowconf,7g3YR_98FLY,244.8,프레임OCR 격리; @whiskeypick/7g3YR_98FLY
"달모어12년700ml 100mI당 14,2578",99800,ambiguous_sku,7g3YR_98FLY,349.4,프레임OCR 격리; @whiskeypick/7g3YR_98FLY
글렌피닉15년 700m,99800,ambiguous_sku,Yce2Z9qVmgY,67.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
몽키슬더700ml -전동 수자업의 반책에 어제가 구부정해진 요습을,49980,brand_lowconf,Yce2Z9qVmgY,121.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
"발베니12년700m 100m1당 13,82994",96800,ambiguous_sku,Yce2Z9qVmgY,135.4,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
에반월리엄스 BB 12주년에디션50도 1L,35980,brand_lowconf,Yce2Z9qVmgY,172.0,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
조니워커그린라벨700m 100mI당 9.971원,69800,brand_lowconf,Yce2Z9qVmgY,213.0,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
조니워커그린라벨700m 100m1당9.971원,69800,brand_lowconf,Yce2Z9qVmgY,215.4,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
조니워커블랙루비700ml 100mrg 7.829원,54800,brand_lowconf,Yce2Z9qVmgY,224.4,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
짐빔화이트750ml 100m1당 2.664원,19980,brand_lowconf,Yce2Z9qVmgY,235.4,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
짐빔화이트750m 100m1당 2.664원,19980,brand_lowconf,Yce2Z9qVmgY,238.0,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
카발란디스틸러리셀렉트싱글몰트 700m 100m15 9.971원,69800,brand_lowconf,Yce2Z9qVmgY,241.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
카발란디스틸러리셀렉트싱글몰트700m 100m1당 9.971원,69800,brand_lowconf,Yce2Z9qVmgY,245.4,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
칼라일블렌디드스카치 위스키1.5L 100mr1.599원,23980,brand_lowconf,Yce2Z9qVmgY,247.8,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
커티삭 프로히비션1L 100m1당 3.998원,39980,brand_lowconf,Yce2Z9qVmgY,253.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
탈리스만위스키1L,16980,age_mismatch,Yce2Z9qVmgY,265.4,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
헤븐힐BIB7년 750ml 신상품,159800,brand_lowconf,Yce2Z9qVmgY,283.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
도스브로스마가리타라임1.75L,22980,brand_lowconf,Yce2Z9qVmgY,289.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
레미마틴V.S.O.P70Om 109m15:11.400원1,79800,brand_lowconf,Yce2Z9qVmgY,295.4,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
레미마틴V.S.O.P70OmI 100m1당11.4008,79800,brand_lowconf,Yce2Z9qVmgY,298.8,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
바카디 모히또클래식700m 100m당 3.140원,21980,brand_lowconf,Yce2Z9qVmgY,301.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
봄베이 사파이어 진 750m 100m당4.131원,30980,brand_lowconf,Yce2Z9qVmgY,319.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
앱솔루트 보드카 1L 수백번의 엔속식 증류법으로 부드업고 제못한 맞이 특정,25980,brand_lowconf,Yce2Z9qVmgY,325.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
업타운마가리타1.5L 100m1당1.665원,24980,brand_lowconf,Yce2Z9qVmgY,331.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
페로네리몬첼로1L 100m양2.998원,24980,brand_lowconf,Yce2Z9qVmgY,337.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
페로네리몬첼로1L 10om당2.998원,24980,brand_lowconf,Yce2Z9qVmgY,340.4,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
피치트리 1L 100m152.598원,25980,brand_lowconf,Yce2Z9qVmgY,343.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
호세쿠엘보 에스페살레포사도750m,33980,brand_lowconf,Yce2Z9qVmgY,349.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
글렌고인cS배치11700n,149800,brand_lowconf,Yce2Z9qVmgY,361.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
글렌고인CS배치 11700n,149800,brand_lowconf,Yce2Z9qVmgY,365.4,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
더글렌리벳17년스몰배치2700m,219400,age_mismatch,Yce2Z9qVmgY,367.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
글렌알리키18년700m,299800,age_mismatch,Yce2Z9qVmgY,379.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
글렌피릭 그랑리제르바 21년 700m,259800,brand_lowconf,Yce2Z9qVmgY,385.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
까뮤X0700m,269800,brand_lowconf,Yce2Z9qVmgY,391.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
로알살루트21년700m,209800,ambiguous_sku,Yce2Z9qVmgY,409.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
로일살루트38년500m,17000,age_mismatch,Yce2Z9qVmgY,415.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
발베니12년상글배럴750m,119800,ambiguous_sku,Yce2Z9qVmgY,427.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
블랑톤 싱글배럴700m,189800,brand_lowconf,Yce2Z9qVmgY,439.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
아란미크리무어10년700m,129800,brand_lowconf,Yce2Z9qVmgY,445.4,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
아벨라워아브나흐세리캐스크에다션700,235800,brand_lowconf,Yce2Z9qVmgY,451.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
조니워커불루리벨 750m,259800,brand_lowconf,Yce2Z9qVmgY,457.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
카발란솔리스트 포트캐스크700m,229800,brand_lowconf,Yce2Z9qVmgY,463.2,프레임OCR 격리; @whiskeykey/Yce2Z9qVmgY
