수집일,위스키명,top_product_id,데일리샷상품명,seller_id,셀러명,업종,지역,가격_KRW,할인율,sales_count,vivino_score,review_count,국내위치,정확도
2026-08-16,글렌피딕 15년 싱글 몰트 위스키,1650,글렌피딕 15년,2827,와인파크 역삼점,주류전문샵,서울 강남구,169000,0,"구매 5,600+",,1669,코스트코,근접
2026-08-16,글렌피딕 15년 싱글 몰트 위스키,1650,글렌피딕 15년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,104900,23,"구매 5,600+",,1669,코스트코,근접
2026-08-16,글렌피딕 15년 싱글 몰트 위스키,1650,글렌피딕 15년,46605,이마트24 역삼초교점,이마트24,서울특별시 강남구,108900,32,"구매 5,600+",,1669,코스트코,근접
2026-08-16,글렌피딕 15년 싱글 몰트 위스키,1650,글렌피딕 15년,42275,땅땅치킨 매천점,픽업제휴,대구 북구,119900,22,"구매 5,600+",,1669,코스트코,근접
2026-08-16,글렌피딕 15년 싱글 몰트 위스키,1650,글렌피딕 15년,52133,이마트24 서초네오점,이마트24,서울특별시 서초구,158000,0,"구매 5,600+",,1669,코스트코,근접
2026-08-16,글렌피딕 15년 싱글 몰트 위스키,1650,글렌피딕 15년,42953,CU 서초우리점,CU편의점,서울 서초구,132000,0,"구매 5,600+",,1669,코스트코,근접
2026-08-16,글렌피딕 15년 싱글트 위스키,1650,글렌피딕 15년,2827,와인파크 역삼점,주류전문샵,서울 강남구,169000,0,"구매 5,600+",,1669,코스트코,근접
2026-08-16,글렌피딕 15년 싱글트 위스키,1650,글렌피딕 15년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,104900,23,"구매 5,600+",,1669,코스트코,근접
2026-08-16,글렌피딕 15년 싱글트 위스키,1650,글렌피딕 15년,46605,이마트24 역삼초교점,이마트24,서울특별시 강남구,108900,32,"구매 5,600+",,1669,코스트코,근접
2026-08-16,글렌피딕 15년 싱글트 위스키,1650,글렌피딕 15년,42275,땅땅치킨 매천점,픽업제휴,대구 북구,119900,22,"구매 5,600+",,1669,코스트코,근접
2026-08-16,글렌피딕 15년 싱글트 위스키,1650,글렌피딕 15년,42953,CU 서초우리점,CU편의점,서울 서초구,132000,0,"구매 5,600+",,1669,코스트코,근접
2026-08-16,글렌피딕 15년 싱글트 위스키,1650,글렌피딕 15년,52133,이마트24 서초네오점,이마트24,서울특별시 서초구,158000,0,"구매 5,600+",,1669,코스트코,근접
2026-08-16,달모어 12년,3167,달모어 12년,16362,리쿼하우스,주류전문샵,서울 강남구,113000,0,"구매 1,000+",,246,트레이더스,근접
2026-08-16,달모어 12년,3167,달모어 12년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,119000,14,"구매 1,000+",,246,트레이더스,근접
2026-08-16,달모어 12년,3167,달모어 12년,5368,CU 서초어벤져스점,CU편의점,서울특별시 서초구,119000,14,"구매 1,000+",,246,트레이더스,근접
2026-08-16,달모어 12년,3167,달모어 12년,41431,참치집 진주초전점,픽업제휴,경남 진주시,117000,0,"구매 1,000+",,246,트레이더스,근접
2026-08-16,달모어 12년,3167,달모어 12년,52133,이마트24 서초네오점,이마트24,서울특별시 서초구,149000,0,"구매 1,000+",,246,트레이더스,근접
2026-08-16,달모어 12년,3167,달모어 12년,46605,이마트24 역삼초교점,이마트24,서울특별시 강남구,119800,18,"구매 1,000+",,246,트레이더스,근접
2026-08-16,달모어 2005 빈티지,5485,[매장행사중 재고확인] 달모어 2005 빈티지,149,고래맥주창고 방이점,주류전문샵,서울 송파구,879000,0,,,2,트레이더스,근접
2026-08-16,듀어스 12년,3695,듀어스 12년 700ml,16362,리쿼하우스,주류전문샵,서울 강남구,48000,0,"구매 7,500+",,1094,트레이더스,근접
2026-08-16,듀어스 12년,3695,듀어스 12년 700ml,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,43800,24,"구매 7,500+",,1094,트레이더스,근접
2026-08-16,듀어스 12년,3695,듀어스 12년 700ml,41431,참치집 진주초전점,픽업제휴,경남 진주시,51100,0,"구매 7,500+",,1094,트레이더스,근접
2026-08-16,듀어스 12년,3695,듀어스 12년 700ml,53377,CU 역삼황제펭귄점,CU편의점,서울 강남구,57900,0,"구매 7,500+",,1094,트레이더스,근접
2026-08-16,듀어스 15년,6778,듀어스 15년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,69900,18,,,17,트레이더스,근접
2026-08-16,듀어스 15년,6778,듀어스 15년,16362,리쿼하우스,주류전문샵,서울 강남구,68000,0,,,17,트레이더스,근접
2026-08-16,듀어스 15년,6778,듀어스 15년,41431,참치집 진주초전점,픽업제휴,경남 진주시,78800,9,,,17,트레이더스,근접
2026-08-16,듀어스 18년,4781,듀어스 18년,16362,리쿼하우스,주류전문샵,서울 강남구,118000,0,,,102,트레이더스,근접
2026-08-16,듀어스 18년,4781,듀어스 18년,46605,이마트24 역삼초교점,이마트24,서울특별시 강남구,180000,0,,,102,트레이더스,근접
2026-08-16,듀어스 18년,4781,듀어스 18년,1418,불막열삼 밀양삼문점,픽업제휴,경남 밀양시,163700,23,,,102,트레이더스,근접
2026-08-16,라프로익 10년,27365,라프로익 10년 40% 700ml,4504,바틀드,주류전문샵,서울 강남구,92000,0,,,11,이마트 / 트레이더스,근접
2026-08-16,라프로익 오크 셀렉트,26316,라프로익 오크 셀렉트,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,48000,4,,,21,이마트,근접
2026-08-16,라프로익 오크 셀렉트,26316,라프로익 오크 셀렉트,51818,위스키 오크통,주류전문샵,서울 서초구,62000,0,,,21,이마트,근접
2026-08-16,로얄 브라클라 12년,7329,로얄 브라클라 12년,16362,리쿼하우스,주류전문샵,서울 강남구,89900,0,"구매 4,400+",,488,코스트코 / 트레이더스,근접
2026-08-16,로얄 브라클라 12년,7329,로얄 브라클라 12년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,105000,24,"구매 4,400+",,488,코스트코 / 트레이더스,근접
2026-08-16,로얄 브라클라 12년,7329,로얄 브라클라 12년,52133,이마트24 서초네오점,이마트24,서울특별시 서초구,125000,0,"구매 4,400+",,488,코스트코 / 트레이더스,근접
2026-08-16,로얄 브라클라 12년,7329,로얄 브라클라 12년,41431,참치집 진주초전점,픽업제휴,경남 진주시,101900,0,"구매 4,400+",,488,코스트코 / 트레이더스,근접
2026-08-16,로얄 브라클라 12년,7329,로얄 브라클라 12년,14600,CU 서초동아타워점,CU편의점,서울특별시 서초구,109000,8,"구매 4,400+",,488,코스트코 / 트레이더스,근접
2026-08-16,로얄 살루트 21년,3208,로얄살루트 21년 700ml,16362,리쿼하우스,주류전문샵,서울 강남구,195000,0,"구매 6,800+",,1431,트레이더스,근접
2026-08-16,로얄 살루트 21년,3208,로얄살루트 21년 700ml,51587,팔도밀방 강남본점,픽업제휴,서울 강남구,198000,39,"구매 6,800+",,1431,트레이더스,근접
2026-08-16,로얄 살루트 21년,3208,로얄살루트 21년 700ml,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,258000,17,"구매 6,800+",,1431,트레이더스,근접
2026-08-16,로얄 살루트 21년,3208,로얄살루트 21년 700ml,46605,이마트24 역삼초교점,이마트24,서울특별시 강남구,258000,22,"구매 6,800+",,1431,트레이더스,근접
2026-08-16,맥캘란 12년 더블캐스크,29166,맥캘란 12년 더블 캐스크,51587,팔도밀방 강남본점,픽업제휴,서울 강남구,104900,26,"구매 5,200+",,165,코스트코 / 트레이더스,근접
2026-08-16,맥캘란 12년 더블캐스크,29166,맥캘란 12년 더블 캐스크,16362,리쿼하우스,주류전문샵,서울 강남구,109000,0,"구매 5,200+",,165,코스트코 / 트레이더스,근접
2026-08-16,맥캘란 12년 더블캐스크,29166,맥캘란 12년 더블 캐스크,42953,CU 서초우리점,CU편의점,서울 서초구,96000,25,"구매 5,200+",,165,코스트코 / 트레이더스,근접
2026-08-16,맥캘란 12년 더블캐스크,29166,맥캘란 12년 더블 캐스크,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,133000,0,"구매 5,200+",,165,코스트코 / 트레이더스,근접
2026-08-16,맥캘란 12년 더블캐스크,29166,맥캘란 12년 더블 캐스크,46605,이마트24 역삼초교점,이마트24,서울특별시 강남구,132000,0,"구매 5,200+",,165,코스트코 / 트레이더스,근접
2026-08-16,맥캘란 12년 더블캐스크,29166,맥캘란 12년 더블 캐스크,52133,이마트24 서초네오점,이마트24,서울특별시 서초구,134000,0,"구매 5,200+",,165,코스트코 / 트레이더스,근접
2026-08-16,몽키숄더,3211,몽키숄더,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,43800,32,"구매 5,300+",,1469,코스트코 / 트레이더스,정확
2026-08-16,몽키숄더,3211,몽키숄더,51587,팔도밀방 강남본점,픽업제휴,서울 강남구,47900,27,"구매 5,300+",,1469,코스트코 / 트레이더스,정확
2026-08-16,몽키숄더,3211,몽키숄더,46605,이마트24 역삼초교점,이마트24,서울특별시 강남구,43800,33,"구매 5,300+",,1469,코스트코 / 트레이더스,정확
2026-08-16,몽키숄더,3211,몽키숄더,16362,리쿼하우스,주류전문샵,서울 강남구,52000,0,"구매 5,300+",,1469,코스트코 / 트레이더스,정확
2026-08-16,몽키숄더,3211,몽키숄더,52133,이마트24 서초네오점,이마트24,서울특별시 서초구,53900,17,"구매 5,300+",,1469,코스트코 / 트레이더스,정확
2026-08-16,몽키숄더,3211,몽키숄더,14600,CU 서초동아타워점,CU편의점,서울특별시 서초구,56900,12,"구매 5,300+",,1469,코스트코 / 트레이더스,정확
2026-08-16,발렌타인 10년,28927,발렌타인 10년 700ml,154,에이와인 압구정점,주류전문샵,서울 강남구,42000,0,,,9,트레이더스,근접
2026-08-16,발렌타인 10년,28927,발렌타인 10년 700ml,41431,참치집 진주초전점,픽업제휴,경남 진주시,44700,0,,,9,트레이더스,근접
2026-08-16,발렌타인 10년,28927,발렌타인 10년 700ml,46605,이마트24 역삼초교점,이마트24,서울특별시 강남구,48000,0,,,9,트레이더스,근접
2026-08-16,발렌타인 17년,5395,발렌타인 17년 700ml,124,아로마주류샵,주류전문샵,서울 강남구,120000,0,"구매 4,400+",,446,코스트코 / 트레이더스,근접
2026-08-16,발렌타인 17년,5395,발렌타인 17년 700ml,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,147000,17,"구매 4,400+",,446,코스트코 / 트레이더스,근접
2026-08-16,발렌타인 17년,5395,발렌타인 17년 700ml,41431,참치집 진주초전점,픽업제휴,경남 진주시,150000,0,"구매 4,400+",,446,코스트코 / 트레이더스,근접
2026-08-16,발렌타인 21년,7130,발렌타인 21년,16362,리쿼하우스,주류전문샵,서울 강남구,184000,0,"구매 1,700+",,1015,코스트코 / 트레이더스,근접
2026-08-16,발렌타인 21년,7130,발렌타인 21년,51587,팔도밀방 강남본점,픽업제휴,서울 강남구,185000,43,"구매 1,700+",,1015,코스트코 / 트레이더스,근접
2026-08-16,발렌타인 21년,7130,발렌타인 21년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,227000,21,"구매 1,700+",,1015,코스트코 / 트레이더스,근접
2026-08-16,발렌타인 21년,7130,발렌타인 21년,5368,CU 서초어벤져스점,CU편의점,서울특별시 서초구,227000,21,"구매 1,700+",,1015,코스트코 / 트레이더스,근접
2026-08-16,발렌타인 싱글몰트 15년,25654,발렌타인 싱글몰트 글렌버기 15년,16362,리쿼하우스,주류전문샵,서울 강남구,95000,0,,,22,트레이더스,근접
2026-08-16,발렌타인 싱글몰트 15년,25654,발렌타인 싱글몰트 글렌버기 15년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,107500,19,,,22,트레이더스,근접
2026-08-16,발렌타인 싱글몰트 15년,25654,발렌타인 싱글몰트 글렌버기 15년,41431,참치집 진주초전점,픽업제휴,경남 진주시,104500,0,,,22,트레이더스,근접
2026-08-16,발렌타인 싱글몰트 글렌버기 16년,27674,발렌타인 싱글몰트 글렌버기 16년 스몰 배치,16715,더 몰트샵 역삼점,주류전문샵,서울 강남구,398000,0,,,2,트레이더스,근접
2026-08-16,발렌타인 파이니스트,6066,발렌타인 파이니스트 700ml,14553,보틀벙커 잠실점,주류전문샵,서울 송파구,24900,0,,,17,트레이더스,정확
2026-08-16,발베니 12년 더블우드,3190,발베니 더블우드 12년,14600,CU 서초동아타워점,CU편의점,서울특별시 서초구,99900,22,구매 3만+,,2566,코스트코 / 트레이더스,근접
2026-08-16,발베니 12년 더블우드,3190,발베니 더블우드 12년,16362,리쿼하우스,주류전문샵,서울 강남구,108000,0,구매 3만+,,2566,코스트코 / 트레이더스,근접
2026-08-16,발베니 12년 더블우드,3190,발베니 더블우드 12년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,102000,15,구매 3만+,,2566,코스트코 / 트레이더스,근접
2026-08-16,발베니 12년 더블우드,3190,발베니 더블우드 12년,51587,팔도밀방 강남본점,픽업제휴,서울 강남구,113900,13,구매 3만+,,2566,코스트코 / 트레이더스,근접
2026-08-16,발베니 12년 더블우드,3190,발베니 더블우드 12년,46605,이마트24 역삼초교점,이마트24,서울특별시 강남구,104900,13,구매 3만+,,2566,코스트코 / 트레이더스,근접
2026-08-16,발베니 12년 더블우드,3190,발베니 더블우드 12년,52133,이마트24 서초네오점,이마트24,서울특별시 서초구,120000,0,구매 3만+,,2566,코스트코 / 트레이더스,근접
2026-08-16,발베니 12년 싱글트 위스키,3190,발베니 더블우드 12년,14600,CU 서초동아타워점,CU편의점,서울특별시 서초구,99900,22,구매 3만+,,2566,코스트코,근접
2026-08-16,발베니 12년 싱글트 위스키,3190,발베니 더블우드 12년,16362,리쿼하우스,주류전문샵,서울 강남구,108000,0,구매 3만+,,2566,코스트코,근접
2026-08-16,발베니 12년 싱글트 위스키,3190,발베니 더블우드 12년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,102000,15,구매 3만+,,2566,코스트코,근접
2026-08-16,발베니 14년 캐리비안 캐스크,1652,발베니 캐리비안 캐스크 14년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,144000,22,"구매 1,600+",,468,코스트코 / 트레이더스,근접
2026-08-16,발베니 14년 캐리비안 캐스크,1652,발베니 캐리비안 캐스크 14년,40544,CU 강남거평점,CU편의점,서울특별시 강남구,139000,33,"구매 1,600+",,468,코스트코 / 트레이더스,근접
2026-08-16,발베니 14년 캐리비안 캐스크,1652,발베니 캐리비안 캐스크 14년,16362,리쿼하우스,주류전문샵,서울 강남구,163000,0,"구매 1,600+",,468,코스트코 / 트레이더스,근접
2026-08-16,발베니 14년 캐리비안 캐스크,1652,발베니 캐리비안 캐스크 14년,46605,이마트24 역삼초교점,이마트24,서울특별시 강남구,145000,3,"구매 1,600+",,468,코스트코 / 트레이더스,근접
2026-08-16,발베니 14년 캐리비안 캐스크,1652,발베니 캐리비안 캐스크 14년,51587,팔도밀방 강남본점,픽업제휴,서울 강남구,169900,17,"구매 1,600+",,468,코스트코 / 트레이더스,근접
2026-08-16,발베니 14년 캐리비안 캐스크,1652,발베니 캐리비안 캐스크 14년,52133,이마트24 서초네오점,이마트24,서울특별시 서초구,165000,0,"구매 1,600+",,468,코스트코 / 트레이더스,근접
2026-08-16,발베니 14년 캐리비안 케스크,1652,발베니 캐리비안 캐스크 14년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,144000,22,"구매 1,600+",,468,트레이더스,근접
2026-08-16,발베니 16년 프렌치 오크,6910,발베니 16년 프렌치 오크,46605,이마트24 역삼초교점,이마트24,서울특별시 강남구,232000,30,,,81,이마트,근접
2026-08-16,발베니 16년 프렌치 오크,6910,발베니 16년 프렌치 오크,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,278000,15,,,81,이마트,근접
2026-08-16,발베니 16년 프렌치 오크,6910,발베니 16년 프렌치 오크,41431,참치집 진주초전점,픽업제휴,경남 진주시,294000,0,,,81,이마트,근접
2026-08-16,발베니 16년 프렌치 오크,6910,발베니 16년 프렌치 오크,16362,리쿼하우스,주류전문샵,서울 강남구,299000,0,,,81,이마트,근접
2026-08-16,버팔로 트레이스,10104,버팔로 트레이스 700ml,51818,위스키 오크통,주류전문샵,서울 서초구,39000,0,,,9,트레이더스,정확
2026-08-16,벨즈,2624,벨즈 700ml,14600,CU 서초동아타워점,CU편의점,서울특별시 서초구,19900,11,,,167,코스트코,정확
2026-08-16,벨즈,2624,벨즈 700ml,3618,해적마트,주류전문샵,서울 용산구,25000,0,,,167,코스트코,정확
2026-08-16,벨즈,2624,벨즈 700ml,52133,이마트24 서초네오점,이마트24,서울특별시 서초구,19900,11,,,167,코스트코,정확
2026-08-16,벨즈,2624,벨즈 700ml,41431,참치집 진주초전점,픽업제휴,경남 진주시,20100,0,,,167,코스트코,정확
2026-08-16,브라클라 12년,7329,로얄 브라클라 12년,16362,리쿼하우스,주류전문샵,서울 강남구,89900,0,"구매 4,400+",,488,코스트코,근접
2026-08-16,브라클라 12년,7329,로얄 브라클라 12년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,105000,24,"구매 4,400+",,488,코스트코,근접
2026-08-16,브라클라 12년,7329,로얄 브라클라 12년,41431,참치집 진주초전점,픽업제휴,경남 진주시,101900,0,"구매 4,400+",,488,코스트코,근접
2026-08-16,브라클라 12년,7329,로얄 브라클라 12년,52133,이마트24 서초네오점,이마트24,서울특별시 서초구,125000,0,"구매 4,400+",,488,코스트코,근접
2026-08-16,브라클라 12년,7329,로얄 브라클라 12년,14600,CU 서초동아타워점,CU편의점,서울특별시 서초구,109000,8,"구매 4,400+",,488,코스트코,근접
2026-08-16,산토리 가쿠빈,2981,산토리 가쿠빈,14600,CU 서초동아타워점,CU편의점,서울특별시 서초구,35800,20,"구매 8,000+",,3642,코스트코 / 트레이더스,정확
2026-08-16,산토리 가쿠빈,2981,산토리 가쿠빈,52133,이마트24 서초네오점,이마트24,서울특별시 서초구,35840,20,"구매 8,000+",,3642,코스트코 / 트레이더스,정확
2026-08-16,산토리 가쿠빈,2981,산토리 가쿠빈,16362,리쿼하우스,주류전문샵,서울 강남구,37900,0,"구매 8,000+",,3642,코스트코 / 트레이더스,정확
2026-08-16,산토리 가쿠빈,2981,산토리 가쿠빈,51587,팔도밀방 강남본점,픽업제휴,서울 강남구,37900,11,"구매 8,000+",,3642,코스트코 / 트레이더스,정확
2026-08-16,시바스 리갈 12년,12598,시바스 리갈 12년,46605,이마트24 역삼초교점,이마트24,서울특별시 강남구,39900,33,,,17,코스트코,근접
2026-08-16,시바스 리갈 12년,12598,시바스 리갈 12년,18221,29펍 UK Classic,주류전문샵,서울 강남구,54000,0,,,17,코스트코,근접
2026-08-16,시바스 리갈 12년,12598,시바스 리갈 12년,41431,참치집 진주초전점,픽업제휴,경남 진주시,53800,0,,,17,코스트코,근접
2026-08-16,아란 셰리 캐스크,4353,아란 셰리 캐스크 700ml,16362,리쿼하우스,주류전문샵,서울 강남구,119000,0,,,193,트레이더스,근접
