수집일,위스키명,top_product_id,데일리샷상품명,seller_id,셀러명,업종,지역,가격_KRW,할인율,sales_count,vivino_score,review_count,국내위치,정확도
2026-06-26,글렌리벳 15년,1649,더 글렌리벳 15년,16362,리쿼하우스,주류전문샵,서울 강남구,89000,0,,,399,트레이더스,근접
2026-06-26,글렌리벳 15년,1649,더 글렌리벳 15년,41431,참치집 진주초전점,픽업제휴,경남 진주시,106700,0,,,399,트레이더스,근접
2026-06-26,글렌리벳 19년 스몰 배치 2,34653,더 글렌리벳 19년 스몰 배치 2,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,339800,10,,,7,트레이더스,근접
2026-06-26,글렌리벳 19년 스몰 배치 2,34653,더 글렌리벳 19년 스몰 배치 2,25,와인갤러리 시흥,주류전문샵,경기 시흥시,398000,0,,,7,트레이더스,근접
2026-06-26,글렌모렌지 12년,8196,글렌모렌지 라산타 12년,16362,리쿼하우스,주류전문샵,서울 강남구,92000,0,,,227,트레이더스,근접
2026-06-26,글렌모렌지 12년,8196,[마지막재고 찬스] 글렌모렌지 라산타 12년,38932,국밥쟁이 강남역점,픽업제휴,서울 서초구,99900,0,,,227,트레이더스,근접
2026-06-26,글렌모렌지 15년,29554,글렌모렌지 더 라산타 15년,16362,리쿼하우스,주류전문샵,서울 강남구,97000,0,,,7,트레이더스,근접
2026-06-26,글렌모렌지 15년,29554,글렌모렌지 더 라산타 15년,38932,국밥쟁이 강남역점,픽업제휴,서울 서초구,136600,14,,,7,트레이더스,근접
2026-06-26,글렌알라키 10년 루비포트,23695,글렌알라키 10년 루비 포트 우드 피니시,17260,루원주류마켓,주류전문샵,인천 서구,185000,0,,,3,트레이더스,근접
2026-06-26,글렌피딕 12년,2329,글렌피딕 12년 700ml,16362,리쿼하우스,주류전문샵,서울 강남구,68000,0,구매 1만+,,1319,트레이더스,근접
2026-06-26,글렌피딕 12년,2329,글렌피딕 12년 700ml,38932,국밥쟁이 강남역점,픽업제휴,서울 서초구,84900,24,구매 1만+,,1319,트레이더스,근접
2026-06-26,글렌피딕 12년,2329,글렌피딕 12년 700ml,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,92000,0,구매 1만+,,1319,트레이더스,근접
2026-06-26,글렌피딕 12년,2329,글렌피딕 12년 700ml,43711,CU 강남스타일점,CU편의점,서울 강남구,89000,0,구매 1만+,,1319,트레이더스,근접
2026-06-26,글렌피딕 12년,2329,글렌피딕 12년 700ml,49826,이마트24 강남더인피닛점,이마트24,서울특별시 서초구,119000,0,구매 1만+,,1319,트레이더스,근접
2026-06-26,글렌피딕 12년,2329,글렌피딕 12년 700ml,46068,이마트24 역삼승리점,이마트24,서울특별시 강남구,115000,0,구매 1만+,,1319,트레이더스,근접
2026-06-26,글렌피딕 14년,22707,글렌피딕 14년 버번 배럴 리저브,16362,리쿼하우스,주류전문샵,서울 강남구,105000,0,,,69,트레이더스,근접
2026-06-26,글렌피딕 14년,22707,글렌피딕 14년 버번 배럴 리저브,5366,CU 서초도씨에빛점,CU편의점,서울특별시 서초구,120000,0,,,69,트레이더스,근접
2026-06-26,글렌피딕 14년,22707,글렌피딕 14년 버번 배럴 리저브,46068,이마트24 역삼승리점,이마트24,서울특별시 강남구,129000,0,,,69,트레이더스,근접
2026-06-26,글렌피딕 14년,22707,글렌피딕 14년 버번 배럴 리저브,41431,참치집 진주초전점,픽업제휴,경남 진주시,135300,0,,,69,트레이더스,근접
2026-06-26,글렌피딕 14년,22707,글렌피딕 14년 버번 배럴 리저브,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,120000,0,,,69,트레이더스,근접
2026-06-26,글렌피딕 15년,1650,글렌피딕 15년,16362,리쿼하우스,주류전문샵,서울 강남구,99000,0,"구매 5,100+",,1638,코스트코 / 트레이더스,근접
2026-06-26,글렌피딕 15년,1650,글렌피딕 15년,38932,국밥쟁이 강남역점,픽업제휴,서울 서초구,119900,22,"구매 5,100+",,1638,코스트코 / 트레이더스,근접
2026-06-26,글렌피딕 15년,1650,글렌피딕 15년,42953,CU 서초우리점,CU편의점,서울 서초구,132000,0,"구매 5,100+",,1638,코스트코 / 트레이더스,근접
2026-06-26,글렌피딕 15년,1650,글렌피딕 15년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,137900,0,"구매 5,100+",,1638,코스트코 / 트레이더스,근접
2026-06-26,글렌피딕 15년,1650,글렌피딕 15년,46068,이마트24 역삼승리점,이마트24,서울특별시 강남구,158000,0,"구매 5,100+",,1638,코스트코 / 트레이더스,근접
2026-06-26,글렌피딕 15년 싱글 몰트 위스키,1650,글렌피딕 15년,16362,리쿼하우스,주류전문샵,서울 강남구,99000,0,"구매 5,100+",,1638,코스트코,근접
2026-06-26,글렌피딕 15년 싱글 몰트 위스키,1650,글렌피딕 15년,38932,국밥쟁이 강남역점,픽업제휴,서울 서초구,119900,22,"구매 5,100+",,1638,코스트코,근접
2026-06-26,글렌피딕 15년 싱글 몰트 위스키,1650,글렌피딕 15년,42953,CU 서초우리점,CU편의점,서울 서초구,132000,0,"구매 5,100+",,1638,코스트코,근접
2026-06-26,글렌피딕 15년 싱글 몰트 위스키,1650,글렌피딕 15년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,137900,0,"구매 5,100+",,1638,코스트코,근접
2026-06-26,글렌피딕 15년 싱글 몰트 위스키,1650,글렌피딕 15년,46068,이마트24 역삼승리점,이마트24,서울특별시 강남구,158000,0,"구매 5,100+",,1638,코스트코,근접
2026-06-26,글렌피딕 15년 싱글트 위스키,1650,글렌피딕 15년,16362,리쿼하우스,주류전문샵,서울 강남구,99000,0,"구매 5,100+",,1638,코스트코,근접
2026-06-26,글렌피딕 15년 싱글트 위스키,1650,글렌피딕 15년,38932,국밥쟁이 강남역점,픽업제휴,서울 서초구,119900,22,"구매 5,100+",,1638,코스트코,근접
2026-06-26,글렌피딕 15년 싱글트 위스키,1650,글렌피딕 15년,42953,CU 서초우리점,CU편의점,서울 서초구,132000,0,"구매 5,100+",,1638,코스트코,근접
2026-06-26,글렌피딕 15년 싱글트 위스키,1650,글렌피딕 15년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,137900,0,"구매 5,100+",,1638,코스트코,근접
2026-06-26,글렌피딕 15년 싱글트 위스키,1650,글렌피딕 15년,46068,이마트24 역삼승리점,이마트24,서울특별시 강남구,158000,0,"구매 5,100+",,1638,코스트코,근접
2026-06-26,달모어 12년,3167,달모어 12년,16362,리쿼하우스,주류전문샵,서울 강남구,113000,0,구매 900+,,236,트레이더스,근접
2026-06-26,달모어 12년,3167,달모어 12년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,119000,19,구매 900+,,236,트레이더스,근접
2026-06-26,달모어 12년,3167,달모어 12년,46068,이마트24 역삼승리점,이마트24,서울특별시 강남구,119000,18,구매 900+,,236,트레이더스,근접
2026-06-26,달모어 12년,3167,달모어 12년,41431,참치집 진주초전점,픽업제휴,경남 진주시,131500,6,구매 900+,,236,트레이더스,근접
2026-06-26,달모어 12년,3167,달모어 12년,49826,이마트24 강남더인피닛점,이마트24,서울특별시 서초구,149000,0,구매 900+,,236,트레이더스,근접
2026-06-26,달모어 12년,3167,달모어 12년,5368,CU 서초어벤져스점,CU편의점,서울특별시 서초구,139000,0,구매 900+,,236,트레이더스,근접
2026-06-26,달모어 2005 빈티지,5485,[매장행사중 재고확인] 달모어 2005 빈티지,149,고래맥주창고 방이점,주류전문샵,서울 송파구,879000,0,,,2,트레이더스,근접
2026-06-26,더 글렌리벳 15년,1649,더 글렌리벳 15년,16362,리쿼하우스,주류전문샵,서울 강남구,89000,0,,,399,코스트코,근접
2026-06-26,더 글렌리벳 15년,1649,더 글렌리벳 15년,41431,참치집 진주초전점,픽업제휴,경남 진주시,106700,0,,,399,코스트코,근접
2026-06-26,듀어스 12년,3695,듀어스 12년 700ml,18294,고래맥주창고 강남도곡점,픽업제휴,서울 강남구,53500,0,"구매 7,400+",,1082,트레이더스,근접
2026-06-26,듀어스 12년,3695,듀어스 12년 700ml,16362,리쿼하우스,주류전문샵,서울 강남구,48000,0,"구매 7,400+",,1082,트레이더스,근접
2026-06-26,듀어스 12년,3695,듀어스 12년 700ml,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,57900,0,"구매 7,400+",,1082,트레이더스,근접
2026-06-26,듀어스 12년,3695,듀어스 12년 700ml,46068,이마트24 역삼승리점,이마트24,서울특별시 강남구,59000,0,"구매 7,400+",,1082,트레이더스,근접
2026-06-26,듀어스 12년,3695,듀어스 12년 700ml,53377,CU 역삼황제펭귄점,CU편의점,서울 강남구,57900,0,"구매 7,400+",,1082,트레이더스,근접
2026-06-26,듀어스 15년,6778,듀어스 15년,16362,리쿼하우스,주류전문샵,서울 강남구,68000,0,,,16,트레이더스,근접
2026-06-26,듀어스 15년,6778,듀어스 15년,41431,참치집 진주초전점,픽업제휴,경남 진주시,78800,9,,,16,트레이더스,근접
2026-06-26,듀어스 18년,4781,듀어스 18년,16362,리쿼하우스,주류전문샵,서울 강남구,118000,0,,,99,트레이더스,근접
2026-06-26,듀어스 18년,4781,듀어스 18년,2735,스몰비트호프,픽업제휴,경남 밀양시,163700,23,,,99,트레이더스,근접
2026-06-26,듀어스 18년,4781,듀어스 18년,46068,이마트24 역삼승리점,이마트24,서울특별시 강남구,180000,0,,,99,트레이더스,근접
2026-06-26,라가불린 11년 스위트 피트,33217,라가불린 11년 스위트 피트,41742,CU 역삼충현점,CU편의점,서울특별시 강남구,99800,0,,,47,트레이더스,근접
2026-06-26,라가불린 11년 스위트 피트,33217,라가불린 11년 스위트 피트,18516,바틀앤코르크 서초교대점,주류전문샵,서울 서초구,99000,0,,,47,트레이더스,근접
2026-06-26,라프로익 10년,12972,라프로익 10년 43% 700ml,38586,나라셀라 리저브,주류전문샵,서울 강남구,99900,0,,,0,이마트 / 트레이더스,근접
2026-06-26,라프로익 오크셀렉트,26316,라프로익 오크 셀렉트,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,48000,4,,,13,이마트,정확
2026-06-26,라프로익 오크셀렉트,26316,라프로익 오크 셀렉트,51818,위스키 오크통,주류전문샵,서울 서초구,62000,0,,,13,이마트,정확
2026-06-26,러셀 리저브 10년,12141,러셀 리저브 10년 700ml,42842,스타보틀&어슬렁 합정,주류전문샵,서울 마포구,99000,0,,,1,이마트 / 트레이더스,근접
2026-06-26,러셀 리저브 싱글 배럴,15504,러셀 리저브 싱글배럴,16362,리쿼하우스,주류전문샵,서울 강남구,115000,0,"구매 4,500+",,418,트레이더스,근접
2026-06-26,러셀 리저브 싱글 배럴,15504,러셀 리저브 싱글배럴,38932,국밥쟁이 강남역점,픽업제휴,서울 서초구,117800,15,"구매 4,500+",,418,트레이더스,근접
2026-06-26,러셀 리저브 싱글 배럴,15504,러셀 리저브 싱글배럴,5368,CU 서초어벤져스점,CU편의점,서울특별시 서초구,119000,0,"구매 4,500+",,418,트레이더스,근접
2026-06-26,러셀 리저브 싱글 배럴,15504,러셀 리저브 싱글배럴,46068,이마트24 역삼승리점,이마트24,서울특별시 강남구,129000,0,"구매 4,500+",,418,트레이더스,근접
2026-06-26,러셀 리저브 싱글 배럴,15504,러셀 리저브 싱글배럴,49826,이마트24 강남더인피닛점,이마트24,서울특별시 서초구,129000,0,"구매 4,500+",,418,트레이더스,근접
2026-06-26,로얄 브라클라 12년,7329,로얄 브라클라 12년,16362,리쿼하우스,주류전문샵,서울 강남구,89900,0,"구매 4,200+",,473,코스트코 / 트레이더스,근접
2026-06-26,로얄 브라클라 12년,7329,로얄 브라클라 12년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,139900,0,"구매 4,200+",,473,코스트코 / 트레이더스,근접
2026-06-26,로얄 브라클라 12년,7329,로얄 브라클라 12년,14600,CU 서초동아타워점,CU편의점,서울특별시 서초구,119000,0,"구매 4,200+",,473,코스트코 / 트레이더스,근접
2026-06-26,로얄 브라클라 12년,7329,로얄 브라클라 12년,42275,땅땅치킨 매천점,픽업제휴,대구 북구,105000,0,"구매 4,200+",,473,코스트코 / 트레이더스,근접
2026-06-26,로얄 살루트 21년,3208,로얄살루트 21년 700ml,16362,리쿼하우스,주류전문샵,서울 강남구,205000,0,"구매 5,900+",,1379,트레이더스,근접
2026-06-26,로얄 살루트 21년,3208,로얄살루트 21년 700ml,38932,국밥쟁이 강남역점,픽업제휴,서울 서초구,219900,32,"구매 5,900+",,1379,트레이더스,근접
2026-06-26,맥캘란 12년 더블캐스크,29166,맥캘란 12년 더블 캐스크,16362,리쿼하우스,주류전문샵,서울 강남구,109000,0,"구매 4,700+",,136,코스트코 / 트레이더스,근접
2026-06-26,맥캘란 12년 더블캐스크,29166,맥캘란 12년 더블 캐스크,38932,국밥쟁이 강남역점,픽업제휴,서울 서초구,109900,20,"구매 4,700+",,136,코스트코 / 트레이더스,근접
2026-06-26,맥캘란 12년 더블캐스크,29166,맥캘란 12년 더블 캐스크,46068,이마트24 역삼승리점,이마트24,서울특별시 강남구,132000,0,"구매 4,700+",,136,코스트코 / 트레이더스,근접
2026-06-26,맥캘란 12년 더블캐스크,29166,맥캘란 12년 더블 캐스크,14600,CU 서초동아타워점,CU편의점,서울특별시 서초구,129000,0,"구매 4,700+",,136,코스트코 / 트레이더스,근접
2026-06-26,맥캘란 12년 더블캐스크,29166,맥캘란 12년 더블 캐스크,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,133000,0,"구매 4,700+",,136,코스트코 / 트레이더스,근접
2026-06-26,몽키숄더,3211,몽키숄더,16362,리쿼하우스,주류전문샵,서울 강남구,52000,0,"구매 4,300+",,1429,코스트코 / 트레이더스,정확
2026-06-26,몽키숄더,3211,몽키숄더,38932,국밥쟁이 강남역점,픽업제휴,서울 서초구,51900,21,"구매 4,300+",,1429,코스트코 / 트레이더스,정확
2026-06-26,몽키숄더,3211,몽키숄더,49826,이마트24 강남더인피닛점,이마트24,서울특별시 서초구,65000,0,"구매 4,300+",,1429,코스트코 / 트레이더스,정확
2026-06-26,몽키숄더,3211,몽키숄더,14600,CU 서초동아타워점,CU편의점,서울특별시 서초구,64900,0,"구매 4,300+",,1429,코스트코 / 트레이더스,정확
2026-06-26,몽키숄더,3211,몽키숄더,46068,이마트24 역삼승리점,이마트24,서울특별시 강남구,65000,0,"구매 4,300+",,1429,코스트코 / 트레이더스,정확
2026-06-26,몽키숄더,3211,몽키숄더,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,65000,0,"구매 4,300+",,1429,코스트코 / 트레이더스,정확
2026-06-26,발렌타인 10년,28927,발렌타인 10년 700ml,154,에이와인 압구정점,주류전문샵,서울 강남구,42000,0,,,7,트레이더스,근접
2026-06-26,발렌타인 10년,28927,발렌타인 10년 700ml,41431,참치집 진주초전점,픽업제휴,경남 진주시,44700,0,,,7,트레이더스,근접
2026-06-26,발렌타인 17년,5395,발렌타인 17년 700ml,16362,리쿼하우스,주류전문샵,서울 강남구,109000,0,"구매 4,200+",,439,코스트코,근접
2026-06-26,발렌타인 17년,5395,발렌타인 17년 700ml,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,129000,27,"구매 4,200+",,439,코스트코,근접
2026-06-26,발렌타인 17년,5395,발렌타인 17년 700ml,41431,참치집 진주초전점,픽업제휴,경남 진주시,150000,0,"구매 4,200+",,439,코스트코,근접
2026-06-26,발렌타인 21년,7130,발렌타인 21년,16362,리쿼하우스,주류전문샵,서울 강남구,189000,0,"구매 1,100+",,978,코스트코 / 트레이더스,근접
2026-06-26,발렌타인 21년,7130,발렌타인 21년,41431,참치집 진주초전점,픽업제휴,경남 진주시,231000,0,"구매 1,100+",,978,코스트코 / 트레이더스,근접
2026-06-26,발렌타인 21년,7130,발렌타인 21년,5368,CU 서초어벤져스점,CU편의점,서울특별시 서초구,289000,0,"구매 1,100+",,978,코스트코 / 트레이더스,근접
2026-06-26,발렌타인 싱글몰트 15년,25654,발렌타인 싱글몰트 글렌버기 15년,16362,리쿼하우스,주류전문샵,서울 강남구,95000,0,,,21,트레이더스,근접
2026-06-26,발렌타인 싱글몰트 15년,25654,발렌타인 싱글몰트 글렌버기 15년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,100000,24,,,21,트레이더스,근접
2026-06-26,발렌타인 싱글몰트 15년,25654,발렌타인 싱글몰트 글렌버기 15년,41431,참치집 진주초전점,픽업제휴,경남 진주시,104500,0,,,21,트레이더스,근접
2026-06-26,발렌타인 파이니스트,5871,발렌타인 파이니스트 1L,15038,보틀즈 논현,주류전문샵,서울 강남구,29700,0,,,7,트레이더스,정확
2026-06-26,발베니 12년,3190,발베니 더블우드 12년,14600,CU 서초동아타워점,CU편의점,서울특별시 서초구,99900,22,구매 2만+,,2467,코스트코 / 트레이더스,근접
2026-06-26,발베니 12년,3190,발베니 더블우드 12년,38932,국밥쟁이 강남역점,픽업제휴,서울 서초구,99000,24,구매 2만+,,2467,코스트코 / 트레이더스,근접
2026-06-26,발베니 12년,3190,발베니 더블우드 12년,16362,리쿼하우스,주류전문샵,서울 강남구,108000,0,구매 2만+,,2467,코스트코 / 트레이더스,근접
2026-06-26,발베니 12년,3190,발베니 더블우드 12년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,102000,15,구매 2만+,,2467,코스트코 / 트레이더스,근접
2026-06-26,발베니 12년,3190,발베니 더블우드 12년,46068,이마트24 역삼승리점,이마트24,서울특별시 강남구,104900,13,구매 2만+,,2467,코스트코 / 트레이더스,근접
2026-06-26,발베니 12년,3190,발베니 더블우드 12년,49826,이마트24 강남더인피닛점,이마트24,서울특별시 서초구,120000,0,구매 2만+,,2467,코스트코 / 트레이더스,근접
2026-06-26,발베니 12년 더블우드,3190,발베니 더블우드 12년,14600,CU 서초동아타워점,CU편의점,서울특별시 서초구,99900,22,구매 2만+,,2467,코스트코 / 트레이더스,근접
2026-06-26,발베니 12년 더블우드,3190,발베니 더블우드 12년,38932,국밥쟁이 강남역점,픽업제휴,서울 서초구,99000,24,구매 2만+,,2467,코스트코 / 트레이더스,근접
2026-06-26,발베니 12년 더블우드,3190,발베니 더블우드 12년,16362,리쿼하우스,주류전문샵,서울 강남구,108000,0,구매 2만+,,2467,코스트코 / 트레이더스,근접
2026-06-26,발베니 12년 더블우드,3190,발베니 더블우드 12년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,102000,15,구매 2만+,,2467,코스트코 / 트레이더스,근접
2026-06-26,발베니 12년 더블우드,3190,발베니 더블우드 12년,46068,이마트24 역삼승리점,이마트24,서울특별시 강남구,104900,13,구매 2만+,,2467,코스트코 / 트레이더스,근접
2026-06-26,발베니 12년 더블우드,3190,발베니 더블우드 12년,49826,이마트24 강남더인피닛점,이마트24,서울특별시 서초구,120000,0,구매 2만+,,2467,코스트코 / 트레이더스,근접
2026-06-26,발베니 12년 싱글트 위스키,3190,발베니 더블우드 12년,14600,CU 서초동아타워점,CU편의점,서울특별시 서초구,99900,22,구매 2만+,,2467,코스트코,근접
2026-06-26,발베니 12년 싱글트 위스키,3190,발베니 더블우드 12년,38932,국밥쟁이 강남역점,픽업제휴,서울 서초구,99000,24,구매 2만+,,2467,코스트코,근접
2026-06-26,발베니 12년 싱글트 위스키,3190,발베니 더블우드 12년,16362,리쿼하우스,주류전문샵,서울 강남구,108000,0,구매 2만+,,2467,코스트코,근접
2026-06-26,발베니 12년 싱글트 위스키,3190,발베니 더블우드 12년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,102000,15,구매 2만+,,2467,코스트코,근접
2026-06-26,발베니 14년 캐리비안 캐스크,1652,발베니 캐리비안 캐스크 14년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,144000,22,"구매 1,300+",,453,코스트코 / 트레이더스,근접
2026-06-26,발베니 14년 캐리비안 캐스크,1652,발베니 캐리비안 캐스크 14년,38932,국밥쟁이 강남역점,픽업제휴,서울 서초구,162900,21,"구매 1,300+",,453,코스트코 / 트레이더스,근접
2026-06-26,발베니 14년 캐리비안 캐스크,1652,발베니 캐리비안 캐스크 14년,16362,리쿼하우스,주류전문샵,서울 강남구,163000,0,"구매 1,300+",,453,코스트코 / 트레이더스,근접
2026-06-26,발베니 14년 캐리비안 캐스크,1652,발베니 캐리비안 캐스크 14년,46068,이마트24 역삼승리점,이마트24,서울특별시 강남구,145000,3,"구매 1,300+",,453,코스트코 / 트레이더스,근접
2026-06-26,발베니 14년 캐리비안 캐스크,1652,발베니 캐리비안 캐스크 14년,40544,CU 강남거평점,CU편의점,서울특별시 강남구,209000,0,"구매 1,300+",,453,코스트코 / 트레이더스,근접
2026-06-26,발베니 14년 캐리비안 캐스크,1652,발베니 캐리비안 캐스크 14년,49826,이마트24 강남더인피닛점,이마트24,서울특별시 서초구,165000,0,"구매 1,300+",,453,코스트코 / 트레이더스,근접
2026-06-26,발베니 14년 캐리비안 케스크,1652,발베니 캐리비안 캐스크 14년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,144000,22,"구매 1,300+",,453,트레이더스,근접
2026-06-26,발베니 14년 캐리비안 케스크,1652,발베니 캐리비안 캐스크 14년,38932,국밥쟁이 강남역점,픽업제휴,서울 서초구,162900,21,"구매 1,300+",,453,트레이더스,근접
2026-06-26,발베니 16년 프렌치오크,6910,발베니 16년 프렌치 오크,16362,리쿼하우스,주류전문샵,서울 강남구,259000,0,,,77,이마트,근접
2026-06-26,발베니 16년 프렌치오크,6910,발베니 16년 프렌치 오크,41431,참치집 진주초전점,픽업제휴,경남 진주시,294000,0,,,77,이마트,근접
2026-06-26,버팔로 트레이스,10104,버팔로 트레이스 700ml,51818,위스키 오크통,주류전문샵,서울 서초구,39000,0,,,8,트레이더스,정확
2026-06-26,벨즈 스카치 위스키,2624,벨즈 700ml,5366,CU 서초도씨에빛점,CU편의점,서울특별시 서초구,19900,11,,,165,코스트코,정확
2026-06-26,벨즈 스카치 위스키,2624,벨즈 700ml,49826,이마트24 강남더인피닛점,이마트24,서울특별시 서초구,19900,11,,,165,코스트코,정확
2026-06-26,브라클라 12년,7329,로얄 브라클라 12년,16362,리쿼하우스,주류전문샵,서울 강남구,89900,0,"구매 4,200+",,473,코스트코,근접
2026-06-26,브라클라 12년,7329,로얄 브라클라 12년,34631,CU 강남푸르지오점,CU편의점,서울특별시 강남구,139900,0,"구매 4,200+",,473,코스트코,근접
2026-06-26,브라클라 12년,7329,로얄 브라클라 12년,42275,땅땅치킨 매천점,픽업제휴,대구 북구,105000,0,"구매 4,200+",,473,코스트코,근접
2026-06-26,브라클라 12년,7329,로얄 브라클라 12년,14600,CU 서초동아타워점,CU편의점,서울특별시 서초구,119000,0,"구매 4,200+",,473,코스트코,근접
2026-06-26,산토리 가쿠빈,2981,산토리 가쿠빈,14600,CU 서초동아타워점,CU편의점,서울특별시 서초구,35800,20,"구매 7,300+",,3603,트레이더스,정확
2026-06-26,산토리 가쿠빈,2981,산토리 가쿠빈,16362,리쿼하우스,주류전문샵,서울 강남구,37900,0,"구매 7,300+",,3603,트레이더스,정확
2026-06-26,산토리 가쿠빈,2981,산토리 가쿠빈,49826,이마트24 강남더인피닛점,이마트24,서울특별시 서초구,35840,20,"구매 7,300+",,3603,트레이더스,정확
2026-06-26,산토리 가쿠빈,2981,산토리 가쿠빈,38932,국밥쟁이 강남역점,픽업제휴,서울 서초구,37900,11,"구매 7,300+",,3603,트레이더스,정확
2026-06-26,아란 셰리 캐스크,4353,아란 셰리 캐스크 700ml,16362,리쿼하우스,주류전문샵,서울 강남구,119000,0,,,186,트레이더스,근접
