술이름,기준가_HKD,정가_HKD,환율_HKDKRW,기준가_KRW,반입추정가_KRW_관세20,반입추정가_KRW_FTA0,재고,출처,가져온날짜,URL,비고
"Miyagikyo - 宮城峽 Single Malt Whisky NAS, 45%, 50ml",120.0,,197.261865,23671,60492,50410,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/miyagikyo-宮城峽-single-malt-whisky-nas-45-50ml,
"Taketsuru - 竹鶴 Pure Malt Whisky NAS, 43%, 50ml",120.0,,197.261865,23671,60492,50410,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/taketsuru-竹鶴-pure-malt-43-50ml,
"Yoichi - 余市 Single Malt Whisky NAS, 45%, 50ml",120.0,,197.261865,23671,60492,50410,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/yoichi-余市-single-malt-whisky-45-50ml,
"Yoichi - 余市 Single Malt Whisky 10YO, 45%, 70cl",1560.0,,197.261865,307729,786408,655340,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/yoichi-余市-single-malt-whisky-10yo-45,
"Macallan - Double Cask, 30y, 2022 Release, 43%",36800.0,,197.261865,7259237,18551125,15459271,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/macallan-double-cask-30y-2022-release-43,
Gift Box - Whisky 11oz,20.0,,197.261865,3945,10082,8401,N,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/gift-box-whisky-11oz,재고없음
"Ardnamurchan - AD/ Heritage Barley Release 2025, Golden Promise 6y, 59.2%, 70cl, 10000B",880.0,,197.261865,173590,443613,369677,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/rdnamurchan-ad-heritage-barley-59-2-2025-release-single-malt-scotch-whisky-70cl,
"Adelphi Selection - Benrinnes 11y, 2011, 56.2%, 341b",1260.0,,197.261865,248550,635174,529312,N,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/adelphi-benrinnes-11y-56-2-b,재고없음
"Macallan - James Bond Diamonds are Forever 55th Anniversary 2025 Release, 18y, 45.5%",5680.0,,197.261865,1120447,2863325,2386104,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/macallan-james-bond-diamonds-are-forever-55th-anniversary-2025-release-45-5,
"Macallan - Sherry Oak, 18y, 2026 release, 43%",3388.0,,197.261865,668323,1707913,1423261,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/macallan-sherry-oak-18y-2026-release-43,
"Macallan - Double Cask, 12y, 2025 release, 40%",698.0,,197.261865,137689,351867,293222,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/macallan-double-cask-12y-2025-release-40,
"Adelphi - Private Stock Reserve 8y, Peated blend, 46%, 70cl, 1800B",580.0,,197.261865,114412,292382,243652,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/adelphi-private-stock-reserve-peated-blended-scotch-46,
"Adelphi - Speyside (Glen Elgin) 10y, Single Malt Whisky, 46%,70cl, 1800B",690.0,,197.261865,136111,347834,289862,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/adelphi-10y-speyside-single-malt-whisky-46-70cl,
"Adelphi - Islay (Caol Ila) 10y, Single Malt Whisky, 46%,70cl, 1800B",720.0,,197.261865,142029,362958,302465,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/adelphi-10y-islay-single-malt-whisky-46-70cl,
"Adelphi Selection - Ardmore 8y Refill Oloroso Butt, 2016, 59.7%, 632b",1050.0,,197.261865,207125,529312,441093,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/adelphi-selection-ardmore-8y-refill-oloroso-butt-2016-57-6-632b,
"Adelphi Selection - Linkwood 10y Refill Oloroso HHD 2015, 56.4%, 238b",1150.0,,197.261865,226851,579722,483102,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/adelphi-selection-linkwood-10y-refill-oloroso-butt-2015-56-4-238b,
"Adelphi Selection - Dailuaine 12y Refill Oloroso HHD 2013, 53.5%, 265b",1190.0,,197.261865,234742,599888,499907,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/adelphi-selection-dailuaine-12y-refill-oloroso-hhd-2013-53-5-265b,
"Adelphi Selection - Ben Nevis 11y Refill Oloroso Butt 2013, 59.9%, 624b",1480.0,,197.261865,291948,746079,621732,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/adelphi-selection-ben-nevis-11y-refill-oloroso-butt-2013-59-9-624b,
"Adelphi Selection - Benrinnes 14y Refill Oloroso HHD 2011, 56.2%, 282b",1450.0,,197.261865,286030,730955,609129,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/adelphi-selection-benrinnes-14y-refill-oloroso-hhd-2011-56-2-282b,
"Adelphi Selection - Clynelish 9y, Refill Oloroso Butt, 2015-2024, 54.5%, 477b",1390.0,,197.261865,274194,700708,583924,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/adelphi-selection-clynelish-9y-refill-oloroso-butt-2015-54-5-477b,
"Adelphi Selection - Teaninch 16y, Refill Oloroso Sherry Cask, 56.4%, 207b",1480.0,,197.261865,291948,746079,621732,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/adelphi-selection-teaninch-16y-refill-oloroso-sherry-cask-56-4-207b,
"Adelphi Selection - Lochranza, Isle of Arran 10y, 1st Fill Bourbon (Peated) 2014, 57.1%, 230b",1360.0,,197.261865,268276,685585,571321,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/adelphi-selection-isle-of-arran-10y-1st-fill-bourbon-asb-peated-2014-57-1-230b,
"Master of Malt -  Linkwood 16y, 56.5%, 70cl, 278B",1080.0,,197.261865,213043,544436,453696,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/master-of-malt-linkwood-16y-56-5-70cl,
"Master of Malt - Glenlivet 26y 1998, 55.7%, 70cl, 99B",2380.0,,197.261865,469483,1199773,999811,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/master-of-malt-glenlivet-26y-55-7-70cl,
"Master of Malt -  Dailuaine 9y, 59.1%, 70cl, 320B",720.0,,197.261865,142029,362958,302465,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/master-of-malt-dailuaine-9y-59-1-70cl,
"Master of Malt -  Mortlach 12y, 61.6%, 70cl, 300B",890.0,,197.261865,175563,448655,373879,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/master-of-malt-mortlach-12y-61-6-70cl,
"Master of Malt - Ben Nevis 26y 1998, 45.5%, 70cl, 301B",3300.0,,197.261865,650964,1663552,1386293,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/master-of-malt-ben-nevis-25y-1998-45-5-70cl,
"Master of Malt - Cambus 34y 1990, 47.2%, Single Grain, 70cl, 259B",2180.0,,197.261865,430031,1098953,915794,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/master-of-malt-cambus-34y-1990-47-2-70cl,
"Master of Malt - Bunnahabhain 15y 2009, 50.9%, 70cl, 324B",1200.0,,197.261865,236714,604927,504106,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/master-of-malt-bunnahabhain-15y-2009-50-9-70cl,
"Master of Malt - Glen Elgin 16y 2006, 51%, 70cl, 271B",1060.0,,197.261865,209098,534354,445295,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/master-of-malt-glen-elgin-16y-2006-51-70cl,
"Master of Malt - Ledaig 23y 1995, 47.4%, 70cl, 188B",2200.0,,197.261865,433976,1109034,924195,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/master-of-malt-ledaig-23y-1995-47-4-70cl,
"Master of Malt - A Secret Islay Distillery 31y 1990, 47.4%, 70cl, 186B",3780.0,,197.261865,745650,1905523,1587936,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/master-of-malt-a-secret-islay-distillery-31y-1990-47-4-70cl,
"Glenrothes - Glenrothes 15, 43%, 2024 release",780.0,,197.261865,153864,393203,327669,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/glenrothes-glenrothes-15-43-2024,
"Macallan - A Night On Earth THE FIRST LIGHT, 2025 Release, 43%",980.0,,197.261865,193317,494025,411688,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/macallan-a-night-on-earth-in-scotland-2025-release-43,
"Macallan - Sherry Oak 25y, 43%, 2025 release",19600.0,,197.261865,3866333,9880491,8233743,N,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/macallan-sherry-oak-25y-43-2025-release,재고없음
"Glenfarclas - 25y, 43%",1980.0,,197.261865,390578,998130,831775,N,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/glenfarclas-25y-43,재고없음
"Caskells x Kowloon Spirits – 2026 Year of the Horse, Limited Edition (mini 100ml)",398.0,,197.261865,78510,200634,167195,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/caskells-horse-cny2026,
"Woodrow's - Blended Malt Scotch Whisky, 50%ABV, 700ml",590.0,,197.261865,116385,297424,247853,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/woodrows-blended-malt-scotch-whisky-50,
"GlenDronach - Sherry cask matured, 18y, 46%",1480.0,,197.261865,291948,746079,621732,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/glendronach-18y-46,
"GlenDronach - Sherry cask matured 15y, 46%",1100.0,,197.261865,216988,554517,462098,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/glendronach-15y-46,
"Dalmore - King Alexander III, 40%, 2026 CNY Horse Year Gift Box",1688.0,,197.261865,332978,850932,709110,N,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/dalmore-king-alexander-iii-40-2026-cny-horse-year-gift-box,재고없음
"Adelphi Selection - Arran 11y Refill Oloroso HHD Unpeated , 2014, 57.6%, 318b",1600.0,,197.261865,315619,806571,672142,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/adelphi-selection-arran-11y-peated-2011-57-6-318b,
"Adelphi Selection - Glen Garioch 13y 1st Fill ASB , 2011, 57%, 231b",1380.0,,197.261865,272221,695666,579722,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/adelphi-selection-glen-garioch-13y-2011-57-231b,
"Adelphi's - Breath of Speyside 15y (Fully Matured in 1st Fill Oloroso Butt), 2009, 58.1%, 677b",1980.0,,197.261865,390578,998130,831775,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/adelphis-breath-of-speyside-15y-2009-58-1-677b,
"Ardnamurchan - AD/ Midgie Release 2025, 48%",720.0,,197.261865,142029,362958,302465,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/ardnamurchan-ad-midgie-release-2025-48,
"Ardnamurchan - AD/ Sauternes Release 2025 (Peated), 50%",880.0,,197.261865,173590,443613,369677,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/ardnamurchan-ad-sauternes-release-2025-peated-50,
"Hibiki - Harmony NAS, 100th Anniversary Edition 2023, 70cl, 43%",4800.0,,197.261865,946857,2419712,2016427,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/hibiki-harmony-nas-100th-anniversary-edition-2023-70cl-43,
"Berry's - Exceptional casks, North British Distillery, 50 Year Old Single Grain Scotch Whisky",11800.0,,197.261865,2327690,5948458,4957049,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/berry-0020,
"Glenfiddich - 12y, 40%",390.0,,197.261865,76932,196601,163834,N,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/glenfiddich-12y-40,재고없음
"Yamazaki - 18y, Mizunara Cask 2025 Release, 48%, 70cl",16800.0,,197.261865,3313999,8468991,7057492,N,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/yamazaki-18y-mizunara-cask-2025-release-48-70cl,재고없음
"Adelphi Selection - Chichibu 7y, 2013, 57.8%, 210b",2790.0,,197.261865,550361,1406459,1172049,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/adelphi-selection-chichibu-7y-2013-57-8-b,
"Laphroaig - 30y, 2024 Release, 45.8%,70cl",7880.0,,197.261865,1554423,3972359,3310299,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/laphroaig-30y-2024-release-45-8-70cl,
"Springbank - 100 proof, 5y, 57.1%, 70cl",1230.0,,197.261865,242632,620051,516709,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/springbank-100-proof-5y-57-1-70cl,
"Togouchi - Japanese Blended Whisky, Peated Cask Finish, 40%, 70cl",520.0,,197.261865,102576,262135,218446,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/togouchi-japanese-blended-whisky-peated-cask-finish-40-70cl,
"Togouchi - Single Malt Japanese  Whisky, 43%, 70cl",880.0,,197.261865,173590,443613,369677,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/togouchi-single-malt-japanese-whisky-43-70cl,
"Sakurao - Single Malt Japanese  Whisky, 43%, 70cl",880.0,,197.261865,173590,443613,369677,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/sakurao-single-malt-japanese-whisky-43-70cl,
"Shindo - Experimental 01, Single Malt Japanese Whisky, 50%, 70cl",1150.0,,197.261865,226851,579722,483102,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/shindo-experimental-01-single-malt-japanses-whisky-50-70cl,
"Mars - Tsunuki Single Malt, 2025 Edition, 49%, 70cl",980.0,,197.261865,193317,494025,411688,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/mars-single-malt-tsunuki-2025-edition-49-70cl,
"Mars - Komagatake Single Malt Japanese Whisky, 45%, 70cl",650.0,,197.261865,128220,327669,273057,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/mars-komagatake-single-malt-japanese-whisky-45-70cl,
"Woodrow's - Bunnahabhain 16y, 54.2%",2100.0,,197.261865,414250,1058624,882187,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/woodrows-bunnahabhain-16y-54-2,
"Macallan - Sherry Oak, 30y, 2022 release, 43%",42800.0,,197.261865,8442808,21575765,17979804,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/macallan-sherry-oak-30y-2022-release-43,
"Caskells - Secret Islay 15y, 2009, 50%, 93b, Peated Single Malt Scotch",1600.0,,197.261865,315619,806571,672142,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/caskells-secret-islay-15y-from-a-single-sherry-octave-2009-50-93b,
"Caskells - Auchroisk Speyside 14y, 2011, 50%, 85b, Single Malt Scotch Whisky",1200.0,,197.261865,236714,604927,504106,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/caskells-auchroisk-speyside-14y-from-a-oloroso-sherry-barrique-2011-50-85b,
"Caskells - Secret Highland 11y, 2014, 50%, 82b, Single Malt Scotch Whisky",1000.0,,197.261865,197262,504107,420089,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/caskells-secret-highland-11y-2014-50-82b,
"Springbank - 8y, Local Barley, 58.1%, 70cl",2600.0,,197.261865,512881,1310678,1092231,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/springbank-8y-local-barley-58-1-70cl,
"Springbank - 12y, Cask Strength 56.2%, 70cl",1800.0,,197.261865,355071,907391,756159,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/springbank-12y-cask-strength-56-2-70cl,
"Springbank - 12y, Cask Strength 55.9%, 70cl",1800.0,,197.261865,355071,907391,756159,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/springbank-12y-cask-strength-55-9-70cl,
"Springbank - 10y, Amontillado Cask Matured 55%, 70cl",2800.0,,197.261865,552333,1411498,1176248,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/springbank-10y-amontillado-cask-matured-55-70cl,
"Springbank - 10y, 46%, 70cl",990.0,,197.261865,195289,499065,415887,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/springbank-10y-46-70cl,
"Longrow - 100 Proof Peated 57.1%, 70cl",1400.0,,197.261865,276167,705750,588125,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/longrow-100-proof-peated-57-1-70cl,
"Hazelburn -  8y, Oloroso Cask Matured, 48.2%, 70cl",1500.0,,197.261865,295893,756160,630134,N,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/hazelburn-8y-oloroso-cask-matured-48-2-70cl,재고없음
"Kilkerran -  8y, Bourbon Cask Matured, 55.6%",1080.0,,197.261865,213043,544436,453696,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/kilkerran-8y-sherry-cask-strength-55-6,
"Kilkerran - ""Heavily Peated"" Batch 12, 58.4%, 70cl",860.0,,197.261865,169645,433531,361276,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/kilkerran-heavily-peated-batch-12-58-4-70cl,
"Kilkerran - ""Heavily Peated"" Batch 11, 57.9%, 70cl",860.0,,197.261865,169645,433531,361276,N,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/kilkerran-heavily-peated-batch-11-57-9-70cl,재고없음
"Longrow - 18y, 46%, 70cl",2850.0,,197.261865,562196,1436703,1197253,N,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/longrow-18y-46-70cl,재고없음
"Hibiki - Harmony NAS, 100th Anniversary Edition, 43%, 70cl",6280.0,,197.261865,1238805,3165791,2638159,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/hibiki-harmony-nas-100th-anniversary-edition-43,
"Hibiki - 17y, 43%",6800.0,,197.261865,1341381,3427926,2856605,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/hibik-0002,
"The Whisky Age - Laphroaig 16y, 2006, 56.9%, 108B ( Whisky Fest Takao 2022 )",2580.0,,197.261865,508936,1300596,1083830,N,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/laphroaig-16y-2006-2022-56-9,재고없음
"Drunken Master - Ledaig 22y, 1997, 54%, 90B",2680.0,,197.261865,528662,1351006,1125839,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/drunken-master-ledaig-22y-1997-54-90b,
"That Boutique-y Whisky Co. - World Whisky Blend, 41.6%",368.0,,197.261865,72592,185510,154592,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/that-boutique-y-whisky-co-world-whisky-blend-41-6,
"*PRE-ORDER 預訂* Kowloon Spirits  - Single Malt Whiskey Exclusive Barrel, 750ml",2500.0,,197.261865,493155,1260267,1050223,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/kowloon-single-malt-whiskey-exclusive-barrel-750ml,
"Kowloon Spirits - Single Malt Whiskey, 100ml",160.0,,197.261865,31562,80657,67214,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/kowloon-single-malt-whiskey-100ml,
"Jura - 15y Sherry cask , 42.8%",720.0,,197.261865,142029,362958,302465,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/jura-15y-sherry-cask-42-8,
"Macallan - Harmony Collection 5, Phoenix Honey Orchid Tea 43.9%",1438.0,,197.261865,283663,724906,604089,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/macallan-harmony-collection-5-tea-43-9,
"Macallan - Harmony Collection 4, Vibrant Oak 44.2%",1438.0,,197.261865,283663,724906,604089,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/macallan-harmony-collection-4-vibrant-oak-44-2,
"Macallan - Sherry Oak 12y, 2025 release, 40%",780.0,,197.261865,153864,393203,327669,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/macallan-sherry-oak-12y-2025-release-40,
"Laphroaig - 10y, Cask Strength, Batch 14, 58.6%",1600.0,,197.261865,315619,806571,672142,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/laphroaig-10y-cask-strength-batch-14-58-6,
"Michel Couvre - Blossoming Auld Sherried, 46%",2800.0,,197.261865,552333,1411498,1176248,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/michel-couvre-blossoming-auld-sherried,
"The Owner's Selection - Islay Single Malt Scotch Whisky, (Unnameable Laphroaig) 30y, (1993-2024), 48%, 350b",4980.0,,197.261865,982364,2510451,2092042,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/the-owners-selection-laphroaig-30y-1993-2024-48-350b,
"Glenlivet - 16y, 60.6%, 618b, 1st Fill Sherry Butt , Bottled in 2019",2830.0,,197.261865,558251,1426622,1188851,N,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/glenlivet-1st-fill-sherry-butt-bottled-in-2019-16y-60-6-618b,재고없음
"Chieftain's - Lucky Mouse Collection, 30y, 1990-2021, 53.2%, 240b",5990.0,,197.261865,1181599,3019600,2516333,N,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/chieftains-lucky-mouse-wooden-barrel-collection-30y-1990-2021-53-2-240b,재고없음
"Chieftain's - Lucky Mouse Collection 18y, 2002-2021, 58.6%, 285B",2900.0,,197.261865,572059,1461908,1218257,N,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/chieftains-secret-speyside-18y-2002-2021-58-6-285b,재고없음
"Adelphi Selection - Dailuaine 10y, 2015, 57.9%, 311b",1560.0,,197.261865,307729,786408,655340,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/adelphi-selection-dailuaine-10y-2015-57-9-311b,
"Adelphi Selection - Caol Ila 10y 2014, 55.4%, 310b",1600.0,,197.261865,315619,806571,672142,N,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/adelphi-selection-caol-ila-10y-2014-55-4-310b,재고없음
"Adelphi Selection - Inchgower 14y, 2010, 57.7%, 542b",1680.0,,197.261865,331400,846899,705749,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/adelphi-selection-inchgower-14y-2010-57-7-542b,
"Ardnamurchan - AD/ Madeira Release 2025, 6y, 52%",880.0,,197.261865,173590,443613,369677,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/ardnamurchan-ad-madeira-release-2025-6y-52,
"Ardnamurchan - AD/ Mezcal Release 2025, 7y, 55%",880.0,,197.261865,173590,443613,369677,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/ardnamurchan-ad-mezcal-release-2025-7y-55,
"Glenfarclas - 185th Anniversary Edition, 46%",1390.0,,197.261865,274194,700708,583924,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/glenfarclas-185-anniversary-edition-46,
"Glenfarclas - 18y, 43%, 1 Litre",1280.0,,197.261865,252495,645256,537713,N,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/glenfarclas-18y-43-1-litre,재고없음
"Glenfarclas - 15y, Tasting Pack Set, with 2x 50ml mini (105 Cask Strength & 25y)",980.0,,197.261865,193317,494025,411688,N,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/glenfarclas-15y-tasting-pack-set-with-2x-50ml-mini-105-cask-strength-25y,재고없음
"Ardbeg - Anthology, 15y, V3, 46%",1230.0,,197.261865,242632,620051,516709,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/ardbeg-anthology-15y-v3-48,
"Dalmore - 12y, 40%",650.0,,197.261865,128220,327669,273057,N,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/dalmo-0001,재고없음
"Glenfiddich - 16y, Aston Martin Formula 1 Limited Edition, Formula One Team, 43%, 70cl",838.0,,197.261865,165305,422440,352034,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/glenfiddich-16y-limited-edition-partner-with-aston-martin-formula-one-team-43-70cl,
"Ardnamurchan - AD/ Rum Cask Release 2023, 6y, 55%",880.0,,197.261865,173590,443613,369677,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/ardnamurchan-ad-rum-cask-release-6y-55-b,
"Adelphi - The Kincardine, Single Malt Scotch + Indian Whisky 7y, 52.9%, 820b",2030.0,,197.261865,400442,1023338,852781,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/adelphi-the-kincardine-single-malt-scotch-indian-whisky-7y-52-9-820b,
"GlenDronach - 15y, Revival, 46%",1100.0,,197.261865,216988,554517,462098,N,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/glendronach-15y-revival-46,재고없음
"Woodrow's - Girvan 30y, 53.7%, Single Grain Whisky",2680.0,,197.261865,528662,1351006,1125839,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/woodrows-girvan-30y-53-7-single-grain-whisky,
"Ardbeg - Uigeadail , 54.2%",920.0,,197.261865,181481,463778,386482,N,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/ardbeg-uigeadail-57-1,재고없음
"Dram Mor - Glenturret Distillery, Ruadh Maor ( 1st Fill White Port ), 10y, 58.7%, 308b",1600.0,,197.261865,315619,806571,672142,Y,Caskells(Shopify products.json),2026-06-07,https://www.caskells.com/products/dram-mor-single-malt-glenturret-ruadh-maor-peated-10y-58-7-b,
