raw_name,status,canonical_id,canonical_name_ko,match_reason
BAZAAR 湯瑪町 15年壓克力收藏版2007 (雪莉桶風格),unmatched,,,
BAZAAR 湯瑪町 15年紙盒精裝版2007 (雪莉桶風格),unmatched,,,
"Balvenie - 16y, French Oak, 47.6%",matched,w105,발베니 16년 프렌치 오크,en
"Balvenie - Caribbean Cask 14y, 43%",matched,w009,발베니 14년 캐리비안 캐스크,en
"Balvenie - Double Wood, 12y, 40%",unmatched,,,
"Balvenie - Double Wood, 12y, 40%, with Rock Tumbler + Ice Ball Mold",unmatched,,,
"Balvenie - Portwood, 21y, 40%",matched,w207,발베니 21년 포트우드,en
"Balvenie - Stories Series ""The Week of Peat"" 14y, 48.3%",unmatched,,,
"Berry's - Arran 16y, 1997, 46%",unmatched,,,
"Berry's - Blair Athol 23y, 1989, 46%",unmatched,,,
"Berry's - Bowmore 11y, 2001, 46%",unmatched,,,
"Berry's - Craigellachie 13y, 2000, 46%",unmatched,,,
"Berry's - Exceptional Casks, Bunnahabhain 28y, 1987, 49.4%, Cask #2483",unmatched,,,
"Berry's - Exceptional Casks, Caol lla 33y, 1981, 46%",unmatched,,,
"Berry's - Exceptional casks, North British Distillery, 50 Year Old Single Grain Scotch Whisky",unmatched,,,
"Berry's - Glen Keith 18y, 1993, 53.8%",unmatched,,,
"Berry's - Glenlivet 39y, 1974, 56%",unmatched,,,
"Berry's - Linkwood 19y, 1993, 46%",unmatched,,,
"Bowmore - 12y, 40%",unmatched,,,
"Bowmore - 15y, 43%",unmatched,,,
"Bowmore - 18y, 43%",matched,w176,보모어 18년,en
"Bowmore - 25y, 43%",unmatched,,,
"Bruichladdich - Islay Barley 2013, 50%",unmatched,,,
"Bruichladdich - Port Charlotte Heavily Peated 10y, 50%",unmatched,,,
"Buffalo Trace - Kentucky Straight Bourbon Whiskey, 45%, 75cl",unmatched,,,
"Burns Crystal - Tumbler, Skyline The Whisky Trail",unmatched,,,
"Caskells - Auchroisk 9y, 2009, 46%, 74b",unmatched,,,
"Caskells - Auchroisk Speyside 14y, 2011, 50%, 85b, Single Malt Scotch Whisky",unmatched,,,
"Caskells - Secret Highland 11y, 2014, 50%, 82b, Single Malt Scotch Whisky",unmatched,,,
"Caskells - Secret Islay 15y, 2009, 50%, 93b, Peated Single Malt Scotch",unmatched,,,
"Caskells x Kowloon Spirits – 2026 Year of the Horse, Limited Edition (mini 100ml)",unmatched,,,
"Chieftain's - Lucky Mouse Collection 18y, 2002-2021, 58.6%, 285B",unmatched,,,
"Chieftain's - Lucky Mouse Collection, 30y, 1990-2021, 53.2%, 240b",unmatched,,,
"Clynelish - 14y, 46%",matched,w025,클라이넬리시 14년,en
"Clynelish - Special Release 2023, 10y, 57.5%",unmatched,,,
"Concept 8 - Blair Athol 8y, 40.8%",unmatched,,,
"Concept 8 - Dailuaine 8y, 40.8%",unmatched,,,
"Concept 8 - Teaninich 8y, 40.8%",unmatched,,,
Copper Dog - 40% 70cl,unmatched,,,
"Dalmore - 12y, 40%",matched,w023,달모어 12년,en
"Dalmore - 12y, 40% Sherry",matched,w023,달모어 12년,en
"Dalmore - 15y, 40%",unmatched,,,
"Dalmore - 18y, 43%",unmatched,,,
"Dalmore - 20y, 40%",unmatched,,,
"Dalmore - 25y, 42%",unmatched,,,
"Dalmore - King Alexander III, 40%",unmatched,,,
"Dalmore - King Alexander III, 40%, 2026 CNY Horse Year Gift Box",unmatched,,,
"Darkness - Speyside Single Malt, 8y, 47.8%",unmatched,,,
"Dram Mor - Craigellachie ( Portugese Red Wine ) 9y, 52.1%, 234b",unmatched,,,
"Dram Mor - Glen Elgin ( 1st Fill Bourbon ) 8y, 56.8%, 244b",unmatched,,,
"Dram Mor - Glenturret Distillery, Ruadh Maor ( 1st Fill White Port ), 10y, 58.7%, 308b",unmatched,,,
"Dram Mor - Glenturret Ruadh Maor ( Peated ) 10y, 57.2%, 268b",unmatched,,,
"Dram Mor - Single Malt, Macduff 9y, 58%, 722b",unmatched,,,
"Dram Mor - Single Malt, Secret Orkney (Chateau D'Yquem HHD) 14y, 54.1%, 305b",unmatched,,,
"Dram Mor - Tobermory 25y, 50.1%, 218b, Calvados Cask",unmatched,,,
"Drunken Master - Ledaig 22y, 1997, 54%, 90B",unmatched,,,
"Drunken Master - NeoGeo, 30th Anniversary, SNK Edition 1, Edradour 10y, 2009, 57.4%",unmatched,,,
"Drunken Master - NeoGeo, 30th Anniversary, SNK Edition 2, Bushmills 16y, 2002, 56.3%",unmatched,,,
"Drunken Master - NeoGeo, 30th Anniversary, SNK Edition 3, Cooley 17y, 2002, 55.8%",unmatched,,,
"Drunken Master - WHITE CAT Secret Speyside, 19y, 44.8%, 300b, Blended Malt (Macallan Sherry+Highland Park)",unmatched,,,
"Edinburgh Whisky - A Highland Distillery 9y, 46.3%",unmatched,,,
"Edinburgh Whisky - A Speyside Distillery, 7y, 46.3%",unmatched,,,
"Edinburgh Whisky - An Islay Distillery 9y, 46.3%",unmatched,,,
"Edradour - Straight From The Cask, 11y, 2000, 57.5%, 500ml",unmatched,,,
"Fettercairn - 16y, 46.4%, 70cl",unmatched,,,
"Fettercairn - 18y, 46.8%, 70cl",unmatched,,,
"Firkin Gin - Gin, Rested in Oak Casks, Bourbon, 46%, 70cl",unmatched,,,
Gift Box - Whisky 11oz (Blue),unmatched,,,
"Gleann Mor Spirits - Blended Irish Whiskey, 43%",unmatched,,,
"Gleann Mor Spirits - Bunnahabhain (Peated) , 8y, 50%, 70cl",unmatched,,,
"Gleann Mor Spirits - Lowland Distillery, 8y, 50%",unmatched,,,
"GlenDronach - 12y, Original, 43%",matched,w018,글렌드로낙 12년,en
"GlenDronach - 15y, Revival, 46%",unmatched,,,
"GlenDronach - 1993 Cask#6345, PX Butt, 29y, 54.6%, 622B",unmatched,,,
"GlenDronach - 21y Parliament, 48%",unmatched,,,
"GlenDronach - Sherry cask matured 15y, 46%",unmatched,,,
"GlenDronach - Sherry cask matured, 18y, 46%",unmatched,,,
"GlenDronach - Traditional Peated Malt, 48%",unmatched,,,
"Glenfarclas - 15y, Tasting Pack Set, with 2x 50ml mini (105 Cask Strength & 25y)",matched,w093,글렌파클라스 15년,en
"Glenfarclas - 185th Anniversary Edition, 46%",unmatched,,,
"Glenfarclas - 18y, 43%, 1 Litre",unmatched,,,
"Glenfarclas - 25y, 43%",unmatched,,,
"Glenfiddich - 12y, 40%",matched,w005,글렌피딕 12년,en
"Glenfiddich - 15y, 40%",unmatched,,,
"Glenfiddich - 16y, Aston Martin Formula 1 Limited Edition, Formula One Team, 43%, 70cl",unmatched,,,
"Glenfiddich - 18y, 40%",matched,w115,글렌피딕 18년,en
"Glenfiddich - 21y, Gran Reserva, 40%",matched,w190,글렌피딕 21년,en
"Glenfiddich - Ultimate, 38y",unmatched,,,
"Glenkinchie - Special Release 2023, 27y, 58.3%",unmatched,,,
"Glenlivet - 16y, 60.6%, 618b, 1st Fill Sherry Butt , Bottled in 2019",matched,w214,더 글렌리벳 16년,en
"Glenmorangie - A Tale of Tokyo, 46%",unmatched,,,
"Glenmorangie - A Tale of the Forest, 46%",unmatched,,,
"Glenmorangie - The Nectar d'Or, 16y, 46%",unmatched,,,
"Glenrothes - Glenrothes 15, 43%, 2024 release",unmatched,,,
"Glenrothes - Glenrothes 25, 43%, 2018",unmatched,,,
"Glenrothes - Quantum, 40y, 43%, 2022",unmatched,,,
"Hakushu - 12y, 43%",unmatched,,,
Hakushu - 18y,unmatched,,,
"Hakushu - Distiller Reserve, NAS, 43%",unmatched,,,
"Hazelburn -  10y, 46%, 70cl",unmatched,,,
"Hazelburn -  8y, Oloroso Cask Matured, 48.2%, 70cl",unmatched,,,
"Hepburn's Choice (NEW) - Benrinnes 9y, 351b",unmatched,,,
"Hepburn's Choice (NEW) - Blair Athol 10y, 183b",unmatched,,,
"Hepburn's Choice (NEW) - Caol Ila 9y, 388b, Wine cask",unmatched,,,
"Hepburn's Choice (NEW) - Caol Ila 9y, 797b, Sherry Cask",unmatched,,,
"Hepburn's Choice (NEW) - Caol ila 10y, 2010, 46%, 639b",unmatched,,,
"Hepburn's Choice (NEW) - Craigellachie 11y, 372b",unmatched,,,
"Hepburn's Choice (NEW) - Miltonduff 10y, 257b",unmatched,,,
"Hepburn's Choice (NEW) - Talisker 9y, 2011, 46%, 903b",matched,w033,탈리스커 9년,en
"Hepburn's Choice - Dailuaine 13y, 856b",unmatched,,,
"Hibiki - 12y, 43%",unmatched,,,
"Hibiki - 17y, 43%",unmatched,,,
"Hibiki - 21y, 43%",unmatched,,,
"Hibiki - Harmony (NAS), 43%",unmatched,,,
"Hibiki - Harmony NAS, 100th Anniversary Edition 2023, 70cl, 43%",unmatched,,,
"Hibiki - Harmony NAS, 100th Anniversary Edition, 43%, 70cl",unmatched,,,
"Hibiki - Harmony NAS, Blossom Limited Edition 2022, 700ml, 43%",unmatched,,,
"Highland Park - 12y, 40%, Viking Honour",matched,w158,하이랜드파크 12년,en
"Highland Park - 15y, 44%, Viking Heart, with Leather Bag",unmatched,,,
"Highland Park - 18y, 43%, Viking Pride",unmatched,,,
"Highland Park - 18y, 43%, Viking Pride, Full-Bodied & Refined, 700ml",unmatched,,,
"Highland Park - 21y, 46%, 2020 Release",unmatched,,,
"Highland Park - 25y, 46%, 2022 release",unmatched,,,
"John Walker & Sons - Private Collection 2017, 46.8%",unmatched,,,
"Johnnie Walker - Blue Label, 40%, 75cl",unmatched,,,
Johnnie Walker - Blue Legendary Eight,unmatched,,,
"Jura - 12y Sherry cask , 40%",matched,w117,주라 12년 셰리 캐스크,en
"Jura - 15y Sherry cask , 42.8%",unmatched,,,
"Jura - 18y, 44%",matched,w097,주라 18년,en
"Kilkerran -  8y, Bourbon Cask Matured, 55.6%",unmatched,,,
"Kilkerran -  8y, Port Cask Matured, 57.9%",unmatched,,,
"Kilkerran -  8y, Sherry Cask Matured, 57.4%",unmatched,,,
"Kilkerran - ""Heavily Peated"" Batch 11, 57.9%, 70cl",unmatched,,,
"Kilkerran - ""Heavily Peated"" Batch 12, 58.4%, 70cl",unmatched,,,
"Kilkerran - ""Heavily Peated"" Batch 9, 59.2%",unmatched,,,
"Kilkerran - 12y, 46%",unmatched,,,
"Kilkerran - 16y, 46%",unmatched,,,
"Kowloon Spirits - Single Malt Whiskey, 100ml",unmatched,,,
"Kowloon Spirits - Single Malt Whiskey, 40%, 750ml",unmatched,,,
"Lagavulin - 10y, 43%",unmatched,,,
"Lagavulin - 16y, 43%",unmatched,,,
"Lagavulin - 8y, 48%",unmatched,,,
"Laphroaig - 10y, 43%",matched,w035,라프로익 10년,en
"Laphroaig - 10y, Cask Strength, Batch 14, 58.6%",matched,w035,라프로익 10년,en
"Laphroaig - 16y, 48%",unmatched,,,
"Laphroaig - 25y, 2016, Edition, 48.6%",unmatched,,,
"Laphroaig - 28y, Limited Edition, 44.4%",unmatched,,,
"Laphroaig - 30y, 2024 Release, 45.8%,70cl",unmatched,,,
"Laphroaig - Quarter Cask, 48%",unmatched,,,
"Laphroaig - Select Cask, 40%",matched,w102,라프로익 오크 셀렉트,en
"Longrow - 100 Proof Peated 57.1%, 70cl",unmatched,,,
"Longrow - 18y, 46%, 70cl",unmatched,,,
Longrow - Peated 46%,unmatched,,,
MacNair's Lum Reek 12年泥煤款純麥威士忌,unmatched,,,
MacNair's Lum Reek 21年泥煤款純麥威士忌,unmatched,,,
"Macallan - A Night On Earth THE FIRST LIGHT, 2025 Release, 43%",unmatched,,,
"Macallan - A Night On Earth in JEREZ, 2024 Release, 43%",unmatched,,,
"Macallan - A Night On Earth in Scotland, 2021 Release, 40%,",unmatched,,,
"Macallan - A Night On Earth in Scotland, 2022 Release, 43%",unmatched,,,
"Macallan - A Night On Earth in Scotland, 2023 Release, 43%",unmatched,,,
"Macallan - Classic Cut, 2023 Release, 50.3%",unmatched,,,
"Macallan - Double Cask, 12y, 2018 release, 40%",matched,w012,맥캘란 12년 더블캐스크,en
"Macallan - Double Cask, 12y, 2025 release, 40%",matched,w012,맥캘란 12년 더블캐스크,en
"Macallan - Double Cask, 30y, 2022 Release, 43%",unmatched,,,
"Macallan - Folio 7, 43%, 2022",unmatched,,,
"Macallan - Harmony Collection 1, Rich Cacao, 44%",unmatched,,,
"Macallan - Harmony Collection 2, Inspired by Intense Arabica, 44%",unmatched,,,
"Macallan - Harmony Collection 3, Amber Meadow, 44.2%",unmatched,,,
"Macallan - Harmony Collection 4, Vibrant Oak 44.2%",unmatched,,,
"Macallan - Harmony Collection 5, Phoenix Honey Orchid Tea 43.9%",unmatched,,,
"Macallan - James Bond Diamonds are Forever 55th Anniversary 2025 Release, 18y, 45.5%",unmatched,,,
"Macallan - Rare Cask 2016 release, 43%",unmatched,,,
"Macallan - Rare Cask, 2022 Release, 43%",unmatched,,,
"Macallan - Rare Cask, 2023 Release, 43%",unmatched,,,
"Macallan - Rare Cask, 2024 Release, 43%",unmatched,,,
"Macallan - Rare Cask, Black, 48%",unmatched,,,
"Macallan - Sherry Oak 12y, 2025 release, 40%",unmatched,,,
"Macallan - Sherry Oak 25y, 43%, 2025 release",unmatched,,,
"Macallan - Sherry Oak Cask, 12y, 40% ( 50ml )",unmatched,,,
"Macallan - Sherry Oak, 18y, 2022 release, 43%",matched,w170,맥캘란 셰리오크 18년,en
"Macallan - Sherry Oak, 18y, 2026 release, 43%",matched,w170,맥캘란 셰리오크 18년,en
"Macallan - Sherry Oak, 30y, 2022 release, 43%",unmatched,,,
"Macallan - Sherry Oak, 30y, 2023 release, 43%",unmatched,,,
"Macallan - Sir Peter Blake, 2020 release, 47.7%",unmatched,,,
"Macallan - Triple Cask, 12y, 2018 release, 40%",unmatched,,,
"Maclean's Nose - Blended Scotch Whisky, 46%, 70cl",unmatched,,,
"Mars - Iwai, 40%",unmatched,,,
"Mars - Iwai, Tradition, 40%",unmatched,,,
"Mars - Iwai, Traditon, Sherry Cask Finish, 40%",unmatched,,,
"Mars - Komagatake 2016, Sherry Hogshead #3365, 60%",unmatched,,,
"Mars - Komagatake Single Malt Japanese Whisky, 45%, 70cl",unmatched,,,
"Mars - Komagatake, Single Cask Asian Exclusive #2122, 62%",unmatched,,,
"Mars - Komagatake, Tsunuki Aging, 2020 Release, 54%",unmatched,,,
"Mars - Tsunuki Single Malt, 2025 Edition, 49%, 70cl",unmatched,,,
"Master of Malt -  Dailuaine 9y, 59.1%, 70cl, 320B",unmatched,,,
"Master of Malt -  Linkwood 16y, 56.5%, 70cl, 278B",unmatched,,,
"Master of Malt -  Mortlach 12y, 61.6%, 70cl, 300B",unmatched,,,
"Master of Malt - A Secret Islay Distillery 31y 1990, 47.4%, 70cl, 186B",unmatched,,,
"Master of Malt - Ben Nevis 26y 1998, 45.5%, 70cl, 301B",unmatched,,,
"Master of Malt - Bunnahabhain 15y 2009, 50.9%, 70cl, 324B",unmatched,,,
"Master of Malt - Cambus 34y 1990, 47.2%, Single Grain, 70cl, 259B",unmatched,,,
"Master of Malt - Glen Elgin 16y 2006, 51%, 70cl, 271B",unmatched,,,
"Master of Malt - Glenlivet 26y 1998, 55.7%, 70cl, 99B",unmatched,,,
"Master of Malt - Ledaig 23y 1995, 47.4%, 70cl, 188B",unmatched,,,
"Michel Couvreur -  Intravagan'za, Whisky, 50%",unmatched,,,
"Michel Couvreur -  Pale Single-Single Malt Whisky, 45%",unmatched,,,
"Michel Couvreur - Blossoming Auld Sherried, 46%",unmatched,,,
"Michel Couvreur - CAP A PIE, Whisky, 45%",unmatched,,,
"Michel Couvreur - Candid, Malt Whisky, 49%",unmatched,,,
"Michel Couvreur - Couvreur's Clearach, Edition 2019-2022, 43%",unmatched,,,
"Michel Couvreur - Overaged Malt, Whisky, 43%",unmatched,,,
"Michel Couvreur - Special Vatting, Malt Whisky, 45%",unmatched,,,
"Michel Couvreur - The Unique, Whisky, 44%",unmatched,,,
"Miyagikyo - 宮城峽 Single Malt Whisky NAS, 45%",unmatched,,,
"Miyagikyo - 宮城峽 Single Malt Whisky NAS, 45%, 50ml",unmatched,,,
"Mortlach - 12y, 43.4%",unmatched,,,
"Mortlach - 16y, 43.4%",unmatched,,,
"Mortlach - Special Release 2023, 58%",unmatched,,,
"Murray McDavid - Benchmark, Aultmore 15y, 2008-2024, PX & OL & Amarone wine cask finish, 51.4%, 1127b",unmatched,,,
"Murray McDavid - Benchmark, Caol Ila 12y, 2012-2024, wild beer stout cask finish, 52.3%, 1502b, Peated",unmatched,,,
"Murray McDavid - Benchmark, Glentauchers 9y, 2014-2024, st julien wine cask finish, 52.1%, 1326b",unmatched,,,
"Murray McDavid - Benchmark, Inchgower 15y, 2009-2024, Pacherenc wine cask finish, 53.1%, 1493b",unmatched,,,
"Murray McDavid - Benchmark, Miltonduff 15y, 2008-2024, OLO PX finish, 53.9%, 1493b",unmatched,,,
"Murray McDavid - Cask Craft, Benrinnes Distillery, Port Cask Finish, 44.5%",unmatched,,,
"Murray McDavid - Cask Craft, Inchgower Distillery, Madeira Cask Finish, 44.5%",unmatched,,,
"Murray McDavid - Cask Craft, Tullibardine distillery, Sherry Cask Finish, 44.5%",unmatched,,,
"Murray McDavid - Crafted Blend, Half n Half 13y, 2010-2014, Spey Valley Stout Cask Finish, Lowland, 51.5%, 660b",unmatched,,,
"Murray McDavid - Crafted Blend, Rebel's Reserve, 50%, 1658b",unmatched,,,
"Murray McDavid - Mission Gold, Fettercairn 28y, 1995-2024, PX OL Wine finish, 51.2%, 667b",unmatched,,,
"Murray McDavid - Mission Gold, North British 35y, 1988-2024, ex-islay cask finish, 52.1%, 727b",unmatched,,,
"Murray McDavid - Select Grain, North British 15y, 2009-2024, Islay & Tokaji & Olo finish, 49.5%, 963b",unmatched,,,
"Murray McDavid - The Vatting, The Speysiders 13y, 2010-2024, blended malt, px cask finish, 54.1%, 1294b",unmatched,,,
NIKKA 90週年紀念版威士忌,unmatched,,,
NIKKA DAYS 調和威士忌,unmatched,,,
NIKKA WHISKY FROM THE BARREL 威士忌原酒,unmatched,,,
NIKKA 一甲威士忌原酒 限量三入組,unmatched,,,
NIKKA 一甲威士忌原酒 限量雙入組,unmatched,,,
NIKKA 弗朗提亞威士忌,unmatched,,,
NIKKA 意志調和威士忌禮盒,unmatched,,,
NIKKA(一甲) 科菲穀物威士忌,unmatched,,,
NIKKA(一甲) 科菲麥芽威士忌,unmatched,,,
"Nikka - Days, 40%",unmatched,,,
"Nikka - Tailored, Premium Blended Whisky",unmatched,,,
"Nikka - Whisky From The Barrel, 51.4%, 500ml",unmatched,,,
OMAR 13年原桶強度PX雪莉桶 「花間酌趣」套組,unmatched,,,
OMAR 14年原桶強度PX雪莉桶 「寶島采風」套組,unmatched,,,
OMAR 三桶單一麥芽威士忌 臺北市立動物園110週年X買酒網聯名紀念酒,unmatched,,,
OMAR 原桶強度 IPA桶,unmatched,,,
OMAR 原桶強度 柳丁桶,unmatched,,,
OMAR 原桶強度 波本桶,unmatched,,,
OMAR 原桶強度 泥煤新橡木桶,unmatched,,,
OMAR 原桶強度 荔枝桶,unmatched,,,
OMAR 原桶強度 葡萄酒桶,unmatched,,,
OMAR 原桶強度 雪莉桶,unmatched,,,
OMAR 波本花香,unmatched,,,
OMAR 豐收系列 NO.1,unmatched,,,
OMAR 豐收系列 NO.3,unmatched,,,
OMAR 雪莉果乾,unmatched,,,
OMAR 龍騰青雲 三桶單一麥芽威士忌,unmatched,,,
"Oban - Special Release 2023, 11y, 58%",unmatched,,,
"Rare Find - Blended Malt Scotch 34y, 54.9%",unmatched,,,
"Rare Find - Dailuaine 15y, 55.3%",unmatched,,,
"Rare Find - Glenallachie 14y, 62.3%",unmatched,,,
"Rare Find - Highland Blended Malt Scotch 27y, 52.3%",unmatched,,,
"Rare Find - Ledaig 12y, 56.5%",unmatched,,,
"Rare Find - Mortlach 10y, 59.3%",unmatched,,,
"Royal Brackla - 12y, 46%, Sherry Cask Finish",matched,w026,로얄 브라클라 12년,en
