순위,식당명,카테고리,대분류,도로명주소,전화,도보거리_m,도보_분,콜키지태그,위스키신호,평판점수,user_score,리뷰수,confidence,대표사진,네이버지도,식당ID,lat,lng,추천_위스키종류,대안_위스키종류,페어링근거
11,김인복의 광평 강남직영점,"평양냉면, 한우",한식·기타,서울 서초구 서운로 135,0507-1377-1189,379,6,콜키지프리,,76,4,11,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EA%B9%80%EC%9D%B8%EB%B3%B5%EC%9D%98%20%EA%B4%91%ED%8F%89%20%EA%B0%95%EB%82%A8%EC%A7%81%EC%98%81%EC%A0%90,PjUyLK3LDlMr,37.4955321,127.0245822,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
12,녘,"퓨전, 뉴욕스타일레스토랑",웨스턴(양식),서울특별시 강남구 봉은사로4길 32 2층,0507-1317-6148,548,8,콜키지프리,,76,4.4,14,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%85%98,KLeUM2WJdKNP,37.5028034,127.0266171,스페이사이드(과일몰트),재패니즈(하이볼),토마토·치즈·크림에 가벼운 배·사과향 식사주; 하이볼로도 무난.
13,유니네 고깃간 강남역점,"목살, 삼겹살",고기,서울특별시 강남구 강남대로98길 12 1층,0507-1345-1806,304,5,콜키지프리,,75,4.2,12,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%9C%A0%EB%8B%88%EB%84%A4%20%EA%B3%A0%EA%B9%83%EA%B0%84%20%EA%B0%95%EB%82%A8%EC%97%AD%EC%A0%90,aNzgmVhU6NS6,37.5006717,127.0276997,재패니즈(하이볼),피트(스모키),하이볼 탄산이 기름 절단(클래식); 피트는 숯불 훈연 동조.
14,교대이층집 강남역점,"삼겹살, 꽃삼겹",고기,서울특별시 강남구 강남대로78길 14 2층,0507-1488-7116,426,6,콜키지프리,,75,4.4,16,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EA%B5%90%EB%8C%80%EC%9D%B4%EC%B8%B5%EC%A7%91%20%EA%B0%95%EB%82%A8%EC%97%AD%EC%A0%90,7QIOMzZxejLk,37.4949108,127.0305667,재패니즈(하이볼),피트(스모키),하이볼 탄산이 기름 절단(클래식); 피트는 숯불 훈연 동조.
15,마노 디 셰프 강남역점,"파스타, 피자",웨스턴(양식),서울특별시 강남구 테헤란로 129 강남N타워 B1,02-553-5311,474,7,콜키지프리,,75,4.1,22,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%A7%88%EB%85%B8%20%EB%94%94%20%EC%85%B0%ED%94%84%20%EA%B0%95%EB%82%A8%EC%97%AD%EC%A0%90,Umi9nOylORtX,37.4999326,127.0323679,스페이사이드(과일몰트),재패니즈(하이볼),토마토·치즈·크림에 가벼운 배·사과향 식사주; 하이볼로도 무난.
16,흑우정 강남본점,"한우, 흑우",고기,서울특별시 서초구 강남대로69길 10 서호빌딩 지하1층,0507-1492-3517,512,8,콜키지프리,,75,4.5,6,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%ED%9D%91%EC%9A%B0%EC%A0%95%20%EA%B0%95%EB%82%A8%EB%B3%B8%EC%A0%90,PmRMpq50bBxD,37.5016628,127.0241931,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
17,호보식당,"고깃집, 마늘갈비",고기,서울특별시 강남구 논현로85길 43 1층,0507-1312-3992,619,9,콜키지프리,,75,4.2,18,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%ED%98%B8%EB%B3%B4%EC%8B%9D%EB%8B%B9,KT5EpR4UmQJi,37.4980897,127.0346322,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
18,빌즈 강남,"브런치, 호주",웨스턴(양식),서울특별시 강남구 테헤란로 142 아크플레이스 2층,0507-1312-9012,672,10,콜키지프리,,75,3.8,38,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%B9%8C%EC%A6%88%20%EA%B0%95%EB%82%A8,550GjlSfCsxR,37.4997149,127.0349088,스페이사이드(과일몰트),재패니즈(하이볼),토마토·치즈·크림에 가벼운 배·사과향 식사주; 하이볼로도 무난.
19,자매수산,"횟집, 방어",물고기·해산물,서울특별시 강남구 봉은사로18길 90,0507-1309-5534,326,5,콜키지무료,,74,3.5,19,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%9E%90%EB%A7%A4%EC%88%98%EC%82%B0,E4fy3ENsBpaF,37.500875,127.0277864,코스탈(해안 몰트),스페이사이드(과일몰트),해안 몰트의 해풍·미네랄이 회의 바다향과 동조; 피트 없는 경량 몰트로 담백함 보존.
20,영통백합 칼국수 강남점,백합샤브샤브,물고기·해산물,서울특별시 서초구 강남대로53길 7 2층,0507-1354-0826,404,6,콜키지프리,,74,4.5,7,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%98%81%ED%86%B5%EB%B0%B1%ED%95%A9%20%EC%B9%BC%EA%B5%AD%EC%88%98%20%EA%B0%95%EB%82%A8%EC%A0%90,nHgzvF1v9ODk,37.4943556,127.0283723,코스탈(해안 몰트),스페이사이드(과일몰트),해안 몰트의 해풍·미네랄이 회의 바다향과 동조; 피트 없는 경량 몰트로 담백함 보존.
21,고깃집열,"삼겹살, 돼지고기",고기,서울특별시 서초구 서초대로78길 48 2층,010-9257-1762,496,7,콜키지프리,,74,4.2,12,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EA%B3%A0%EA%B9%83%EC%A7%91%EC%97%B4,oBWf42Xm5of8,37.4935636,127.0287072,재패니즈(하이볼),피트(스모키),하이볼 탄산이 기름 절단(클래식); 피트는 숯불 훈연 동조.
22,반갑다하대포,"고깃집, 특수부위",고기,서울특별시 강남구 역삼로3길 7 1층,0507-1317-6823,543,8,콜키지프리,,74,4.2,14,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%B0%98%EA%B0%91%EB%8B%A4%ED%95%98%EB%8C%80%ED%8F%AC,Y0cjHcEpFckx,37.4940738,127.0313693,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
23,양미당 강남본점,"양갈비, 양고기",고기,서울특별시 강남구 봉은사로18길 88 103호,0507-1435-8050,342,5,콜키지프리,,73,3.8,9,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%96%91%EB%AF%B8%EB%8B%B9%20%EA%B0%95%EB%82%A8%EB%B3%B8%EC%A0%90,kLjwNLsPL842,37.5010183,127.0277441,피트(스모키),셰리,누린향·쯔란(커민)에 피트 훈연이 '훈제양고기'처럼 동조; 셰리는 풍미를 받쳐줌.
24,찬란한아구 강남본점,"아구찜, 지리탕",물고기·해산물,서울특별시 강남구 강남대로78길 12 2층 찬란한아구 강남본점,0507-1361-2929,411,6,콜키지프리,,73,3.9,10,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%B0%AC%EB%9E%80%ED%95%9C%EC%95%84%EA%B5%AC%20%EA%B0%95%EB%82%A8%EB%B3%B8%EC%A0%90,Kq3quvBnhdlP,37.494938,127.0303441,하이랜드(균형/시트러스),블렌디드(하이볼),부드러운 과일·시트러스+희석으로 칼칼한 매운맛 진정.
25,모범갈빗살 강남역본점,"한우, 소고기",고기,서울특별시 서초구 서초대로73길 40 강남오피스텔 104호 모범갈빗살,0507-1425-2591,422,6,콜키지프리,,73,4.7,8,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%AA%A8%EB%B2%94%EA%B0%88%EB%B9%97%EC%82%B4%20%EA%B0%95%EB%82%A8%EC%97%AD%EB%B3%B8%EC%A0%90,rO5MT7NCCh3B,37.5007992,127.0244802,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
26,라그릴리아 SPC스퀘어점,"파스타, 스테이크",웨스턴(양식),서울특별시 강남구 강남대로 352 SPC스퀘어 3층,02-567-9192,450,7,콜키지프리,,73,4.1,26,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%9D%BC%EA%B7%B8%EB%A6%B4%EB%A6%AC%EC%95%84%20SPC%EC%8A%A4%ED%80%98%EC%96%B4%EC%A0%90,JXx5fJjidtcV,37.4942803,127.0298034,셰리,버번,셰리 건과일·견과가 마이야르와 층; 버번 바닐라가 시즈닝과 정합.
27,장서는날,"한식, 항정",한식·기타,서울특별시 강남구 강남대로78길 35,02-567-4475,470,7,콜키지프리,,73,3.9,16,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%9E%A5%EC%84%9C%EB%8A%94%EB%82%A0,pfDH4EkQJI2N,37.4957385,127.0321708,재패니즈(하이볼),피트(스모키),하이볼 탄산이 기름 절단(클래식); 피트는 숯불 훈연 동조.
28,세광양대창 강남점,"대창, 양대창",고기,서울특별시 강남구 역삼로5길 22,02-568-9231,476,7,콜키지프리,,73,3.2,10,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%84%B8%EA%B4%91%EC%96%91%EB%8C%80%EC%B0%BD%20%EA%B0%95%EB%82%A8%EC%A0%90,4bO4f4Xgfiqt,37.4954017,127.0319691,버번,피트(스모키),버번 단맛+도수로 기름·잡내 정리; 피트는 숯불 불향과 훈연 동조.
29,다미곱창 강남본점,곱창,고기,서울 강남구 테헤란로1길 44 1층,0507-1303-1671,369,6,콜키지프리,,72,4.4,4,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%8B%A4%EB%AF%B8%EA%B3%B1%EC%B0%BD%20%EA%B0%95%EB%82%A8%EB%B3%B8%EC%A0%90,Un9osmaMw5Hw,37.5012338,127.0270495,버번,피트(스모키),버번 단맛+도수로 기름·잡내 정리; 피트는 숯불 불향과 훈연 동조.
30,한판도,"삼겹살, 목살",고기,서울특별시 강남구 테헤란로10길 9 그랑프리빌딩 1층,0507-1382-3959,441,7,콜키지프리,,72,4.4,5,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%ED%95%9C%ED%8C%90%EB%8F%84,7beltkD5e6x8,37.4984964,127.032574,재패니즈(하이볼),피트(스모키),하이볼 탄산이 기름 절단(클래식); 피트는 숯불 훈연 동조.
31,두껍삼,"삼겹살, 고기집",고기,서울특별시 서초구 서초대로78길 44,02-585-3592,467,7,콜키지프리,,72,4.1,22,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%91%90%EA%BB%8D%EC%82%BC,uYkPDFtbqlHK,37.4938257,127.0286433,재패니즈(하이볼),피트(스모키),하이볼 탄산이 기름 절단(클래식); 피트는 숯불 훈연 동조.
32,스시도온,스시오마카세,일식,서울특별시 서초구 서초대로74길 23 서초트라팰리스 2층 201호,0507-1391-3593,262,4,콜키지프리,,71,4.7,4,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%8A%A4%EC%8B%9C%EB%8F%84%EC%98%A8,eRL5qlUREsr9,37.4956227,127.0271068,코스탈(해안 몰트),스페이사이드(과일몰트),해안 몰트의 해풍·미네랄이 회의 바다향과 동조; 피트 없는 경량 몰트로 담백함 보존.
33,압구정수산시장 강남역점,"이자카야, 술집",일식,서울특별시 강남구 강남대로98길 20 지상1층,0507-1371-4931,324,5,콜키지프리,,71,4.4,5,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%95%95%EA%B5%AC%EC%A0%95%EC%88%98%EC%82%B0%EC%8B%9C%EC%9E%A5%20%EA%B0%95%EB%82%A8%EC%97%AD%EC%A0%90,RMb6jPA86QrH,37.5008151,127.0282213,재패니즈(하이볼),스페이사이드(과일몰트),야키토리·라멘 등 기름·짭짤한 안주에 일본식 하이볼 정석.
34,두껍삼 역삼직영점,"삼겹살, 숙성삼겹살",고기,서울특별시 강남구 테헤란로8길 17,02-558-3592,391,6,콜키지프리,,71,3.8,10,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%91%90%EA%BB%8D%EC%82%BC%20%EC%97%AD%EC%82%BC%EC%A7%81%EC%98%81%EC%A0%90,zzOqQ6k0MkWz,37.4979056,127.0320497,재패니즈(하이볼),피트(스모키),하이볼 탄산이 기름 절단(클래식); 피트는 숯불 훈연 동조.
35,이자카야 열,"이자카야, 사시미",일식,서울특별시 서초구 강남대로 345 2층,0507-1366-7710,484,7,콜키지프리,위스키검색매칭,71,4.5,10,위스키신호有(매장확인),,https://map.naver.com/p/search/%EC%9D%B4%EC%9E%90%EC%B9%B4%EC%95%BC%20%EC%97%B4,3viJjzeKO5BQ,37.4937741,127.0291868,코스탈(해안 몰트),스페이사이드(과일몰트),해안 몰트의 해풍·미네랄이 회의 바다향과 동조; 피트 없는 경량 몰트로 담백함 보존.
36,차이룸 강남점,중식당,중식,서울특별시 강남구 강남대로 374 지하1층,0507-1399-0374,217,3,콜키지프리,,70,4.5,2,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%B0%A8%EC%9D%B4%EB%A3%B8%20%EA%B0%95%EB%82%A8%EC%A0%90,bDSpnxYokMRh,37.4962533,127.0288473,블렌디드(하이볼),버번,기름진 볶음·소스엔 하이볼 탄산이 느끼함 정리.
37,목향 강남역점,"양꼬치, 양갈비",중식,서울특별시 강남구 강남대로96길 20 1층,0507-1332-9599,244,4,콜키지프리,,70,4.2,5,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%AA%A9%ED%96%A5%20%EA%B0%95%EB%82%A8%EC%97%AD%EC%A0%90,GVeGniCJosri,37.4999892,127.0286261,피트(스모키),셰리,누린향·쯔란(커민)에 피트 훈연이 '훈제양고기'처럼 동조; 셰리는 풍미를 받쳐줌.
38,꼰대김부장고깃집 강남역점,"고깃집, 삼겹살",고기,서울특별시 강남구 강남대로98길 20 지상1층,02-6462-9233,322,5,콜키지프리,,70,4.4,3,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EA%BC%B0%EB%8C%80%EA%B9%80%EB%B6%80%EC%9E%A5%EA%B3%A0%EA%B9%83%EC%A7%91%20%EA%B0%95%EB%82%A8%EC%97%AD%EC%A0%90,clsYl7RksFqP,37.5008056,127.0281846,재패니즈(하이볼),피트(스모키),하이볼 탄산이 기름 절단(클래식); 피트는 숯불 훈연 동조.
39,한와담 블랙 강남N타워점,"한우, 소고기",고기,서울특별시 강남구 테헤란로 129 강남N타워 지하2층,0507-1408-0748,474,7,콜키지프리,,70,4.2,3,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%ED%95%9C%EC%99%80%EB%8B%B4%20%EB%B8%94%EB%9E%99%20%EA%B0%95%EB%82%A8N%ED%83%80%EC%9B%8C%EC%A0%90,OWSjh4Ek2QA8,37.4999326,127.0323679,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
40,우륵,"고깃집, 생갈비",고기,서울특별시 강남구 테헤란로19길 27 1층,0507-1425-9223,636,9,콜키지프리,,70,4.1,5,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%9A%B0%EB%A5%B5,gMX0ma5lrsVS,37.5017809,127.032959,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
41,이여곰탕 역삼점,곰탕,한식·기타,서울특별시 강남구 논현로85길 23 영원빌딩 1층,0507-1324-2508,749,11,콜키지무료,,70,4.4,9,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%9D%B4%EC%97%AC%EA%B3%B0%ED%83%95%20%EC%97%AD%EC%82%BC%EC%A0%90,4PwQ1Nygt6H4,37.498857,127.0360313,블렌디드(하이볼),버번,"진한 국물·마늘·기름엔 부드러운 블렌디드, 하이볼로 입가심."
42,일편등심 강남점,"한우, 꽃살",고기,서울특별시 강남구 테헤란로1길 20 지하1층 일편등심 강남점,0507-1324-7677,189,3,콜키지프리,,69,4.8,7,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%9D%BC%ED%8E%B8%EB%93%B1%EC%8B%AC%20%EA%B0%95%EB%82%A8%EC%A0%90,r3rkplp2r0bL,37.4996332,127.0278063,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
43,청기와타운 강남점,"왕갈비, 고기집",고기,서울특별시 강남구 강남대로78길 8 1층,0507-1440-2990,410,6,콜키지프리,,69,4.4,5,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%B2%AD%EA%B8%B0%EC%99%80%ED%83%80%EC%9A%B4%20%EA%B0%95%EB%82%A8%EC%A0%90,XqvCIaUU0nF2,37.4947894,127.0300389,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
44,파브란트,"레스토랑, 파스타",웨스턴(양식),서울특별시 강남구 테헤란로 129 지하2층 B246호,0507-1459-8327,474,7,콜키지프리,,69,3.3,3,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%ED%8C%8C%EB%B8%8C%EB%9E%80%ED%8A%B8,x186KDBTr4JO,37.4999326,127.0323679,스페이사이드(과일몰트),재패니즈(하이볼),토마토·치즈·크림에 가벼운 배·사과향 식사주; 하이볼로도 무난.
45,우슬 역삼점,"장어, 소고기",물고기·해산물,서울특별시 강남구 테헤란로20길 25 (역삼동),0507-1472-1218,644,10,콜키지프리,,69,4.7,3,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%9A%B0%EC%8A%AC%20%EC%97%AD%EC%82%BC%EC%A0%90,er4cPX2XCA4X,37.4981921,127.0349152,피트(스모키),버번,"단짠 양념·기름을 피트의 후추·훈연이 대비로 끊고, 버번 단맛은 양념과 결이 맞음."
46,담뿍화로 된장찌개,"삼겹살, 된장찌개",고기,서울특별시 강남구 강남대로94길 95 태양빌딩 1층 역삼동 삼겹살 담뿍화로된장찌개,02-567-8584,741,11,콜키지프리,,69,4.2,10,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%8B%B4%EB%BF%8D%ED%99%94%EB%A1%9C%20%EB%90%9C%EC%9E%A5%EC%B0%8C%EA%B0%9C,t2ogPTRU9pwi,37.5011044,127.035011,재패니즈(하이볼),피트(스모키),하이볼 탄산이 기름 절단(클래식); 피트는 숯불 훈연 동조.
47,사유의서재,"파스타, 양식",웨스턴(양식),서울특별시 강남구 강남대로98길 11 5층 사유의서재,010-2197-0957,318,5,콜키지프리,,68,3.6,10,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%82%AC%EC%9C%A0%EC%9D%98%EC%84%9C%EC%9E%AC,T1htCCoq2A4e,37.500798,127.0276047,스페이사이드(과일몰트),재패니즈(하이볼),토마토·치즈·크림에 가벼운 배·사과향 식사주; 하이볼로도 무난.
48,비어룸,"수제맥주, 술집",바·주류,서울특별시 강남구 강남대로98길 22,0507-1429-5956,337,5,콜키지프리,,68,3.4,15,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%B9%84%EC%96%B4%EB%A3%B8,wvzNpkJJKsnn,37.5008976,127.0284742,버번,블렌디드(하이볼),펍 안주·맥주 곁들임에 버번 하이볼/보일러메이커가 가벼움.
49,우나기칸 강남점,"일식당, 스시",일식,서울특별시 서초구 서초대로74길 29 서초파라곤 2층 206호,02-585-6811,346,5,콜키지프리,,68,4.4,2,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%9A%B0%EB%82%98%EA%B8%B0%EC%B9%B8%20%EA%B0%95%EB%82%A8%EC%A0%90,h4pRlZ7mz5VQ,37.4948331,127.0274547,코스탈(해안 몰트),스페이사이드(과일몰트),해안 몰트의 해풍·미네랄이 회의 바다향과 동조; 피트 없는 경량 몰트로 담백함 보존.
50,땅코참숯구이 강남역직영점,"삼겹살, 목살",고기,서울특별시 강남구 강남대로78길 25 지상1층,0507-1323-2990,434,6,콜키지무료,,68,4.2,2,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%95%85%EC%BD%94%EC%B0%B8%EC%88%AF%EA%B5%AC%EC%9D%B4%20%EA%B0%95%EB%82%A8%EC%97%AD%EC%A7%81%EC%98%81%EC%A0%90,BQLw6nrckFqC,37.4953856,127.031338,재패니즈(하이볼),피트(스모키),하이볼 탄산이 기름 절단(클래식); 피트는 숯불 훈연 동조.
51,먼데이블루스,"와인바, 레스토랑",바·주류,서울특별시 서초구 강남대로53길 11 삼성쉐르빌2 1층,0507-1470-0573,442,7,콜키지프리,위스키검색매칭,68,3.5,9,위스키신호有(매장확인),,https://map.naver.com/p/search/%EB%A8%BC%EB%8D%B0%EC%9D%B4%EB%B8%94%EB%A3%A8%EC%8A%A4,Te5an4jAoSRX,37.4939699,127.0278909,스페이사이드(과일몰트),재패니즈(하이볼),토마토·치즈·크림에 가벼운 배·사과향 식사주; 하이볼로도 무난.
52,진씨화로,"한우, 소고기",고기,서울특별시 강남구 테헤란로10길 21 2층,02-566-0292,468,7,콜키지프리,,68,4.1,5,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%A7%84%EC%94%A8%ED%99%94%EB%A1%9C,mWVr6N5LpPPI,37.4977938,127.0329264,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
53,밤별 포차 라운지 본점,"어향가지, 동파육",중식,"서울특별시 강남구 강남대로102길 13-8 지층, 1층, 2층, 3층",0507-1350-0024,510,8,콜키지무료,,68,3.9,7,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%B0%A4%EB%B3%84%20%ED%8F%AC%EC%B0%A8%20%EB%9D%BC%EC%9A%B4%EC%A7%80%20%EB%B3%B8%EC%A0%90,FcLTYNSN1ApE,37.5024674,127.0266905,블렌디드(하이볼),버번,기름진 볶음·소스엔 하이볼 탄산이 느끼함 정리.
54,이자카야 고코,"이자카야, 술집",일식,서울특별시 강남구 봉은사로2길 21 반석빌딩 2층 이자카야고코,0507-1461-9192,612,9,콜키지프리,,68,3.8,4,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%9D%B4%EC%9E%90%EC%B9%B4%EC%95%BC%20%EA%B3%A0%EC%BD%94,KxhMK5tCPieh,37.5033195,127.0261503,재패니즈(하이볼),스페이사이드(과일몰트),야키토리·라멘 등 기름·짭짤한 안주에 일본식 하이볼 정석.
55,로즈할인마트,와인바,바·주류,서울특별시 강남구 논현로85길 43 1층(호보식당위. 건물 좌측 출입구),0507-1440-4566,630,9,콜키지프리,위스키검색매칭,68,4.8,2,위스키신호有(매장확인),,https://map.naver.com/p/search/%EB%A1%9C%EC%A6%88%ED%95%A0%EC%9D%B8%EB%A7%88%ED%8A%B8,2mbkeNGQ453J,37.4980266,127.034757,셰리,스페이사이드(과일몰트),"치즈·차콘 안주와 식후 한 잔, 셰리 단맛이 디저트처럼 마무리."
