순위,위스키명,브랜드,구매가능,재고,할인가_USD,정상가_USD,할인율_%,누적판매,리뷰수,가격메리트,희소성,수요,매력도,매력근거,스타일분류,스타일근거,소분류,상품코드,SKU,상품URL
38,GLENGOINE 15yo PX Edition 700ml,글렌고인,Y,6,114.0,120.0,5.0,166,1,12.1,0.0,59.9,14.4,"할인5%, 절감$6, 판매多",A,키워드:px,1220:싱글몰트 위스키,5865405,294531000002,https://www.shilladfs.com/estore/kr/ko/p/5865405
39,PAUL JOHN UNPEATED 올로로소 700ml,폴 존,Y,6,218.5,230.0,5.0,58,0,12.4,0.0,47.7,12.8,"할인5%, 절감$12",A,키워드:올로로소,1220:싱글몰트 위스키,5461899,249031000056,https://www.shilladfs.com/estore/kr/ko/p/5461899
40,PAUL JOHN PEATED 올로로소 700ml,폴 존,Y,6,261.25,275.0,5.0,37,0,12.6,0.0,42.5,12.0,"할인5%, 절감$14",A,키워드:올로로소,1220:싱글몰트 위스키,5461900,249031000057,https://www.shilladfs.com/estore/kr/ko/p/5461900
41,카발란 모스카텔 쉐리 솔리스트 750ml,카발란,N,0,272.0,320.0,15.0,2548,5,38.2,0.0,91.7,,"할인15%, 절감$48, 판매多",A,키워드:쉐리,1220:싱글몰트 위스키,5101583,249031000007,https://www.shilladfs.com/estore/kr/ko/p/5101583
42,글렌드로낙 29년 1993 캐스크 에디션 #7103 700ml,글렌드로낙,N,0,700.0,1000.0,30.0,246,0,90.3,34.8,64.4,,"할인30%, 절감$300, 29년, 판매多",A,셰리밤증류소:글렌드로낙,1220:싱글몰트 위스키,5803661,114931000052,https://www.shilladfs.com/estore/kr/ko/p/5803661
43,글렌알라키 18Y(24RB) 700mL,글렌알라키,N,0,257.45,271.0,5.0,274,0,12.6,0.0,65.7,,"할인5%, 절감$14, 판매多",A,셰리밤증류소:글렌알라키,1220:싱글몰트 위스키,5691284,265631000015,https://www.shilladfs.com/estore/kr/ko/p/5691284
44,글렌알라키 35년 700mL,글렌알라키,N,0,1363.0,2900.0,53.0,64,0,100.0,36.0,48.8,,"할인53%, 절감$1537, 35년",A,셰리밤증류소:글렌알라키,1220:싱글몰트 위스키,5744680,265631000018,https://www.shilladfs.com/estore/kr/ko/p/5744680
45,글렌알라키 21년 배치5 700mL,글렌알라키,N,0,610.85,643.0,5.0,301,0,13.8,49.2,66.8,,"할인5%, 절감$32, 21년, 한정/특별, 판매多",A,셰리밤증류소:글렌알라키,1220:싱글몰트 위스키,5744499,265631000016,https://www.shilladfs.com/estore/kr/ko/p/5744499
46,글렌파클라스 30년 700ml,글렌파클라스,N,0,577.2,888.0,35.0,134,1,91.0,36.0,57.4,,"할인35%, 절감$311, 30년, 판매多",A,셰리밤증류소:글렌파클라스,1220:싱글몰트 위스키,5345871,265931000009,https://www.shilladfs.com/estore/kr/ko/p/5345871
47,글렌알라키 17Y 미즈나라 700mL,글렌알라키,N,0,361.0,380.0,5.0,861,11,12.9,0.0,79.2,,"할인5%, 절감$19, 판매多",A,셰리밤증류소:글렌알라키,1220:싱글몰트 위스키,5744591,265631000017,https://www.shilladfs.com/estore/kr/ko/p/5744591
48,글렌알라키30년#4(면세) 700mL,글렌알라키,N,0,775.2,1520.0,49.0,88,0,100.0,36.0,52.5,,"할인49%, 절감$745, 30년",A,셰리밤증류소:글렌알라키,1220:싱글몰트 위스키,5746526,265631000012,https://www.shilladfs.com/estore/kr/ko/p/5746526
49,더 패밀리 캐스크스 2000_S24 700ml,글렌파클라스,N,0,678.3,714.0,5.0,71,0,14.1,0.0,50.0,,"할인5%, 절감$36",A,셰리밤증류소:글렌파클라스,1220:싱글몰트 위스키,5548857,265931000015,https://www.shilladfs.com/estore/kr/ko/p/5548857
50,카발란 올로로소 쉐리 솔리스트 1000ml,카발란,N,0,171.0,190.0,10.0,2431,3,24.6,0.0,91.2,,"할인10%, 절감$19, 판매多",A,키워드:쉐리,1220:싱글몰트 위스키,5101467,249031000004,https://www.shilladfs.com/estore/kr/ko/p/5101467
51,로얄브라클라 24년 익셉셔널 캐스크 CS (올로로소) 700ml,로얄브라클라,N,0,629.3,899.0,30.0,157,0,88.2,28.8,59.2,,"할인30%, 절감$270, 24년, 판매多",A,키워드:올로로소,1220:싱글몰트 위스키,5791016,113531000088,https://www.shilladfs.com/estore/kr/ko/p/5791016
52,더 패밀리 캐스크스 2004_S24 700ml,글렌파클라스,N,0,478.8,504.0,5.0,251,0,13.4,0.0,64.6,,"할인5%, 절감$25, 판매多",A,셰리밤증류소:글렌파클라스,1220:싱글몰트 위스키,5548856,265931000013,https://www.shilladfs.com/estore/kr/ko/p/5548856
53,더 패밀리 캐스크스 2006_S24 700ml,글렌파클라스,N,0,423.7,446.0,5.0,117,0,13.2,0.0,55.8,,"할인5%, 절감$22, 판매多",A,셰리밤증류소:글렌파클라스,1220:싱글몰트 위스키,5548855,265931000012,https://www.shilladfs.com/estore/kr/ko/p/5548855
54,시그나토리 글렌알라키 2009 캐스크 스트렝스 15년 #900863 700ml,시그나토리 빈티지,N,0,214.7,226.0,5.0,199,0,12.4,42.0,61.9,,"할인5%, 절감$11, 15년, 한정/특별, 판매多",A,셰리밤증류소:글렌알라키,1220:싱글몰트 위스키,5895328,288631000007,https://www.shilladfs.com/estore/kr/ko/p/5895328
55,폴 존 올로로소 쉐리 700ml,폴 존,N,0,99.75,105.0,5.0,164,0,12.0,0.0,59.7,,"할인5%, 절감$5, 판매多",A,키워드:쉐리,1220:싱글몰트 위스키,5312120,249031000024,https://www.shilladfs.com/estore/kr/ko/p/5312120
56,시바스리갈 13년 Sherry Cask 1000ml,시바스리갈,N,0,27.84,58.0,52.0,47,0,72.0,15.6,45.3,,"할인52%, 절감$30, 13년",A,키워드:sherry,1211:블렌디드 위스키,5075894,110331000029,https://www.shilladfs.com/estore/kr/ko/p/5075894
57,페이머스 그라우스 쉐리 1000ml,발베니,N,0,15.4,28.0,45.0,5,0,70.9,0.0,20.9,,"할인45%, 절감$13",A,키워드:쉐리,1211:블렌디드 위스키,5957379,112231000052,https://www.shilladfs.com/estore/kr/ko/p/5957379
58,시그나토리 글렌알라키 2009 캐스크 스트렝스 15년 #900864 700ml,시그나토리 빈티지,N,0,214.7,226.0,5.0,185,3,12.4,42.0,61.3,,"할인5%, 절감$11, 15년, 한정/특별, 판매多",A,셰리밤증류소:글렌알라키,1220:싱글몰트 위스키,5788000,288631000003,https://www.shilladfs.com/estore/kr/ko/p/5788000
59,맥캘란 레어 캐스크 블랙 700ml,맥캘란,N,0,548.15,577.0,5.0,131,0,13.6,0.0,57.1,,"할인5%, 절감$29, 판매多",A,셰리밤증류소:맥캘란,1220:싱글몰트 위스키,5145168,081831000023,https://www.shilladfs.com/estore/kr/ko/p/5145168
60,맥캘란 하모니 컬렉션 700ml,맥캘란,N,0,175.75,185.0,5.0,116,1,12.3,0.0,55.8,,"할인5%, 절감$9, 판매多",A,셰리밤증류소:맥캘란,1220:싱글몰트 위스키,5532321,081831000063,https://www.shilladfs.com/estore/kr/ko/p/5532321
61,맥캘란 GTR18년 700ml,맥캘란,N,0,335.35,353.0,5.0,411,1,12.9,21.6,70.4,,"할인5%, 절감$18, 18년, 판매多",A,셰리밤증류소:맥캘란,1220:싱글몰트 위스키,5430959,081831000053,https://www.shilladfs.com/estore/kr/ko/p/5430959
62,맥캘란 GTR15년 700ml,맥캘란,N,0,159.6,168.0,5.0,336,1,12.2,18.0,68.1,,"할인5%, 절감$8, 15년, 판매多",A,셰리밤증류소:맥캘란,1220:싱글몰트 위스키,5430961,081831000054,https://www.shilladfs.com/estore/kr/ko/p/5430961
63,맥캘란 GTR12년 700ml,맥캘란,N,0,78.85,83.0,5.0,571,2,11.9,14.4,74.3,,"할인5%, 절감$4, 12년, 판매多",A,셰리밤증류소:맥캘란,1220:싱글몰트 위스키,5430962,081831000056,https://www.shilladfs.com/estore/kr/ko/p/5430962
64,글렌알라키 10년 배치11 700ml,글렌알라키,N,0,110.4,138.0,20.0,719,2,48.5,36.0,77.0,,"할인20%, 절감$28, 10년, 한정/특별, 판매多",A,셰리밤증류소:글렌알라키,1220:싱글몰트 위스키,5420588,265631000007,https://www.shilladfs.com/estore/kr/ko/p/5420588
65,미클토어 쉐리 700ml,미클토어,N,0,81.9,91.0,10.0,22,0,23.9,0.0,36.7,,"할인10%, 절감$9",A,키워드:쉐리,1220:싱글몰트 위스키,5418557,275831000002,https://www.shilladfs.com/estore/kr/ko/p/5418557
66,엘리먼츠오브아일라 쉐리캐스크 700ml,엘리먼츠 오브 아일라,N,0,107.1,119.0,10.0,40,0,24.1,0.0,43.4,,"할인10%, 절감$12",A,키워드:쉐리,1211:블렌디드 위스키,5372479,276331000004,https://www.shilladfs.com/estore/kr/ko/p/5372479
67,펄킨위스키 RARE INCHGOWER PX 700ml,펄킨 위스키,N,0,124.2,138.0,10.0,38,0,24.3,0.0,42.8,,"할인10%, 절감$14",A,키워드:px,1220:싱글몰트 위스키,5228763,263131000004,https://www.shilladfs.com/estore/kr/ko/p/5228763
68,패터캐른 12년 PX 1000ml,패터캐른,N,0,76.5,85.0,10.0,15,0,23.9,14.4,32.4,,"할인10%, 절감$8, 12년",A,키워드:px,1220:싱글몰트 위스키,5219284,114431000085,https://www.shilladfs.com/estore/kr/ko/p/5219284
69,탐나불린 올로로소 1000ml,탐나불린,N,0,23.85,53.0,55.0,105,1,72.0,0.0,54.6,,"할인55%, 절감$29, 판매多",A,키워드:올로로소,1220:싱글몰트 위스키,5166853,114431000073,https://www.shilladfs.com/estore/kr/ko/p/5166853
