순위,위스키명,브랜드,구매가능,재고,할인가_USD,정상가_USD,할인율_%,누적판매,리뷰수,가격메리트,희소성,수요,매력도,매력근거,스타일분류,스타일근거,소분류,상품코드,SKU,상품URL
41,메이커스 마크 101 1000ml,메이커스마크,Y,6,70.3,74.0,5.0,255,0,14.0,0.0,74.9,17.5,"할인5%, 절감$4, 판매多",A,브랜드:메이커스 마크,1211:블렌디드 위스키,5285854,109831000020,https://www.shilladfs.com/estore/kr/ko/p/5285854
42,잭다니엘 허니 1000ml,잭다니엘,Y,6,33.25,35.0,5.0,316,4,12.8,0.0,77.9,17.4,"할인5%, 절감$2, 판매多",A,브랜드:잭다니엘,1211:Blended Whisky,3299108,114931000005,https://www.shilladfs.com/estore/kr/ko/p/3299108
43,짐빔 놉크릭 700ml,짐빔,Y,6,50.35,53.0,5.0,241,0,13.3,0.0,74.1,17.1,"할인5%, 절감$3, 판매多",A,브랜드:짐빔,1211:블렌디드 위스키,5166851,109831000017,https://www.shilladfs.com/estore/kr/ko/p/5166851
44,잭다니엘 아메리칸 싱글몰트 1000ml,잭다니엘,Y,6,76.0,80.0,5.0,183,0,14.2,0.0,70.4,17.0,"할인5%, 절감$4, 판매多",A,브랜드:잭다니엘,1220:싱글몰트 위스키,5316476,114931000047,https://www.shilladfs.com/estore/kr/ko/p/5316476
45,젠틀맨스 컷 버번 750ml,젠틀맨스 컷,Y,6,173.85,183.0,5.0,77,0,17.4,0.0,58.8,16.7,"할인5%, 절감$9",A,키워드:버번,1211:블렌디드 위스키,5345783,268331000018,https://www.shilladfs.com/estore/kr/ko/p/5345783
46,우드포드 리저브 Kentucky Derby 적마 에디션 1000ml,우드포드 리저브,Y,6,57.0,60.0,5.0,154,0,13.6,0.0,68.1,16.3,"할인5%, 절감$3, 판매多",A,브랜드:우드포드,1211:블렌디드 위스키,5070956,114931000012,https://www.shilladfs.com/estore/kr/ko/p/5070956
47,잭다니엘 FOB Set 250ml,잭다니엘,Y,6,32.3,34.0,5.0,180,0,12.7,0.0,70.2,16.3,"할인5%, 절감$2, 판매多",A,브랜드:잭다니엘,1211:블렌디드 위스키,5657679,114931000066,https://www.shilladfs.com/estore/kr/ko/p/5657679
48,짐빔 베이커스 BBN 750ml,짐빔,Y,6,85.5,90.0,5.0,93,0,14.5,0.0,61.4,15.7,"할인5%, 절감$4",A,브랜드:짐빔,1211:블렌디드 위스키,5221867,109831000029,https://www.shilladfs.com/estore/kr/ko/p/5221867
49,잭다니엘 젠틀맨 잭 1000ml,잭다니엘,Y,6,43.7,46.0,5.0,122,0,13.1,0.0,65.0,15.7,"할인5%, 절감$2, 판매多",A,브랜드:잭다니엘,1211:블렌디드 위스키,5070934,114931000002,https://www.shilladfs.com/estore/kr/ko/p/5070934
50,우드포드 리저브 홀리데이 에디션 1L,우드포드 리저브,Y,6,57.0,60.0,5.0,90,1,13.6,0.0,61.1,15.3,"할인5%, 절감$3",A,브랜드:우드포드,1211:블렌디드 위스키,5429234,114931000056,https://www.shilladfs.com/estore/kr/ko/p/5429234
51,잭다니엘 테네시 허니 200ml,잭다니엘,Y,6,11.4,12.0,5.0,80,0,12.0,0.0,59.3,14.3,"할인5%, 절감$1",A,브랜드:잭다니엘; 키워드:테네시,1211:블렌디드 위스키,5088306,114931000031,https://www.shilladfs.com/estore/kr/ko/p/5088306
52,파이어볼 시나몬 위스키 1000ml,버팔로 트레이스,Y,6,19.95,21.0,5.0,59,2,12.3,0.0,55.7,13.9,"할인5%, 절감$1",A,브랜드:버팔로 트레이스,1211:블렌디드 위스키,5302184,258231000006,https://www.shilladfs.com/estore/kr/ko/p/5302184
53,잭다니엘 본디드 1000ml,잭다니엘,Y,6,45.6,48.0,5.0,48,0,13.2,0.0,52.6,13.8,"할인5%, 절감$2",A,브랜드:잭다니엘,1211:블렌디드 위스키,5712650,114931000068,https://www.shilladfs.com/estore/kr/ko/p/5712650
54,뉴리프 8년 버번 750ml,뉴리프,Y,6,98.0,98.0,0.0,124,1,0.0,9.6,65.3,13.6,"8년, 판매多",A,키워드:버번,1211:블렌디드 위스키,5917129,295531000003,https://www.shilladfs.com/estore/kr/ko/p/5917129
55,뉴리프 바틀인본드 버번 750ml,뉴리프,Y,6,64.6,68.0,5.0,32,0,13.8,0.0,47.2,13.3,"할인5%, 절감$3",A,키워드:버번,1211:블렌디드 위스키,5916570,295531000001,https://www.shilladfs.com/estore/kr/ko/p/5916570
56,잭다니엘 본디드 라이 1000ml,잭다니엘,Y,6,45.6,48.0,5.0,25,0,13.2,0.0,44.0,12.5,"할인5%, 절감$2",A,브랜드:잭다니엘,1211:블렌디드 위스키,5712651,114931000067,https://www.shilladfs.com/estore/kr/ko/p/5712651
57,켄터키아울 더 와이즈맨 라이 버번 위스키 700ml,켄터키아울,Y,6,67.45,71.0,5.0,19,0,13.9,0.0,40.5,12.3,"할인5%, 절감$4",A,키워드:버번,1211:블렌디드 위스키,5248877,258131000002,https://www.shilladfs.com/estore/kr/ko/p/5248877
58,잭다니엘 블랙 라벨 200ml,잭다니엘,Y,6,11.4,12.0,5.0,27,0,12.0,0.0,45.0,12.2,"할인5%, 절감$1",A,브랜드:잭다니엘,1211:블렌디드 위스키,5657680,114931000065,https://www.shilladfs.com/estore/kr/ko/p/5657680
59,헤븐스도어 Straight Rye Whiskey 750ml,헤븐스도어,Y,6,76.0,80.0,5.0,17,0,14.2,0.0,39.0,12.2,"할인5%, 절감$4",A,키워드:rye whiskey,1211:블렌디드 위스키,5284790,270331000003,https://www.shilladfs.com/estore/kr/ko/p/5284790
60,메이커스마크 셀러에이지드 2025 700ml,메이커스마크,Y,6,160.0,160.0,0.0,374,0,0.0,0.0,80.0,12.0,판매多,A,브랜드:메이커스마크,1211:블렌디드 위스키,5796325,109831000036,https://www.shilladfs.com/estore/kr/ko/p/5796325
61,짐빔 블랙 7년 1000ml,짐빔,Y,6,37.05,39.0,5.0,1,0,12.9,8.4,9.4,10.6,"할인5%, 절감$2, 7년",A,브랜드:짐빔,1211:블렌디드 위스키,5833135,109831000038,https://www.shilladfs.com/estore/kr/ko/p/5833135
62,짐빔 블랙 체커팩 1000ml,짐빔,Y,6,37.05,39.0,5.0,3,0,12.9,0.0,18.7,8.6,"할인5%, 절감$2",A,브랜드:짐빔,1211:블렌디드 위스키,5394250,109831000032,https://www.shilladfs.com/estore/kr/ko/p/5394250
63,와일드터키 마스터스 킵 보야지 750ml,와일드터키,N,0,165.3,174.0,5.0,369,2,17.2,0.0,79.9,,"할인5%, 절감$9, 판매多",A,브랜드:와일드터키,1211:블렌디드 위스키,5605211,257231000008,https://www.shilladfs.com/estore/kr/ko/p/5605211
64,이에이치 테일러 스몰배치 750ml,버팔로 트레이스,N,0,79.8,84.0,5.0,642,1,14.3,24.0,87.3,,"할인5%, 절감$4, 한정/특별, 판매多",A,브랜드:버팔로 트레이스,1211:블렌디드 위스키,5399401,258231000007,https://www.shilladfs.com/estore/kr/ko/p/5399401
65,메이커스 마크 46 1000ml,메이커스마크,N,0,63.65,67.0,5.0,61,0,13.8,0.0,55.7,,"할인5%, 절감$3",A,브랜드:메이커스 마크,1220:싱글몰트 위스키,5592649,109831000035,https://www.shilladfs.com/estore/kr/ko/p/5592649
66,와일드터키 마스터스 킵 언포가튼 750ml,와일드터키,N,0,126.0,140.0,10.0,367,1,32.2,0.0,79.8,,"할인10%, 절감$14, 판매多",A,브랜드:와일드터키,1211:블렌디드 위스키,5605263,257231000007,https://www.shilladfs.com/estore/kr/ko/p/5605263
67,우드포드 리저브 Baccarat Edition 700ml,우드포드 리저브,N,0,1054.0,1700.0,38.0,22,0,100.0,0.0,42.3,,"할인38%, 절감$646",A,브랜드:우드포드,1211:블렌디드 위스키,5088307,114931000035,https://www.shilladfs.com/estore/kr/ko/p/5088307
68,켄터키아울 컨피스케이티드 버번 위스키 700ml,켄터키아울,N,0,148.2,156.0,5.0,195,0,16.6,0.0,71.3,,"할인5%, 절감$8, 판매多",A,키워드:버번,1211:블렌디드 위스키,5248878,258131000003,https://www.shilladfs.com/estore/kr/ko/p/5248878
69,잭다니엘 보틀 인 본드 1000ml,잭다니엘,N,0,36.1,38.0,5.0,236,2,12.9,0.0,74.0,,"할인5%, 절감$2, 판매多",A,브랜드:잭다니엘,1211:블렌디드 위스키,5088304,114931000027,https://www.shilladfs.com/estore/kr/ko/p/5088304
