순위,위스키명,브랜드,구매가능,재고,할인가_USD,정상가_USD,할인율_%,누적판매,리뷰수,가격메리트,희소성,수요,매력도,매력근거,스타일분류,스타일근거,소분류,상품코드,SKU,상품URL
11,글렌알라키 21년 배치5 700mL,글렌알라키,Y,1,610.85,643.0,5.0,302,0,13.8,82.5,66.7,49.3,"할인5%, 절감$32, 21년, 한정/특별, 재고1병, 판매多",A,셰리밤증류소:글렌알라키,1220:싱글몰트 위스키,5744499,265631000016,https://www.shilladfs.com/estore/kr/ko/p/5744499
12,ABERLOUR 16년 700ml,발렌타인,Y,6,76.7,130.0,41.0,50,0,73.6,19.2,45.9,47.7,"할인41%, 절감$53, 16년",A,셰리밤증류소:aberlour,1220:싱글몰트 위스키,5837405,046131000061,https://www.shilladfs.com/estore/kr/ko/p/5837405
13,글렌드로낙 16년 700ml,글렌드로낙,Y,6,103.95,135.0,23.0,2314,9,55.8,19.2,90.5,46.4,"할인23%, 절감$31, 16년, 판매多",A,셰리밤증류소:글렌드로낙,1220:싱글몰트 위스키,4391067,114931000034,https://www.shilladfs.com/estore/kr/ko/p/4391067
14,부쉬밀 쉐리 캐스크 10년 1000ml,부쉬밀,Y,6,31.5,70.0,55.0,148,0,72.6,12.0,58.5,46.2,"할인55%, 절감$38, 10년, 판매多",A,키워드:쉐리,1220:싱글몰트 위스키,5200752,130531000019,https://www.shilladfs.com/estore/kr/ko/p/5200752
15,ABERLOUR 13년 700ml,발렌타인,Y,6,40.5,75.0,46.0,53,0,72.3,15.6,46.6,45.8,"할인46%, 절감$34, 13년",A,셰리밤증류소:aberlour,1220:싱글몰트 위스키,5663013,046131000060,https://www.shilladfs.com/estore/kr/ko/p/5663013
16,더 패밀리 캐스크스 2008_S24 700ml,글렌파클라스,Y,6,218.9,398.0,45.0,103,0,82.1,0.0,54.3,45.1,"할인45%, 절감$179, 판매多",A,셰리밤증류소:글렌파클라스,1220:싱글몰트 위스키,5548854,265931000011,https://www.shilladfs.com/estore/kr/ko/p/5548854
17,쿠라요시 12년 셰리 700ml,마츠이,Y,6,74.25,135.0,45.0,12,0,74.1,14.4,30.0,43.6,"할인45%, 절감$61, 12년",A,키워드:셰리,1211:블렌디드 위스키,5157349,254631000016,https://www.shilladfs.com/estore/kr/ko/p/5157349
18,PAUL JOHN PEATED 올로로소 700ml,폴 존,Y,6,123.75,275.0,55.0,37,0,80.2,0.0,42.5,42.5,"할인55%, 절감$151",A,키워드:올로로소,1220:싱글몰트 위스키,5461900,249031000057,https://www.shilladfs.com/estore/kr/ko/p/5461900
19,PAUL JOHN UNPEATED 올로로소 700ml,폴 존,Y,6,103.5,230.0,55.0,59,0,78.5,0.0,47.8,42.5,"할인55%, 절감$126",A,키워드:올로로소,1220:싱글몰트 위스키,5461899,249031000056,https://www.shilladfs.com/estore/kr/ko/p/5461899
20,브룩라디 Sherry Cask_700ml,브룩라디,Y,6,33.12,69.0,52.0,183,0,72.4,0.0,60.9,41.7,"할인52%, 절감$36, 판매多",A,키워드:sherry,1220:싱글몰트 위스키,5386814,085131000084,https://www.shilladfs.com/estore/kr/ko/p/5386814
21,글렌알라키 8년 700ml,글렌알라키,Y,6,67.34,91.0,26.0,134,0,62.3,9.6,57.3,40.5,"할인26%, 절감$24, 8년, 판매多",A,셰리밤증류소:글렌알라키,1220:싱글몰트 위스키,5249072,265631000001,https://www.shilladfs.com/estore/kr/ko/p/5249072
22,부쉬밀 블랙부쉬 80/20 PX 1000ml,부쉬밀,Y,6,22.5,50.0,55.0,63,0,71.9,0.0,48.6,39.6,"할인55%, 절감$28",A,키워드:px,1211:블렌디드 위스키,5200758,130531000018,https://www.shilladfs.com/estore/kr/ko/p/5200758
23,TAMDHU Cuatro Reserva 700ml,탐두,Y,6,53.35,97.0,45.0,32,0,72.9,0.0,40.8,39.0,"할인45%, 절감$44",A,셰리밤증류소:tamdhu,1220:싱글몰트 위스키,5865402,294531000005,https://www.shilladfs.com/estore/kr/ko/p/5865402
24,ABERLOUR SUTHAINN 700ml,발렌타인,Y,6,49.5,90.0,45.0,30,0,72.7,0.0,40.1,38.7,"할인45%, 절감$40",A,셰리밤증류소:aberlour,1220:싱글몰트 위스키,5663570,046131000059,https://www.shilladfs.com/estore/kr/ko/p/5663570
25,쿠라요시 셰리 700ml,마츠이,Y,6,57.75,105.0,45.0,22,0,73.2,0.0,36.6,38.4,"할인45%, 절감$47",A,키워드:셰리,1211:블렌디드 위스키,5157336,254631000015,https://www.shilladfs.com/estore/kr/ko/p/5157336
26,씨앤씨 쉐리 캐스크 750ml,씨앤씨,Y,6,78.4,112.0,30.0,7,0,72.3,0.0,24.3,36.2,"할인30%, 절감$34",A,키워드:쉐리,1220:싱글몰트 위스키,5359023,276831000005,https://www.shilladfs.com/estore/kr/ko/p/5359023
27,Jerez Sherry Cask 1000ml,스페이번,Y,6,35.28,72.0,51.0,5,0,72.5,0.0,20.9,35.8,"할인51%, 절감$37",A,키워드:sherry,1220:싱글몰트 위스키,5866023,266531000007,https://www.shilladfs.com/estore/kr/ko/p/5866023
28,시바스리갈 엑스트라 셰리 캐스크 셀렉션 1000ml,시바스리갈,Y,6,31.32,58.0,46.0,6,0,71.8,0.0,22.7,35.7,"할인46%, 절감$27",A,키워드:셰리,1211:블렌디드 위스키,5828032,110331000036,https://www.shilladfs.com/estore/kr/ko/p/5828032
29,글렌알라키 9년 도우로밸리 700ml,글렌알라키,Y,2,97.2,108.0,10.0,255,1,24.1,37.5,64.8,35.5,"할인10%, 절감$11, 9년, 재고2병, 판매多",A,셰리밤증류소:글렌알라키,1220:싱글몰트 위스키,5330414,265631000004,https://www.shilladfs.com/estore/kr/ko/p/5330414
30,카발란 올로로소 쉐리 오크 1000ml,카발란,Y,6,137.6,172.0,20.0,2035,3,49.0,0.0,89.0,35.4,"할인20%, 절감$34, 판매多",A,키워드:쉐리,1220:싱글몰트 위스키,5101584,249031000011,https://www.shilladfs.com/estore/kr/ko/p/5101584
31,글렌드로낙 10년 1000ml,글렌드로낙,Y,6,76.0,80.0,5.0,551,1,11.9,12.0,73.8,21.2,"할인5%, 절감$4, 10년, 판매多",A,셰리밤증류소:글렌드로낙,1220:싱글몰트 위스키,5088303,114931000033,https://www.shilladfs.com/estore/kr/ko/p/5088303
32,NEW 올트모어 12년 (올로로소 쉐리) 500ml,올트모어,Y,6,49.4,52.0,5.0,164,1,11.8,14.4,59.7,20.0,"할인5%, 절감$3, 12년, 판매多",A,키워드:쉐리,1220:싱글몰트 위스키,5560832,113531000084,https://www.shilladfs.com/estore/kr/ko/p/5560832
33,라프로익 PX Cask 1000ml,라프로익,Y,6,114.0,120.0,5.0,1246,2,12.1,0.0,83.3,17.9,"할인5%, 절감$6, 판매多",A,키워드:px,1220:싱글몰트 위스키,3333183,114131000003,https://www.shilladfs.com/estore/kr/ko/p/3333183
34,맥탈라 올드퍼스 쉐리 케스크 12년 700ml,맥탈라,Y,6,75.05,79.0,5.0,39,0,11.9,14.4,43.1,17.6,"할인5%, 절감$4, 12년",A,키워드:쉐리,1220:싱글몰트 위스키,5311850,249031000021,https://www.shilladfs.com/estore/kr/ko/p/5311850
35,글렌파클라스 105 1000ml,글렌파클라스,Y,6,119.7,126.0,5.0,641,0,12.1,0.0,75.5,16.8,"할인5%, 절감$6, 판매多",A,셰리밤증류소:글렌파클라스,1220:싱글몰트 위스키,5226622,265931000001,https://www.shilladfs.com/estore/kr/ko/p/5226622
36,TAMDHU Gran Reserva 700ml,탐두,Y,6,255.55,269.0,5.0,239,1,12.6,0.0,64.1,15.3,"할인5%, 절감$13, 판매多",A,셰리밤증류소:tamdhu,1220:싱글몰트 위스키,5865408,294531000007,https://www.shilladfs.com/estore/kr/ko/p/5865408
37,글렌드로낙 29년 1993 캐스크 에디션 #7103 700ml,글렌드로낙,N,0,700.0,1000.0,30.0,251,0,90.3,34.8,64.6,,"할인30%, 절감$300, 29년, 판매多",A,셰리밤증류소:글렌드로낙,1220:싱글몰트 위스키,5803661,114931000052,https://www.shilladfs.com/estore/kr/ko/p/5803661
38,카발란 모스카텔 쉐리 솔리스트 750ml,카발란,N,0,272.0,320.0,15.0,2556,5,38.2,0.0,91.7,,"할인15%, 절감$48, 판매多",A,키워드:쉐리,1220:싱글몰트 위스키,5101583,249031000007,https://www.shilladfs.com/estore/kr/ko/p/5101583
39,글렌알라키 35년 700mL,글렌알라키,N,0,1363.0,2900.0,53.0,68,0,100.0,36.0,49.5,,"할인53%, 절감$1537, 35년",A,셰리밤증류소:글렌알라키,1220:싱글몰트 위스키,5744680,265631000018,https://www.shilladfs.com/estore/kr/ko/p/5744680
40,글렌파클라스 30년 700ml,글렌파클라스,N,0,577.2,888.0,35.0,134,1,91.0,36.0,57.4,,"할인35%, 절감$311, 30년, 판매多",A,셰리밤증류소:글렌파클라스,1220:싱글몰트 위스키,5345871,265931000009,https://www.shilladfs.com/estore/kr/ko/p/5345871
41,시그나토리 글렌알라키 2009 캐스크 스트렝스 15년 #900863 700ml,시그나토리 빈티지,N,0,214.7,226.0,5.0,196,0,12.4,42.0,61.7,,"할인5%, 절감$11, 15년, 한정/특별, 판매多",A,셰리밤증류소:글렌알라키,1220:싱글몰트 위스키,5895328,288631000007,https://www.shilladfs.com/estore/kr/ko/p/5895328
42,더 패밀리 캐스크스 2006_S24 700ml,글렌파클라스,N,0,423.7,446.0,5.0,120,0,13.2,0.0,56.0,,"할인5%, 절감$22, 판매多",A,셰리밤증류소:글렌파클라스,1220:싱글몰트 위스키,5548855,265931000012,https://www.shilladfs.com/estore/kr/ko/p/5548855
43,글렌알라키 17Y 미즈나라 700mL,글렌알라키,N,0,361.0,380.0,5.0,865,11,12.9,0.0,79.2,,"할인5%, 절감$19, 판매多",A,셰리밤증류소:글렌알라키,1220:싱글몰트 위스키,5744591,265631000017,https://www.shilladfs.com/estore/kr/ko/p/5744591
44,시바스리갈 13년 Sherry Cask 1000ml,시바스리갈,N,0,27.84,58.0,52.0,47,0,72.0,15.6,45.2,,"할인52%, 절감$30, 13년",A,키워드:sherry,1211:블렌디드 위스키,5075894,110331000029,https://www.shilladfs.com/estore/kr/ko/p/5075894
45,폴 존 피엑스 쉐리 700ml,폴 존,N,0,45.15,105.0,57.0,162,0,74.0,0.0,59.5,,"할인57%, 절감$60, 판매多",A,키워드:쉐리,1220:싱글몰트 위스키,5312121,249031000025,https://www.shilladfs.com/estore/kr/ko/p/5312121
46,폴 존 올로로소 쉐리 700ml,폴 존,N,0,99.75,105.0,5.0,165,0,12.0,0.0,59.7,,"할인5%, 절감$5, 판매多",A,키워드:쉐리,1220:싱글몰트 위스키,5312120,249031000024,https://www.shilladfs.com/estore/kr/ko/p/5312120
47,페이머스 그라우스 쉐리 1000ml,발베니,N,0,15.4,28.0,45.0,5,0,70.9,0.0,20.9,,"할인45%, 절감$13",A,키워드:쉐리,1211:블렌디드 위스키,5957379,112231000052,https://www.shilladfs.com/estore/kr/ko/p/5957379
48,시그나토리 글렌알라키 2009 캐스크 스트렝스 15년 #900864 700ml,시그나토리 빈티지,N,0,214.7,226.0,5.0,184,3,12.4,42.0,61.2,,"할인5%, 절감$11, 15년, 한정/특별, 판매多",A,셰리밤증류소:글렌알라키,1220:싱글몰트 위스키,5788000,288631000003,https://www.shilladfs.com/estore/kr/ko/p/5788000
49,로얄브라클라 24년 익셉셔널 캐스크 CS (올로로소) 700ml,로얄브라클라,N,0,629.3,899.0,30.0,158,0,88.2,28.8,59.2,,"할인30%, 절감$270, 24년, 판매多",A,키워드:올로로소,1220:싱글몰트 위스키,5791016,113531000088,https://www.shilladfs.com/estore/kr/ko/p/5791016
50,맥캘란 레어 캐스크 블랙 700ml,맥캘란,N,0,548.15,577.0,5.0,130,0,13.6,0.0,57.0,,"할인5%, 절감$29, 판매多",A,셰리밤증류소:맥캘란,1220:싱글몰트 위스키,5145168,081831000023,https://www.shilladfs.com/estore/kr/ko/p/5145168
51,맥캘란 하모니 컬렉션 700ml,맥캘란,N,0,175.75,185.0,5.0,116,1,12.3,0.0,55.7,,"할인5%, 절감$9, 판매多",A,셰리밤증류소:맥캘란,1220:싱글몰트 위스키,5532321,081831000063,https://www.shilladfs.com/estore/kr/ko/p/5532321
52,맥캘란 GTR18년 700ml,맥캘란,N,0,335.35,353.0,5.0,411,1,12.9,21.6,70.4,,"할인5%, 절감$18, 18년, 판매多",A,셰리밤증류소:맥캘란,1220:싱글몰트 위스키,5430959,081831000053,https://www.shilladfs.com/estore/kr/ko/p/5430959
53,맥캘란 GTR15년 700ml,맥캘란,N,0,159.6,168.0,5.0,337,1,12.2,18.0,68.1,,"할인5%, 절감$8, 15년, 판매多",A,셰리밤증류소:맥캘란,1220:싱글몰트 위스키,5430961,081831000054,https://www.shilladfs.com/estore/kr/ko/p/5430961
54,맥캘란 GTR12년 700ml,맥캘란,N,0,78.85,83.0,5.0,572,2,11.9,14.4,74.2,,"할인5%, 절감$4, 12년, 판매多",A,셰리밤증류소:맥캘란,1220:싱글몰트 위스키,5430962,081831000056,https://www.shilladfs.com/estore/kr/ko/p/5430962
55,글렌알라키 10년 배치11 700ml,글렌알라키,N,0,110.4,138.0,20.0,722,2,48.5,36.0,76.9,,"할인20%, 절감$28, 10년, 한정/특별, 판매多",A,셰리밤증류소:글렌알라키,1220:싱글몰트 위스키,5420588,265631000007,https://www.shilladfs.com/estore/kr/ko/p/5420588
56,미클토어 쉐리 700ml,미클토어,N,0,81.9,91.0,10.0,22,0,23.9,0.0,36.6,,"할인10%, 절감$9",A,키워드:쉐리,1220:싱글몰트 위스키,5418557,275831000002,https://www.shilladfs.com/estore/kr/ko/p/5418557
57,엘리먼츠오브아일라 쉐리캐스크 700ml,엘리먼츠 오브 아일라,N,0,107.1,119.0,10.0,40,0,24.1,0.0,43.4,,"할인10%, 절감$12",A,키워드:쉐리,1211:블렌디드 위스키,5372479,276331000004,https://www.shilladfs.com/estore/kr/ko/p/5372479
58,펄킨위스키 RARE INCHGOWER PX 700ml,펄킨 위스키,N,0,124.2,138.0,10.0,38,0,24.3,0.0,42.8,,"할인10%, 절감$14",A,키워드:px,1220:싱글몰트 위스키,5228763,263131000004,https://www.shilladfs.com/estore/kr/ko/p/5228763
59,패터캐른 12년 PX 1000ml,패터캐른,N,0,76.5,85.0,10.0,15,0,23.9,14.4,32.4,,"할인10%, 절감$8, 12년",A,키워드:px,1220:싱글몰트 위스키,5219284,114431000085,https://www.shilladfs.com/estore/kr/ko/p/5219284
60,탐나불린 올로로소 1000ml,탐나불린,N,0,23.85,53.0,55.0,105,1,72.0,0.0,54.6,,"할인55%, 절감$29, 판매多",A,키워드:올로로소,1220:싱글몰트 위스키,5166853,114431000073,https://www.shilladfs.com/estore/kr/ko/p/5166853
