구분,위스키명,브랜드,면세_USD,면세_KRW,면세용량_ml,면세_₩100ml,국내최저_KRW,국내용량_ml,국내_₩100ml,국내출처,국내매칭명,절감_100ml_%,절감_병당_KRW,구매가능,상품URL
①병당도쌈,글렌피딕 15년 Vat3 Perpetual 700ml,글렌피딕,52.47,76742,700,10963,135000,700,19286,데일리샷,글렌피딕 15년 퍼페추얼 컬렉션 VAT 03,43.2,58258,Y,https://www.shilladfs.com/estore/kr/ko/p/5105342
①병당도쌈,폴 존 클래식 1000ml,폴 존,39.9,58357,1000,5836,115000,700,16429,데일리샷,폴존 클래식 셀렉트 캐스크,64.5,56643,Y,https://www.shilladfs.com/estore/kr/ko/p/5311851
①병당도쌈,로얄살루트 25년 700ml,로얄살루트,250.8,366818,700,52403,420000,700,60000,데일리샷,로얄살루트 25년,12.7,53182,Y,https://www.shilladfs.com/estore/kr/ko/p/4599460
①병당도쌈,보모어 14년 700ml,보모어,34.0,49728,700,7104,101000,700,14429,데일리샷,보모어 14년 보르도 캐스크 피니시,50.8,51272,Y,https://www.shilladfs.com/estore/kr/ko/p/5524536
①병당도쌈,발렌타인 18년 GLENBURGIE 700ml,발렌타인,66.81,97716,700,13959,148000,700,21143,데일리샷,발렌타인 싱글몰트 글렌버기 18년,34.0,50284,Y,https://www.shilladfs.com/estore/kr/ko/p/5524471
①병당도쌈,발베니 15년 마데이라 캐스크 빅토 응아이 에디션 700ml,발베니,103.32,151115,700,21588,200000,700,28571,데일리샷,발베니 15년 마데이라 캐스크,24.4,48885,Y,https://www.shilladfs.com/estore/kr/ko/p/5966607
①병당도쌈,조니워커 18년 750ml,조니워커,56.0,81905,750,10921,129000,700,18429,데일리샷,[한정 수량 특가] 조니워커 18년,40.7,47095,N,https://www.shilladfs.com/estore/kr/ko/p/3651371
①병당도쌈,글렌파클라스 105 1000ml,글렌파클라스,64.26,93986,1000,9399,139900,1000,13990,데일리샷,글렌파클라스 105 CS 1L,32.8,45914,Y,https://www.shilladfs.com/estore/kr/ko/p/5226622
①병당도쌈,토마틴 21년 700ml,토마틴,214.2,313288,700,44755,359000,700,51286,데일리샷,토마틴 21년,12.7,45712,Y,https://www.shilladfs.com/estore/kr/ko/p/5310055
①병당도쌈,탈리스커 다크 스톰 1000ml,탈리스커,57.15,83587,1000,8359,129000,1000,12900,데일리샷,탈리스커 다크스톰 1L,35.2,45413,Y,https://www.shilladfs.com/estore/kr/ko/p/5070436
①병당도쌈,발베니 12년 Golden Cask 700ml ,발베니,48.0,70204,700,10029,112000,700,16000,데일리샷,발베니 12년 골든 캐스크,37.3,41796,Y,https://www.shilladfs.com/estore/kr/ko/p/5516907
①병당도쌈,발베니12년 골든캐스크 IGL 700ml,발베니,48.0,70204,700,10029,112000,700,16000,데일리샷,발베니 12년 골든 캐스크,37.3,41796,N,https://www.shilladfs.com/estore/kr/ko/p/5815472
①병당도쌈,타운브랜치 켄터키 싱글 몰트 7년 750ml,타운브랜치,27.6,40368,750,5382,82000,700,11714,데일리샷,타운 브랜치 7년 켄터키 싱글몰트 위스키 700ml,54.1,41632,Y,https://www.shilladfs.com/estore/kr/ko/p/5219708
①병당도쌈,화이트헤더 15년 700ml,화이트헤더,54.18,79243,700,11320,119900,700,17129,데일리샷,화이트 헤더 15년,33.9,40657,Y,https://www.shilladfs.com/estore/kr/ko/p/5372580
①병당도쌈,글렌모렌지 시그넷 700ml,글렌모렌지,178.2,260634,700,37233,298000,700,42571,데일리샷,글렌모렌지 시그넷,12.5,37366,N,https://www.shilladfs.com/estore/kr/ko/p/5843621
①병당도쌈,글렌글라사 포트소이 700ml,GLENGLASSAUGH,39.27,57436,700,8205,89800,700,12829,보유DB,글렌글라사 포트소이,36.0,32364,Y,https://www.shilladfs.com/estore/kr/ko/p/5534639
①병당도쌈,Balblair 15 Years Old 1000ml,발블레어,112.5,164542,1000,16454,195000,700,27857,데일리샷,발블레어 15년,40.9,30458,Y,https://www.shilladfs.com/estore/kr/ko/p/5865409
①병당도쌈,아벨라워 아부나흐 700ml,발렌타인,80.5,117739,700,16820,148000,700,21143,보유DB,아벨라워 아부나흐,20.4,30261,Y,https://www.shilladfs.com/estore/kr/ko/p/5887242
①병당도쌈,발렌타인 15년 GLENBURGIE 700ml,발렌타인,39.69,58050,700,8293,87000,700,12429,데일리샷,발렌타인 싱글몰트 글렌버기 15년,33.3,28950,Y,https://www.shilladfs.com/estore/kr/ko/p/5499394
①병당도쌈,부쉬밀 쉐리 캐스크 10년 1000ml,부쉬밀,31.5,46072,1000,4607,75000,1000,7500,데일리샷,부쉬밀 10년 셰리 피니시 1L,38.6,28928,Y,https://www.shilladfs.com/estore/kr/ko/p/5200752
①병당도쌈,와일드터키 켄터키 스피릿 1L,와일드터키,37.0,54116,1000,5412,82900,700,11843,데일리샷,와일드 터키 켄터키 스피릿 싱글배럴,54.3,28784,Y,https://www.shilladfs.com/estore/kr/ko/p/5408280
①병당도쌈,인드리 700ml,인드리,27.5,40221,700,5746,69000,700,9857,데일리샷,인드리 싱글몰트 위스키,41.7,28779,Y,https://www.shilladfs.com/estore/kr/ko/p/5360892
①병당도쌈,하이랜드 파크 EAGLE 16년 700ml,하이랜드 파크,100.0,146259,700,20894,175000,700,25000,데일리샷,하이랜드 파크 16년 윙즈 오브 더 이글,16.4,28741,N,https://www.shilladfs.com/estore/kr/ko/p/5145173
①병당도쌈,아녹 12년 700ml,아녹,31.24,45691,700,6527,73500,700,10500,데일리샷,아녹 12년,37.8,27809,Y,https://www.shilladfs.com/estore/kr/ko/p/5248782
①병당도쌈,Balblair 12 Years Old 1000ml,발블레어,39.2,57334,1000,5733,85000,700,12143,데일리샷,발블레어 12년,52.8,27666,Y,https://www.shilladfs.com/estore/kr/ko/p/5865410
①병당도쌈,에반 윌리엄스 싱글 배럴 750ml,신세계 L&B,29.28,42825,750,5710,69800,750,9307,보유DB,에반 윌리엄스 싱글배럴,38.6,26975,Y,https://www.shilladfs.com/estore/kr/ko/p/5290609
①병당도쌈,제임슨 트리플 트리플 1000ml,제임슨,23.97,35058,1000,3506,62000,1000,6200,데일리샷,제임슨 트리플 트리플 1L,43.5,26942,Y,https://www.shilladfs.com/estore/kr/ko/p/5661609
①병당도쌈,아드벡 우거다일 700ml,아드벡,68.25,99822,700,14260,126000,700,18000,데일리샷,아드벡 우거다일,20.8,26178,N,https://www.shilladfs.com/estore/kr/ko/p/5713333
①병당도쌈,네이키드 몰트 1000ml,발베니,28.8,42123,1000,4212,67100,700,9586,보유DB,네이키드 몰트,56.1,24977,Y,https://www.shilladfs.com/estore/kr/ko/p/5957380
①병당도쌈,더 글렌리벳 21년 700ml,글렌리벳,248.9,364039,700,52006,389000,700,55571,데일리샷,더 글렌리벳 21년,6.4,24961,N,https://www.shilladfs.com/estore/kr/ko/p/5948827
①병당도쌈,글렌알라키 15년 (24RB) 700ml,글렌알라키,84.5,123589,700,17656,147900,700,21129,데일리샷,[바로픽업가능] 글렌알라키 15년,16.4,24311,Y,https://www.shilladfs.com/estore/kr/ko/p/5463432
①병당도쌈,카발란 비노바리끄 솔리스트 1000ml,카발란,184.0,269117,1000,26912,293000,700,41857,데일리샷,카발란 솔리스트 비노 바리끄 싱글 캐스크 CS,35.7,23883,Y,https://www.shilladfs.com/estore/kr/ko/p/5101582
①병당도쌈,미클토어 오리지널 700ml,미클토어,38.64,56515,700,8074,79000,700,11286,데일리샷,미클토어 더 오리지널,28.5,22485,Y,https://www.shilladfs.com/estore/kr/ko/p/5418558
①병당도쌈,로얄살루트 21년 Peated Blend 700ml,로얄살루트,190.0,277893,700,39699,300000,700,42857,데일리샷,로얄살루트 21년 피티드 블렌드,7.4,22107,Y,https://www.shilladfs.com/estore/kr/ko/p/5081231
①병당도쌈,브룩라디 Port Charlotte 10년 1000ml,브룩라디,69.0,100919,1000,10092,123000,700,17571,데일리샷,브룩라디 포트샬롯 10년,42.6,22081,N,https://www.shilladfs.com/estore/kr/ko/p/5208379
①병당도쌈,글렌파클라스 15년 700ml,글렌파클라스,67.5,98725,700,14104,119400,700,17057,보유DB,글렌파클라스 15년,17.3,20675,Y,https://www.shilladfs.com/estore/kr/ko/p/5226623
①병당도쌈,딘스톤 버진 오크 700ml,딘스톤,21.0,30714,700,4388,49000,700,7000,데일리샷,딘스톤 버진 오크,37.3,18286,Y,https://www.shilladfs.com/estore/kr/ko/p/5228673
①병당도쌈,잭다니엘 블랙 맥라렌 에디션 1000ml,잭다니엘,20.58,30100,1000,3010,48000,700,6857,데일리샷,잭 다니엘스 맥라렌 에디션 2025,56.1,17900,Y,https://www.shilladfs.com/estore/kr/ko/p/5334658
①병당도쌈,밀크앤허니 엘리먼츠 피티드 캐스크 700ml,밀크앤허니,37.8,55286,700,7898,72900,700,10414,데일리샷,밀크앤허니 엘리먼츠 피티드 싱글몰트 위스키,24.2,17614,Y,https://www.shilladfs.com/estore/kr/ko/p/5248992
①병당도쌈,글렌모렌지 14년 엘레멘타 1000ml,글렌모렌지,67.5,98725,1000,9872,115000,1000,11500,데일리샷,글렌모렌지 엘리멘타 14년 1L,14.2,16275,Y,https://www.shilladfs.com/estore/kr/ko/p/5843622
①병당도쌈,밀크앤허니 크리스마스에디션 트릿 700ml,밀크앤허니,47.6,69619,700,9946,85000,700,12143,데일리샷,밀크앤허니 크리스마스 에디션,18.1,15381,Y,https://www.shilladfs.com/estore/kr/ko/p/5248990
①병당도쌈,더 글렌그란트 18년 700ml,더 글렌그란트,127.8,186919,700,26703,200000,700,28571,데일리샷,더 글렌그란트 18년,6.5,13081,Y,https://www.shilladfs.com/estore/kr/ko/p/5817221
①병당도쌈,버팔로 트레이스 버번 위스키 1000ml,버팔로 트레이스,17.1,25010,1000,2501,38000,700,5429,보유DB,버팔로 트레이스,53.9,12990,Y,https://www.shilladfs.com/estore/kr/ko/p/5310223
①병당도쌈,달모어 18년 2024년 에디션 700ml,달모어,332.5,486312,700,69473,499000,700,71286,데일리샷,달모어 18년,2.5,12688,N,https://www.shilladfs.com/estore/kr/ko/p/5358024
①병당도쌈,글렌피딕 XX 700ml,글렌피딕,48.76,71316,700,10188,83000,700,11857,데일리샷,글렌피딕 몰트 마스터스 에디션,14.1,11684,Y,https://www.shilladfs.com/estore/kr/ko/p/5437409
①병당도쌈,밀크앤허니 엘리먼츠 레드와인 캐스크 700ml,밀크앤허니,42.0,61429,700,8776,72900,700,10414,데일리샷,밀크앤허니 엘리먼츠 레드 와인 캐스크 싱글몰트 위스키,15.7,11471,Y,https://www.shilladfs.com/estore/kr/ko/p/5248989
①병당도쌈,미클토어 친커핀 700ml,미클토어,47.32,69210,700,9887,79000,700,11286,데일리샷,미클토어 더 친커핀 원,12.4,9790,Y,https://www.shilladfs.com/estore/kr/ko/p/5372472
①병당도쌈,발베니 12년 몬틸라 700ml,발베니,57.2,83660,700,11951,93000,700,13286,데일리샷,발베니 더블우드 12년,10.0,9340,Y,https://www.shilladfs.com/estore/kr/ko/p/5798333
①병당도쌈,글렌피딕 XX 700ml ,글렌피딕,50.6,74007,700,10572,83000,700,11857,데일리샷,글렌피딕 몰트 마스터스 에디션,10.8,8993,N,https://www.shilladfs.com/estore/kr/ko/p/5544313
①병당도쌈,부쉬밀 버번 캐스크 15년 700ml,부쉬밀,85.5,125052,700,17865,134000,700,19143,데일리샷,부쉬밀 15년,6.7,8948,Y,https://www.shilladfs.com/estore/kr/ko/p/5200759
①병당도쌈,퍼컬렌 18년 700ml,퍼컬렌,109.9,160739,700,22963,169000,700,24143,데일리샷,퍼컬렌 18년 싱글몰트,4.9,8261,Y,https://www.shilladfs.com/estore/kr/ko/p/5304448
①병당도쌈,발렌타인 23년 AMERICAN OAK CASKS 700ml,발렌타인,199.5,291787,700,41684,299000,700,42714,데일리샷,발렌타인 23년,2.4,7213,Y,https://www.shilladfs.com/estore/kr/ko/p/4486823
①병당도쌈,글렌드로낙 10년 1000ml,글렌드로낙,76.0,111157,1000,11116,118000,1000,11800,데일리샷,더 글렌드로낙 10년 포그 1L,5.8,6843,Y,https://www.shilladfs.com/estore/kr/ko/p/5088303
①병당도쌈,더 글렌그란트 12년 1000ml,더 글렌그란트,35.1,51337,1000,5134,57000,700,8143,보유DB,글렌그란트 12년,37.0,5663,Y,https://www.shilladfs.com/estore/kr/ko/p/5224926
①병당도쌈,와일드터키 101 1000ml,와일드터키,24.96,36506,1000,3651,39800,750,5307,데일리샷,와일드 터키 101 750ml,31.2,3294,Y,https://www.shilladfs.com/estore/kr/ko/p/5173368
①병당도쌈,아드벡 10년 1000ml,아드벡,54.0,78980,1000,7898,82000,700,11714,데일리샷,아드벡 10년,32.6,3020,N,https://www.shilladfs.com/estore/kr/ko/p/5070389
①병당도쌈,짐빔 화이트 1000ml,짐빔,11.88,17376,1000,1738,19500,750,2600,데일리샷,짐빔 화이트 750ml,33.2,2124,Y,https://www.shilladfs.com/estore/kr/ko/p/5070546
①병당도쌈,카발란 클래식 1000ml,카발란,87.2,127538,1000,12754,129000,700,18429,데일리샷,카발란 클래식 싱글몰트,30.8,1462,Y,https://www.shilladfs.com/estore/kr/ko/p/5101821
①병당도쌈,화이트헤더 21년 700ml,화이트헤더,222.4,325281,700,46469,325900,700,46557,데일리샷,화이트 헤더 21년,0.2,619,N,https://www.shilladfs.com/estore/kr/ko/p/5372581
①병당도쌈,아드벡 언 오 1000ml,아드벡,65.6,95946,1000,9595,96000,700,13714,데일리샷,아드벡 언 오,30.0,54,Y,https://www.shilladfs.com/estore/kr/ko/p/5388184
②용량당만쌈,더 글렌그란트 15년 1000ml,더 글렌그란트,61.44,89862,1000,8986,89400,700,12771,보유DB,글렌그란트 15년,29.6,-462,N,https://www.shilladfs.com/estore/kr/ko/p/5173493
②용량당만쌈,카발란 포트 솔리스트 1000ml,카발란,174.4,255076,1000,25508,253000,700,36143,데일리샷,카발란 솔리스트 포트 CS,29.4,-2076,Y,https://www.shilladfs.com/estore/kr/ko/p/5101642
②용량당만쌈,몽키숄더 1000ml,발베니,30.0,43878,1000,4388,42290,700,6041,보유DB,몽키숄더,27.4,-1588,Y,https://www.shilladfs.com/estore/kr/ko/p/2011674
②용량당만쌈,조니워커 더블 블랙 1000ml,조니워커,32.16,47037,1000,4704,44000,700,6286,보유DB,조니워커 더블블랙,25.2,-3037,Y,https://www.shilladfs.com/estore/kr/ko/p/3625938
②용량당만쌈,로크로몬드 14년 Inchmoan 1000ml,로크 로몬드,73.8,107939,1000,10794,99800,700,14257,데일리샷,로크로몬드 14년,24.3,-8139,N,https://www.shilladfs.com/estore/kr/ko/p/5267808
②용량당만쌈,크라이겔라키 13년 1000ml,크라이겔라키,79.8,116715,1000,11672,105000,700,15000,데일리샷,크라이겔라키 13년,22.2,-11715,Y,https://www.shilladfs.com/estore/kr/ko/p/5560825
②용량당만쌈,잭다니엘 본디드 1000ml,잭다니엘,45.6,66694,1000,6669,59800,700,8543,데일리샷,잭 다니엘스 본디드,21.9,-6894,Y,https://www.shilladfs.com/estore/kr/ko/p/5712650
②용량당만쌈,페이머스 그라우스 1000ml,발베니,15.5,22670,1000,2267,19800,700,2829,보유DB,페이머스 그라우스,19.9,-2870,Y,https://www.shilladfs.com/estore/kr/ko/p/5957381
②용량당만쌈,제임슨 블랙배럴 1000ml,제임슨,30.68,44872,1000,4487,38000,700,5429,데일리샷,제임슨 블랙 배럴,17.3,-6872,Y,https://www.shilladfs.com/estore/kr/ko/p/5661456
②용량당만쌈,우드포드 리저브 디스틸러 셀렉트 1000ml,우드포드 리저브,47.5,69473,1000,6947,58000,700,8286,보유DB,우드포드 리저브,16.2,-11473,Y,https://www.shilladfs.com/estore/kr/ko/p/5070939
②용량당만쌈,조니워커 블랙 루비 1000ml,조니워커,31.95,46730,1000,4673,39000,700,5571,데일리샷,조니워커 블랙 700ml,16.1,-7730,Y,https://www.shilladfs.com/estore/kr/ko/p/5624247
②용량당만쌈,와일드 터키 레어브리드 1000ml,와일드터키,56.7,82929,1000,8293,69000,700,9857,보유DB,와일드터키 레어브리드,15.9,-13929,Y,https://www.shilladfs.com/estore/kr/ko/p/5331751
②용량당만쌈,잭다니엘 젠틀맨 잭 1000ml,잭다니엘,43.7,63915,1000,6392,52000,700,7429,데일리샷,잭 다니엘스 젠틀맨 잭,14.0,-11915,Y,https://www.shilladfs.com/estore/kr/ko/p/5070934
②용량당만쌈,달모어 시가 몰트 1000ml,달모어,173.85,254272,1000,25427,205000,700,29286,데일리샷,[지금바로 24시간 픽업가능] 달모어 시가 몰트 리저브,13.2,-49272,N,https://www.shilladfs.com/estore/kr/ko/p/5070717
②용량당만쌈,더 글렌그란트 18년 1000ml,더 글렌그란트,172.8,252736,1000,25274,200000,700,28571,데일리샷,더 글렌그란트 18년,11.5,-52736,N,https://www.shilladfs.com/estore/kr/ko/p/5193075
②용량당만쌈,토마틴 12년 1000ml,토마틴,52.2,76347,1000,7635,60000,700,8571,데일리샷,토마틴 12년,10.9,-16347,N,https://www.shilladfs.com/estore/kr/ko/p/5310054
②용량당만쌈,글렌모렌지 12년 어코드 1000ml,글렌모렌지,57.75,84465,1000,8446,66000,700,9429,보유DB,글렌모렌지 12년,10.4,-18465,N,https://www.shilladfs.com/estore/kr/ko/p/5868420
②용량당만쌈,로크로몬드 12년 Perfectly Balanced 1000ml ,로크 로몬드,53.1,77664,1000,7766,59900,700,8557,데일리샷,로크로몬드 12년 700ml,9.2,-17764,N,https://www.shilladfs.com/estore/kr/ko/p/5267807
②용량당만쌈,듀어스 25년 750ml,듀어스,303.45,443824,750,59177,439000,700,62714,데일리샷,듀어스 25년 더 시그니처,5.6,-4824,N,https://www.shilladfs.com/estore/kr/ko/p/5268253
②용량당만쌈,사가모어 Rye Whiskey 750ml,사가모어,30.55,44682,750,5958,44000,700,6286,데일리샷,사가모어 스피릿 시그니처 라이 700ml,5.2,-682,Y,https://www.shilladfs.com/estore/kr/ko/p/5285450
②용량당만쌈,달모어 15년 1000ml,달모어,174.8,255661,1000,25566,185000,700,26429,데일리샷,달모어 15년,3.3,-70661,N,https://www.shilladfs.com/estore/kr/ko/p/3331485
②용량당만쌈,짐빔 블랙 1000ml,짐빔,37.05,54189,1000,5419,38900,700,5557,데일리샷,짐빔 블랙,2.5,-15289,N,https://www.shilladfs.com/estore/kr/ko/p/5070542
