구분,위스키명,브랜드,면세_USD,면세_KRW,면세용량_ml,면세_₩100ml,국내최저_KRW,국내용량_ml,국내_₩100ml,국내출처,국내매칭명,절감_100ml_%,절감_병당_KRW,구매가능,상품URL
①병당도쌈,아드벡 10년 1000ml,아드벡,54.0,82644,1000,8264,85000,700,12143,데일리샷,아드벡 10년,31.9,2356,N,https://www.shilladfs.com/estore/kr/ko/p/5070389
①병당도쌈,와일드터키 101 1000ml,와일드터키,24.96,38200,1000,3820,39800,750,5307,데일리샷,와일드 터키 101 750ml,28.0,1600,Y,https://www.shilladfs.com/estore/kr/ko/p/5173368
①병당도쌈,더 글렌그란트 12년 1000ml,더 글렌그란트,36.66,56106,1000,5611,57000,700,8143,보유DB,글렌그란트 12년,31.1,894,Y,https://www.shilladfs.com/estore/kr/ko/p/5224926
①병당도쌈,퍼컬렌 18년 700ml,퍼컬렌,109.9,168195,700,24028,169000,700,24143,데일리샷,퍼컬렌 18년 싱글몰트,0.5,805,Y,https://www.shilladfs.com/estore/kr/ko/p/5304448
②용량당만쌈,발렌타인 10년 1000ml,발렌타인,22.88,35016,1000,3502,34800,700,4971,데일리샷,발렌타인 10년 700ml,29.6,-216,Y,https://www.shilladfs.com/estore/kr/ko/p/5269996
②용량당만쌈,더 글렌리벳 12년 1000ml,글렌리벳,38.25,58539,1000,5854,57000,700,8143,보유DB,글렌리벳 12년,28.1,-1539,Y,https://www.shilladfs.com/estore/kr/ko/p/5615979
②용량당만쌈,카발란 클래식 1000ml,카발란,87.2,133454,1000,13345,129000,700,18429,데일리샷,카발란 클래식 싱글몰트,27.6,-4454,Y,https://www.shilladfs.com/estore/kr/ko/p/5101821
②용량당만쌈,아드벡 언 오 1000ml,아드벡,65.6,100397,1000,10040,96000,700,13714,데일리샷,아드벡 언 오,26.8,-4397,Y,https://www.shilladfs.com/estore/kr/ko/p/5388184
②용량당만쌈,더 글렌그란트 15년 1000ml,더 글렌그란트,61.44,94030,1000,9403,89400,700,12771,보유DB,글렌그란트 15년,26.4,-4630,Y,https://www.shilladfs.com/estore/kr/ko/p/5173493
②용량당만쌈,카발란 포트 솔리스트 1000ml,카발란,174.4,266908,1000,26691,253000,700,36143,데일리샷,카발란 솔리스트 포트 CS,26.2,-13908,Y,https://www.shilladfs.com/estore/kr/ko/p/5101642
②용량당만쌈,몽키숄더 1000ml,발베니,30.0,45913,1000,4591,42290,700,6041,보유DB,몽키숄더,24.0,-3623,Y,https://www.shilladfs.com/estore/kr/ko/p/2011674
②용량당만쌈,달모어 시가 몰트 1000ml,달모어,173.85,266066,1000,26607,239000,700,34143,데일리샷,달모어 시가 몰트 리저브 메탈 케이스,22.1,-27066,N,https://www.shilladfs.com/estore/kr/ko/p/5070717
②용량당만쌈,조니워커 더블 블랙 1000ml,조니워커,32.16,49219,1000,4922,44000,700,6286,보유DB,조니워커 더블블랙,21.7,-5219,Y,https://www.shilladfs.com/estore/kr/ko/p/3625938
②용량당만쌈,페이머스 그라우스 1000ml,발베니,15.0,22957,1000,2296,19800,700,2829,보유DB,페이머스 그라우스,18.8,-3157,Y,https://www.shilladfs.com/estore/kr/ko/p/5957381
②용량당만쌈,크라이겔라키 13년 1000ml,크라이겔라키,79.8,122129,1000,12213,105000,700,15000,데일리샷,크라이겔라키 13년,18.6,-17129,Y,https://www.shilladfs.com/estore/kr/ko/p/5560825
②용량당만쌈,잭다니엘 본디드 1000ml,잭다니엘,45.6,69788,1000,6979,59900,700,8557,데일리샷,잭 다니엘스 본디드,18.4,-9888,Y,https://www.shilladfs.com/estore/kr/ko/p/5712650
②용량당만쌈,우드포드 리저브 디스틸러 셀렉트 1000ml,우드포드 리저브,47.5,72696,1000,7270,58000,700,8286,보유DB,우드포드 리저브,12.3,-14696,Y,https://www.shilladfs.com/estore/kr/ko/p/5070939
②용량당만쌈,조니워커 블랙 루비 1000ml,조니워커,31.95,48897,1000,4890,39000,700,5571,데일리샷,조니워커 블랙 700ml,12.2,-9897,Y,https://www.shilladfs.com/estore/kr/ko/p/5624247
②용량당만쌈,와일드 터키 레어브리드 1000ml,와일드터키,56.7,86776,1000,8678,69000,700,9857,보유DB,와일드터키 레어브리드,12.0,-17776,Y,https://www.shilladfs.com/estore/kr/ko/p/5331751
②용량당만쌈,더 글렌그란트 18년 1000ml,더 글렌그란트,172.8,264459,1000,26446,200000,700,28571,데일리샷,더 글렌그란트 18년,7.4,-64459,N,https://www.shilladfs.com/estore/kr/ko/p/5193075
②용량당만쌈,토마틴 12년 1000ml,토마틴,52.2,79889,1000,7989,60000,700,8571,데일리샷,토마틴 12년,6.8,-19889,N,https://www.shilladfs.com/estore/kr/ko/p/5310054
②용량당만쌈,글렌모렌지 12년 어코드 1000ml,글렌모렌지,57.75,88383,1000,8838,66000,700,9429,보유DB,글렌모렌지 12년,6.3,-22383,N,https://www.shilladfs.com/estore/kr/ko/p/5868420
②용량당만쌈,로크로몬드 12년 Perfectly Balanced 1000ml ,로크 로몬드,53.1,81266,1000,8127,59900,700,8557,데일리샷,로크로몬드 12년 700ml,5.0,-21366,N,https://www.shilladfs.com/estore/kr/ko/p/5267807
②용량당만쌈,주라 IE 3 1000ml,주라,62.1,95040,1000,9504,69900,700,9986,데일리샷,주라 프렌치 오크,4.8,-25140,Y,https://www.shilladfs.com/estore/kr/ko/p/5462592
②용량당만쌈,브룩라디 Port Charlotte 10년 1000ml,브룩라디,109.25,167200,1000,16720,123000,700,17571,데일리샷,브룩라디 포트샬롯 10년,4.8,-44200,N,https://www.shilladfs.com/estore/kr/ko/p/5208379
②용량당만쌈,잭다니엘 젠틀맨 잭 1000ml,잭다니엘,43.7,66880,1000,6688,49000,700,7000,데일리샷,잭 다니엘스 젠틀맨 잭 700ml,4.5,-17880,Y,https://www.shilladfs.com/estore/kr/ko/p/5070934
②용량당만쌈,듀어스 25년 750ml,듀어스,303.45,464411,750,61921,439000,700,62714,데일리샷,듀어스 25년 더 시그니처,1.3,-25411,N,https://www.shilladfs.com/estore/kr/ko/p/5268253
