구분,위스키명,브랜드,면세_USD,면세_KRW,면세용량_ml,면세_₩100ml,국내최저_KRW,국내용량_ml,국내_₩100ml,국내출처,국내매칭명,절감_100ml_%,절감_병당_KRW,구매가능,상품URL
①병당도쌈,달모어 시가몰트 리저브 700ml,달모어,118.75,170932,700,24419,260000,700,37143,데일리샷,달모어 시가 몰트 리저브,34.3,89068,Y,https://www.shilladfs.com/estore/kr/ko/p/5928730
①병당도쌈,퍼컬렌 21년 700ml,퍼컬렌,251.75,362375,700,51768,450000,700,64286,데일리샷,퍼컬렌 21년 싱글몰트,19.5,87625,N,https://www.shilladfs.com/estore/kr/ko/p/5304440
①병당도쌈,글렌피딕 18년 벳4 퍼페츄얼 IGL CNY 700ml,글렌피딕,79.75,114794,700,16399,202000,700,28857,데일리샷,글렌피딕 18년 퍼페추얼 컬렉션 VAT 04,43.2,87206,N,https://www.shilladfs.com/estore/kr/ko/p/5904120
①병당도쌈,밀크앤허니 크리스마스에디션 트릿 700ml,밀크앤허니,48.79,70230,700,10033,155000,700,22143,데일리샷,밀크앤허니 크리스마스 에디션,54.7,84770,Y,https://www.shilladfs.com/estore/kr/ko/p/5248990
①병당도쌈,아벨라워 아부나흐 700ml,발렌타인,80.5,115874,700,16553,200000,700,28571,보유DB,아벨라워 아부나흐,42.1,84126,Y,https://www.shilladfs.com/estore/kr/ko/p/5887242
①병당도쌈,글렌모렌지 16년 트리뷰트 1000ml,글렌모렌지,74.25,106877,1000,10688,190000,1000,19000,데일리샷,글렌모렌지 트리뷰트 16년 1L,43.7,83123,N,https://www.shilladfs.com/estore/kr/ko/p/5843623
①병당도쌈,탈리스커 다크 스톰 1000ml,탈리스커,57.15,82263,1000,8226,165000,700,23571,데일리샷,탈리스커 다크스톰,65.1,82737,Y,https://www.shilladfs.com/estore/kr/ko/p/5070436
①병당도쌈,하이랜드 파크 EAGLE 16년 700ml,하이랜드 파크,100.0,143943,700,20563,225000,700,32143,데일리샷,하이랜드 파크 16년 윙즈 오브 더 이글,36.0,81057,N,https://www.shilladfs.com/estore/kr/ko/p/5145173
①병당도쌈,달모어 18년 2024년 에디션 700ml,달모어,332.5,478609,700,68373,559000,700,79857,데일리샷,달모어 18년,14.4,80391,N,https://www.shilladfs.com/estore/kr/ko/p/5358024
①병당도쌈,글렌모렌지 인피니타 18년 700ml,글렌모렌지,90.0,129548,700,18507,208000,700,29714,데일리샷,글렌모렌지 디 인피니타 18년,37.7,78452,Y,https://www.shilladfs.com/estore/kr/ko/p/5713332
①병당도쌈,글렌피딕 18년 Vat4 Perpetual 700ml,글렌피딕,87.0,125230,700,17890,202000,700,28857,데일리샷,글렌피딕 18년 퍼페추얼 컬렉션 VAT 04,38.0,76770,Y,https://www.shilladfs.com/estore/kr/ko/p/5105341
①병당도쌈,잭다니엘 아메리칸 싱글몰트 1000ml,잭다니엘,50.4,72547,1000,7255,149000,1000,14900,데일리샷,잭 다니엘스 아메리칸 싱글몰트 1L,51.3,76453,Y,https://www.shilladfs.com/estore/kr/ko/p/5316476
①병당도쌈,몰트락 네버바운드 700ml,몰트락,114.0,164095,700,23442,240000,700,34286,데일리샷,몰트락 네버바운드,31.6,75905,Y,https://www.shilladfs.com/estore/kr/ko/p/5845281
①병당도쌈,발렌타인 18년 GLENBURGIE 700ml,발렌타인,66.81,96168,700,13738,170000,700,24286,데일리샷,발렌타인 싱글몰트 글렌버기 18년,43.4,73832,Y,https://www.shilladfs.com/estore/kr/ko/p/5524471
①병당도쌈,더 글렌리벳 21년 700ml,글렌리벳,248.9,358273,700,51182,430000,700,61429,데일리샷,더 글렌리벳 21년,16.7,71727,N,https://www.shilladfs.com/estore/kr/ko/p/5948827
①병당도쌈,미클토어 오리지널 700ml,미클토어,42.32,60917,700,8702,130000,700,18571,데일리샷,미클토어 더 오리지널,53.1,69083,Y,https://www.shilladfs.com/estore/kr/ko/p/5418558
①병당도쌈,글렌알라키 15년 (24RB) 700ml,글렌알라키,84.5,121631,700,17376,189000,700,27000,데일리샷,[바로픽업가능] 글렌알라키 15년,35.6,67369,Y,https://www.shilladfs.com/estore/kr/ko/p/5463432
①병당도쌈,화이트헤더 15년 700ml,화이트헤더,56.7,81615,700,11659,148900,700,21271,데일리샷,화이트 헤더 15년,45.2,67285,Y,https://www.shilladfs.com/estore/kr/ko/p/5372580
①병당도쌈,와일드터키 켄터키 스피릿 1L,와일드터키,37.0,53259,1000,5326,119000,1000,11900,데일리샷,와일드 터키 켄터키 스피릿 싱글배럴 1L,55.2,65741,Y,https://www.shilladfs.com/estore/kr/ko/p/5408280
①병당도쌈,더 글렌그란트 18년 700ml,더 글렌그란트,127.8,183959,700,26280,248000,700,35429,데일리샷,더 글렌그란트 18년,25.8,64041,Y,https://www.shilladfs.com/estore/kr/ko/p/5817221
①병당도쌈,오켄토션 18년 700ml,오켄토션,94.5,136026,700,19432,198000,700,28286,데일리샷,오켄토션 18년,31.3,61974,N,https://www.shilladfs.com/estore/kr/ko/p/5489104
①병당도쌈,달모어 트리오 1000ml,달모어,99.75,143583,1000,14358,205000,1000,20500,데일리샷,달모어 트리오 1L,30.0,61417,N,https://www.shilladfs.com/estore/kr/ko/p/5125160
①병당도쌈,인드리 700ml,인드리,27.5,39584,700,5655,101000,700,14429,데일리샷,[강원] 인드리 싱글몰트 위스키,60.8,61416,Y,https://www.shilladfs.com/estore/kr/ko/p/5360892
①병당도쌈,미클토어 친커핀 700ml,미클토어,47.32,68114,700,9731,129000,700,18429,데일리샷,미클토어 더 친커핀 원,47.2,60886,Y,https://www.shilladfs.com/estore/kr/ko/p/5372472
①병당도쌈,글렌피딕 15년 Vat3 Perpetual 700ml,글렌피딕,54.45,78377,700,11197,139000,700,19857,데일리샷,글렌피딕 15년 퍼페추얼 컬렉션 VAT 03,43.6,60623,Y,https://www.shilladfs.com/estore/kr/ko/p/5105342
①병당도쌈,Balblair 12 Years Old 1000ml,발블레어,40.0,57577,1000,5758,117900,700,16843,데일리샷,발블레어 12년,65.8,60323,Y,https://www.shilladfs.com/estore/kr/ko/p/5865410
①병당도쌈,폴 존 클래식 1000ml,폴 존,39.9,57433,1000,5743,115000,700,16429,데일리샷,폴존 클래식 셀렉트 캐스크,65.0,57567,Y,https://www.shilladfs.com/estore/kr/ko/p/5311851
①병당도쌈,토마틴 21년 700ml,토마틴,214.2,308325,700,44046,365000,700,52143,데일리샷,토마틴 21년,15.5,56675,N,https://www.shilladfs.com/estore/kr/ko/p/5310055
①병당도쌈,보모어 14년 700ml,보모어,34.0,48940,700,6991,102000,700,14571,데일리샷,보모어 14년 보르도 캐스크 피니시,52.0,53060,Y,https://www.shilladfs.com/estore/kr/ko/p/5524536
①병당도쌈,글렌파클라스 105 1000ml,글렌파클라스,64.26,92498,1000,9250,145000,1000,14500,데일리샷,글렌파클라스 105 CS 1L,36.2,52502,Y,https://www.shilladfs.com/estore/kr/ko/p/5226622
①병당도쌈,글렌모렌지 시그넷 700ml,글렌모렌지,178.2,256506,700,36644,309000,700,44143,데일리샷,글렌모렌지 시그넷,17.0,52494,Y,https://www.shilladfs.com/estore/kr/ko/p/5843621
①병당도쌈,발베니 12년 Golden Cask 700ml ,발베니,48.0,69092,700,9870,120000,700,17143,데일리샷,발베니 12년 골든 캐스크,42.4,50908,Y,https://www.shilladfs.com/estore/kr/ko/p/5516907
①병당도쌈,발베니12년 골든캐스크 IGL 700ml,발베니,48.0,69092,700,9870,120000,700,17143,데일리샷,발베니 12년 골든 캐스크,42.4,50908,N,https://www.shilladfs.com/estore/kr/ko/p/5815472
①병당도쌈,발렌타인 23년 GLENTAUCHERS 700ml,발렌타인,248.9,358273,700,51182,409000,700,58429,데일리샷,발렌타인 23년,12.4,50727,Y,https://www.shilladfs.com/estore/kr/ko/p/5068900
①병당도쌈,타운브랜치 켄터키 싱글 몰트 7년 750ml,타운브랜치,27.6,39728,750,5297,89000,700,12714,데일리샷,타운 브랜치 7년 켄터키 싱글몰트 위스키 700ml,58.3,49272,Y,https://www.shilladfs.com/estore/kr/ko/p/5219708
①병당도쌈,카미키 오리지널 500ml,카미키,64.0,92123,500,18425,138000,700,19714,데일리샷,카미키 오리지널,6.5,45877,Y,https://www.shilladfs.com/estore/kr/ko/p/5157330
①병당도쌈,딘스톤 버진 오크 700ml,딘스톤,21.0,30228,700,4318,75000,700,10714,데일리샷,딘스톤 버진 오크,59.7,44772,Y,https://www.shilladfs.com/estore/kr/ko/p/5228673
①병당도쌈,카발란 비노바리끄 솔리스트 1000ml,카발란,184.0,264854,1000,26485,309000,700,44143,데일리샷,카발란 솔리스트 비노 바리끄 싱글 캐스크 CS,40.0,44146,Y,https://www.shilladfs.com/estore/kr/ko/p/5101582
①병당도쌈,아드벡 우거다일 700ml,아드벡,68.25,98241,700,14034,139000,700,19857,데일리샷,아드벡 우거다일,29.3,40759,Y,https://www.shilladfs.com/estore/kr/ko/p/5713333
①병당도쌈,제임슨 트리플 트리플 1000ml,제임슨,23.97,34503,1000,3450,75000,1000,7500,데일리샷,제임슨 트리플 트리플 1L,54.0,40497,Y,https://www.shilladfs.com/estore/kr/ko/p/5661609
①병당도쌈,부쉬밀 버번 캐스크 15년 700ml,부쉬밀,85.5,123071,700,17582,163000,700,23286,데일리샷,부쉬밀 15년,24.5,39929,Y,https://www.shilladfs.com/estore/kr/ko/p/5200759
①병당도쌈,아녹 12년 700ml,아녹,31.95,45990,700,6570,85900,700,12271,데일리샷,아녹 12년,46.5,39910,Y,https://www.shilladfs.com/estore/kr/ko/p/5248782
①병당도쌈,발렌타인 15년 GLENBURGIE 700ml,발렌타인,39.69,57131,700,8162,95000,700,13571,데일리샷,발렌타인 싱글몰트 글렌버기 15년,39.9,37869,Y,https://www.shilladfs.com/estore/kr/ko/p/5499394
①병당도쌈,아드벡 언 오 1000ml,아드벡,65.6,94426,1000,9443,129900,700,18557,데일리샷,아드벡 언 오,49.1,35474,Y,https://www.shilladfs.com/estore/kr/ko/p/5388184
①병당도쌈,글렌피딕 XX 700ml,글렌피딕,50.6,72835,700,10405,108000,700,15429,데일리샷,글렌피딕 프로젝트 XX,32.6,35165,Y,https://www.shilladfs.com/estore/kr/ko/p/5437409
①병당도쌈,글렌피딕 XX 700ml ,글렌피딕,50.6,72835,700,10405,108000,700,15429,데일리샷,글렌피딕 프로젝트 XX,32.6,35165,N,https://www.shilladfs.com/estore/kr/ko/p/5544313
①병당도쌈,부나하벤 크루아모나 1000ml,부나하벤,86.4,124366,1000,12437,159000,1000,15900,데일리샷,부나하벤 크루아모나 1L,21.8,34634,Y,https://www.shilladfs.com/estore/kr/ko/p/5229281
①병당도쌈,오켄토션 아메리칸 오크 1000ml,오켄토션,25.37,36518,1000,3652,69900,700,9986,데일리샷,오켄토션 아메리칸 오크,63.4,33382,Y,https://www.shilladfs.com/estore/kr/ko/p/5166856
①병당도쌈,글렌글라사 포트소이 700ml,GLENGLASSAUGH,39.27,56526,700,8075,89800,700,12829,보유DB,글렌글라사 포트소이,37.1,33274,Y,https://www.shilladfs.com/estore/kr/ko/p/5534639
①병당도쌈,Balblair 15 Years Old 1000ml,발블레어,112.5,161935,1000,16194,195000,700,27857,데일리샷,발블레어 15년,41.9,33065,Y,https://www.shilladfs.com/estore/kr/ko/p/5865409
①병당도쌈,부쉬밀 쉐리 캐스크 10년 1000ml,부쉬밀,31.5,45342,1000,4534,78000,1000,7800,데일리샷,부쉬밀 10년 셰리 피니시 1L,41.9,32658,Y,https://www.shilladfs.com/estore/kr/ko/p/5200752
①병당도쌈,글렌드로낙 10년 1000ml,글렌드로낙,76.0,109396,1000,10940,139000,1000,13900,데일리샷,더 글렌드로낙 10년 포그 1L,21.3,29604,Y,https://www.shilladfs.com/estore/kr/ko/p/5088303
①병당도쌈,로크로몬드 12년 Perfectly Balanced 1000ml ,로크 로몬드,53.1,76434,1000,7643,105000,700,15000,데일리샷,로크로몬드 12년 700ml,49.0,28566,Y,https://www.shilladfs.com/estore/kr/ko/p/5267807
①병당도쌈,에반 윌리엄스 싱글 배럴 750ml,신세계 L&B,29.89,43024,750,5737,69800,750,9307,보유DB,에반 윌리엄스 싱글배럴,38.4,26776,Y,https://www.shilladfs.com/estore/kr/ko/p/5290609
①병당도쌈,글렌카담 13년 700ml,글렌카담,90.25,129908,700,18558,156000,700,22286,데일리샷,글렌카담 13년,16.7,26092,N,https://www.shilladfs.com/estore/kr/ko/p/5358800
①병당도쌈,브룩라디 Port Charlotte 10년 1000ml,브룩라디,69.0,99320,1000,9932,125000,700,17857,데일리샷,브룩라디 포트샬롯 10년,44.4,25680,N,https://www.shilladfs.com/estore/kr/ko/p/5208379
①병당도쌈,발베니 12년 몬틸라 700ml,발베니,57.2,82335,700,11762,108000,700,15429,데일리샷,발베니 더블우드 12년,23.8,25665,N,https://www.shilladfs.com/estore/kr/ko/p/5798333
①병당도쌈,네이키드 몰트 1000ml,발베니,29.25,42103,1000,4210,67100,700,9586,보유DB,네이키드 몰트,56.1,24997,Y,https://www.shilladfs.com/estore/kr/ko/p/5957380
①병당도쌈,로크로몬드 14년 Inchmoan 1000ml,로크 로몬드,73.8,106230,1000,10623,130000,700,18571,데일리샷,로크로몬드 14년,42.8,23770,N,https://www.shilladfs.com/estore/kr/ko/p/5267808
①병당도쌈,밀크앤허니 엘리먼츠 피티드 캐스크 700ml,밀크앤허니,38.85,55922,700,7989,78900,700,11271,데일리샷,밀크앤허니 엘리먼츠 피티드 싱글몰트 위스키,29.1,22978,Y,https://www.shilladfs.com/estore/kr/ko/p/5248992
①병당도쌈,카미키 사쿠라 750ml,카미키,95.2,137033,750,18271,160000,700,22857,데일리샷,카미키 사쿠라,20.1,22967,N,https://www.shilladfs.com/estore/kr/ko/p/5157329
①병당도쌈,화이트헤더 21년 700ml,화이트헤더,222.4,320128,700,45733,342700,700,48957,데일리샷,화이트 헤더 21년,6.6,22572,N,https://www.shilladfs.com/estore/kr/ko/p/5372581
①병당도쌈,글렌파클라스 15년 700ml,글렌파클라스,67.5,97161,700,13880,119400,700,17057,보유DB,글렌파클라스 15년,18.6,22239,Y,https://www.shilladfs.com/estore/kr/ko/p/5226623
①병당도쌈,글렌알라키 9년 도우로밸리 700ml,글렌알라키,97.2,139912,700,19987,159000,700,22714,데일리샷,글렌알라키 9년 도우로 밸리 와인 피니시,12.0,19088,N,https://www.shilladfs.com/estore/kr/ko/p/5330414
①병당도쌈,토마틴 12년 1000ml,토마틴,52.2,75138,1000,7514,94000,700,13429,데일리샷,토마틴 12년,44.0,18862,N,https://www.shilladfs.com/estore/kr/ko/p/5310054
①병당도쌈,라가불린 10년 700ml,라가불린,86.45,124438,700,17777,143000,700,20429,데일리샷,라가불린 10년,13.0,18562,N,https://www.shilladfs.com/estore/kr/ko/p/5704238
①병당도쌈,글렌모렌지 14년 엘레멘타 1000ml,글렌모렌지,67.5,97161,1000,9716,115000,1000,11500,데일리샷,글렌모렌지 엘리멘타 14년 1L,15.5,17839,Y,https://www.shilladfs.com/estore/kr/ko/p/5843622
①병당도쌈,밀크앤허니 엘리먼츠 레드와인 캐스크 700ml,밀크앤허니,43.05,61967,700,8852,78900,700,11271,데일리샷,밀크앤허니 엘리먼츠 레드 와인 캐스크 싱글몰트 위스키,21.5,16933,Y,https://www.shilladfs.com/estore/kr/ko/p/5248989
①병당도쌈,버팔로 트레이스 버번 위스키 1000ml,버팔로 트레이스,17.1,24614,1000,2461,38800,700,5543,보유DB,버팔로 트레이스,55.6,14186,Y,https://www.shilladfs.com/estore/kr/ko/p/5310223
①병당도쌈,아드벡 10년 1000ml,아드벡,54.0,77729,1000,7773,90000,700,12857,데일리샷,아드벡 10년,39.5,12271,Y,https://www.shilladfs.com/estore/kr/ko/p/5070389
①병당도쌈,크라이겔라키 13년 1000ml,크라이겔라키,79.8,114866,1000,11487,125000,700,17857,데일리샷,크라이겔라키 13년,35.7,10134,Y,https://www.shilladfs.com/estore/kr/ko/p/5560825
①병당도쌈,제임슨 블랙배럴 1000ml,제임슨,30.68,44162,1000,4416,54000,700,7714,데일리샷,제임슨 블랙 배럴,42.8,9838,Y,https://www.shilladfs.com/estore/kr/ko/p/5661456
①병당도쌈,달모어 시가 몰트 1000ml,달모어,173.85,250244,1000,25024,260000,700,37143,데일리샷,달모어 시가 몰트 리저브,32.6,9756,N,https://www.shilladfs.com/estore/kr/ko/p/5070717
①병당도쌈,더 글렌그란트 12년 1000ml,더 글렌그란트,35.1,50524,1000,5052,59400,700,8486,보유DB,글렌그란트 12년,40.5,8876,Y,https://www.shilladfs.com/estore/kr/ko/p/5224926
①병당도쌈,메이커스 마크 101 1000ml,메이커스마크,70.3,101192,1000,10119,109000,1000,10900,데일리샷,메이커스 마크 101 1L,7.2,7808,Y,https://www.shilladfs.com/estore/kr/ko/p/5285854
①병당도쌈,맥캘란 GTR18년 700ml,맥캘란,335.35,482711,700,68959,489000,700,69857,데일리샷,맥캘란 18년 더블 캐스크,1.3,6289,Y,https://www.shilladfs.com/estore/kr/ko/p/5430959
①병당도쌈,잭다니엘 싱글배럴 100프루프 700ml,잭다니엘,64.6,92987,700,13284,99000,700,14143,데일리샷,잭 다니엘스 싱글배럴 100 프루프,6.1,6013,Y,https://www.shilladfs.com/estore/kr/ko/p/5429236
①병당도쌈,와일드터키 101 1000ml,와일드터키,24.96,35928,1000,3593,39800,750,5307,데일리샷,와일드 터키 101 750ml,32.3,3872,Y,https://www.shilladfs.com/estore/kr/ko/p/5173368
①병당도쌈,짐빔 화이트 1000ml,짐빔,11.88,17100,1000,1710,19800,700,2829,보유DB,짐빔 화이트,39.5,2700,Y,https://www.shilladfs.com/estore/kr/ko/p/5070546
①병당도쌈,듀어스 25년 750ml,듀어스,303.45,436794,750,58239,439000,700,62714,데일리샷,듀어스 25년 더 시그니처,7.1,2206,N,https://www.shilladfs.com/estore/kr/ko/p/5268253
①병당도쌈,조니워커 더블 블랙 1000ml,조니워커,32.16,46292,1000,4629,48000,700,6857,보유DB,조니워커 더블블랙,32.5,1708,Y,https://www.shilladfs.com/estore/kr/ko/p/3625938
①병당도쌈,글렌카담 아메리칸 오크 리저브 700ml,글렌카담,42.75,61535,700,8791,62500,700,8929,데일리샷,글렌카담 아메리칸 오크 리저브,1.5,965,N,https://www.shilladfs.com/estore/kr/ko/p/5358802
①병당도쌈,더 글렌그란트 15년 1000ml,더 글렌그란트,61.44,88438,1000,8844,89400,700,12771,보유DB,글렌그란트 15년,30.8,962,N,https://www.shilladfs.com/estore/kr/ko/p/5173493
①병당도쌈,사가모어 Rye Whiskey 750ml,사가모어,30.55,43974,750,5863,44000,700,6286,데일리샷,사가모어 스피릿 시그니처 라이 700ml,6.7,26,Y,https://www.shilladfs.com/estore/kr/ko/p/5285450
②용량당만쌈,더 글렌그란트 18년 1000ml,더 글렌그란트,172.8,248733,1000,24873,248000,700,35429,데일리샷,더 글렌그란트 18년,29.8,-733,N,https://www.shilladfs.com/estore/kr/ko/p/5193075
②용량당만쌈,몽키숄더 1000ml,발베니,30.0,43183,1000,4318,42290,700,6041,보유DB,몽키숄더,28.5,-893,Y,https://www.shilladfs.com/estore/kr/ko/p/2011674
②용량당만쌈,조니워커 블랙 루비 1000ml,조니워커,31.95,45990,1000,4599,44000,700,6286,데일리샷,조니워커 블랙 700ml,26.8,-1990,Y,https://www.shilladfs.com/estore/kr/ko/p/5624247
②용량당만쌈,와일드 터키 레어브리드 1000ml,와일드터키,56.7,81615,1000,8161,75000,700,10714,보유DB,와일드터키 레어브리드,23.8,-6615,Y,https://www.shilladfs.com/estore/kr/ko/p/5331751
②용량당만쌈,잭다니엘 본디드 1000ml,잭다니엘,45.6,65638,1000,6564,59900,700,8557,데일리샷,잭 다니엘스 본디드,23.3,-5738,Y,https://www.shilladfs.com/estore/kr/ko/p/5712650
②용량당만쌈,조니워커 레드 1L,조니워커,27.55,39656,1000,3966,35000,700,5000,데일리샷,조니워커 레드 700ml,20.7,-4656,Y,https://www.shilladfs.com/estore/kr/ko/p/5817684
②용량당만쌈,글렌모레이 15년 1000ml,글렌모레이,87.4,125806,1000,12581,110000,700,15714,데일리샷,글렌 모레이 15년,19.9,-15806,N,https://www.shilladfs.com/estore/kr/ko/p/5311847
②용량당만쌈,페이머스 그라우스 1000ml,발베니,15.75,22671,1000,2267,19800,700,2829,보유DB,페이머스 그라우스,19.8,-2871,Y,https://www.shilladfs.com/estore/kr/ko/p/5957381
②용량당만쌈,짐빔 블랙 1000ml,짐빔,37.05,53331,1000,5333,46500,700,6643,데일리샷,짐빔 블랙,19.7,-6831,N,https://www.shilladfs.com/estore/kr/ko/p/5070542
②용량당만쌈,달모어 15년 1000ml,달모어,174.8,251612,1000,25161,218000,700,31143,데일리샷,달모어 15년,19.2,-33612,N,https://www.shilladfs.com/estore/kr/ko/p/3331485
②용량당만쌈,우드포드 리저브 디스틸러 셀렉트 1000ml,우드포드 리저브,47.5,68373,1000,6837,58000,700,8286,보유DB,우드포드 리저브,17.5,-10373,Y,https://www.shilladfs.com/estore/kr/ko/p/5070939
②용량당만쌈,글렌모렌지 12년 어코드 1000ml,글렌모렌지,57.75,83127,1000,8313,69800,700,9971,보유DB,글렌모렌지 12년,16.6,-13327,Y,https://www.shilladfs.com/estore/kr/ko/p/5868420
②용량당만쌈,듀어스 DEWARS 18년 1000ml,듀어스,100.7,144950,1000,14495,118000,700,16857,데일리샷,듀어스 18년,14.0,-26950,Y,https://www.shilladfs.com/estore/kr/ko/p/5268156
②용량당만쌈,잭다니엘 허니 1000ml,잭다니엘,33.25,47861,1000,4786,38000,700,5429,데일리샷,잭 다니엘스 허니,11.8,-9861,Y,https://www.shilladfs.com/estore/kr/ko/p/3299108
②용량당만쌈,올트모어 12년 1000ml,올트모어,78.0,112275,1000,11228,89000,700,12714,데일리샷,올트모어 12년,11.7,-23275,N,https://www.shilladfs.com/estore/kr/ko/p/5102008
②용량당만쌈,잭다니엘 젠틀맨 잭 1000ml,잭다니엘,43.7,62903,1000,6290,49000,700,7000,데일리샷,잭 다니엘스 젠틀맨 잭,10.1,-13903,Y,https://www.shilladfs.com/estore/kr/ko/p/5070934
②용량당만쌈,몰트락 16년 750ml,몰트락,122.55,176402,750,23520,169000,700,24143,데일리샷,몰트락 16년,2.6,-7402,N,https://www.shilladfs.com/estore/kr/ko/p/5082282
