술이름,기준가_HKD,정가_HKD,환율_HKDKRW,기준가_KRW,반입추정가_KRW_관세20,반입추정가_KRW_FTA0,재고,출처,가져온날짜,URL,비고
"Yoichi - 余市 Single Malt Whisky 10YO, 45%, 70cl",1560.0,,193.627517,302059,771918,643265,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/yoichi-余市-single-malt-whisky-10yo-45,
"Macallan - Double Cask, 30y, 2022 Release, 43%",34380.0,,193.627517,6656914,17011877,14176564,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/macallan-double-cask-30y-2022-release-43,
Gift Box - Whisky 11oz,20.0,,193.627517,3873,9898,8248,N,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/gift-box-whisky-11oz,재고없음
"Ardnamurchan - AD/ Heritage Barley Release 2025, Golden Promise 6y, 59.2%, 70cl, 10000B",880.0,,193.627517,170392,435440,362867,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/rdnamurchan-ad-heritage-barley-59-2-2025-release-single-malt-scotch-whisky-70cl,
"Adelphi Selection - Benrinnes 11y, 2011, 56.2%, 341b",1260.0,,193.627517,243971,623473,519561,N,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/adelphi-benrinnes-11y-56-2-b,재고없음
"Macallan - James Bond Diamonds are Forever 55th Anniversary 2025 Release, 18y, 45.5%",5680.0,,193.627517,1099804,2810571,2342143,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/macallan-james-bond-diamonds-are-forever-55th-anniversary-2025-release-45-5,
"Macallan - Sherry Oak, 18y, 2026 release, 43%",3388.0,,193.627517,656010,1676447,1397039,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/macallan-sherry-oak-18y-2026-release-43,
"Macallan - Double Cask, 12y, 2025 release, 40%",698.0,,193.627517,135152,345384,287820,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/macallan-double-cask-12y-2025-release-40,
"Adelphi - Private Stock Reserve 8y, Peated blend, 46%, 70cl, 1800B",580.0,,193.627517,112304,286995,239163,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/adelphi-private-stock-reserve-peated-blended-scotch-46,
"Adelphi - Speyside (Glen Elgin) 10y, Single Malt Whisky, 46%,70cl, 1800B",690.0,,193.627517,133603,341425,284521,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/adelphi-10y-speyside-single-malt-whisky-46-70cl,
"Adelphi - Islay (Caol Ila) 10y, Single Malt Whisky, 46%,70cl, 1800B",720.0,,193.627517,139412,356270,296892,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/adelphi-10y-islay-single-malt-whisky-46-70cl,
"Adelphi Selection - Ardmore 8y Refill Oloroso Butt, 2016, 59.7%, 632b",1050.0,,193.627517,203309,519560,432967,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/adelphi-selection-ardmore-8y-refill-oloroso-butt-2016-57-6-632b,
"Adelphi Selection - Linkwood 10y Refill Oloroso HHD 2015, 56.4%, 238b",1150.0,,193.627517,222672,569043,474202,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/adelphi-selection-linkwood-10y-refill-oloroso-butt-2015-56-4-238b,
"Adelphi Selection - Dailuaine 12y Refill Oloroso HHD 2013, 53.5%, 265b",1190.0,,193.627517,230417,588835,490696,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/adelphi-selection-dailuaine-12y-refill-oloroso-hhd-2013-53-5-265b,
"Adelphi Selection - Ben Nevis 11y Refill Oloroso Butt 2013, 59.9%, 624b",1480.0,,193.627517,286569,732333,610277,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/adelphi-selection-ben-nevis-11y-refill-oloroso-butt-2013-59-9-624b,
"Adelphi Selection - Benrinnes 14y Refill Oloroso HHD 2011, 56.2%, 282b",1450.0,,193.627517,280760,717488,597906,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/adelphi-selection-benrinnes-14y-refill-oloroso-hhd-2011-56-2-282b,
"Adelphi Selection - Clynelish 9y, Refill Oloroso Butt, 2015-2024, 54.5%, 477b",1390.0,,193.627517,269142,687798,573165,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/adelphi-selection-clynelish-9y-refill-oloroso-butt-2015-54-5-477b,
"Adelphi Selection - Teaninch 16y, Refill Oloroso Sherry Cask, 56.4%, 207b",1480.0,,193.627517,286569,732333,610277,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/adelphi-selection-teaninch-16y-refill-oloroso-sherry-cask-56-4-207b,
"Adelphi Selection - Lochranza, Isle of Arran 10y, 1st Fill Bourbon (Peated) 2014, 57.1%, 230b",1360.0,,193.627517,263333,672953,560794,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/adelphi-selection-isle-of-arran-10y-1st-fill-bourbon-asb-peated-2014-57-1-230b,
"Master of Malt -  Linkwood 16y, 56.5%, 70cl, 278B",1080.0,,193.627517,209118,534405,445338,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/master-of-malt-linkwood-16y-56-5-70cl,
"Master of Malt - Glenlivet 26y 1998, 55.7%, 70cl, 99B",2380.0,,193.627517,460833,1177668,981390,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/master-of-malt-glenlivet-26y-55-7-70cl,
"Master of Malt -  Dailuaine 9y, 59.1%, 70cl, 320B",720.0,,193.627517,139412,356270,296892,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/master-of-malt-dailuaine-9y-59-1-70cl,
"Master of Malt -  Mortlach 12y, 61.6%, 70cl, 300B",890.0,,193.627517,172328,440388,366990,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/master-of-malt-mortlach-12y-61-6-70cl,
"Master of Malt - Ben Nevis 26y 1998, 45.5%, 70cl, 301B",3300.0,,193.627517,638971,1632903,1360753,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/master-of-malt-ben-nevis-25y-1998-45-5-70cl,
"Master of Malt - Cambus 34y 1990, 47.2%, Single Grain, 70cl, 259B",2180.0,,193.627517,422108,1078705,898921,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/master-of-malt-cambus-34y-1990-47-2-70cl,
"Master of Malt - Bunnahabhain 15y 2009, 50.9%, 70cl, 324B",1200.0,,193.627517,232353,593783,494819,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/master-of-malt-bunnahabhain-15y-2009-50-9-70cl,
"Master of Malt - Glen Elgin 16y 2006, 51%, 70cl, 271B",1060.0,,193.627517,205245,524508,437090,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/master-of-malt-glen-elgin-16y-2006-51-70cl,
"Master of Malt - Ledaig 23y 1995, 47.4%, 70cl, 188B",2200.0,,193.627517,425981,1088603,907169,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/master-of-malt-ledaig-23y-1995-47-4-70cl,
"Master of Malt - A Secret Islay Distillery 31y 1990, 47.4%, 70cl, 186B",3780.0,,193.627517,731912,1870416,1558680,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/master-of-malt-a-secret-islay-distillery-31y-1990-47-4-70cl,
"Glenrothes - Glenrothes 15, 43%, 2024 release",780.0,,193.627517,151029,385958,321631,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/glenrothes-glenrothes-15-43-2024,
"Macallan - A Night On Earth THE FIRST LIGHT, 2025 Release, 43%",980.0,,193.627517,189755,484923,404102,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/macallan-a-night-on-earth-in-scotland-2025-release-43,
"Macallan - Sherry Oak 25y, 43%, 2025 release",19600.0,,193.627517,3795099,9698451,8082043,N,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/macallan-sherry-oak-25y-43-2025-release,재고없음
"Glenfarclas - 25y, 43%",1980.0,,193.627517,383382,979740,816450,N,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/glenfarclas-25y-43,재고없음
"Caskells x Kowloon Spirits – 2026 Year of the Horse, Limited Edition (mini 100ml)",398.0,,193.627517,77064,196939,164115,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/caskells-horse-cny2026,
"Woodrow's - Blended Malt Scotch Whisky, 50%ABV, 700ml",590.0,,193.627517,114240,291943,243286,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/woodrows-blended-malt-scotch-whisky-50,
"GlenDronach - Sherry cask matured, 18y, 46%",1480.0,,193.627517,286569,732333,610277,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/glendronach-18y-46,
"GlenDronach - Sherry cask matured 15y, 46%",1100.0,,193.627517,212990,544300,453584,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/glendronach-15y-46,
"Dalmore - King Alexander III, 40%, 2026 CNY Horse Year Gift Box",1688.0,,193.627517,326843,835254,696045,N,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/dalmore-king-alexander-iii-40-2026-cny-horse-year-gift-box,재고없음
"Adelphi Selection - Arran 11y Refill Oloroso HHD Unpeated , 2014, 57.6%, 318b",1600.0,,193.627517,309804,791710,659759,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/adelphi-selection-arran-11y-peated-2011-57-6-318b,
"Adelphi Selection - Glen Garioch 13y 1st Fill ASB , 2011, 57%, 231b",1380.0,,193.627517,267206,682850,569042,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/adelphi-selection-glen-garioch-13y-2011-57-231b,
"Adelphi's - Breath of Speyside 15y (Fully Matured in 1st Fill Oloroso Butt), 2009, 58.1%, 677b",1980.0,,193.627517,383382,979740,816450,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/adelphis-breath-of-speyside-15y-2009-58-1-677b,
"Ardnamurchan - AD/ Midgie Release 2025, 48%",720.0,,193.627517,139412,356270,296892,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/ardnamurchan-ad-midgie-release-2025-48,
"Ardnamurchan - AD/ Sauternes Release 2025 (Peated), 50%",880.0,,193.627517,170392,435440,362867,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/ardnamurchan-ad-sauternes-release-2025-peated-50,
"Hibiki - Harmony NAS, 100th Anniversary Edition 2023, 70cl, 43%",4800.0,,193.627517,929412,2375131,1979276,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/hibiki-harmony-nas-100th-anniversary-edition-2023-70cl-43,
"Berry's - Exceptional casks, North British Distillery, 50 Year Old Single Grain Scotch Whisky",11800.0,,193.627517,2284805,5838865,4865721,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/berry-0020,
"Glenfiddich - 12y, 40%",390.0,,193.627517,75515,192980,160817,N,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/glenfiddich-12y-40,재고없음
"Yamazaki - 18y, Mizunara Cask 2025 Release, 48%, 70cl",16800.0,,193.627517,3252942,8312958,6927465,N,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/yamazaki-18y-mizunara-cask-2025-release-48-70cl,재고없음
"Adelphi Selection - Chichibu 7y, 2013, 57.8%, 210b",2790.0,,193.627517,540221,1380546,1150455,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/adelphi-selection-chichibu-7y-2013-57-8-b,
"Laphroaig - 30y, 2024 Release, 45.8%,70cl",7880.0,,193.627517,1525785,3899174,3249312,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/laphroaig-30y-2024-release-45-8-70cl,
"Springbank - 100 proof, 5y, 57.1%, 70cl",1230.0,,193.627517,238162,608628,507190,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/springbank-100-proof-5y-57-1-70cl,
"Togouchi - Japanese Blended Whisky, Peated Cask Finish, 40%, 70cl",520.0,,193.627517,100686,257305,214421,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/togouchi-japanese-blended-whisky-peated-cask-finish-40-70cl,
"Togouchi - Single Malt Japanese  Whisky, 43%, 70cl",880.0,,193.627517,170392,435440,362867,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/togouchi-single-malt-japanese-whisky-43-70cl,
"Sakurao - Single Malt Japanese  Whisky, 43%, 70cl",880.0,,193.627517,170392,435440,362867,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/sakurao-single-malt-japanese-whisky-43-70cl,
"Shindo - Experimental 01, Single Malt Japanese Whisky, 50%, 70cl",1150.0,,193.627517,222672,569043,474202,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/shindo-experimental-01-single-malt-japanses-whisky-50-70cl,
"Mars - Tsunuki Single Malt, 2025 Edition, 49%, 70cl",980.0,,193.627517,189755,484923,404102,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/mars-single-malt-tsunuki-2025-edition-49-70cl,
"Mars - Komagatake Single Malt Japanese Whisky, 45%, 70cl",650.0,,193.627517,125858,321633,268027,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/mars-komagatake-single-malt-japanese-whisky-45-70cl,
"Woodrow's - Bunnahabhain 16y, 54.2%",2100.0,,193.627517,406618,1039120,865934,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/woodrows-bunnahabhain-16y-54-2,
"Macallan - Sherry Oak, 30y, 2022 release, 43%",39980.0,,193.627517,7741228,19782863,16485719,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/macallan-sherry-oak-30y-2022-release-43,
"Caskells - Secret Islay 15y, 2009, 50%, 93b, Peated Single Malt Scotch",1600.0,,193.627517,309804,791710,659759,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/caskells-secret-islay-15y-from-a-single-sherry-octave-2009-50-93b,
"Caskells - Auchroisk Speyside 14y, 2011, 50%, 85b, Single Malt Scotch Whisky",1200.0,,193.627517,232353,593783,494819,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/caskells-auchroisk-speyside-14y-from-a-oloroso-sherry-barrique-2011-50-85b,
"Caskells - Secret Highland 11y, 2014, 50%, 82b, Single Malt Scotch Whisky",1000.0,,193.627517,193628,494820,412350,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/caskells-secret-highland-11y-2014-50-82b,
"Springbank - 8y, Local Barley, 58.1%, 70cl",2600.0,,193.627517,503432,1286531,1072109,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/springbank-8y-local-barley-58-1-70cl,
"Springbank - 12y, Cask Strength 56.2%, 70cl",1800.0,,193.627517,348530,890675,742229,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/springbank-12y-cask-strength-56-2-70cl,
"Springbank - 12y, Cask Strength 55.9%, 70cl",1800.0,,193.627517,348530,890675,742229,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/springbank-12y-cask-strength-55-9-70cl,
"Springbank - 10y, Amontillado Cask Matured 55%, 70cl",2800.0,,193.627517,542157,1385493,1154578,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/springbank-10y-amontillado-cask-matured-55-70cl,
"Springbank - 10y, 46%, 70cl",990.0,,193.627517,191691,489870,408225,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/springbank-10y-46-70cl,
"Longrow - 100 Proof Peated 57.1%, 70cl",1400.0,,193.627517,271079,692748,577290,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/longrow-100-proof-peated-57-1-70cl,
"Hazelburn -  8y, Oloroso Cask Matured, 48.2%, 70cl",1500.0,,193.627517,290441,742228,618523,N,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/hazelburn-8y-oloroso-cask-matured-48-2-70cl,재고없음
"Kilkerran -  8y, Bourbon Cask Matured, 55.6%",1080.0,,193.627517,209118,534405,445338,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/kilkerran-8y-sherry-cask-strength-55-6,
"Kilkerran - ""Heavily Peated"" Batch 12, 58.4%, 70cl",860.0,,193.627517,166520,425545,354621,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/kilkerran-heavily-peated-batch-12-58-4-70cl,
"Kilkerran - ""Heavily Peated"" Batch 11, 57.9%, 70cl",860.0,,193.627517,166520,425545,354621,N,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/kilkerran-heavily-peated-batch-11-57-9-70cl,재고없음
"Longrow - 18y, 46%, 70cl",2850.0,,193.627517,551838,1410233,1175194,N,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/longrow-18y-46-70cl,재고없음
"Hibiki - Harmony NAS, 100th Anniversary Edition, 43%, 70cl",6280.0,,193.627517,1215981,3107464,2589553,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/hibiki-harmony-nas-100th-anniversary-edition-43,
"Hibiki - 17y, 43%",6800.0,,193.627517,1316667,3364769,2803974,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/hibik-0002,
"The Whisky Age - Laphroaig 16y, 2006, 56.9%, 108B ( Whisky Fest Takao 2022 )",2580.0,,193.627517,499559,1276633,1063861,N,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/laphroaig-16y-2006-2022-56-9,재고없음
"Drunken Master - Ledaig 22y, 1997, 54%, 90B",2680.0,,193.627517,518922,1326116,1105096,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/drunken-master-ledaig-22y-1997-54-90b,
"That Boutique-y Whisky Co. - World Whisky Blend, 41.6%",368.0,,193.627517,71255,182094,151745,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/that-boutique-y-whisky-co-world-whisky-blend-41-6,
"*PRE-ORDER 預訂* Kowloon Spirits  - Single Malt Whiskey Exclusive Barrel, 750ml",2500.0,,193.627517,484069,1237048,1030873,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/kowloon-single-malt-whiskey-exclusive-barrel-750ml,
"Kowloon Spirits - Single Malt Whiskey, 100ml",160.0,,193.627517,30980,79170,65975,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/kowloon-single-malt-whiskey-100ml,
"Jura - 15y Sherry cask , 42.8%",720.0,,193.627517,139412,356270,296892,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/jura-15y-sherry-cask-42-8,
"Macallan - Harmony Collection 5, Phoenix Honey Orchid Tea 43.9%",1438.0,,193.627517,278436,711549,592957,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/macallan-harmony-collection-5-tea-43-9,
"Macallan - Harmony Collection 4, Vibrant Oak 44.2%",1438.0,,193.627517,278436,711549,592957,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/macallan-harmony-collection-4-vibrant-oak-44-2,
"Macallan - Sherry Oak 12y, 2025 release, 40%",780.0,,193.627517,151029,385958,321631,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/macallan-sherry-oak-12y-2025-release-40,
"Laphroaig - 10y, Cask Strength, Batch 14, 58.6%",1600.0,,193.627517,309804,791710,659759,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/laphroaig-10y-cask-strength-batch-14-58-6,
"Michel Couvre - Blossoming Auld Sherried, 46%",2800.0,,193.627517,542157,1385493,1154578,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/michel-couvre-blossoming-auld-sherried,
"The Owner's Selection - Islay Single Malt Scotch Whisky, (Unnameable Laphroaig) 30y, (1993-2024), 48%, 350b",4980.0,,193.627517,964265,2464198,2053499,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/the-owners-selection-laphroaig-30y-1993-2024-48-350b,
"Glenlivet - 16y, 60.6%, 618b, 1st Fill Sherry Butt , Bottled in 2019",2830.0,,193.627517,547966,1400338,1166948,N,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/glenlivet-1st-fill-sherry-butt-bottled-in-2019-16y-60-6-618b,재고없음
"Chieftain's - Lucky Mouse Collection, 30y, 1990-2021, 53.2%, 240b",5990.0,,193.627517,1159829,2963966,2469972,N,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/chieftains-lucky-mouse-wooden-barrel-collection-30y-1990-2021-53-2-240b,재고없음
"Chieftain's - Lucky Mouse Collection 18y, 2002-2021, 58.6%, 285B",2900.0,,193.627517,561520,1434976,1195813,N,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/chieftains-secret-speyside-18y-2002-2021-58-6-285b,재고없음
"Adelphi Selection - Dailuaine 10y, 2015, 57.9%, 311b",1560.0,,193.627517,302059,771918,643265,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/adelphi-selection-dailuaine-10y-2015-57-9-311b,
"Adelphi Selection - Caol Ila 10y 2014, 55.4%, 310b",1600.0,,193.627517,309804,791710,659759,N,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/adelphi-selection-caol-ila-10y-2014-55-4-310b,재고없음
"Adelphi Selection - Inchgower 14y, 2010, 57.7%, 542b",1680.0,,193.627517,325294,831295,692746,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/adelphi-selection-inchgower-14y-2010-57-7-542b,
"Ardnamurchan - AD/ Madeira Release 2025, 6y, 52%",880.0,,193.627517,170392,435440,362867,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/ardnamurchan-ad-madeira-release-2025-6y-52,
"Ardnamurchan - AD/ Mezcal Release 2025, 7y, 55%",880.0,,193.627517,170392,435440,362867,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/ardnamurchan-ad-mezcal-release-2025-7y-55,
"Glenfarclas - 185th Anniversary Edition, 46%",1390.0,,193.627517,269142,687798,573165,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/glenfarclas-185-anniversary-edition-46,
"Glenfarclas - 18y, 43%, 1 Litre",1280.0,,193.627517,247843,633368,527806,N,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/glenfarclas-18y-43-1-litre,재고없음
"Glenfarclas - 15y, Tasting Pack Set, with 2x 50ml mini (105 Cask Strength & 25y)",980.0,,193.627517,189755,484923,404102,N,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/glenfarclas-15y-tasting-pack-set-with-2x-50ml-mini-105-cask-strength-25y,재고없음
"Ardbeg - Anthology, 15y, V3, 46%",1230.0,,193.627517,238162,608628,507190,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/ardbeg-anthology-15y-v3-48,
"Dalmore - 12y, 40%",650.0,,193.627517,125858,321633,268027,N,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/dalmo-0001,재고없음
"Glenfiddich - 16y, Aston Martin Formula 1 Limited Edition, Formula One Team, 43%, 70cl",838.0,,193.627517,162260,414659,345549,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/glenfiddich-16y-limited-edition-partner-with-aston-martin-formula-one-team-43-70cl,
"Ardnamurchan - AD/ Rum Cask Release 2023, 6y, 55%",880.0,,193.627517,170392,435440,362867,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/ardnamurchan-ad-rum-cask-release-6y-55-b,
"Adelphi - The Kincardine, Single Malt Scotch + Indian Whisky 7y, 52.9%, 820b",2030.0,,193.627517,393064,1004483,837069,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/adelphi-the-kincardine-single-malt-scotch-indian-whisky-7y-52-9-820b,
"GlenDronach - 15y, Revival, 46%",1100.0,,193.627517,212990,544300,453584,N,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/glendronach-15y-revival-46,재고없음
"Woodrow's - Girvan 30y, 53.7%, Single Grain Whisky",2680.0,,193.627517,518922,1326116,1105096,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/woodrows-girvan-30y-53-7-single-grain-whisky,
"Ardbeg - Uigeadail , 54.2%",920.0,,193.627517,178137,455233,379361,N,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/ardbeg-uigeadail-57-1,재고없음
"Dram Mor - Glenturret Distillery, Ruadh Maor ( 1st Fill White Port ), 10y, 58.7%, 308b",1600.0,,193.627517,309804,791710,659759,Y,Caskells(Shopify products.json),2026-06-14,https://www.caskells.com/products/dram-mor-single-malt-glenturret-ruadh-maor-peated-10y-58-7-b,
