goos_cd,name,brand,volume_ml,regular_price,sale_price,discount_pct,currency,krw_price,l_cate,category,is_dutyfree,exch_rate,source,collected_at
111047200004,글렌피딕 21년 700ml,글렌피딕,700,264.0,145.86,45.0,USD,210198,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
111038000009,발베니 25년 레어메리지 700ml,발베니,700,998.0,643.71,36.0,USD,927650,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
111038000007,발베니 19 위크 오브 피트 700ml,발베니,700,315.0,171.99,45.0,USD,247854,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
111038000017,발베니 21 포트우드 700ml,발베니,700,360.0,288.0,20.0,USD,415036,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
114688000086,[신세계에디션]글렌알라키 12년 PX 쉐리캐스크 피니쉬 SSG Ed. 700ml,글렌알라키,700,142.0,85.2,40.0,USD,122781,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106938000017,보모어 22년 700ml,보모어,700,399.0,212.27,47.0,USD,305902,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
110737200019,달모어 컨스텔레이션 1978 700ml,달모어,700,15850.0,15057.5,5.0,USD,21699363,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
114688000084,글렌알라키 15년 (24RB) 700ml,글렌알라키,700,169.0,86.19,49.0,USD,124208,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
111048000003,글렌피딕 15 벳 3 퍼페추얼 컬렉션 700ml,글렌피딕,700,99.0,54.45,45.0,USD,78467,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
114688000090,글렌알라키 18년 (24RB) 700ml,글렌알라키,700,271.0,181.57,33.0,USD,261660,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102418000036,글렌드로낙 21년 700ml,글렌드로낙,700,300.0,270.0,10.0,USD,389097,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102408000016,아드벡 21년,아드벡,,440.0,352.0,20.0,USD,507267,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106768000057,하큐슈 18년 피티드 몰트 700ml,산토리,700,1470.0,1470.0,0.0,USD,2118417,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102487200029,발렌타인 17년 700ml,발렌타인,700,94.0,65.8,30.0,USD,94824,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
111048000006,글렌피딕 30 타임시리즈 700ml,글렌피딕,700,1500.0,838.5,44.0,USD,1208362,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102448000050,조니워커 블루라벨 500ml,조니워커,500,160.0,104.0,35.0,USD,149874,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102448000048,조니워커 아일랜드 그린 1000ml,조니워커,1000,86.0,43.0,50.0,USD,61967,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
111048000001,글렌피딕 26 그랑 쿠론 700ml,글렌피딕,700,706.0,409.2,42.0,USD,589698,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
115338000014,와일드터키 레어브리드 1000ml,와일드터키,1000,63.0,37.17,41.0,USD,53565,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
114688000088,글렌알라키 싱글캐스크 2012 12년 PX 700ml,글렌알라키,700,240.0,156.24,35.0,USD,225157,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
111048000019,글렌피딕 19년 애스턴마틴 F1 700ml,글렌피딕,700,165.0,94.38,43.0,USD,136011,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102417200029,글렌드로낙 16년 700ml,글렌드로낙,700,135.0,108.0,20.0,USD,155638,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
115968000029,스프링뱅크 25년 배치#14 500ml,댓 부티키 위스키 컴퍼니,500,1170.0,811.4,31.0,USD,1169308,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106987200005,라프로익 PX 캐스크 1000ml,라프로익,1000,120.0,56.76,53.0,USD,81796,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106758000013,듀어스 더블더블 20년 500ml,듀어스,500,133.0,67.03,50.0,USD,96596,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
115338000029,더 글렌그란트 18년 700ml,더 글렌그란트,700,142.0,72.56,49.0,USD,104566,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106758000002,로얄브라클라 12년 1000ml,듀어스,1000,97.0,48.89,50.0,USD,70455,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102488000009,발렌타인 18년 싱글몰트 위스키 - 글렌버기 700ml,발렌타인,700,131.0,73.45,44.0,USD,105848,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
115348000015,카발란 올로로소 쉐리 오크 1000ml,카발란,1000,172.0,103.2,40.0,USD,148721,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106938000023,보모어 19년 VAP 700ml,보모어,700,200.0,106.4,47.0,USD,153333,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106858000004,브룩라디 21년 700ml,브룩라디,700,275.0,165.0,40.0,USD,237781,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102447200016,조니워커 18년 750ml,조니워커,750,112.0,58.24,48.0,USD,83929,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102418000018,벤리악 트리플 디스틸드 25년 700ml,벤리악,700,380.0,247.0,35.0,USD,355951,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
117908000002,타케츠루 퓨어 몰트 그란데 700ml,닛카 위스키,700,110.0,88.0,20.0,USD,126816,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102417200017,우드포드리저브 더블오크 1000ml,우드포드 리저브,1000,75.0,44.1,41.0,USD,63552,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
117218000010,배럴 씨그라스750ml,배럴크래프트스피릿,750,139.0,111.2,20.0,USD,160250,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
110738000024,달모어 18년 2024년 에디션 700ml,달모어,700,350.0,332.5,5.0,USD,479165,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
117928000006,탐두 그란 레제르바 700ml,탐두,700,269.0,150.64,44.0,USD,217087,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106858000017,브룩라디 옥토모어 16.3 700ml,브룩라디,700,230.0,207.0,10.0,USD,298307,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
115968000028,스프링뱅크 18년 배치#18 500ml,댓 부티키 위스키 컴퍼니,500,656.0,411.84,37.0,USD,593502,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
115968000006,부나하벤 1978 40년 700ml,동방명,700,3930.0,2751.0,30.0,USD,3964466,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
118248000002,뉴리프 8년 라이 750ml,뉴 리프,750,98.0,78.4,20.0,USD,112982,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102438000014,로얄살루트 21년 더 마이애미 폴로 에디션 700ml,로얄 살루트,700,211.0,147.7,30.0,USD,212850,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102447200001,조니워커 블랙 1000ml,조니워커,1000,56.0,29.12,48.0,USD,41964,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
114688000087,글렌알라키 싱글캐스크 2012 12년 OLOROSO 700ml,글렌알라키,700,240.0,156.24,35.0,USD,225157,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102448000002,라가불린 16년 700ml,라가불린,700,122.0,73.2,40.0,USD,105488,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102418000026,벤리악 30년 1994 캐스크 에디션 700ml,벤리악,700,950.0,674.5,29.0,USD,972021,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102437200019,로얄살루트 25년 더 트레저드 블렌드 700ml,로얄 살루트,700,264.0,198.0,25.0,USD,285337,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
110738000041,달모어 시가몰트 리저브 700ml,달모어,700,125.0,118.75,5.0,USD,171130,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106878000003,에버펠디 45년 700ml,에버펠디,700,7556.0,4533.6,40.0,USD,6533370,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
115348000002,카발란 클래식 1000ml,카발란,1000,109.0,65.4,40.0,USD,94247,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102437200014,로얄살루트 21년 1000ml,로얄 살루트,1000,251.0,175.7,30.0,USD,253201,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
111038000012,발베니 30년 레어메리지 700ml,발베니,700,5807.0,3484.2,40.0,USD,5021080,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
115338000009,더 글렌그란트 15년 1000ml,더 글렌그란트,1000,128.0,70.78,45.0,USD,102001,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
115968000032,스프링뱅크 23년 배치#28 500ml,댓 부티키 위스키 컴퍼니,500,1132.0,785.04,31.0,USD,1131321,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106758000017,듀어스 더블더블 30년 500ml,듀어스,500,340.0,177.48,48.0,USD,255766,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106858000008,브룩라디 16년 700ml,브룩라디,700,120.0,71.4,41.0,USD,102894,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
111038000020,발베니 클래식 VAP 700ml,발베니,700,101.0,60.4,40.0,USD,87042,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
117908000003,요이치 싱글 몰트 그란데 700ml,닛카 위스키,700,110.0,88.0,20.0,USD,126816,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
114698000002,글렌파클라스 105 1000ml,글렌파클라스,1000,126.0,59.85,53.0,USD,86249,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106858000016,브룩라디 옥토모어 16.2 700ml,브룩라디,700,190.0,171.0,10.0,USD,246428,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106758000003,로얄브라클라 18년 700ml,듀어스,700,219.0,114.32,48.0,USD,164746,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
111048000010,글렌피딕 40년 타임시리즈 700ml,글렌피딕,700,5486.0,3280.63,40.0,USD,4727715,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106758000016,로얄브라클라 25년 700ml,듀어스,700,900.0,540.0,40.0,USD,778194,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102418000008,우드포드리저브 더블엑스오 꼬냑피니시 700ml,우드포드 리저브,700,175.0,96.78,45.0,USD,139469,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
115348000046,바즈타운 버번 디스커버리 #10 750ml,바즈타운,750,155.0,116.25,25.0,USD,167527,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102488000010,발렌타인 15년 싱글몰트 위스키 - 글렌버기 700ml,발렌타인,700,81.0,46.95,42.0,USD,67659,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
115968000030,스프링뱅크 22년 배치#26 500ml,댓 부티키 위스키 컴퍼니,500,1132.0,735.46,35.0,USD,1059871,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
118248000003,뉴리프 8년 버번 750ml,뉴 리프,750,98.0,78.4,20.0,USD,112982,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
114688000083,글렌알라키 12년 (24RB) 700mL,글렌알라키,700,107.0,58.85,45.0,USD,84808,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106938000004,보모어 25년 700ml,보모어,700,560.0,412.16,26.0,USD,593963,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
117218000002,윌렛 패밀리 에스테이트 라이750ml,윌렛 디스틸러리,750,123.0,73.19,41.0,USD,105474,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106938000020,보모어 16년 700ml,보모어,700,110.0,58.52,47.0,USD,84333,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
111048000012,글렌피딕 31 그랑샤또 700ml,글렌피딕,700,1940.0,1367.7,30.0,USD,1970992,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102417200005,잭다니엘 블랙라벨 1000ml,잭다니엘,1000,35.0,17.9,49.0,USD,25795,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
111048000002,글렌피딕 벳 1 퍼페추얼 컬렉션 1000ml,글렌피딕,1000,78.0,42.9,45.0,USD,61823,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
115338000036,더 글렌그란트 16년 1000ml,더 글렌그란트,1000,115.0,69.0,40.0,USD,99435,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106848000008,맥캘란 컬러 컬렉션 12Y 700ml,더 맥켈란,700,83.0,78.85,5.0,USD,113630,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
114698000039,글렌파클라스 패밀리 캐스크 2009_S24 700ml,글렌파클라스,700,384.0,268.8,30.0,USD,387367,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
114698000010,글렌파클라스 더 패밀리 캐스크 1992 700ml,글렌파클라스,700,1360.0,952.0,30.0,USD,1371927,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102418000007,잭다니엘 테네시 애플 1000ml,잭다니엘,1000,35.0,17.33,51.0,USD,24974,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102428000006,시바스리갈 18년 700ml,시바스리갈,700,88.0,61.6,30.0,USD,88771,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
115338000016,더 글렌그란트 21년 700ml,더 글렌그란트,700,340.0,173.74,49.0,USD,250376,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102488000024,발렌타인 21년 아티스트 에디션 5 700ml,발렌타인,700,167.0,116.9,30.0,USD,168464,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102488000018,발렌타인 21년 500ml,발렌타인,500,121.0,84.7,30.0,USD,122061,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106988000027,라프로익 30년 2024 700ml,라프로익,700,850.0,850.0,0.0,USD,1224935,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102438000003,로얄살루트 21년 피티드 블렌드 700ml,로얄 살루트,700,200.0,140.0,30.0,USD,201754,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102448000045,조니워커 골드 리저브 1000ml NEW,조니워커,1000,88.0,45.76,48.0,USD,65944,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106757200004,듀어스 18년 1000ml,듀어스,1000,106.0,55.33,48.0,USD,79736,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
110738000012,주라 1993 700ml,주라,700,940.0,611.0,35.0,USD,880512,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
114698000043,글렌파클라스 패밀리 캐스크 2003_S24 700ml,글렌파클라스,700,528.0,369.6,30.0,USD,532630,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
110737200010,달모어 시가몰트 1000ml,달모어,1000,183.0,173.85,5.0,USD,250535,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102438000016,로얄살루트 21년 해리스 리드 에디션 700ml,로얄 살루트,700,229.0,160.3,30.0,USD,231008,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102408000019,아드벡 코리브레칸 700ml,아드벡,700,111.0,83.25,25.0,USD,119971,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
111048000008,글렌피딕 XX 700ml,글렌피딕,700,92.0,50.6,45.0,USD,72919,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
116318000022,레어 퍼펙션 14년 750ml,베리 올드 세인트닉,750,430.0,236.5,45.0,USD,340820,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
110738000020,달모어 20년 700ml,달모어,700,675.0,641.25,5.0,USD,924105,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106938000019,보모어 19년 700ml,보모어,700,204.0,108.53,47.0,USD,156402,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102447200012,조니워커 XR 21YO 750ml,조니워커,750,140.0,77.28,45.0,USD,111368,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106847200018,하일랜드파크 14년 울프 1000ml,하일랜드 파크,1000,100.0,46.28,54.0,USD,66694,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
114688000076,포트애스케이그 8년 글라스 패키지 700ml,포트애스케이그,700,91.0,36.86,60.0,USD,53118,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
111048000023,글렌피딕 18 벳 4 퍼페추얼 IGL CNY 700ml,글렌피딕,700,145.0,94.25,35.0,USD,135823,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
117908000001,미야기쿄 싱글 몰트 그란데 700ml,닛카 위스키,700,110.0,88.0,20.0,USD,126816,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102488000026,아벨라워 아부나흐 700ml,아벨라워,700,115.0,70.84,38.0,USD,102087,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
117148000025,블라드녹 싱글캐스크 2017 쉐리 벗 700ml,블라드녹,700,269.0,137.19,49.0,USD,197704,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106828000022,더 글렌리벳 19년 700ml,더 글렌리벳,700,130.0,91.0,30.0,USD,131140,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106777200005,메이커스 마크 1000ml,메이커스 마크,1000,56.0,27.1,52.0,USD,39053,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
106758000020,NEW 올트모어 18년 (마데이라) 500ml,올트모어,500,125.0,65.31,48.0,USD,94118,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
115338000035,와일드터키 켄터키 스피릿 프라이빗 에디션 750ml,와일드터키,750,77.0,54.21,30.0,USD,78122,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
111037200001,몽키숄더 1000ml,발베니,1000,50.0,32.5,35.0,USD,46835,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
117938000006,발블레어 21년 700ml,발블레어,700,380.0,210.14,45.0,USD,302832,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102447200005,조니워커 더블블랙 1000ml,조니워커,1000,67.0,33.5,50.0,USD,48276,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
102408000018,아드벡 우거다일 700ml,아드벡,700,91.0,72.8,20.0,USD,104912,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
110798000010,부쉬밀 18년 트리플 캐스크 700ml,부쉬밀,700,140.0,84.0,40.0,USD,121052,,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
111048000004,글렌피딕 벳 2 퍼페추얼 컬렉션 1000ml,글렌피딕,1000,94.0,51.7,45.0,USD,74504,liquor,주류/위스키,True,1441.1,신세계(SSG)면세,2026-08-01T22:45:14Z
