prd_no,prd_opt_no,name,brand,volume_ml,regular_price,sale_price,discount_pct,currency,krw_price,category,is_dutyfree,collected_at
20000842048,20001086085,글렌드로낙 10년 1000ml,글렌드로낙,1000,80.0,43.2,46.0,USD,63975,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000891860,20001164583,더 글렌그란트 12년 1000ml,더 글렌그란트,1000,78.0,70.2,10.0,USD,103959,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000844159,20001089025,글렌파클라스 105 CS 1000ml,글렌파클라스,1000,126.0,63.44,50.0,USD,93948,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000970060,20001298625,발렌타인 글렌버기 18년 700ml,발렌타인,700,131.0,81.35,38.0,USD,120471,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000929409,20001226685,로얄브라클라 18년 700ml,로얄 브라클라,700,219.0,111.69,49.0,USD,165402,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000929402,20001226674,올트모어 12년 1000ml,올트모어,1000,104.0,45.96,56.0,USD,68062,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001006116,20001365795,아드벡 우거다일 700ml,아드벡,700,91.0,68.25,25.0,USD,101071,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000842054,20001086091,벤리악 피티드 1000ml,벤리악,1000,70.0,28.98,59.0,USD,42916,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001029294,20001407361,기원 달 700ml,기원 위스키,700,55.0,31.68,42.0,USD,46915,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000845227,20001090450,카발란 콘서트마스터 1000ml,카발란,1000,88.0,52.8,40.0,USD,78192,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000845225,20001090442,카발란 클래식 1000ml,카발란,1000,109.0,65.4,40.0,USD,96851,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000957066,20001274588,맥캘란 컬러컬렉션12년 700ml,맥캘란,700,83.0,83.0,0.0,USD,122914,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001020330,20001390717,달모어 시가몰트 700ml,달모어,700,125.0,118.75,5.0,USD,175857,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001009580,20001372427,더 글렌리벳 19년 700ml,글렌리벳,700,130.0,91.0,30.0,USD,134762,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000844207,20001089091,글렌피딕 엑스엑스 700ml,글렌피딕,700,92.0,49.58,46.0,USD,73423,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000840579,20001083943,더 글렌그란트 15년 1000ml,더 글렌그란트,1000,128.0,67.96,47.0,USD,100642,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000957069,20001274591,맥캘란 컬러컬렉션 15년 700ml,맥캘란,700,168.0,168.0,0.0,USD,248791,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000959671,20001278602,카발란 그랜드 리져브 NO1 1000mL,카발란,1000,127.0,76.2,40.0,USD,112845,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000842052,20001086089,벤리악 클래식 1000ml,벤리악,1000,70.0,28.35,60.0,USD,41984,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000959673,20001278604,카발란 그랜드 리져브 NO2 1000mL,카발란,1000,127.0,76.2,40.0,USD,112845,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000919722,20001212979,글렌알라키 10년 스패니시 버진 오크 피니시 700ml,글렌알라키,700,169.0,74.52,56.0,USD,110357,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000842607,20001086799,주라 더 베이 1000ml,주라,1000,85.0,85.0,0.0,USD,125876,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000918652,20001211332,글렌파클라스 12년 700ml,글렌파클라스,700,90.0,41.89,53.0,USD,62035,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000842508,20001086699,달위니 15년 1000ml,달위니,1000,127.0,62.99,50.0,USD,93282,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001023245,20001395824,아벨라워 아부나흐 700ml,아벨라워,700,115.0,80.73,30.0,USD,119553,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000842078,20001086117,글렌피딕 벳 2 퍼페추얼 컬렉션 1000ml,글렌피딕,1000,94.0,49.35,48.0,USD,73082,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001047724,20001445381,글렌모렌지 21년 700ml,글렌모렌지,700,245.0,183.75,25.0,USD,272115,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001000089,20001354222,벤리악 트리플 디스틸드 25년 700ml,벤리악,700,380.0,242.82,36.0,USD,359592,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000935489,20001236495,글렌알라키 15년 700ml,글렌알라키,700,169.0,104.94,38.0,USD,155406,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000842510,20001086701,싱글톤 글렌둘란 12년 1000ml,싱글톤,1000,68.0,40.25,41.0,USD,59606,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001048175,20001445989,더 글렌그란트 16년 1000ml,더 글렌그란트,1000,115.0,71.41,38.0,USD,105751,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001026973,20001403030,[면세한정] 달모어 19년 PX 쉐리캐스크 700ml,달모어,700,350.0,332.5,5.0,USD,492399,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000990557,20001337668,아드벡 코리브레칸 700ml,아드벡,700,111.0,83.25,25.0,USD,123285,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000969473,20001297421,보모어 14년 700ml,보모어,700,68.0,47.8,30.0,USD,70787,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000945270,20001255184,부쉬밀 싱글몰트 15년 버번 캐스크 700ml,부쉬밀,700,90.0,50.22,44.0,USD,74371,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000936530,20001238663,올트모어 25년 700ml,올트모어,700,655.0,311.78,52.0,USD,461715,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001021530,20001393091,아드벡 21년 700ml,아드벡,700,440.0,352.0,20.0,USD,521277,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000976675,20001310849,브룩라디 옥토모어 15.1 700ml,브룩라디,700,167.0,167.0,0.0,USD,247310,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000929375,20001226641,글렌데브론 16년 1000ml,글렌데브론,1000,90.0,41.31,54.0,USD,61176,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000846000,20001091575,글렌알라키 8년 메타베브 에디션 위스키 700ml,글렌알라키,700,81.0,35.39,56.0,USD,52409,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001054264,20001456516,부쉬밀 18년 트리플 캐스크 700ml,부쉬밀,700,140.0,78.12,44.0,USD,115688,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001043658,20001437361,글렌글라사 샌드엔드 700ml,글렌글라사,700,70.0,35.28,50.0,USD,52246,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001043040,20001436590,글렌모렌지 시그넷 리저브 700ml,글렌모렌지,700,338.0,287.3,15.0,USD,425463,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001021506,20001393007,발렌타인 글렌버기 21년 700ml,발렌타인,700,250.0,157.5,37.0,USD,233242,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001009480,20001372252,오마르 캐스크 스트랭스 싱글 몰트 위스키 버진 오크 700ml,오마르,700,188.0,89.67,52.0,USD,132792,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000980631,20001319331,블라드녹 14년 올로로소 셰리 700ml,블라드녹,700,192.0,91.58,52.0,USD,135621,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000969478,20001297427,보모어 16년 700ml,보모어,700,110.0,77.33,30.0,USD,114518,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001053291,20001455105,기원 코리안 트래블 익스클루시브,기원 위스키,,110.0,63.36,42.0,USD,93830,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001046977,20001444264,발베니 21 포트우드 700ml,발베니,700,360.0,288.0,20.0,USD,426499,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001014405,20001381317,더 글렌그란트 18년 700ml,더 글렌그란트,700,142.0,127.8,10.0,USD,189259,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000957070,20001274592,맥캘란 컬러컬렉션18년 700ml,맥캘란,700,353.0,353.0,0.0,USD,522757,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000876673,20001142408,암룻 피티드 700ml,암룻,700,76.0,32.22,58.0,USD,47715,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000842604,20001086795,탐나불린 1000ml,탐나불린,1000,56.0,56.0,0.0,USD,82930,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000841037,20001084523,글렌고인 26년 리미티드 에디션 700ml,글렌고인,700,1811.0,749.75,59.0,USD,1110305,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001052918,20001454507,글렌모렌지 빈디마 16년 1000ml,글렌모렌지,1000,112.0,84.0,25.0,USD,124396,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001049986,20001449063,기원 달 기프트팩 700ml,기원 위스키,700,67.0,38.59,42.0,USD,57148,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001030366,20001409567,올드 풀트니 허다트 위스키 700ml,올드풀트니,700,105.0,41.89,60.0,USD,62035,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001021511,20001393067,발렌타인 글렌버기 25년 700ml,발렌타인,700,399.0,280.09,30.0,USD,414785,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001009477,20001372249,오마르 캐스크 스트랭스 싱글 몰트 위스키 리치 리큐르 배럴 피니시 700ml,오마르,700,253.0,120.68,52.0,USD,178715,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000845216,20001090427,아녹 12년 위스키 700ml,아녹,700,79.0,32.27,59.0,USD,47789,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000842862,20001087244,라프로익 PX 캐스크 1000ml,라프로익,1000,120.0,80.94,33.0,USD,119864,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000842612,20001086804,주라 아일랜더스 익스프레션 1000ml,주라,1000,69.0,69.0,0.0,USD,102182,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000842611,20001086803,주라 1988 700ml,주라,700,1030.0,1030.0,0.0,USD,1525327,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000842098,20001086143,발베니 25년 레어메리지 700ml,발베니,700,998.0,750.49,25.0,USD,1111401,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000840800,20001084197,더 글렌리벳 트리플 캐스크 머추어드 레어 캐스크 1000ml,글렌리벳,1000,141.0,98.13,30.0,USD,145321,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001048165,20001445975,더 글렌그란트 13년 1000ml,더 글렌그란트,1000,80.0,49.68,38.0,USD,73571,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001031315,20001411293,카발란 마스터 셀렉트 No2 1000ml(100cl),카발란,1000,135.0,81.0,40.0,USD,119953,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001020339,20001390726,달모어 콰르텟 700ml,달모어,700,95.0,90.25,5.0,USD,133651,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001014201,20001381025,부쉬밀 싱글몰트 쉐리 캐스크 12년 700ml,부쉬밀,700,70.0,39.06,44.0,USD,57844,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000937380,20001240301,밀크앤허니 에이펙스 오렌지와인 캐스크 700ml,밀크앤허니,700,196.0,86.43,56.0,USD,127994,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000921997,20001216541,라가불린 12년 SR FY24 700ml(2023 Special Release),탈리스커,700,186.0,104.16,44.0,USD,154251,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000918674,20001211358,글렌파클라스 35년 700ml,글렌파클라스,700,1346.0,856.72,36.0,USD,1268717,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000842512,20001086703,탈리스커 10년 1000ml,탈리스커,1000,85.0,68.0,20.0,USD,100701,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001055640,20001459070,글렌피딕 21년 그랑 레제르바 700ml [슬림팩버전],글렌피딕,700,264.0,142.29,46.0,USD,210717,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001053944,20001456015,글렌모렌지 16년 트리뷰트 1000ml,글렌모렌지,1000,99.0,74.25,25.0,USD,109957,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001043656,20001437359,벤리악 30년 1994 캐스크 에디션 700ml,벤리악,700,950.0,666.9,30.0,USD,987612,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001015440,20001383202,아벨라워 16년 700ml,아벨라워,700,130.0,91.26,30.0,USD,135147,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001015439,20001383201,아벨라워 18년 700ml,아벨라워,700,215.0,150.93,30.0,USD,223512,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000988237,20001333652,아벨라워 13년 700ml,아벨라워,700,75.0,52.65,30.0,USD,77969,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000980642,20001319360,글래스고 1770  토카이 캐스크 피니시 700ml,글래스고,700,130.0,62.01,52.0,USD,91831,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000980640,20001319353,블라드녹 비나야 700ml,블라드녹,700,69.0,32.91,52.0,USD,48736,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000963217,20001284769,달모어 15년 1L,달모어,1000,184.0,174.8,5.0,USD,258861,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000961829,20001282451,더 글렌리벳 12년 1000ml,글렌리벳,1000,75.0,52.2,30.0,USD,77303,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000955924,20001272912,잭다니엘 아메리칸 싱글몰트 1000ml,잭다니엘,1000,80.0,46.08,42.0,USD,68240,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000946654,20001257139,패터캐른 25년 700ml,패터캐른,700,499.0,474.05,5.0,USD,702021,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000937929,20001241377,싱글톤 가든스 오브 어번던스 - 딥 포레스트 리치 700ml,싱글톤,700,280.0,165.76,41.0,USD,245474,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000937922,20001241367,싱글톤 가든스 오브 어번던스 - 골든 어텀 오차드 1000ml,싱글톤,1000,99.0,58.6,41.0,USD,86781,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000922724,20001217520,싱글톤 글렌듈란 14년 SR FY24 700ml(2023 Special Release),싱글톤,700,158.0,93.53,41.0,USD,138509,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000899111,20001177873,에버펠디 12년 마데이라 캐스크 700ml,에버펠디,700,66.0,46.0,30.0,USD,68121,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000865670,20001124692,폴존 클래식 1000ml,폴존,1000,95.0,40.18,58.0,USD,59503,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000842772,20001087050,산토리 치타 700ml,산토리,700,73.0,73.0,0.0,USD,108105,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000842051,20001086088,벤리악 10년 1000ml,벤리악,1000,77.0,41.58,46.0,USD,61576,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001047821,20001445544,아드벡 스모크트레일즈 배치3 1000ml,아드벡,1000,90.0,67.5,25.0,USD,99961,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001043657,20001437360,글렌글라사 12년 700ml,글렌글라사,700,63.0,31.75,50.0,USD,47019,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20001023251,20001395830,글렌모렌지 14년 엘레멘타 1000ml,글렌모렌지,1000,90.0,67.5,25.0,USD,99961,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000995922,20001345840,글렌글라사 에볼루션 700ml,글렌글라사,700,52.0,31.35,40.0,USD,46426,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000988240,20001333655,아벨라워 SUTHAINN 700ml,아벨라워,700,90.0,63.18,30.0,USD,93563,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000980634,20001319334,블라드녹 삼사라 700ml,블라드녹,700,130.0,62.01,52.0,USD,91831,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000980630,20001319330,블라드녹 30년 700ml,블라드녹,700,2292.0,1093.28,52.0,USD,1619038,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000980629,20001319329,린도어스 캐스크 오브 린도어스 STR II 700ml,린도어스,700,80.0,40.32,50.0,USD,59710,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000980627,20001319327,린도어스 캐스크 오브 린도어스 셰리 벗 700ml,린도어스,700,80.0,40.32,50.0,USD,59710,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000967658,20001293687,오켄토션 블러드 오크  1000ml,오켄토션,1000,100.0,44.8,55.0,USD,66344,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000967552,20001293493,브룩라디 포트 샬롯 1000ml,브룩라디,1000,115.0,115.0,0.0,USD,170303,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000966699,20001291570,더 글렌그란트 익스플로레이션 No.1 700ml,더 글렌그란트,700,120.0,74.52,38.0,USD,110357,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000953148,20001268426,달모어 28년 700ml,달모어,700,4550.0,4322.5,5.0,USD,6401190,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000945285,20001255203,부쉬밀 싱글몰트 31년 마데이라 캐스크 700ml,부쉬밀,700,2500.0,1395.0,44.0,USD,2065856,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000940648,20001247200,달모어 포트폴리오 시리즈1 2015 700ml,달모어,700,625.0,593.75,5.0,USD,879284,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000939637,20001244716,달모어 킹알렉산더 3세 TRX 700ml,달모어,700,313.0,297.35,5.0,USD,440346,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000937916,20001241360,싱글톤 가든스 오브 어번던스 - 래디언트 스프링 가든 1000ml,싱글톤,1000,68.0,40.25,41.0,USD,59606,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000922006,20001216553,탈리스커 SR FY24 700ml(2023 Special Release),탈리스커,700,144.0,80.64,44.0,USD,119420,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000845552,20001214931,글렌파클라스 10년 위스키 700ml,글렌파클라스,700,72.0,33.51,53.0,USD,49625,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000892638,20001165899,오켄토션 다크오크 차이니스 뉴이어 에디션 1000ml,오켄토션,1000,77.0,31.45,59.0,USD,46574,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
20000874710,20001139291,타운브랜치 7년 켄터키 싱글 몰트 위스키 750ml,타운브랜치,750,60.0,27.54,54.0,USD,40784,주류/위스키/싱글 몰트,True,2026-07-24T00:15:27Z
