prd_no,prd_opt_no,name,brand,volume_ml,regular_price,sale_price,discount_pct,currency,krw_price,category,is_dutyfree,collected_at
20000935489,20001236495,글렌알라키 15년 700ml,글렌알라키,700,169.0,104.94,38.0,USD,162048,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001017022,20001385334,발베니 12 몬틸라 캐스크 700ml,발베니,700,88.0,48.57,45.0,USD,75002,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000978194,20001314231,글렌피딕 22년 그랑 코르테즈 700ml,글렌피딕,700,310.0,173.6,44.0,USD,268073,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001007446,20001368303,글렌피딕 19년 애스턴마틴 F1 700ml,글렌피딕,700,165.0,90.75,45.0,USD,140136,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842076,20001086115,글렌피딕 벳 1 퍼페추얼 컬렉션 1000ml,글렌피딕,1000,78.0,40.4,48.0,USD,62386,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001003645,20001361757,닛카 미야기쿄 싱글 몰트 그란데 700ml,닛카 위스키,700,110.0,88.0,20.0,USD,135890,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842095,20001086140,발베니 19년 위크 오브 피트 700ml,발베니,700,315.0,158.76,50.0,USD,245157,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001023143,20001395685,카발란 미니어쳐 셋트 4x50ml,카발란,50,62.0,49.6,20.0,USD,76592,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842079,20001086118,글렌피딕 15년 벳 3 퍼페추얼 컬렉션 700ml,글렌피딕,700,99.0,57.51,42.0,USD,88807,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001009749,20001372658,산토리 하쿠슈 디스틸러스 리저브 700ml,산토리,700,117.0,117.0,0.0,USD,180671,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000919728,20001212989,글렌알라키 12년 뮈스카텔 우드 피니시 700ml,글렌알라키,700,137.0,57.95,58.0,USD,89486,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842074,20001086113,글렌피딕 21년 그랑 레제르바 700ml,글렌피딕,700,264.0,140.44,47.0,USD,216867,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001019446,20001389417,더 글렌그란트 2006 프라이빗 캐스크 700ml,더 글렌그란트,700,199.0,109.25,45.0,USD,168704,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000935485,20001236491,글렌알라키 12년 700ml,글렌알라키,700,107.0,45.26,58.0,USD,69890,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000929408,20001226684,로얄브라클라 21년 700ml,로얄 브라클라,700,348.0,159.73,54.0,USD,246655,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000844203,20001089087,글렌피딕 26년 그랑 쿠론 700ml,글렌피딕,700,706.0,380.53,46.0,USD,587614,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001029292,20001407357,기원 해 700ml,기원 위스키,700,64.0,36.86,42.0,USD,56919,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000921981,20001216497,캐퍼도닉 21년 700mL,캐퍼도닉,700,250.0,98.0,61.0,USD,151332,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000845232,20001090463,카발란 올로로소 쉐리오크 1000ml,카발란,1000,172.0,103.2,40.0,USD,159361,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000844159,20001089025,글렌파클라스 105 CS 1000ml,글렌파클라스,1000,126.0,62.24,51.0,USD,96111,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001025592,20001399773,브룩라디 옥토모어 16.1 700ML,브룩라디,700,167.0,167.0,0.0,USD,257881,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001003642,20001361754,닛카 요이치 싱글 몰트 그란데 700ml,닛카 위스키,700,110.0,88.0,20.0,USD,135890,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000845222,20001090436,카발란 포트 솔리스트 1000ml,카발란,1000,218.0,130.8,40.0,USD,201981,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001021145,20001392438,글랙피딕 18년 벳4 퍼페츄얼 IGL CNY,글렌피딕,,145.0,74.09,49.0,USD,114410,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001009479,20001372251,오마르 캐스크 스트랭스 싱글 몰트 위스키 쉐리 캐스크 700ml,오마르,700,205.0,97.78,52.0,USD,150992,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000891860,20001164583,더 글렌그란트 12년 1000ml,더 글렌그란트,1000,78.0,35.1,55.0,USD,54201,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842087,20001086126,발베니 클래식 700ml,발베니,700,101.0,53.32,47.0,USD,82337,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842862,20001087244,라프로익 PX 캐스크 1000ml,라프로익,1000,120.0,80.94,33.0,USD,124988,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001043046,20001436610,글렌파클라스 15년 700ml,글렌파클라스,700,135.0,66.69,51.0,USD,102983,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000961588,20001281865,발렌타인 글렌버기 15년 700ml,발렌타인,700,81.0,53.21,34.0,USD,82167,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001029294,20001407361,기원 달 700ml,기원 위스키,700,57.0,32.83,42.0,USD,50696,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001006116,20001365795,아드벡 우거다일 700ml,아드벡,700,91.0,68.25,25.0,USD,105392,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000969469,20001297417,보모어 19년 700ml,보모어,700,204.0,143.41,30.0,USD,221454,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000957066,20001274588,맥캘란 컬러컬렉션12년 700ml,맥캘란,700,83.0,83.0,0.0,USD,128168,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000845225,20001090442,카발란 클래식 1000ml,카발란,1000,109.0,65.4,40.0,USD,100991,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000919520,20001212632,글렌모렌지 오리지널 1000ml,글렌모렌지,1000,60.0,39.0,35.0,USD,60224,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000929402,20001226674,올트모어 12년 1000ml,올트모어,1000,104.0,44.2,58.0,USD,68254,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000899111,20001177873,에버펠디 12년 마데이라 캐스크 700ml,에버펠디,700,66.0,30.29,54.0,USD,46774,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842073,20001086112,글렌피딕 23년 그랑 크루 700ml,글렌피딕,700,353.0,205.09,42.0,USD,316700,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000959671,20001278602,카발란 그랜드 리져브 NO1 1000mL,카발란,1000,127.0,76.2,40.0,USD,117668,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000961822,20001282420,더 글렌리벳 그라운드브레이커스 700ml,글렌리벳,700,100.0,60.0,40.0,USD,92652,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842772,20001087050,산토리 치타 700ml,산토리,700,73.0,43.8,40.0,USD,67636,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842098,20001086143,발베니 25년 레어메리지 700ml,발베니,700,998.0,574.84,42.0,USD,887668,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000845227,20001090450,카발란 콘서트마스터 1000ml,카발란,1000,88.0,52.8,40.0,USD,81534,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001026972,20001403029,[면세한정] 달모어 16년 PX 쉐리캐스크 700ml,달모어,700,165.0,156.75,5.0,USD,242053,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000970060,20001298625,발렌타인 글렌버기 18년 700ml,발렌타인,700,131.0,76.63,42.0,USD,118332,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000840579,20001083943,더 글렌그란트 15년 1000ml,더 글렌그란트,1000,128.0,67.96,47.0,USD,104944,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001023245,20001395824,아벨라워 아부나흐 700ml,아벨라워,700,115.0,80.73,30.0,USD,124663,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001010328,20001373777,글렌피딕 23년 그랑 크루 슬림팩 700ml,글렌피딕,700,353.0,205.09,42.0,USD,316700,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000957069,20001274591,맥캘란 컬러컬렉션 15년 700ml,맥캘란,700,168.0,168.0,0.0,USD,259425,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000844207,20001089091,글렌피딕 엑스엑스 700ml,글렌피딕,700,92.0,49.58,46.0,USD,76561,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842508,20001086699,달위니 15년 1000ml,달위니,1000,127.0,60.96,52.0,USD,94134,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001026967,20001403004,[면세한정] 달모어 13년 PX 쉐리캐스크 700ml,달모어,700,80.0,76.0,5.0,USD,117359,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000937916,20001241360,싱글톤 가든스 오브 어번던스 - 래디언트 스프링 가든 1000ml,싱글톤,1000,68.0,38.08,44.0,USD,58803,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842510,20001086701,싱글톤 글렌둘란 12년 1000ml,싱글톤,1000,68.0,33.18,51.0,USD,51237,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842078,20001086117,글렌피딕 벳 2 퍼페추얼 컬렉션 1000ml,글렌피딕,1000,94.0,49.35,48.0,USD,76206,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842054,20001086091,벤리악 피티드 1000ml,벤리악,1000,70.0,28.59,59.0,USD,44149,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001000031,20001354099,더 글렌리벳 트리플 캐스크 머추어드 화이트 오크 1L,글렌리벳,1000,88.0,31.68,64.0,USD,48920,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001047724,20001445381,글렌모렌지 21년 700ml,글렌모렌지,700,245.0,183.75,25.0,USD,283747,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001021530,20001393091,아드벡 21년 700ml,아드벡,700,440.0,352.0,20.0,USD,543558,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000945270,20001255184,부쉬밀 싱글몰트 15년 버번 캐스크 700ml,부쉬밀,700,90.0,50.22,44.0,USD,77550,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000899124,20001177894,에버펠디 16년 마데이라 캐스크 700ml,에버펠디,700,125.0,52.06,58.0,USD,80391,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001021533,20001393094,글렌모렌지 16년 트리뷰트 1000ml,글렌모렌지,1000,118.0,88.5,25.0,USD,136662,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001009480,20001372252,오마르 캐스크 스트랭스 싱글 몰트 위스키 버진 오크 700ml,오마르,700,188.0,89.67,52.0,USD,138468,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000959673,20001278604,카발란 그랜드 리져브 NO2 1000mL,카발란,1000,127.0,76.2,40.0,USD,117668,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000957070,20001274592,맥캘란 컬러컬렉션18년 700ml,맥캘란,700,353.0,353.0,0.0,USD,545102,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000846018,20001214929,글렌파클라스 25년 위스키 700ml,글렌파클라스,700,378.0,201.09,47.0,USD,310523,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000918652,20001211332,글렌파클라스 12년 700ml,글렌파클라스,700,90.0,41.04,54.0,USD,63374,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001031314,20001411292,카발란 마스터 셀렉트 No1 1000ml(100cl),카발란,1000,135.0,81.0,40.0,USD,125080,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000929401,20001226673,에버펠디 21년 마데이라캐스크 700ml,에버펠디,700,248.0,113.83,54.0,USD,175776,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000841037,20001084523,글렌고인 26년 리미티드 에디션 700ml,글렌고인,700,1811.0,700.85,61.0,USD,1082253,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001023251,20001395830,글렌모렌지 14년 엘레멘타 1000ml,글렌모렌지,1000,90.0,67.5,25.0,USD,104234,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001021511,20001393067,발렌타인 글렌버기 25년 700ml,발렌타인,700,399.0,244.18,39.0,USD,377063,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000929375,20001226641,글렌데브론 16년 1000ml,글렌데브론,1000,90.0,39.78,56.0,USD,61428,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842512,20001086703,탈리스커 10년 1000ml,탈리스커,1000,85.0,52.36,38.0,USD,80854,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842048,20001086085,글렌드로낙 10년 1000ml,글렌드로낙,1000,80.0,41.8,48.0,USD,64548,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001048175,20001445989,더 글렌그란트 16년 1000ml,더 글렌그란트,1000,115.0,71.41,38.0,USD,110271,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001021147,20001392440,글렌피딕 21년 그랑 리제르바 700ml 2026년 LNY,글렌피딕,700,264.0,142.29,46.0,USD,219724,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000969473,20001297421,보모어 14년 700ml,보모어,700,68.0,47.8,30.0,USD,73813,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000946344,20001256659,듀어스 15년 1000ml 뉴에디션,듀어스,1000,64.0,38.62,40.0,USD,59637,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000865670,20001124692,폴존 클래식 1000ml,폴존,1000,95.0,40.18,58.0,USD,62046,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000846000,20001091575,글렌알라키 8년 메타베브 에디션 위스키 700ml,글렌알라키,700,81.0,35.39,56.0,USD,54649,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001051309,20001451817,브룩라디 블랙아트 사페로 700ml,브룩라디,700,238.0,238.0,0.0,USD,367519,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001043040,20001436590,글렌모렌지 시그넷 리저브 700ml,글렌모렌지,700,338.0,287.3,15.0,USD,443649,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001031315,20001411293,카발란 마스터 셀렉트 No2 1000ml(100cl),카발란,1000,135.0,81.0,40.0,USD,125080,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001026973,20001403030,[면세한정] 달모어 19년 PX 쉐리캐스크 700ml,달모어,700,350.0,332.5,5.0,USD,513447,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001014405,20001381317,더 글렌그란트 18년 700ml,더 글렌그란트,700,142.0,88.18,38.0,USD,136168,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001009477,20001372249,오마르 캐스크 스트랭스 싱글 몰트 위스키 리치 리큐르 배럴 피니시 700ml,오마르,700,253.0,120.68,52.0,USD,186354,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000921997,20001216541,라가불린 12년 SR FY24 700ml(2023 Special Release),탈리스커,700,186.0,101.18,46.0,USD,156242,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000919722,20001212979,글렌알라키 10년 스패니시 버진 오크 피니시 700ml,글렌알라키,700,169.0,71.48,58.0,USD,110379,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000875655,20001140968,암룻 인디안 700ml,암룻,700,62.0,26.28,58.0,USD,40582,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001048185,20001446004,더 글렌그란트 오로라 1000ml,더 글렌그란트,1000,59.0,36.63,38.0,USD,56564,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001046977,20001444264,발베니 21 포트우드 700ml,발베니,700,360.0,288.0,20.0,USD,444730,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001021506,20001393007,발렌타인 글렌버기 21년 700ml,발렌타인,700,250.0,148.5,41.0,USD,229314,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001020330,20001390717,달모어 시가몰트 700ml,달모어,700,125.0,118.75,5.0,USD,183374,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001014201,20001381025,부쉬밀 싱글몰트 쉐리 캐스크 12년 700ml,부쉬밀,700,70.0,39.06,44.0,USD,60316,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000980627,20001319327,린도어스 캐스크 오브 린도어스 셰리 벗 700ml,린도어스,700,80.0,38.16,52.0,USD,58927,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000939637,20001244716,달모어 킹알렉산더 3세 TRX 700ml,달모어,700,313.0,297.35,5.0,USD,459168,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000929409,20001226685,로얄브라클라 18년 700ml,로얄 브라클라,700,219.0,109.82,50.0,USD,169584,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000929406,20001226680,로얄브라클라 12년 1000ml,로얄 브라클라,1000,97.0,48.64,50.0,USD,75110,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000894067,20001168477,스페이번 브라단오락 700ml,스페이번,700,43.0,16.85,61.0,USD,26020,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842607,20001086799,주라 더 베이 1000ml,주라,1000,85.0,85.0,0.0,USD,131257,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001021525,20001393086,글렌모렌지 어 테일 오브 더 포레스트 700ml,글렌모렌지,700,80.0,60.0,25.0,USD,92652,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001000089,20001354222,벤리악 트리플 디스틸드 25년 700ml,벤리악,700,380.0,245.48,35.0,USD,379070,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000963217,20001284769,달모어 15년 1L,달모어,1000,184.0,174.8,5.0,USD,269926,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000937929,20001241377,싱글톤 가든스 오브 어번던스 - 딥 포레스트 리치 700ml,싱글톤,700,280.0,147.84,47.0,USD,228295,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000937380,20001240301,밀크앤허니 에이펙스 오렌지와인 캐스크 700ml,밀크앤허니,700,196.0,82.9,58.0,USD,128014,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000936530,20001238663,올트모어 25년 700ml,올트모어,700,655.0,300.64,54.0,USD,464248,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000922724,20001217520,싱글톤 글렌듈란 14년 SR FY24 700ml(2023 Special Release),싱글톤,700,158.0,88.48,44.0,USD,136631,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000922006,20001216553,탈리스커 SR FY24 700ml(2023 Special Release),탈리스커,700,144.0,78.33,46.0,USD,120957,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000845552,20001214931,글렌파클라스 10년 위스키 700ml,글렌파클라스,700,72.0,32.83,54.0,USD,50696,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000904253,20001187257,동방명 맥캘란 1990 30년 700ml,동방명,700,6500.0,3120.0,52.0,USD,4817904,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000876673,20001142408,암룻 피티드 700ml,암룻,700,76.0,32.22,58.0,USD,49754,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842864,20001087246,라프로익 포오크 1000ml,라프로익,1000,82.0,38.17,53.0,USD,58942,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842612,20001086804,주라 아일랜더스 익스프레션 1000ml,주라,1000,69.0,69.0,0.0,USD,106549,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842611,20001086803,주라 1988 700ml,주라,700,1030.0,1030.0,0.0,USD,1590526,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842605,20001086796,탐나불린 올로로소 1000ml,탐나불린,1000,53.0,53.0,0.0,USD,81842,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842052,20001086089,벤리악 클래식 1000ml,벤리악,1000,70.0,28.59,59.0,USD,44149,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842051,20001086088,벤리악 10년 1000ml,벤리악,1000,77.0,42.42,45.0,USD,65505,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000840799,20001084196,더 글렌리벳 트리플 캐스크 머추어드 디스틸러 리저브 1000ml,글렌리벳,1000,63.0,43.84,30.0,USD,67698,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001048165,20001445975,더 글렌그란트 13년 1000ml,더 글렌그란트,1000,80.0,49.68,38.0,USD,76716,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001030366,20001409567,올드 풀트니 허다트 위스키 700ml,올드풀트니,700,105.0,45.88,56.0,USD,70848,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001020339,20001390726,달모어 콰르텟 700ml,달모어,700,95.0,90.25,5.0,USD,139364,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001015914,20001383904,카발란 솔리스트 모스카텔 셰리 750ml,카발란,750,320.0,256.0,20.0,USD,395315,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001015439,20001383201,아벨라워 18년 700ml,아벨라워,700,215.0,150.93,30.0,USD,233066,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001009579,20001372426,더 글렌리벳 16년 1000ml,글렌리벳,1000,115.0,80.5,30.0,USD,124308,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000980640,20001319353,블라드녹 비나야 700ml,블라드녹,700,69.0,32.91,52.0,USD,50820,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000980634,20001319334,블라드녹 삼사라 700ml,블라드녹,700,130.0,62.01,52.0,USD,95756,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000969478,20001297427,보모어 16년 700ml,보모어,700,110.0,77.33,30.0,USD,119413,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000967552,20001293493,브룩라디 포트 샬롯 1000ml,브룩라디,1000,115.0,115.0,0.0,USD,177583,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000961829,20001282451,더 글렌리벳 12년 1000ml,글렌리벳,1000,75.0,52.2,30.0,USD,80607,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000955924,20001272912,잭다니엘 아메리칸 싱글몰트 1000ml,잭다니엘,1000,80.0,47.88,40.0,USD,73936,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000951738,20001265596,보모어 24년 프랭크 콰이어틀리 4 700ml,보모어,700,510.0,271.32,47.0,USD,418972,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000940650,20001247204,달모어 포트폴리오 시리즈2 2007 700ml,달모어,700,930.0,883.5,5.0,USD,1364301,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000939639,20001244718,달모어 20년 2024년 에디션 700ml,달모어,700,675.0,641.25,5.0,USD,990218,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000937922,20001241367,싱글톤 가든스 오브 어번던스 - 골든 어텀 오차드 1000ml,싱글톤,1000,99.0,55.44,44.0,USD,85610,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000918674,20001211358,글렌파클라스 35년 700ml,글렌파클라스,700,1346.0,831.15,38.0,USD,1283462,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000867877,20001127697,캐퍼도닉 18년 피티드 700mL,캐퍼도닉,700,130.0,90.48,30.0,USD,139719,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000845216,20001090427,아녹 12년 위스키 700ml,아녹,700,79.0,32.27,59.0,USD,49831,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842866,20001087248,라프로익 포트 우드 700ml,라프로익,700,176.0,80.25,54.0,USD,123922,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842606,20001086798,주라 더 사운드 1000ml,주라,1000,65.0,65.0,0.0,USD,100373,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20000842524,20001086715,탈리스커 써지 700ml,탈리스커,700,123.0,57.07,54.0,USD,88127,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001050983,20001451054,주라 1975,주라,,8400.0,8400.0,0.0,USD,12971280,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
20001030367,20001409568,올드 풀트니 12년 위스키 700ml,올드풀트니,700,70.0,66.5,5.0,USD,102689,주류/위스키/싱글 몰트,True,2026-06-30T00:15:42Z
