canonical_id,name_ko,name_en,brand,category,n_aliases,n_rows,markets,min_krw,max_krw,alias_examples
w049,조니워커 레드라벨,Johnnie Walker Red Label,Johnnie Walker,블렌디드,4,5,KR;KR-DS,26500,54800,조니어 레드 1.75l; 조니워커 레드; 조니워커 레드 1.75L; 조니워커 레드 700ml
w050,조니워커 블랙라벨 12년,Johnnie Walker Black Label 12 Year Old,Johnnie Walker,블렌디드,9,18,JP;KR;KR-DS,36990,95293,【世界五大ウイスキー】スコッチウイスキー  ジョニーウォーカー ブラックラベル12年《瓶 お得な1L×1本》; 조니어커 블랙; 조니워커 블랙; 조니워커 블랙 1.75L
w051,조니워커 더블블랙,Johnnie Walker Double Black,Johnnie Walker,블렌디드,2,3,KR;KR-DS,53900,59800,조니워커 더블블랙; 조니워커 더블블랙 1L
w052,조니워커 블랙 루비,Johnnie Walker Black Ruby,Johnnie Walker,블렌디드,6,9,KR;KR-DS,44800,54800,조니어 블랙 루비; 조니워커 블랙 누루비 700ml; 조니워커 블랙 루비; 조니워커 블랙 루비 700ml
w053,조니워커 블루라벨,Johnnie Walker Blue Label,Johnnie Walker,블렌디드,14,20,KR;KR-DS,189800,690000,조니어커 블루; 조니워커 블로라 750ml; 조니워커 블루; 조니워커 블루 500ml
w054,페이머스 그라우스,The Famous Grouse,The Famous Grouse,블렌디드,2,2,KR,19800,34980,페이머스 그라우스 1L; 페이머스 그라우스 700ml
w055,듀어스 12년,Dewar's 12 Year Old,Dewar's,블렌디드,8,17,JP;KR;KR-DS,34980,94421,デュワーズ 12年 40% 700ml 箱なし スコッチ ウイスキー; デュワーズ 12年 [ ブレンデッド スコッチ ウイスキー イギリス 700ml ]; デュワーズ 12年 ミズナラ; 듀어스 12년
w056,듀어스 15년,Dewar's 15 Year Old,Dewar's,블렌디드,6,12,JP;KR;KR-DS,59400,167162,Dewar's スコッチウイスキー デュワーズ15年 [ ブレンドウイスキー イギリス 750ml ] [ギフトBox入り]; デュワーズ 15年 40% 750ml 箱付 スコッチ ウイスキー; 듀어스 15년; 듀어스 15년 파이노크 스페셜 리저브
w057,듀어스 18년,Dewar's 18 Year Old,Dewar's,블렌디드,5,6,HK;JP;KR;KR-DS,99800,323146,Dewar's 18 Year Old Founders Reserve; デュワーズ 18年; デュワーズ 18年 40% 750ml 箱付 スコッチ ウイスキー; 듀어스 18년
w058,커티삭 프로히비션,Cutty Sark Prohibition,Cutty Sark,블렌디드,1,1,KR,39940,39940,쿠티삭 프로히비션
w059,로얄 살루트 21년,Royal Salute 21 Year Old,Royal Salute,블렌디드,3,4,KR;KR-DS,179800,279800,로얄 살루트 21년; 로얄 살루트 21년 700ml; 로얄 살루트 21년 그레인
w060,노마드 아웃랜드 셰리 피니시,Nomad Outland Whisky Sherry Cask Finish,Nomad,블렌디드,2,3,KR,49980,58000,노마드 아울랜드 쉐리 피니시; 노마드 아웃렌드
w061,제임슨,Jameson Standard,Jameson,블렌디드,8,18,KR;KR-DS,26690,29800,제임스 나이시 위스키 700ml; 제임슨; 제임슨 700ml; 제임슨 스탠다드
w062,부쉬밀 15년 싱글몰트,Bushmills 15 Year Old Single Malt,Bushmills,싱글몰트,3,3,KR,99800,99800,부쉬밀 15년 싱글 몰트; 부시밀 15년 싱글 몰트 700ml; 부심일 15년
w063,골든블루 다이아몬드,Golden Blue Diamond,Golden Blue,기타(국산 위스키류),1,3,KR;KR-DS,39980,49000,골든블루 다이아몬드
w064,골든블루 사피루스,Golden Blue Sapphirus,Golden Blue,기타(국산 위스키류),4,12,KR;KR-DS,25200,33700,&gt;&gt; &gt;&gt; 골든 블루 사피루스 450ml; 골든 블루 사피루스; 골든 블루 사피루스 450ml; 골든블루 사파이러스
w065,짐빔 화이트,Jim Beam White Label,Jim Beam,버번,12,20,KR;KR-DS,19800,48000,진빈 법원 유스키 1L; 진빔; 진빔 1L; 진빔 700ml
w066,잭다니엘 No.7,Jack Daniel's Old No.7,Jack Daniel's,테네시,7,9,KR;KR-DS,34980,55900,잭 다니에 700ml; 잭 다니엘스 테네시 위스키 1L; 잭다니스 1L; 잭다니엘 No.7
w067,잭다니엘 애플,Jack Daniel's Apple,Jack Daniel's,플레이버드,7,9,KR;KR-DS,37100,115000,잭 다니엘스 애플 1L; 잭 다니엘스 애플 500mml; 잭다니에스 애플 1L; 잭다니엘 애플
w068,잭다니엘 라이,Jack Daniel's Tennessee Rye,Jack Daniel's,라이,2,3,KR;KR-DS,39980,62800,잭다니엘 라이; 잭다니엘스 BB라이 700ml
w069,버팔로 트레이스,Buffalo Trace,Buffalo Trace,버번,2,4,KR;KR-DS,38800,49980,버팔로 트레이스; 버팔로 트레이스 750mml
w070,1792 스몰배치,1792 Small Batch,1792,버번,7,16,JP;KR;KR-DS;TW,39980,121525,1792 スモールバッチ; 1792 小批次波本威士忌; 1792 스목배치; 1792 스몰 배치
w071,메이커스 마크,Maker's Mark,Maker's Mark,버번,2,2,KR,49980,55900,메이커스 마크; 메이커스 마크 750mml
w072,우드포드 리저브,Woodford Reserve,Woodford Reserve,버번,4,9,KR;KR-DS,58000,89000,우드포드 리저브; 우드포드 리저브 1L; 우드포드 리저브 750ml; 우드포드 리저브 라이
w073,와일드터키 8년,Wild Turkey 8 Year Old,Wild Turkey,버번,1,1,KR,64900,64900,와일드 터키 101 8년 700ml
w074,와일드터키 레어브리드,Wild Turkey Rare Breed,Wild Turkey,버번,5,11,KR;KR-DS,75000,79800,와일드 터키 레어 브리드 750ml; 와일드 터키 레어브리드; 와일드 터키 레어브리드 750ml; 와일드 터키 레어브리드 750mml
w075,와일드터키 켄터키 스피릿 싱글배럴,Wild Turkey Kentucky Spirit Single Barrel,Wild Turkey,버번,6,7,KR;KR-DS,69400,119000,와일드 터키 캔터키 스피릿 싱글 배럴; 와일드 터키 캔터키 스피릿 싱글 배럴 750mml; 와일드 터키 캔터키 스피릿 싱글 베럴 750ml; 와일드 터키 켄터키 스피릿 싱글 배럴 750ml
w076,이글 레어 10년,Eagle Rare 10 Year Old,Eagle Rare,버번,3,11,KR;KR-DS,69800,168000,이글레어 10년; 이글레어 10년 750ml; 이글레이10년
w077,러셀스 리저브 싱글배럴,Russell's Reserve Single Barrel,Russell's Reserve,버번,5,11,KR;KR-DS,89400,115000,러셀 리저브 싱글 배럴; 러셀 리저브 싱글 배럴 750ml; 러셀 리저브 싱글 베럴; 러셀 리저브 싱글 베럴 750ml
w078,포 로지스 싱글배럴,Four Roses Single Barrel,Four Roses,버번,3,7,KR,59800,82800,포 로지스 싱글 베럴 750ml; 포로지 지스 싱글 베럴 750ml; 포로지스 싱글 베럴
w079,포 로지스 스몰배치 셀렉트,Four Roses Small Batch Select,Four Roses,버번,6,8,KR;KR-DS,116800,134000,포 로지스 스몰 배치 셀렉트 750ml; 포 로지스 스몰 배치 셀렉트 750mml; 포 로지스 스몰배치 셀렉트; 포 로지스 스몰배치 셀렉트 750ml
w080,에반 윌리엄스 블랙,Evan Williams Black Label,Evan Williams,버번,6,12,KR;KR-DS,24900,47980,에반 윌리엄스 블랙; 에반 윌리엄스 블랙 1.75L; 에반 윌리엄스 블랙 1L; 에반 윌리엄스 블랙 1l
w081,에반 윌리엄스 12년,Evan Williams 12 Year Old,Evan Williams,버번,5,11,KR;KR-DS,89000,99800,에반 윌리엄스 12년; 에반 윌리엄스 12년 750ml; 에반 윌리엄스 12년 750mml; 에반윌리엄스 12년
w082,에반 윌리엄스 14년,Evan Williams 14 Year Old,Evan Williams,버번,1,1,KR,89400,89400,에반 윌리엄스 14년
w083,산토리 가쿠빈,Suntory Whisky Kakubin,Suntory,블렌디드,6,19,KR;KR-DS,27690,39800,가쿠빈; 가쿠빈 700ml; 산토리 가쿠빈; 산토리 각쿠빈
w084,카발란 디스틸러리 셀렉트,Kavalan Distillery Select Single Malt,Kavalan,싱글몰트,9,14,KR;KR-DS,69800,79800,카발란 디스틸러 리셀레트 싱글 몰트 700ml; 카발란 디스틸러리 셀렉트 700ml; 카발란 디스틸러리 셀렉트 싱글; 카발란 디스틸러리 셀렉트 싱글 700ml
w085,글렌드로(?) 오드 투 더 밸리,(unverified) 'Ode to the Valley',미상,싱글몰트,1,1,KR,89400,89400,더 글렌드로 오드투더 밸리
w086,글렌드로(?) 오드 투 더 엠버스,(unverified) 'Ode to the Embers',미상,싱글몰트,2,2,KR,99400,99400,글랜드러 오드더 엠버스; 더 글렌드로 오드 to투더 엠버스
w087,글렌드로(?) 오드 투 더 다크,(unverified) 'Ode to the Dark',미상,싱글몰트,3,3,KR,159800,159800,더 글랜드 로드투더 다크 700ml; 더 글랜드 로드투더 닥 700ml; 더 글렌드로 오드투더 다크
w088,탈리스만 9년 포르투기즈 캐스크,Talisman 9 Year Old Portuguese Cask,Talisman,블렌디드,5,5,KR;KR-DS,16900,25980,탈리스마 위스키 1L; 탈리스만 9년; 탈리스만 9년 포르투기즈 캐스크 에디션; 탈리스만 위스키
w089,탈리스커 와일드 블루,Talisker Wild (name_en 미확정),Talisker,싱글몰트,2,11,KR;KR-DS,69400,109000,탈리스커 와일드 블루; 탈리스커 와일드 블루 700ml
w090,발렌타인 17년,Ballantine's 17 Year Old,Ballantine's,블렌디드,8,16,JP;KR;KR-DS,109000,304076,バランタイン 17年 Ballantine’s 17 Years Old（700ml／40％）｜並行品; バランタイン 17年 トリビュートリリース; 발렌타인 17년; 발렌타인 17년 500mml
w091,잭다니엘 허니,Jack Daniel's Tennessee Honey,Jack Daniel's,리큐르(위스키베이스),3,3,KR;KR-DS,49800,98000,잭 다니엘스 허니 700ml; 잭다니엘 허니; 잭다니엘 허니 1L
w092,발렌타인 싱글몰트 글렌버기 16년,Ballantine's Single Malt Glenburgie 16,Ballantine's,싱글몰트,3,3,KR,169800,169800,발렌타인 싱글램버이 16년; 발렌타인 싱글트 글램버기 16년 스몰 배치; 발렌타인 싱글트 글램버이 16년 스몰 배치 700ml
w093,글렌파클라스 15년,Glenfarclas 15 Year Old,Glenfarclas,싱글몰트,2,5,KR;KR-DS,119400,139000,파클라스 15년; 파클라스 15년 700ml
w094,글렌피딕 12년 셰리 캐스크,Glenfiddich 12 Year Old Sherry Cask,Glenfiddich,싱글몰트,2,4,KR,69900,89800,글렌피딕 12년 쉐리 700ml; 글렌피딕 12년 쉐리케스크 700ml
w095,러셀스 리저브 10년,Russell's Reserve 10 Year Old,Russell's Reserve,버번,2,4,KR;KR-DS,59400,99000,러셀 리저브 10년; 러셀 리저브 10년 750ml
w096,글렌알라키 10년 루비 포트,GlenAllachie 10 Year Old Ruby Port Wood Finish,GlenAllachie,싱글몰트,3,4,KR;KR-DS,89800,185000,글렌라키 10년 루비 포트 700ml; 글렌알라키 10년 루비포트; 글렌알라키 10년 루비포트 700ml
w097,주라 18년,Jura 18 Year Old,Jura,싱글몰트,2,3,KR;KR-DS,79400,142000,주라 18년; 주라 18년 700ml
w098,커클랜드 15년 하일랜드 싱글몰트,Kirkland Signature Highland Single Malt 15,Kirkland,싱글몰트,1,2,KR,133900,133900,커클랜드 15년 하일랜드 싱글몰트 위스키
w100,커클랜드 시그니처 캐나디안,Kirkland Signature Canadian Whisky,Kirkland,캐나디안,1,2,KR,34990,34990,커클랜드 시그니처 캐나디안 위스키 1.75L
w102,라프로익 오크 셀렉트,Laphroaig Select / Oak Select,Laphroaig,싱글몰트,5,5,HK;KR;KR-DS,48000,202050,Laphroaig SELECT 200 Years Anniversary Islay Single Malt Scotch Whisky; Laphroaig SELECT Single Malt Islay Scotch Whisky; Laphroaig Select; 라프로익 오크셀렉트
w103,린도어스 1494 코어,Lindores Abbey MCDXCIV Core,Lindores Abbey,싱글몰트,1,1,KR,69800,69800,린도어스 1494 코어 위스키 700ml
w104,맥캘란 셰리 오크 12년,Macallan Sherry Oak 12 Year Old,The Macallan,싱글몰트,1,1,KR,119800,119800,맥캘란 쉐리오크 12년 700ml
w105,발베니 16년 프렌치 오크,Balvenie 16 Year Old French Oak,Balvenie,싱글몰트,3,3,HK;KR;KR-DS,249800,643265,"Balvenie - 16y, French Oak, 47.6%; 발베니 16년 프렌치오크; 발베니 16년 프렌치오크 700ml"
w106,벨즈,Bell's Original,Bell's,블렌디드,2,2,KR;KR-DS,17790,19900,벨즈 스카치 위스키; 벨즈 스카치 위스키 1L
w107,부쉬밀 10년 싱글몰트,Bushmills 10 Year Old Single Malt,Bushmills,싱글몰트,3,3,JP;KR,44940,133091,ブッシュミルズ シングルモルト 10年; ブッシュミルズ シングルモルト 10年 40% 700ml 箱付 アイリッシュ ウイスキー; 부시밀 10년 싱글트 700ml
w108,부쉬밀 12년 싱글몰트,Bushmills 12 Year Old Single Malt,Bushmills,싱글몰트,1,1,KR,59400,59400,부시밀 12년 싱글트 700ml
w109,블랙보트,Black Bottle,Black Bottle,블렌디드,1,1,KR,19800,19800,블랙보트 스카치 위스키 700ml
w110,에반 윌리엄스 싱글배럴,Evan Williams Single Barrel,Evan Williams,버번,1,1,KR,69800,69800,에반 윌리엄스 싱글 베럴 750ml
w111,에반 윌리엄스 BIB,Evan Williams Bottled-in-Bond,Evan Williams,버번,3,3,KR,31800,39980,에반 윌리엄스 BIB 12주년 에디션; 에반 윌리엄스 BIB 12주년 에디션 50도 1L; 에반윌리엄스 BIB 750ml
w112,커클랜드 바틀드 인 본드 버번,Kirkland Bottled-in-Bond Bourbon,Kirkland,버번,1,1,KR,62900,62900,커클랜드 시그니처 바틀 인본드 버뉴스키 1L
w113,코발 밀레,Koval Millet,Koval,싱글그레인,2,2,KR;KR-DS,53400,99000,코발 밀레 위스키; 코발 밀레 위스키 500ml
w114,코발 라이,Koval Rye,Koval,라이,1,1,KR,53400,53400,코발라이 위스키 500ml
w115,글렌피딕 18년,Glenfiddich 18 Year Old,Glenfiddich,싱글몰트,2,2,HK;KR,256600,404102,"Glenfiddich - 18y, 40%; 글렌피딕 18년 700ml"
w116,주라 10년,Jura 10 Year Old,Jura,싱글몰트,1,1,KR,78000,78000,주라 10년 700ml
w117,주라 12년 셰리 캐스크,Jura 12 Year Old Sherry Cask,Jura,싱글몰트,3,3,HK;KR,89900,243286,"Jura - 12y Sherry cask , 40%; Jura 12 Years Old Sherry Cask Finished Single Malt Scotch Whisky; 주라 12년 쉐리케스크 700ml"
w118,탈리스커 디스틸러스 에디션,Talisker Distillers Edition,Talisker,싱글몰트,1,1,KR,99800,99800,탈리스커 디스틸러스 에디션 700ml
w119,그란츠 트리플 우드,Grant's Triple Wood,Grant's,블렌디드,1,1,KR,16800,16800,그란츠 트리플 우드 700ml
w120,글렌그란트 아보랄리스,Glen Grant Arboralis,Glen Grant,싱글몰트,1,1,KR,74000,74000,글랜그란트 아보랄리스 700ml
w121,네이키드 몰트,The Naked Malt,The Naked Malt,블렌디드몰트,1,1,KR,67100,67100,네이키드 몰트 700ml
w122,듀어스 캐리비안 스무스 8년,Dewar's Caribbean Smooth 8,Dewar's,블렌디드,4,4,JP;KR,47500,67077,デュワーズ イリーガルスムース 8年 [ ウイスキー イギリス 700ml ]; デュワーズ カリビアンスムース 8年 40% 700ml 箱なし ブレンデッド スコッチ ウイスキー; デュワーズ ジャパニーズスムース 8年 700ml 40%【特典付き】; 듀어스 캐리비안 스무스 8연 700ml
w123,라벨 5,Label 5,Label 5,블렌디드,1,1,KR,25800,25800,라벨 5오 스카치 위스키 700ml
