final_class,proposed_id,name_ko,name_en,brand,category,origin,age,freq,n_variants,price_min,price_max,synonym_target,norm_key,rep_name,sources,note,web_check,raw_variants
new_A,w100,커클랜드 시그니처 캐나디안,Kirkland Signature Canadian Whisky,Kirkland,캐나디안,캐나다,NAS,4,2,34990,34990,,커클랜드 시그니처 캐나디안 위스키,커클랜드 시그니처 캐나디안 위스키 1.75L,2026-05.csv;2026-05_dailyshot.csv;2026-06.csv;2026-06_dailyshot.csv,,prior new_A (freq/brand 기반); routine 검색대상,커클랜드 시그니처 캐나디안 위스키 | 커클랜드 시그니처 캐나디안 위스키 1.75L
new_A,w101,글렌파클라스 12년,Glenfarclas 12 Year Old,Glenfarclas,싱글몰트,스코틀랜드-스페이사이드,12,3,2,69400,69400,,글랜파 클라스 12년,글랜파 클라스 12년,2026-04.csv;2026-05_dailyshot.csv;2026-06_dailyshot.csv,,prior new_A (freq/brand 기반); routine 검색대상,글랜파 클라스 12년 | 글랜파 클라스 12년 700ml
new_A,w102,라프로익 오크 셀렉트,Laphroaig Select / Oak Select,Laphroaig,싱글몰트,스코틀랜드-아일라,NAS,3,2,48000,69800,,라프로익 오크셀렉트,라프로익 오크셀렉트,2026-03.csv;2026-05_dailyshot.csv;2026-06_dailyshot.csv,,prior new_A (freq/brand 기반); routine 검색대상,라프로익 오크셀렉트 | 라프로익 오크셀렉트 700ml
new_A,w103,린도어스 1494 코어,Lindores Abbey MCDXCIV Core,Lindores Abbey,싱글몰트,스코틀랜드-로우랜드,NAS,3,2,69800,69800,,린도어스 1494 코어 위스키,린도어스 1494 코어 위스키,2026-03.csv;2026-05_dailyshot.csv;2026-06_dailyshot.csv,,prior new_A (freq/brand 기반); routine 검색대상,린도어스 1494 코어 위스키 | 린도어스 1494 코어 위스키 700ml
new_A,w104,맥캘란 셰리 오크 12년,Macallan Sherry Oak 12 Year Old,The Macallan,싱글몰트,스코틀랜드-스페이사이드,12,3,2,119800,119800,,맥캘란 셰리오크 12년,맥캘란 쉐리오크 12년,2026-05.csv;2026-05_dailyshot.csv;2026-06_dailyshot.csv,,prior new_A (freq/brand 기반); routine 검색대상,맥캘란 쉐리오크 12년 | 맥캘란 쉐리오크 12년 700ml
new_A,w105,발베니 16년 프렌치 오크,Balvenie 16 Year Old French Oak,Balvenie,싱글몰트,스코틀랜드-스페이사이드,16,3,2,249800,259000,,발베니 16년 프렌치오크,발베니 16년 프렌치오크,2026-03.csv;2026-05_dailyshot.csv;2026-06_dailyshot.csv,,prior new_A (freq/brand 기반); routine 검색대상,발베니 16년 프렌치오크 | 발베니 16년 프렌치오크 700ml
new_A,w106,벨즈,Bell's Original,Bell's,블렌디드,스코틀랜드,NAS,3,2,17790,19900,,벨즈,벨즈 스카치 위스키,2026-05.csv;2026-05_dailyshot.csv;2026-06_dailyshot.csv,,prior new_A (freq/brand 기반); routine 검색대상,벨즈 스카치 위스키 | 벨즈 스카치 위스키 1L
new_A,w107,부쉬밀 10년 싱글몰트,Bushmills 10 Year Old Single Malt,Bushmills,싱글몰트,아일랜드,10,3,2,44940,44940,,부쉬밀 10년 싱글몰트,부시밀 10년 싱글트,2026-04.csv;2026-05_dailyshot.csv;2026-06_dailyshot.csv,,prior new_A (freq/brand 기반); routine 검색대상,부시밀 10년 싱글트 | 부시밀 10년 싱글트 700ml
new_A,w108,부쉬밀 12년 싱글몰트,Bushmills 12 Year Old Single Malt,Bushmills,싱글몰트,아일랜드,12,3,2,59400,59400,,부쉬밀 12년 싱글몰트,부시밀 12년 싱글트,2026-03.csv;2026-05_dailyshot.csv;2026-06_dailyshot.csv,,prior new_A (freq/brand 기반); routine 검색대상,부시밀 12년 싱글트 | 부시밀 12년 싱글트 700ml
new_A,w109,블랙보트,Black Bottle,Black Bottle,블렌디드,스코틀랜드,NAS,3,2,19800,19800,,블랙보트,블랙보트 스카치 위스키,2026-03.csv;2026-05_dailyshot.csv;2026-06_dailyshot.csv,,prior new_A (freq/brand 기반); routine 검색대상,블랙보트 스카치 위스키 | 블랙보트 스카치 위스키 700ml
new_A,w110,에반 윌리엄스 싱글배럴,Evan Williams Single Barrel,Evan Williams,버번,미국,NAS,3,2,69800,69800,,에반 윌리엄스 싱글 배럴,에반 윌리엄스 싱글 베럴,2026-03.csv;2026-05_dailyshot.csv;2026-06_dailyshot.csv,,prior new_A (freq/brand 기반); routine 검색대상,에반 윌리엄스 싱글 베럴 | 에반 윌리엄스 싱글 베럴 750ml
new_A,w111,에반 윌리엄스 BIB,Evan Williams Bottled-in-Bond,Evan Williams,버번,미국,NAS,3,2,31800,31800,,에반윌리엄스 bib,에반윌리엄스 BIB,2026-03.csv;2026-05_dailyshot.csv;2026-06_dailyshot.csv,,prior new_A (freq/brand 기반); routine 검색대상,에반윌리엄스 BIB | 에반윌리엄스 BIB 750ml
new_A,w112,커클랜드 바틀드 인 본드 버번,Kirkland Bottled-in-Bond Bourbon,Kirkland,버번,미국,NAS,3,2,62900,62900,,커클랜드 시그니처 바틀 인본드 버번위스키,커클랜드 시그니처 바틀 인본드 버뉴스키,2026-03.csv;2026-05_dailyshot.csv;2026-06_dailyshot.csv,,prior new_A (freq/brand 기반); routine 검색대상,커클랜드 시그니처 바틀 인본드 버뉴스키 | 커클랜드 시그니처 바틀 인본드 버뉴스키 1L
new_A,w113,코발 밀레,Koval Millet,Koval,싱글그레인,미국,NAS,3,2,53400,99000,,코발 밀레 위스키,코발 밀레 위스키,2026-03.csv;2026-05_dailyshot.csv;2026-06_dailyshot.csv,,prior new_A (freq/brand 기반); routine 검색대상,코발 밀레 위스키 | 코발 밀레 위스키 500ml
new_A,w114,코발 라이,Koval Rye,Koval,라이,미국,NAS,3,2,53400,53400,,코발라이 위스키,코발라이 위스키,2026-03.csv;2026-05_dailyshot.csv;2026-06_dailyshot.csv,,prior new_A (freq/brand 기반); routine 검색대상,코발라이 위스키 | 코발라이 위스키 500ml
new_A,w115,글렌피딕 18년,Glenfiddich 18 Year Old,Glenfiddich,싱글몰트,스코틀랜드-스페이사이드,18,1,1,256600,256600,,글렌피딕 18년,글렌피딕 18년 700ml,2026-04.csv,,prior new_A (freq/brand 기반); routine 검색대상,글렌피딕 18년 700ml
new_A,w116,주라 10년,Jura 10 Year Old,Jura,싱글몰트,스코틀랜드-아일랜드(섬),10,1,1,78000,78000,,주라 10년,주라 10년 700ml,2026-04.csv,,prior new_A (freq/brand 기반); routine 검색대상,주라 10년 700ml
new_A,w117,주라 12년 셰리 캐스크,Jura 12 Year Old Sherry Cask,Jura,싱글몰트,스코틀랜드-아일랜드(섬),12,1,1,89900,89900,,주라 12년 셰리캐스크,주라 12년 쉐리케스크 700ml,2026-04.csv,,prior new_A (freq/brand 기반); routine 검색대상,주라 12년 쉐리케스크 700ml
new_A,w118,탈리스커 디스틸러스 에디션,Talisker Distillers Edition,Talisker,싱글몰트,스코틀랜드-스카이,NAS,1,1,99800,99800,,탈리스커 디스틸러스 에디션,탈리스커 디스틸러스 에디션 700ml,2026-04.csv,,prior new_A (freq/brand 기반); routine 검색대상,탈리스커 디스틸러스 에디션 700ml
new_A,,그란츠 트리플 우드,Grant's Triple Wood,Grant's,블렌디드,스코틀랜드,NAS,1,1,16800,16800,,그란츠 트리플 우드,그란츠 트리플 우드 700ml,2026-04.csv,,real: grantswhisky.com/en/triple-wood (Family Reserve 2018 개명),그란츠 트리플 우드 700ml
new_A,,글렌그란트 아보랄리스,Glen Grant Arboralis,Glen Grant,싱글몰트,스코틀랜드-스페이사이드,NAS,1,1,74000,74000,,글랜그란트 아보랄리스,글랜그란트 아보랄리스 700ml,2026-04.csv,,real: theglengrant.com/products/arboralis; whiskybase 158117,글랜그란트 아보랄리스 700ml
new_B,,글렌고인 18년,Glengoyne 18,Glengoyne,싱글몰트,스코틀랜드-하일랜드,18,1,1,360000,360000,,글렌고인 18년,글랜고인 18년 700ml,2026-04.csv,,unsearched: major-brand standard expr; routine 자동검색 권장(개별 미검색),글랜고인 18년 700ml
new_B,,글렌리벳 파운더스 리저브,Glenlivet Founder's Reserve,The Glenlivet,싱글몰트,스코틀랜드-스페이사이드,NAS,1,1,54800,54800,,글렌리벳 파운더스 리저브,글렌리벳 파운더스 리저브 700ml,2026-04.csv,,unsearched: major-brand standard expr; routine 자동검색 권장(개별 미검색),글렌리벳 파운더스 리저브 700ml
new_B,,글렌모렌지 오리지널 10년,Glenmorangie Original 10,Glenmorangie,싱글몰트,스코틀랜드-하일랜드,10,1,1,88800,88800,,글렌모렌지 오리지널 10년,글렌모렌지 오리지널 10년 700ml,2026-06.csv,,unsearched: major-brand standard expr; routine 자동검색 권장(개별 미검색),글렌모렌지 오리지널 10년 700ml
new_A,,네이키드 몰트,The Naked Malt,The Naked Malt,블렌디드몰트,스코틀랜드,NAS,1,1,67100,67100,,네이키드 몰트,네이키드 몰트 700ml,2026-04.csv,,real_dailyshot: dailyshot.co/m/item/4294 (네이키드 그라우스 리뉴얼),네이키드 몰트 700ml
new_A,,듀어스 캐리비안 스무스 8년,Dewar's Caribbean Smooth 8,Dewar's,블렌디드,스코틀랜드,8,1,1,47500,47500,,듀어스 캐리비안 스무스 8연,듀어스 캐리비안 스무스 8연 700ml,2026-04.csv,,real: dewars.com Caribbean Smooth; thewhiskyexchange p/60030 (8yo),듀어스 캐리비안 스무스 8연 700ml
new_B,,듀어스 화이트 라벨,Dewar's White Label,Dewar's,블렌디드,스코틀랜드,NAS,1,1,19800,19800,,듀어스 화이트랍에,듀어스 화이트랍에 700ml,2026-04.csv,,unsearched: major-brand standard expr; routine 자동검색 권장(개별 미검색),듀어스 화이트랍에 700ml
new_A,,라벨 5,Label 5,Label 5,블렌디드,스코틀랜드,NAS,1,1,25800,25800,,라벨 5오,라벨 5오 스카치 위스키 700ml,2026-04.csv,,real_dailyshot: dailyshot.co/m/item/6429,라벨 5오 스카치 위스키 700ml
new_A,,발렌타인 싱글몰트 글렌버기 18년,Ballantine's Single Malt Glenburgie 18,Ballantine's,싱글몰트,스코틀랜드-스페이사이드,18,1,1,267500,267500,,발렌타인 18년 싱글몰트 글렌버기,발렌타인 18년 싱글트 글램버기 700ml,2026-04.csv,,real: ballantines.com glenburgie-18; thewhiskyexchange p/70355,발렌타인 18년 싱글트 글램버기 700ml
new_A,,발렌타인 마스터즈,Ballantine's Master's,Ballantine's,블렌디드,스코틀랜드,NAS,1,1,78500,78500,,발렌타인 마스터즈,발렌타인 마스터즈 700ml,2026-04.csv,,real: whiskybase 65398; ballantines blenders,발렌타인 마스터즈 700ml
new_A,,스모크헤드 오리지널,Smokehead,Smokehead,싱글몰트,스코틀랜드-아일라,NAS,1,1,76100,76100,,스모크헤드 오리지널,스모크헤드 오리지널 700ml,2026-04.csv,,real: smokehead.com/smokehead-original; whiskybase 112014,스모크헤드 오리지널 700ml
new_A,,스카치블루 17년,Scotch Blue 17,Scotch Blue,블렌디드,스코틀랜드(한국시장),17,1,1,45800,45800,,스카치 블로 17년,스카치 블로 17년 450ml,2026-04.csv,,"real_dailyshot: dailyshot.co/m/item/4683 (롯데칠성, 450ml)",스카치 블로 17년 450ml
new_A,,스카치블루 클래식,Scotch Blue Classic,Scotch Blue,블렌디드,스코틀랜드(한국시장),NAS,1,1,27900,27900,,스카치 블루 클래식,스카치 블루 클래식 700ml,2026-04.csv,,real_dailyshot: dailyshot.co/m/item/25637 (롯데칠성 엔트리),스카치 블루 클래식 700ml
new_B,,시바스 리갈 15년,Chivas Regal 15,Chivas Regal,블렌디드,스코틀랜드,15,1,1,65800,65800,,시바스리갈 15년 리미티드 에디션,시바스리갈 15년 리미티드 에디션 700ml,2026-04.csv,,unsearched: major-brand standard expr; routine 자동검색 권장(개별 미검색),시바스리갈 15년 리미티드 에디션 700ml
new_B,,와일드터키 81,Wild Turkey 81,Wild Turkey,버번,미국,NAS,1,1,53900,53900,,와일드 터키 81,와일드 터키 81 750mml,2026-04.csv,,unsearched: major-brand standard expr; routine 자동검색 권장(개별 미검색),와일드 터키 81 750mml
new_A,,윈저 12년,Windsor 12,Windsor,블렌디드,스코틀랜드(한국시장),12,1,1,24800,24800,,윈저 12년,윈저 12년 500ml,2026-04.csv,,"real_dailyshot: dailyshot.co/m/item/6535 (디아지오, 국내판매1위)",윈저 12년 500ml
new_B,,윈저 17년,Windsor 17,Windsor,블렌디드,스코틀랜드(한국시장),17,1,1,39800,39800,,윈저 17년,윈저 17년 450mml,2026-04.csv,,unsearched: major-brand standard expr; routine 자동검색 권장(개별 미검색),윈저 17년 450mml
new_B,,윈저 21년,Windsor 21,Windsor,블렌디드,스코틀랜드(한국시장),21,1,1,89800,89800,,윈저 21년,윈저 21년 500ml,2026-04.csv,,unsearched: major-brand standard expr; routine 자동검색 권장(개별 미검색),윈저 21년 500ml
new_B,,일라이저 크레이그 스몰배치,Elijah Craig Small Batch,Elijah Craig,버번,미국,NAS,1,1,79400,79400,,일라이저 크레이그 스몰 배치,일라이저 크레이그 스몰 배치,2026-06.csv,,unsearched: major-brand standard expr; routine 자동검색 권장(개별 미검색),일라이저 크레이그 스몰 배치
new_B,,잭다니엘 파이어,Jack Daniel's Tennessee Fire,Jack Daniel's,리큐르(위스키베이스),미국,NAS,1,1,51300,51300,,잭다니엘 파이어,잭 다니엘스 파이어 700ml,2026-04.csv,,unsearched: major-brand standard expr; routine 자동검색 권장(개별 미검색),잭 다니엘스 파이어 700ml
new_B,,제임슨 블랙 배럴,Jameson Black Barrel,Jameson,블렌디드,아일랜드,NAS,1,1,60000,60000,,제임슨 블랙배럴,제임슨 블랙베럴 700ml,2026-04.csv,,unsearched: major-brand standard expr; routine 자동검색 권장(개별 미검색),제임슨 블랙베럴 700ml
new_B,,조니워커 골드라벨 리저브,Johnnie Walker Gold Label Reserve,Johnnie Walker,블렌디드,스코틀랜드,NAS,1,1,85800,85800,,조니워커 골드 리저브 리미티드 에디션,조니워커 골드 리저브 리미티드 에디션 750ml,2026-04.csv,,unsearched: major-brand standard expr; routine 자동검색 권장(개별 미검색),조니워커 골드 리저브 리미티드 에디션 750ml
new_B,,짐빔 허니,Jim Beam Honey,Jim Beam,리큐르(버번베이스),미국,NAS,1,1,24800,24800,,짐빔 허니,진빔 허니 750ml,2026-04.csv,,unsearched: major-brand standard expr; routine 자동검색 권장(개별 미검색),진빔 허니 750ml
new_A,,칼라일,Carlyle,Carlyle,블렌디드,스코틀랜드,NAS,1,1,15800,15800,,칼라일,칼라일 스카치 위스키 700ml,2026-04.csv,,real: Total Wine/wine-searcher 다수 (Carlyle Blended Scotch). 단 저가블렌드+OCR 변형 노이즈와 중복 주의,칼라일 스카치 위스키 700ml
new_B,,탈리스커 스톰,Talisker Storm,Talisker,싱글몰트,스코틀랜드-스카이,NAS,1,1,92800,92800,,탈리스커 스톰,탈리스커 스톰 700ml,2026-06.csv,,unsearched: major-brand standard expr; routine 자동검색 권장(개별 미검색),탈리스커 스톰 700ml
new_B,,탈리스커 포트 리,Talisker Port Ruighe,Talisker,싱글몰트,스코틀랜드-스카이,NAS,1,1,95000,95000,,탈리스커 포트리,탈리스커 포트리 700ml,2026-04.csv,,unsearched: major-brand standard expr; routine 자동검색 권장(개별 미검색),탈리스커 포트리 700ml
synonym,,,,,,,,4,2,149800,149800,__new:발렌타인 17년,발렌타인 17년 말본 리미티드 에디션,발렌타인 17년 말본 리미티드 에디션,2026-05.csv;2026-05_dailyshot.csv;2026-06.csv;2026-06_dailyshot.csv,신규 SKU로 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,발렌타인 17년 말본 리미티드 에디션 | 발렌타인 17년 말본 리미티드 에디션 700ml
synonym,,,,,,,,4,1,136900,136900,__new:발렌타인 17년,발렌타인 17년산,발렌타인 17년산,2026-05.csv;2026-05_dailyshot.csv;2026-06.csv;2026-06_dailyshot.csv,신규 SKU로 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,발렌타인 17년산
synonym,,,,,,,,3,2,89800,89800,__new:글렌알라키 10년 루비포트,글렌라키 10년 루비 포트,글렌라키 10년 루비 포트,2026-05.csv;2026-05_dailyshot.csv;2026-06_dailyshot.csv,신규 SKU로 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,글렌라키 10년 루비 포트 | 글렌라키 10년 루비 포트 700ml
synonym,,,,,,,,3,1,235800,235800,w011,아벨라워 셰리 캐스크 에디션,아벨라워 셰리 캐스크 에디션,2026-04.csv;2026-05_dailyshot.csv;2026-06_dailyshot.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,아벨라워 셰리 캐스크 에디션
synonym,,,,,,,,3,2,39980,39980,__new:에반윌리엄스 bib,에반윌리엄스 보트림본드 12주년 에디션 50도,에반윌리엄스 보트림본드 12주년 에디션 50도,2026-04.csv;2026-05_dailyshot.csv;2026-06_dailyshot.csv,신규 SKU로 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,에반윌리엄스 보트림본드 12주년 에디션 50도 | 에반윌리엄스 보트림본드 12주년 에디션 50도 1L
synonym,,,,,,,,3,2,16980,75000,w032,탈리스커,탈리스커,2026-04.csv;2026-05_dailyshot.csv;2026-06_dailyshot.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,탈리스커 | 탈리스커 1L
synonym,,,,,,,,2,1,,,__new:에반윌리엄스 bib,에반윌리엄스 12주년 에디션 50도,에반윌리엄스 12주년 에디션 50도,2026-05_dailyshot.csv;2026-06_dailyshot.csv,신규 SKU로 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,에반윌리엄스 12주년 에디션 50도
synonym,,,,,,,,2,1,,,__new:에반윌리엄스 bib,에반윌리엄스 bib 12주년 에디션 50도,에반윌리엄스 BIB 12주년 에디션 50도,2026-05_dailyshot.csv;2026-06_dailyshot.csv,신규 SKU로 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,에반윌리엄스 BIB 12주년 에디션 50도
synonym,,,,,,,,1,1,99800,99800,w029,글랜 글라사 샌드엔드,글랜 글라사 샌드엔드,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,글랜 글라사 샌드엔드
synonym,,,,,,,,1,1,99400,99400,w086,글랜드러 오드더 엠버스,글랜드러 오드더 엠버스,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,글랜드러 오드더 엠버스
synonym,,,,,,,,1,1,87800,87800,w018,글랜드로 12년,글랜드로 12년 700ml,2026-04.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,글랜드로 12년 700ml
synonym,,,,,,,,1,1,89400,89400,w085,글랜드로 오드트 더더밸리,글랜드로 오드트 더더밸리,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,글랜드로 오드트 더더밸리
synonym,,,,,,,,1,1,59400,59400,w013,글랜란트 12년,글랜란트 12년,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,글랜란트 12년
synonym,,,,,,,,1,1,89400,89400,w014,글랜란트 15년,글랜란트 15년,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,글랜란트 15년
synonym,,,,,,,,1,1,94800,94800,w002,글랜립의 15년,글랜립의 15년,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,글랜립의 15년
synonym,,,,,,,,1,1,229800,229800,w003,글랜립의 17년 스몰 배치 2,글랜립의 17년 스몰 배치 2,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,글랜립의 17년 스몰 배치 2
synonym,,,,,,,,1,1,349800,349800,w004,글랜립의 19년 스몰 배치,글랜립의 19년 스몰 배치,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,글랜립의 19년 스몰 배치
synonym,,,,,,,,1,1,59800,59800,w038,글랜킨치 12년,글랜킨치 12년,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,글랜킨치 12년
synonym,,,,,,,,1,1,69800,69800,w005,글랜피딕 12년,글랜피딕 12년,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,글랜피딕 12년
synonym,,,,,,,,1,1,99800,99800,w006,글랜피딕 14년,글랜피딕 14년,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,글랜피딕 14년
synonym,,,,,,,,1,1,99800,99800,w007,글램피닉 15년,글램피닉 15년,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,글램피닉 15년
synonym,,,,,,,,1,1,89800,89800,__new:글렌피딕 12년 셰리캐스크,글렌피딕 12년 셰리,글렌피딕 12년 쉐리 700ml,2026-04.csv,신규 SKU로 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,글렌피딕 12년 쉐리 700ml
synonym,,,,,,,,1,1,89800,89800,w036,라가블린 11년,라가블린 11년,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,라가블린 11년
synonym,,,,,,,,1,1,94800,94800,w012,맥켈란 12년 더블 캐스크,맥켈란 12년 더블 캐스크,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,맥켈란 12년 더블 캐스크
synonym,,,,,,,,1,1,169800,169800,__new:발렌타인 싱글몰트 글렌버기 16년 스몰 배치,발렌타인 싱글렌버기 16년,발렌타인 싱글램버이 16년,2026-06.csv,신규 SKU로 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,발렌타인 싱글램버이 16년
synonym,,,,,,,,1,1,49940,49940,w017,벤 10년,벤 10년,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,벤 10년
synonym,,,,,,,,1,1,99800,99800,w062,부심일 15년,부심일 15년,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,부심일 15년
synonym,,,,,,,,1,1,235800,235800,w011,아벨라오 아부나흐흐 셰리케스 퀘디션,아벨라오 아브나우 쉐리케스 퀘디션,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,아벨라오 아브나우 쉐리케스 퀘디션
synonym,,,,,,,,1,1,9980,9980,__new:에반윌리엄스 bib,에반 윌리엄스 12주년 에디션 50도,에반 윌리엄스 12주년 에디션 50도,2026-05_whiskeypick_traders_guwol.csv,신규 SKU로 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,에반 윌리엄스 12주년 에디션 50도
synonym,,,,,,,,1,1,39980,39980,__new:에반윌리엄스 bib,에반 윌리엄스 bib 12주년 에디션,에반 윌리엄스 BIB 12주년 에디션,2026-06.csv,신규 SKU로 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,에반 윌리엄스 BIB 12주년 에디션
