canonical_id,name_ko,name_en,brand,category,n_aliases,n_rows,markets,min_krw,max_krw,alias_examples
w011,아벨라워 아부나흐,Aberlour A'bunadh,Aberlour,싱글몰트,5,6,KR,235800,235800,아벨라워 아브나르 쉐리케스크 에디션; 아벨라워 아브나르 쉐리케스크 에디션 700ml; 아벨라워 아브나오 셰리케스크 에디션 700ml; 아벨라워 아브나후 쉐리케스크 에디션 700ml
w012,맥캘란 12년 더블캐스크,The Macallan Double Cask 12 Year Old,Macallan,싱글몰트,6,21,HK;KR;KR-DS,90000,285797,"Macallan - Double Cask, 12y, 2018 release, 40%; Macallan - Double Cask, 12y, 2025 release, 40%; 맥캘란 12년 더블 캐스크; 맥캘란 12년 더블 캐스크 700ml"
w013,글렌그란트 12년,The Glen Grant 12 Year Old,Glen Grant,싱글몰트,6,12,HK;KR;KR-DS,59400,184253,Glen Grant 12 Year Old Oloroso Sherry Casks; 글랜그란트 12년 700ml; 글렌그란트 12년; 글렌그란트 12년 700ml
w014,글렌그란트 15년,The Glen Grant 15 Year Old,Glen Grant,싱글몰트,2,3,KR;KR-DS,88661,155500,글랜그란트 15년 700ml; 글렌그란트 15년
w015,글렌그란트 익스플로레이션 No.1,The Glen Grant Exploration No.1,Glen Grant,싱글몰트,3,3,KR,79800,99800,더 글랜 그란트 익스플로레이션 넘버 1 700ml; 더 글랜 그란트 익스플로레이션 넘버원 700ml; 더 글렌 그란트 익스플로레이션 넘버 1
w016,탐두 15년,Tamdhu 15 Year Old,Tamdhu,싱글몰트,4,5,HK;KR;KR-DS,169800,470867,"Tamdhu - Speyside Single Malt Scotch Whisky, Aged 15 Years, 46%; Tamdhu 15 Year Old; 탐두 15년; 탐두 15년 700ml"
w017,벤리악 10년,BenRiach The Original Ten,BenRiach,싱글몰트,1,1,KR,49940,49940,벤니학 10년
w018,글렌드로낙 12년,The GlenDronach 12 Year Old Original,GlenDronach,싱글몰트,5,9,HK;KR;KR-DS,77000,225197,"GlenDronach - 12y, Original, 43%; GlenDronach Original 12 Years Old Single Malt Scotch Whisky; 글랜드로나 12년 700ml; 글렌드로낙 12년"
w019,오반 14년,Oban 14 Year Old,Oban,싱글몰트,5,7,HK;KR;KR-DS,89400,241575,Oban 14 Year Old; Oban 14 Years Old Highland Single Malt Scotch Whisky; 오반 14년; 오반 14년 700ml
w020,글렌모렌지 12년,Glenmorangie 12 Year Old,Glenmorangie,싱글몰트,4,8,KR;KR-DS,69800,92000,글램 모렌지 D 오리지널 12년 700ml; 글렌모렌지 12년; 글렌모렌지 D 오리지널 12년; 글렌모렌지 D 오리지널 12년 700ml
w021,글렌모렌지 15년,Glenmorangie 15 Year Old,Glenmorangie,싱글몰트,1,2,KR;KR-DS,97800,136600,글렌모렌지 15년
w022,글렌모렌지 익스플로전 No.1,Glenmorangie Explosion No.1,Glenmorangie,싱글몰트,1,1,KR,99800,99800,글렌모렌지 익스플로전 #1
w023,달모어 12년,The Dalmore 12 Year Old,Dalmore,싱글몰트,10,13,HK;KR;KR-DS,99800,364411,"Dalmore - 12y, 40%; Dalmore - 12y, 40% Sherry; Dalmore 12 Years Old Sherry Cask Select Scotch Single Malt Whisky; 달모어 12년"
w024,달모어 2005 빈티지,The Dalmore 2005 Vintage,Dalmore,싱글몰트,2,3,KR;KR-DS,670800,879000,달모어 2 5 빈티지; 달모어 2005 빈티지
w025,클라이넬리시 14년,Clynelish 14 Year Old,Clynelish,싱글몰트,2,3,HK;KR,79400,200630,Clynelish 14 Year Old; 클라이넬리시 14년
w026,로얄 브라클라 12년,Royal Brackla 12 Year Old,Royal Brackla,싱글몰트,5,15,HK;KR;KR-DS,80334,241575,"Royal Brackla - 12y, 46%, Sherry Cask Finish; 로얄 브라클라 12년; 로얄 브라클라 12년 700ml; 브라클라 12년"
w027,에버펠디 16년,Aberfeldy 16 Year Old,Aberfeldy,싱글몰트,2,8,KR,75800,75800,에버펠 16년; 에버펠 16년 700ml
w028,글렌고인 캐스크 스트렝스 배치171,Glengoyne Cask Strength Batch 171,Glengoyne,싱글몰트,1,1,KR,149800,149800,블렌고인 CS 171
w029,글렌글라사 샌드엔드,Glenglassaugh Sandend,Glenglassaugh,싱글몰트,1,1,KR,79800,79800,글렌라사 샌드엔드
w030,글렌글라사 포트소이,Glenglassaugh Portsoy,Glenglassaugh,싱글몰트,1,1,KR,89800,89800,글렌라사 포트소이
w031,아란 셰리 캐스크,Arran Sherry Cask,Arran,싱글몰트,4,6,KR;KR-DS,99800,119000,아란 셰리 캐스크; 아란 쉐리케스크 700ml; 아란쉐리 캐스크; 아란쉐리 캐스크 700ml
w032,탈리스커 10년,Talisker 10 Year Old,Talisker,싱글몰트,3,11,HK;KR;KR-DS,66900,155591,Talisker 10 Year Old; 탈리스커 10년; 탈리스커 10년 700ml
w033,탈리스커 9년,Talisker 9 Year Old,Talisker,싱글몰트,1,1,KR,25980,25980,탈리스커 9년
w034,탈리스커 와일더 시즈,Talisker Wilder Seas,Talisker,싱글몰트,1,1,KR,137900,137900,탈리스커 와일더시 700ml
w035,라프로익 10년,Laphroaig 10 Year Old,Laphroaig,싱글몰트,6,12,HK;KR;KR-DS,69800,200630,"Laphroaig 10 Year Old; Laphroaig 10 Years Old Scotch Single Malt Whisky (700ml, 40%); 라프로익 10년; 라프로익 10년 750ml"
w036,라가불린 11년 오퍼맨 스위트피트,Lagavulin 11 Year Old Offerman Edition Sweet Peat,Lagavulin,싱글몰트,2,3,KR;KR-DS,89800,94900,라가불린 11년 스위트 피트; 라가불린 11년 스위트피트
w037,오큰토션 10년,Auchentoshan 10 Year Old,Auchentoshan,싱글몰트,1,1,KR,74800,74800,오큰토션 10년
w038,글렌킨치 12년,Glenkinchie 12 Year Old,Glenkinchie,싱글몰트,2,2,HK;KR,59800,241575,Glenkinchie 12 Years Old Lowland Single Malt Scotch Whisky; 글렌킨치 12년
w039,스트라스클라이드 1990 31년 (옥타브),Duncan Taylor The Octave Strathclyde 1990 31 Year Old,Duncan Taylor,싱글그레인,1,1,KR,69800,69800,옥타브 스트레스 클라이드 1990 31년
w040,뱅크홀 싱글몰트,Bankhall Single Malt,Bankhall,싱글몰트,6,9,KR,29940,37980,뱅콜 싱글트 위스키 700ml; 뱅크홀 싱글 모트 위스키 700ml; 뱅크홀 싱글 몰트 위스키 700ml; 뱅크홀 싱글몰트
w041,몽키숄더,Monkey Shoulder,Monkey Shoulder,블렌디드몰트,3,20,KR;KR-DS,42290,51900,몽키 숄더; 몽키 숄더 700ml; 몽키숄더
w042,조니워커 그린라벨 15년,Johnnie Walker Green Label 15 Year Old,Johnnie Walker,블렌디드몰트,8,15,KR;KR-DS,65900,74800,조니워커 그린; 조니워커 그린 15년; 조니워커 그린 700ml; 조니워커 그린납
w043,발렌타인 파이니스트,Ballantine's Finest,Ballantine's,블렌디드,2,5,KR;KR-DS,26351,28980,발렌타인 파이니스트; 발렌타인 파이니스트 1L
w044,발렌타인 10년,Ballantine's 10 Year Old,Ballantine's,블렌디드,3,11,KR;KR-DS,25800,42000,발렌타인 10년; 발렌타인 10년 500ml; 발렌타인 10년 700ml
w045,발렌타인 12년,Ballantine's 12 Year Old,Ballantine's,블렌디드,1,1,KR,85900,85900,발렌타인 싱글트 글램버기 12년 500ml
w046,발렌타인 싱글몰트 15년,Ballantine's Single Malt 15 Year Old,Ballantine's,싱글몰트,3,5,KR;KR-DS,85378,132500,발렌타인 싱글 몰트 글램버이 15년 700ml; 발렌타인 싱글몰트 15년; 발렌타인 싱글트 글램버기 15년 700ml
w047,발렌타인 21년,Ballantine's 21 Year Old,Ballantine's,블렌디드,2,8,KR;KR-DS,179190,244100,발렌타인 21년; 발렌타인 21년 700ml
w048,시바스 리갈 12년,Chivas Regal 12 Year Old,Chivas Regal,블렌디드,2,2,HK;KR,63900,814806,Chivas Regal 12 Years Old 1970s -1980s 1 Litre Blended Scotch Whisky; 시바스리갈 12년산
w049,조니워커 레드라벨,Johnnie Walker Red Label,Johnnie Walker,블렌디드,3,4,KR;KR-DS,26200,54800,조니워커 레드; 조니워커 레드 1.75L; 조니워커 레드 700ml
w050,조니워커 블랙라벨 12년,Johnnie Walker Black Label 12 Year Old,Johnnie Walker,블렌디드,9,17,HK;KR;KR-DS,36990,118740,Johnnie Walker 12 Years Old Black Label Blended Scotch Whisky 700ml; 조니워커 블랙; 조니워커 블랙 1.75L; 조니워커 블랙 700ml
w051,조니워커 더블블랙,Johnnie Walker Double Black,Johnnie Walker,블렌디드,2,3,KR;KR-DS,50444,59800,조니워커 더블블랙; 조니워커 더블블랙 1L
w052,조니워커 블랙 루비,Johnnie Walker Black Ruby,Johnnie Walker,블렌디드,6,9,KR;KR-DS,44800,54800,조니 워커 블랙누비; 조니워커 블랙 누루비 700ml; 조니워커 블랙 루비; 조니워커 블랙 루비 700ml
w053,조니워커 블루라벨,Johnnie Walker Blue Label,Johnnie Walker,블렌디드,15,20,KR;KR-DS,189800,318326,조니 워커 블루라베; 조니 워커 블루라베 750mml; 조니워커 블로라 750ml; 조니워커 블루
w054,페이머스 그라우스,The Famous Grouse,The Famous Grouse,블렌디드,2,2,KR;KR-DS,18822,19800,페이머스 그라우스; 페이머스 그라우스 700ml
w055,듀어스 12년,Dewar's 12 Year Old,Dewar's,블렌디드,5,12,KR;KR-DS,34980,57600,듀어스 12년; 듀어스 12년 700ml; 듀어스 12년 퍼스트필 버번 캐스크 700ml; 듀어스 12년 퍼스트필 법원 캐스크
w056,듀어스 15년,Dewar's 15 Year Old,Dewar's,블렌디드,4,9,KR;KR-DS,59400,68000,듀어스 15년; 듀어스 15년 파이노크 스페셜 리저브; 듀어스 15년 파이노크 스페셜 리저브 700ml; 듀어스 15년 파인노크 스페셜 리저브 700ml
w057,듀어스 18년,Dewar's 18 Year Old,Dewar's,블렌디드,3,4,HK;KR;KR-DS,99800,257954,Dewar's 18 Year Old Founders Reserve; 듀어스 18년; 듀어스 18년 미즈나라 캐스크 700ml
w058,커티삭 프로히비션,Cutty Sark Prohibition,Cutty Sark,블렌디드,1,1,KR,39940,39940,쿠티삭 프로히비션
w059,로얄 살루트 21년,Royal Salute 21 Year Old,Royal Salute,블렌디드,3,3,KR;KR-DS,179800,279800,로얄 살루트 21년; 로얄 살루트 21년 700ml; 로얄 살루트 21년 그레인
w060,노마드 아웃랜드 셰리 피니시,Nomad Outland Whisky Sherry Cask Finish,Nomad,블렌디드,1,1,KR,49980,49980,노마드 아울랜드 쉐리 피니시
w061,제임슨,Jameson Standard,Jameson,블렌디드,7,17,KR;KR-DS,26690,29800,제임스 나이시 위스키 700ml; 제임슨 700ml; 제임슨 스탠다드; 제임슨 스탠더드
w062,부쉬밀 15년 싱글몰트,Bushmills 15 Year Old Single Malt,Bushmills,싱글몰트,2,2,KR,99800,99800,부쉬밀 15년 싱글 몰트; 부시밀 15년 싱글 몰트 700ml
w063,골든블루 다이아몬드,Golden Blue Diamond,Golden Blue,기타(국산 위스키류),1,3,KR;KR-DS,39980,49000,골든블루 다이아몬드
w064,골든블루 사피루스,Golden Blue Sapphirus,Golden Blue,기타(국산 위스키류),4,11,KR;KR-DS,25200,33700,&gt;&gt; &gt;&gt; 골든 블루 사피루스 450ml; 골든 블루 사피루스; 골든 블루 사피루스 450ml; 골든블루 사파이러스
w065,짐빔 화이트,Jim Beam White Label,Jim Beam,버번,11,19,KR;KR-DS,19800,48000,진빈 법원 유스키 1L; 진빔 1L; 진빔 700ml; 진빔 버유스키 1L
w066,잭다니엘 No.7,Jack Daniel's Old No.7,Jack Daniel's,테네시,11,13,KR;KR-DS,34783,102900,잭 다니에 700ml; 잭 다니엘스 테네시 위스키 1L; 잭다니스 1L; 잭다니엘
w067,잭다니엘 애플,Jack Daniel's Apple,Jack Daniel's,플레이버드,7,9,KR;KR-DS,37100,115000,잭 다니엘스 애플 1L; 잭 다니엘스 애플 500mml; 잭다니에스 애플 1L; 잭다니엘 애플
w068,잭다니엘 라이,Jack Daniel's Tennessee Rye,Jack Daniel's,라이,2,3,KR;KR-DS,39980,62800,잭다니엘 라이; 잭다니엘스 BB라이 700ml
w069,버팔로 트레이스,Buffalo Trace,Buffalo Trace,버번,2,4,KR;KR-DS,25598,49980,버팔로 트레이스; 버팔로 트레이스 750mml
w070,1792 스몰배치,1792 Small Batch,1792,버번,5,13,KR;KR-DS;TW,39980,110281,1792 小批次波本威士忌; 1792 스몰 배치; 1792 스몰 배치 750ml; 1792 스몰배치
w071,메이커스 마크,Maker's Mark,Maker's Mark,버번,2,2,KR;KR-DS,35000,55900,메이커스 마크; 메이커스 마크 750mml
w072,우드포드 리저브,Woodford Reserve,Woodford Reserve,버번,3,8,KR;KR-DS,58000,79900,우드포드 리저브; 우드포드 리저브 1L; 우드포드 리저브 750ml
w073,와일드터키 8년,Wild Turkey 8 Year Old,Wild Turkey,버번,2,2,KR;KR-DS,59900,64900,와일드 터키 101 8년 700ml; 와일드터키 8년
w074,와일드터키 레어브리드,Wild Turkey Rare Breed,Wild Turkey,버번,5,10,KR;KR-DS,75000,79800,와일드 터키 레어 브리드 750ml; 와일드 터키 레어브리드; 와일드 터키 레어브리드 750ml; 와일드 터키 레어브리드 750mml
w075,와일드터키 켄터키 스피릿 싱글배럴,Wild Turkey Kentucky Spirit Single Barrel,Wild Turkey,버번,5,6,KR;KR-DS,61286,69400,와일드 터키 캔터키 스피릿 싱글 배럴 750mml; 와일드 터키 캔터키 스피릿 싱글 베럴 750ml; 와일드 터키 켄터키 스피릿 싱글 배럴 750ml; 와일드 터키 켄터키 스피릿 싱글 베럴 750ml
w076,이글 레어 10년,Eagle Rare 10 Year Old,Eagle Rare,버번,2,9,KR;KR-DS,69800,89000,이글레어 10년; 이글레어 10년 750ml
w077,러셀스 리저브 싱글배럴,Russell's Reserve Single Barrel,Russell's Reserve,버번,5,10,KR;KR-DS,89400,115000,러셀 리저브 싱글 배럴; 러셀 리저브 싱글 배럴 750ml; 러셀 리저브 싱글 베럴; 러셀 리저브 싱글 베럴 750ml
w078,포 로지스 싱글배럴,Four Roses Single Barrel,Four Roses,버번,3,7,KR,59800,82800,포 로지스 싱글 베럴 750ml; 포로지 지스 싱글 베럴 750ml; 포로지스 싱글 베럴
w079,포 로지스 스몰배치 셀렉트,Four Roses Small Batch Select,Four Roses,버번,5,7,KR;KR-DS,116800,134000,포 로지스 스몰 배치 셀렉트 750ml; 포 로지스 스몰 배치 셀렉트 750mml; 포 로지스 스몰배치 셀렉트; 포 로지스 스몰배치 셀렉트 750ml
w080,에반 윌리엄스 블랙,Evan Williams Black Label,Evan Williams,버번,5,11,KR;KR-DS,24900,47980,에반 윌리엄스 블랙; 에반 윌리엄스 블랙 1.75L; 에반 윌리엄스 블랙 1L; 에반 윌리엄스 블랙 750mml
w081,에반 윌리엄스 12년,Evan Williams 12 Year Old,Evan Williams,버번,5,10,KR;KR-DS,89000,99800,에반 윌리엄스 12년; 에반 윌리엄스 12년 750ml; 에반 윌리엄스 12년 750mml; 에반윌리엄스 12년
w082,에반 윌리엄스 14년,Evan Williams 14 Year Old,Evan Williams,버번,1,1,KR,89400,89400,에반 윌리엄스 14년
w083,산토리 가쿠빈,Suntory Whisky Kakubin,Suntory,블렌디드,7,20,JP;KR;KR-DS,27690,88965,가쿠빈; 가쿠빈 700ml; 산토리 가쿠빈; 산토리 가쿠빈 NAS 1920ml
w084,카발란 디스틸러리 셀렉트,Kavalan Distillery Select Single Malt,Kavalan,싱글몰트,9,13,KR;KR-DS,69800,124000,카발란 디스틸러 리셀레트 싱글 몰트 700ml; 카발란 디스틸러리 셀렉트 700ml; 카발란 디스틸러리 셀렉트 싱글; 카발란 디스틸러리 셀렉트 싱글 700ml
w085,글렌드로(?) 오드 투 더 밸리,(unverified) 'Ode to the Valley',미상,싱글몰트,2,2,KR,89400,89400,글랜드로 오드투더 밸리 700ml; 더 글렌드로 오드투더 밸리
w086,글렌드로(?) 오드 투 더 엠버스,(unverified) 'Ode to the Embers',미상,싱글몰트,2,2,KR,99400,99400,글랜드로 오드 to투더 엠버스 700ml; 더 글렌드로 오드 to투더 엠버스
w087,글렌드로(?) 오드 투 더 다크,(unverified) 'Ode to the Dark',미상,싱글몰트,4,4,KR,159800,159800,글랜드로 오드투더 다크 700ml; 더 글랜드 로드투더 다크 700ml; 더 글랜드 로드투더 닥 700ml; 더 글렌드로 오드투더 다크
w088,탈리스만 9년 포르투기즈 캐스크,Talisman 9 Year Old Portuguese Cask,Talisman,블렌디드,5,7,KR;KR-DS,11800,25980,탈리스마 위스키 1L; 탈리스만 9년 포르투기즈 캐스크 에디션; 탈리스만 스카치 위스키 700ml; 탈리스만 위스키
