술이름,기준가_HKD,정가_HKD,환율_HKDKRW,기준가_KRW,반입추정가_KRW_관세20,반입추정가_KRW_FTA0,재고,출처,가져온날짜,URL,비고
"Adelphi - Private Stock Reserve 8y, Peated blend, 46%, 70cl, 1800B",580.0,,179.673829,104211,266313,221928,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/adelphi-private-stock-reserve-peated-blended-scotch-46,
"Adelphi - Speyside (Glen Elgin) 10y, Single Malt Whisky, 46%,70cl, 1800B",690.0,,179.673829,123975,316821,264017,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/adelphi-10y-speyside-single-malt-whisky-46-70cl,
"Adelphi - Islay (Caol Ila) 10y, Single Malt Whisky, 46%,70cl, 1800B",720.0,,179.673829,129365,330595,275496,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/adelphi-10y-islay-single-malt-whisky-46-70cl,
"Adelphi Selection - Ardmore 8y Refill Oloroso Butt, 2016, 59.7%, 632b",1050.0,,179.673829,188658,482119,401766,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/adelphi-selection-ardmore-8y-refill-oloroso-butt-2016-57-6-632b,
"Adelphi Selection - Linkwood 10y Refill Oloroso HHD 2015, 56.4%, 238b",1150.0,,179.673829,206625,528034,440029,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/adelphi-selection-linkwood-10y-refill-oloroso-butt-2015-56-4-238b,
"Adelphi Selection - Dailuaine 12y Refill Oloroso HHD 2013, 53.5%, 265b",1190.0,,179.673829,213812,546401,455334,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/adelphi-selection-dailuaine-12y-refill-oloroso-hhd-2013-53-5-265b,
"Adelphi Selection - Ben Nevis 11y Refill Oloroso Butt 2013, 59.9%, 624b",1480.0,,179.673829,265917,679556,566297,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/adelphi-selection-ben-nevis-11y-refill-oloroso-butt-2013-59-9-624b,
"Adelphi Selection - Benrinnes 14y Refill Oloroso HHD 2011, 56.2%, 282b",1450.0,,179.673829,260527,665782,554818,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/adelphi-selection-benrinnes-14y-refill-oloroso-hhd-2011-56-2-282b,
"Adelphi Selection - Clynelish 9y, Refill Oloroso Butt, 2015-2024, 54.5%, 477b",1390.0,,179.673829,249747,638233,531861,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/adelphi-selection-clynelish-9y-refill-oloroso-butt-2015-54-5-477b,
"Adelphi Selection - Teaninch 16y, Refill Oloroso Sherry Cask, 56.4%, 207b",1480.0,,179.673829,265917,679556,566297,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/adelphi-selection-teaninch-16y-refill-oloroso-sherry-cask-56-4-207b,
"Adelphi Selection - Lochranza, Isle of Arran 10y, 1st Fill Bourbon (Peated) 2014, 57.1%, 230b",1360.0,,179.673829,244356,624457,520381,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/adelphi-selection-isle-of-arran-10y-1st-fill-bourbon-asb-peated-2014-57-1-230b,
"Master of Malt -  Linkwood 16y, 56.5%, 70cl, 278B",1080.0,,179.673829,194048,495894,413245,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/master-of-malt-linkwood-16y-56-5-70cl,
"Master of Malt - Glenlivet 26y 1998, 55.7%, 70cl, 99B",2380.0,,179.673829,427624,1092802,910668,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/master-of-malt-glenlivet-26y-55-7-70cl,
"Master of Malt -  Dailuaine 9y, 59.1%, 70cl, 320B",720.0,,179.673829,129365,330595,275496,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/master-of-malt-dailuaine-9y-59-1-70cl,
"Master of Malt -  Mortlach 12y, 61.6%, 70cl, 300B",890.0,,179.673829,159910,408653,340544,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/master-of-malt-mortlach-12y-61-6-70cl,
"Master of Malt - Ben Nevis 26y 1998, 45.5%, 70cl, 301B",3300.0,,179.673829,592924,1515229,1262691,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/master-of-malt-ben-nevis-25y-1998-45-5-70cl,
"Master of Malt - Cambus 34y 1990, 47.2%, Single Grain, 70cl, 259B",2180.0,,179.673829,391689,1000969,834141,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/master-of-malt-cambus-34y-1990-47-2-70cl,
"Master of Malt - Bunnahabhain 15y 2009, 50.9%, 70cl, 324B",1200.0,,179.673829,215609,550993,459161,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/master-of-malt-bunnahabhain-15y-2009-50-9-70cl,
"Master of Malt - Glen Elgin 16y 2006, 51%, 70cl, 271B",1060.0,,179.673829,190454,486709,405591,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/master-of-malt-glen-elgin-16y-2006-51-70cl,
"Master of Malt - Ledaig 23y 1995, 47.4%, 70cl, 188B",2200.0,,179.673829,395282,1010151,841793,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/master-of-malt-ledaig-23y-1995-47-4-70cl,
"Master of Malt - A Secret Islay Distillery 31y 1990, 47.4%, 70cl, 186B",3780.0,,179.673829,679167,1735625,1446354,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/master-of-malt-a-secret-islay-distillery-31y-1990-47-4-70cl,
"Glenrothes - Glenrothes 15, 43%, 2024 release",780.0,,179.673829,140146,358146,298455,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/glenrothes-glenrothes-15-43-2024,
"Macallan - A Night On Earth THE FIRST LIGHT, 2025 Release, 43%",980.0,,179.673829,176080,449976,374980,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/macallan-a-night-on-earth-in-scotland-2025-release-43,
"Macallan - Sherry Oak 25y, 43%, 2025 release",19600.0,,179.673829,3521607,8999537,7499614,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/macallan-sherry-oak-25y-43-2025-release,
"Glenfarclas - 25y, 43%",1980.0,,179.673829,355754,909136,757614,N,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/glenfarclas-25y-43,재고없음
"Caskells x Kowloon Spirits – 2026 Year of the Horse, Limited Edition (mini 100ml)",398.0,,179.673829,71510,182745,152288,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/caskells-horse-cny2026,
"Woodrow's - Blended Malt Scotch Whisky, 50%ABV, 700ml",590.0,,179.673829,106008,270906,225755,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/woodrows-blended-malt-scotch-whisky-50,
"GlenDronach - Sherry cask matured, 18y, 46%",1480.0,,179.673829,265917,679556,566297,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/glendronach-18y-46,
"GlenDronach - Sherry cask matured 15y, 46%",1100.0,,179.673829,197641,505076,420896,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/glendronach-15y-46,
"Dalmore - King Alexander III, 40%, 2026 CNY Horse Year Gift Box",1688.0,,179.673829,303289,775061,645884,N,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/dalmore-king-alexander-iii-40-2026-cny-horse-year-gift-box,재고없음
"Adelphi Selection - Arran 11y Refill Oloroso HHD Unpeated , 2014, 57.6%, 318b",1600.0,,179.673829,287478,734656,612213,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/adelphi-selection-arran-11y-peated-2011-57-6-318b,
"Adelphi Selection - Glen Garioch 13y 1st Fill ASB , 2011, 57%, 231b",1380.0,,179.673829,247950,633641,528034,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/adelphi-selection-glen-garioch-13y-2011-57-231b,
"Adelphi's - Breath of Speyside 15y (Fully Matured in 1st Fill Oloroso Butt), 2009, 58.1%, 677b",1980.0,,179.673829,355754,909136,757614,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/adelphis-breath-of-speyside-15y-2009-58-1-677b,
"Ardnamurchan - AD/ Midgie Release 2025, 48%",720.0,,179.673829,129365,330595,275496,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/ardnamurchan-ad-midgie-release-2025-48,
"Ardnamurchan - AD/ Sauternes Release 2025 (Peated), 50%",880.0,,179.673829,158113,404061,336717,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/ardnamurchan-ad-sauternes-release-2025-peated-50,
"Hibiki - Harmony NAS, 100th Anniversary Edition 2023, 70cl, 43%",4800.0,,179.673829,862434,2203967,1836639,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/hibiki-harmony-nas-100th-anniversary-edition-2023-70cl-43,
"Berry's - Exceptional casks, North British Distillery, 50 Year Old Single Grain Scotch Whisky",11800.0,,179.673829,2120151,5418088,4515074,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/berry-0020,
"Glenfiddich - 12y, 40%",390.0,,179.673829,70073,179073,149227,N,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/glenfiddich-12y-40,재고없음
"Yamazaki - 18y, Mizunara Cask 2025 Release, 48%, 70cl",16800.0,,179.673829,3018520,7713888,6428240,N,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/yamazaki-18y-mizunara-cask-2025-release-48-70cl,재고없음
"Adelphi Selection - Chichibu 7y, 2013, 57.8%, 210b",2790.0,,179.673829,501290,1281057,1067547,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/adelphi-selection-chichibu-7y-2013-57-8-b,
"Laphroaig - 30y, 2024 Release, 45.8%,70cl",7880.0,,179.673829,1415830,3618182,3015152,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/laphroaig-30y-2024-release-45-8-70cl,
"Springbank - 100 proof, 5y, 57.1%, 70cl",1230.0,,179.673829,220999,564767,470639,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/springbank-100-proof-5y-57-1-70cl,
"Togouchi - Japanese Blended Whisky, Peated Cask Finish, 40%, 70cl",520.0,,179.673829,93430,238762,198969,N,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/togouchi-japanese-blended-whisky-peated-cask-finish-40-70cl,재고없음
"Togouchi - Single Malt Japanese  Whisky, 43%, 70cl",880.0,,179.673829,158113,404061,336717,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/togouchi-single-malt-japanese-whisky-43-70cl,
"Sakurao - Single Malt Japanese  Whisky, 43%, 70cl",880.0,,179.673829,158113,404061,336717,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/sakurao-single-malt-japanese-whisky-43-70cl,
"Shindo - Experimental 01, Single Malt Japanese Whisky, 50%, 70cl",1150.0,,179.673829,206625,528034,440029,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/shindo-experimental-01-single-malt-japanses-whisky-50-70cl,
"Mars - Tsunuki Single Malt, 2025 Edition, 49%, 70cl",980.0,,179.673829,176080,449976,374980,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/mars-single-malt-tsunuki-2025-edition-49-70cl,
"Mars - Komagatake Single Malt Japanese Whisky, 45%, 70cl",650.0,,179.673829,116788,298454,248712,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/mars-komagatake-single-malt-japanese-whisky-45-70cl,
"Woodrow's - Bunnahabhain 16y, 54.2%",2100.0,,179.673829,377315,964236,803530,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/woodrows-bunnahabhain-16y-54-2,
"Macallan - Sherry Oak, 30y, 2022 release, 43%",39980.0,,179.673829,7183360,18357220,15297683,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/macallan-sherry-oak-30y-2022-release-43,
"Caskells - Secret Islay 15y, 2009, 50%, 93b, Peated Single Malt Scotch",1600.0,,179.673829,287478,734656,612213,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/caskells-secret-islay-15y-from-a-single-sherry-octave-2009-50-93b,
"Caskells - Auchroisk Speyside 14y, 2011, 50%, 85b, Single Malt Scotch Whisky",1200.0,,179.673829,215609,550993,459161,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/caskells-auchroisk-speyside-14y-from-a-oloroso-sherry-barrique-2011-50-85b,
"Caskells - Secret Highland 11y, 2014, 50%, 82b, Single Malt Scotch Whisky",1000.0,,179.673829,179674,459161,382634,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/caskells-secret-highland-11y-2014-50-82b,
"Springbank - 8y, Local Barley, 58.1%, 70cl",2600.0,,179.673829,467152,1193816,994847,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/springbank-8y-local-barley-58-1-70cl,
"Springbank - 12y, Cask Strength 56.2%, 70cl",1800.0,,179.673829,323413,826488,688740,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/springbank-12y-cask-strength-56-2-70cl,
"Springbank - 12y, Cask Strength 55.9%, 70cl",1800.0,,179.673829,323413,826488,688740,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/springbank-12y-cask-strength-55-9-70cl,
"Springbank - 10y, Amontillado Cask Matured 55%, 70cl",2800.0,,179.673829,503087,1285649,1071374,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/springbank-10y-amontillado-cask-matured-55-70cl,
"Springbank - 10y, 46%, 70cl",990.0,,179.673829,177877,454568,378807,N,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/springbank-10y-46-70cl,재고없음
"Longrow - 100 Proof Peated 57.1%, 70cl",1400.0,,179.673829,251543,642823,535686,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/longrow-100-proof-peated-57-1-70cl,
"Hazelburn -  8y, Oloroso Cask Matured, 48.2%, 70cl",1560.0,,179.673829,280291,716289,596908,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/hazelburn-8y-oloroso-cask-matured-48-2-70cl,
"Kilkerran -  8y, Bourbon Cask Matured, 55.6%",1080.0,,179.673829,194048,495894,413245,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/kilkerran-8y-sherry-cask-strength-55-6,
"Kilkerran - ""Heavily Peated"" Batch 12, 58.4%, 70cl",860.0,,179.673829,154519,394876,329064,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/kilkerran-heavily-peated-batch-12-58-4-70cl,
"Kilkerran - ""Heavily Peated"" Batch 11, 57.9%, 70cl",860.0,,179.673829,154519,394876,329064,N,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/kilkerran-heavily-peated-batch-11-57-9-70cl,재고없음
"Longrow - 18y, 46%, 70cl",2850.0,,179.673829,512070,1308605,1090504,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/longrow-18y-46-70cl,
"Hibiki - Harmony NAS, 100th Anniversary Edition, 43%, 70cl",6280.0,,179.673829,1128352,2883526,2402938,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/hibiki-harmony-nas-100th-anniversary-edition-43,
"Hibiki - 17y, 43%",6800.0,,179.673829,1221782,3122288,2601907,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/hibik-0002,
"The Whisky Age - Laphroaig 16y, 2006, 56.9%, 108B ( Whisky Fest Takao 2022 )",2580.0,,179.673829,463558,1184632,987193,N,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/laphroaig-16y-2006-2022-56-9,재고없음
"Drunken Master - Ledaig 22y, 1997, 54%, 90B",2680.0,,179.673829,481526,1230549,1025458,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/drunken-master-ledaig-22y-1997-54-90b,
"That Boutique-y Whisky Co. - World Whisky Blend, 41.6%",368.0,,179.673829,66120,168971,140809,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/that-boutique-y-whisky-co-world-whisky-blend-41-6,
"*PRE-ORDER 預訂* Kowloon Spirits  - Single Malt Whiskey Exclusive Barrel, 750ml",2500.0,,179.673829,449185,1147901,956584,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/kowloon-single-malt-whiskey-exclusive-barrel-750ml,
"Kowloon Spirits - Single Malt Whiskey, 100ml",160.0,,179.673829,28748,73466,61222,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/kowloon-single-malt-whiskey-100ml,
"Jura - 15y Sherry cask , 42.8%",840.0,,179.673829,150926,385694,321412,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/jura-15y-sherry-cask-42-8,
"Macallan - Harmony Collection 5, Phoenix Honey Orchid Tea 43.9%",1438.0,,179.673829,258371,660272,550227,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/macallan-harmony-collection-5-tea-43-9,
"Macallan - Harmony Collection 4, Vibrant Oak 44.2%",1438.0,,179.673829,258371,660272,550227,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/macallan-harmony-collection-4-vibrant-oak-44-2,
"Macallan - Sherry Oak 12y, 2025 release, 40%",780.0,,179.673829,140146,358146,298455,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/macallan-sherry-oak-12y-2025-release-40,
"Laphroaig - 10y, Cask Strength, Batch 14, 58.6%",1600.0,,179.673829,287478,734656,612213,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/laphroaig-10y-cask-strength-batch-14-58-6,
"Michel Couvreur - Blossoming Auld Sherried, 46%",2800.0,,179.673829,503087,1285649,1071374,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/michel-couvre-blossoming-auld-sherried,
"The Owner's Selection - Islay Single Malt, (Unnameable Laphroaig) 30y, (1993-2024), 48%, 350b",4980.0,,179.673829,894776,2286618,1905515,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/the-owners-selection-laphroaig-30y-1993-2024-48-350b,
"Glenlivet - 16y, 60.6%, 618b, 1st Fill Sherry Butt , Bottled in 2019",2830.0,,179.673829,508477,1299423,1082853,N,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/glenlivet-1st-fill-sherry-butt-bottled-in-2019-16y-60-6-618b,재고없음
"Chieftain's - Lucky Mouse Collection, 30y, 1990-2021, 53.2%, 240b",5990.0,,179.673829,1076246,2750368,2291973,N,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/chieftains-lucky-mouse-wooden-barrel-collection-30y-1990-2021-53-2-240b,재고없음
"Chieftain's - Lucky Mouse Collection 18y, 2002-2021, 58.6%, 285B",2900.0,,179.673829,521054,1331564,1109637,N,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/chieftains-secret-speyside-18y-2002-2021-58-6-285b,재고없음
"Adelphi Selection - Dailuaine 10y, 2015, 57.9%, 311b",1560.0,,179.673829,280291,716289,596908,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/adelphi-selection-dailuaine-10y-2015-57-9-311b,
"Adelphi Selection - Caol Ila 10y 2014, 55.4%, 310b",1600.0,,179.673829,287478,734656,612213,N,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/adelphi-selection-caol-ila-10y-2014-55-4-310b,재고없음
"Adelphi Selection - Inchgower 14y, 2010, 57.7%, 542b",1680.0,,179.673829,301852,771389,642824,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/adelphi-selection-inchgower-14y-2010-57-7-542b,
"Ardnamurchan - AD/ Madeira Release 2025, 6y, 52%",880.0,,179.673829,158113,404061,336717,Y,Caskells(Shopify products.json),2026-08-10,https://www.caskells.com/products/ardnamurchan-ad-madeira-release-2025-6y-52,
