술이름,기준가_HKD,정가_HKD,환율_HKDKRW,기준가_KRW,반입추정가_KRW_관세20,반입추정가_KRW_FTA0,재고,출처,가져온날짜,URL,비고
"GlenDronach - Sherry cask matured, 18y, 46%",1480.0,,189.558899,280547,716943,597453,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/glendronach-18y-46,
"GlenDronach - Sherry cask matured 15y, 46%",1100.0,,189.558899,208515,532864,444054,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/glendronach-15y-46,
"Dalmore - King Alexander III, 40%, 2026 CNY Horse Year Gift Box",1688.0,,189.558899,319975,817703,681419,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/dalmore-king-alexander-iii-40-2026-cny-horse-year-gift-box,재고없음
"Adelphi Selection - Arran 11y Refill Oloroso HHD Unpeated , 2014, 57.6%, 318b",1600.0,,189.558899,303294,775074,645895,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/adelphi-selection-arran-11y-peated-2011-57-6-318b,
"Adelphi Selection - Glen Garioch 13y 1st Fill ASB , 2011, 57%, 231b",1380.0,,189.558899,261591,668501,557084,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/adelphi-selection-glen-garioch-13y-2011-57-231b,
"Adelphi's - Breath of Speyside 15y (Fully Matured in 1st Fill Oloroso Butt), 2009, 58.1%, 677b",1980.0,,189.558899,375327,959156,799296,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/adelphis-breath-of-speyside-15y-2009-58-1-677b,
"Ardnamurchan - AD/ Midgie Release 2025, 48%",720.0,,189.558899,136482,348782,290652,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/ardnamurchan-ad-midgie-release-2025-48,
"Ardnamurchan - AD/ Sauternes Release 2025 (Peated), 50%",880.0,,189.558899,166812,426291,355243,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/ardnamurchan-ad-sauternes-release-2025-peated-50,
"Hibiki - Harmony NAS, 100th Anniversary Edition 2023, 70cl, 43%",4800.0,,189.558899,909883,2325224,1937687,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hibiki-harmony-nas-100th-anniversary-edition-2023-70cl-43,
"Berry's - Exceptional casks, North British Distillery, 50 Year Old Single Grain Scotch Whisky",11800.0,,189.558899,2236795,5716174,4763479,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/berry-0020,
"Glenfiddich - 12y, 40%",390.0,,189.558899,73928,188924,157437,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/glenfiddich-12y-40,재고없음
"Yamazaki - 18y, Mizunara Cask 2025 Release, 48%, 70cl",16800.0,,189.558899,3184590,8138283,6781903,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/yamazaki-18y-mizunara-cask-2025-release-48-70cl,재고없음
"Adelphi Selection - Chichibu 7y, 2013, 57.8%, 210b",2790.0,,189.558899,528869,1351535,1126279,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/adelphi-selection-chichibu-7y-2013-57-8-b,
"Laphroaig - 30y, 2024 Release, 45.8%,70cl",7880.0,,189.558899,1493724,3817242,3181035,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/laphroaig-30y-2024-release-45-8-70cl,
"Springbank - 100 proof, 5y, 57.1%, 70cl",1230.0,,189.558899,233157,595837,496531,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/springbank-100-proof-5y-57-1-70cl,
"Togouchi - Japanese Blended Whisky, Peated Cask Finish, 40%, 70cl",520.0,,189.558899,98571,251900,209917,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/togouchi-japanese-blended-whisky-peated-cask-finish-40-70cl,재고없음
"Togouchi - Single Malt Japanese  Whisky, 43%, 70cl",880.0,,189.558899,166812,426291,355243,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/togouchi-single-malt-japanese-whisky-43-70cl,
"Sakurao - Single Malt Japanese  Whisky, 43%, 70cl",880.0,,189.558899,166812,426291,355243,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/sakurao-single-malt-japanese-whisky-43-70cl,
"Shindo - Experimental 01, Single Malt Japanese Whisky, 50%, 70cl",1150.0,,189.558899,217993,557085,464238,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/shindo-experimental-01-single-malt-japanses-whisky-50-70cl,
"Mars - Tsunuki Single Malt, 2025 Edition, 49%, 70cl",980.0,,189.558899,185768,474734,395612,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/mars-single-malt-tsunuki-2025-edition-49-70cl,
"Mars - Komagatake Single Malt Japanese Whisky, 45%, 70cl",650.0,,189.558899,123213,314873,262394,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/mars-komagatake-single-malt-japanese-whisky-45-70cl,
"Woodrow's - Bunnahabhain 16y, 54.2%",2100.0,,189.558899,398074,1017286,847738,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/woodrows-bunnahabhain-16y-54-2,
"Macallan - Sherry Oak, 30y, 2022 release, 43%",39980.0,,189.558899,7578565,19367174,16139312,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/macallan-sherry-oak-30y-2022-release-43,
"Caskells - Secret Islay 15y, 2009, 50%, 93b, Peated Single Malt Scotch",1600.0,,189.558899,303294,775074,645895,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/caskells-secret-islay-15y-from-a-single-sherry-octave-2009-50-93b,
"Caskells - Auchroisk Speyside 14y, 2011, 50%, 85b, Single Malt Scotch Whisky",1200.0,,189.558899,227471,581307,484422,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/caskells-auchroisk-speyside-14y-from-a-oloroso-sherry-barrique-2011-50-85b,
"Caskells - Secret Highland 11y, 2014, 50%, 82b, Single Malt Scotch Whisky",1000.0,,189.558899,189559,484422,403685,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/caskells-secret-highland-11y-2014-50-82b,
"Springbank - 8y, Local Barley, 58.1%, 70cl",2600.0,,189.558899,492853,1259496,1049580,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/springbank-8y-local-barley-58-1-70cl,
"Springbank - 12y, Cask Strength 56.2%, 70cl",1800.0,,189.558899,341206,871959,726632,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/springbank-12y-cask-strength-56-2-70cl,
"Springbank - 12y, Cask Strength 55.9%, 70cl",1800.0,,189.558899,341206,871959,726632,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/springbank-12y-cask-strength-55-9-70cl,
"Springbank - 10y, Amontillado Cask Matured 55%, 70cl",2800.0,,189.558899,530765,1356381,1130317,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/springbank-10y-amontillado-cask-matured-55-70cl,
"Springbank - 10y, 46%, 70cl",990.0,,189.558899,187663,479577,399647,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/springbank-10y-46-70cl,재고없음
"Longrow - 100 Proof Peated 57.1%, 70cl",1400.0,,189.558899,265382,678189,565158,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/longrow-100-proof-peated-57-1-70cl,
"Hazelburn -  8y, Oloroso Cask Matured, 48.2%, 70cl",1560.0,,189.558899,295712,755698,629748,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hazelburn-8y-oloroso-cask-matured-48-2-70cl,
"Kilkerran -  8y, Bourbon Cask Matured, 55.6%",1080.0,,189.558899,204724,523176,435980,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/kilkerran-8y-sherry-cask-strength-55-6,
"Kilkerran - ""Heavily Peated"" Batch 12, 58.4%, 70cl",860.0,,189.558899,163021,416603,347170,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/kilkerran-heavily-peated-batch-12-58-4-70cl,
"Kilkerran - ""Heavily Peated"" Batch 11, 57.9%, 70cl",860.0,,189.558899,163021,416603,347170,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/kilkerran-heavily-peated-batch-11-57-9-70cl,재고없음
"Longrow - 18y, 46%, 70cl",2850.0,,189.558899,540243,1380602,1150501,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/longrow-18y-46-70cl,
"Hibiki - Harmony NAS, 100th Anniversary Edition, 43%, 70cl",6280.0,,189.558899,1190430,3042168,2535140,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hibiki-harmony-nas-100th-anniversary-edition-43,
"Hibiki - 17y, 43%",6800.0,,189.558899,1289001,3294068,2745057,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hibik-0002,
"The Whisky Age - Laphroaig 16y, 2006, 56.9%, 108B ( Whisky Fest Takao 2022 )",2580.0,,189.558899,489062,1249808,1041506,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/laphroaig-16y-2006-2022-56-9,재고없음
"Drunken Master - Ledaig 22y, 1997, 54%, 90B",2680.0,,189.558899,508018,1298250,1081875,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/drunken-master-ledaig-22y-1997-54-90b,
"That Boutique-y Whisky Co. - World Whisky Blend, 41.6%",368.0,,189.558899,69758,178268,148557,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/that-boutique-y-whisky-co-world-whisky-blend-41-6,
"*PRE-ORDER 預訂* Kowloon Spirits  - Single Malt Whiskey Exclusive Barrel, 750ml",2500.0,,189.558899,473897,1211053,1009211,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/kowloon-single-malt-whiskey-exclusive-barrel-750ml,
"Kowloon Spirits - Single Malt Whiskey, 100ml",160.0,,189.558899,30329,77506,64589,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/kowloon-single-malt-whiskey-100ml,
"Jura - 15y Sherry cask , 42.8%",840.0,,189.558899,159229,406913,339094,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/jura-15y-sherry-cask-42-8,
"Macallan - Harmony Collection 5, Phoenix Honey Orchid Tea 43.9%",1438.0,,189.558899,272586,696599,580499,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/macallan-harmony-collection-5-tea-43-9,
"Macallan - Harmony Collection 4, Vibrant Oak 44.2%",1438.0,,189.558899,272586,696599,580499,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/macallan-harmony-collection-4-vibrant-oak-44-2,
"Macallan - Sherry Oak 12y, 2025 release, 40%",780.0,,189.558899,147856,377849,314874,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/macallan-sherry-oak-12y-2025-release-40,
"Laphroaig - 10y, Cask Strength, Batch 14, 58.6%",1600.0,,189.558899,303294,775074,645895,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/laphroaig-10y-cask-strength-batch-14-58-6,
"Michel Couvre - Blossoming Auld Sherried, 46%",2800.0,,189.558899,530765,1356381,1130317,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/michel-couvre-blossoming-auld-sherried,
"The Owner's Selection - Islay Single Malt Scotch Whisky, (Unnameable Laphroaig) 30y, (1993-2024), 48%, 350b",4980.0,,189.558899,944003,2412419,2010349,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/the-owners-selection-laphroaig-30y-1993-2024-48-350b,
"Glenlivet - 16y, 60.6%, 618b, 1st Fill Sherry Butt , Bottled in 2019",2830.0,,189.558899,536452,1370914,1142428,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/glenlivet-1st-fill-sherry-butt-bottled-in-2019-16y-60-6-618b,재고없음
"Chieftain's - Lucky Mouse Collection, 30y, 1990-2021, 53.2%, 240b",5990.0,,189.558899,1135458,2901686,2418071,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/chieftains-lucky-mouse-wooden-barrel-collection-30y-1990-2021-53-2-240b,재고없음
"Chieftain's - Lucky Mouse Collection 18y, 2002-2021, 58.6%, 285B",2900.0,,189.558899,549721,1404823,1170686,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/chieftains-secret-speyside-18y-2002-2021-58-6-285b,재고없음
"Adelphi Selection - Dailuaine 10y, 2015, 57.9%, 311b",1560.0,,189.558899,295712,755698,629748,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/adelphi-selection-dailuaine-10y-2015-57-9-311b,
"Adelphi Selection - Caol Ila 10y 2014, 55.4%, 310b",1600.0,,189.558899,303294,775074,645895,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/adelphi-selection-caol-ila-10y-2014-55-4-310b,재고없음
"Adelphi Selection - Inchgower 14y, 2010, 57.7%, 542b",1680.0,,189.558899,318459,813828,678190,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/adelphi-selection-inchgower-14y-2010-57-7-542b,
"Ardnamurchan - AD/ Madeira Release 2025, 6y, 52%",880.0,,189.558899,166812,426291,355243,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/ardnamurchan-ad-madeira-release-2025-6y-52,
