술이름,기준가_HKD,정가_HKD,환율_HKDKRW,기준가_KRW,반입추정가_KRW_관세20,반입추정가_KRW_FTA0,재고,출처,가져온날짜,URL,비고
"Master of Malt -  Linkwood 16y, 56.5%, 70cl, 278B",1080.0,,192.283674,207666,530695,442246,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/master-of-malt-linkwood-16y-56-5-70cl,
"Master of Malt - Glenlivet 26y 1998, 55.7%, 70cl, 99B",2380.0,,192.283674,457635,1169495,974579,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/master-of-malt-glenlivet-26y-55-7-70cl,
"Master of Malt -  Dailuaine 9y, 59.1%, 70cl, 320B",720.0,,192.283674,138444,353796,294830,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/master-of-malt-dailuaine-9y-59-1-70cl,
"Master of Malt -  Mortlach 12y, 61.6%, 70cl, 300B",890.0,,192.283674,171132,437331,364443,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/master-of-malt-mortlach-12y-61-6-70cl,
"Master of Malt - Ben Nevis 26y 1998, 45.5%, 70cl, 301B",3300.0,,192.283674,634536,1621569,1351308,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/master-of-malt-ben-nevis-25y-1998-45-5-70cl,
"Master of Malt - Cambus 34y 1990, 47.2%, Single Grain, 70cl, 259B",2180.0,,192.283674,419178,1071218,892681,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/master-of-malt-cambus-34y-1990-47-2-70cl,
"Master of Malt - Bunnahabhain 15y 2009, 50.9%, 70cl, 324B",1200.0,,192.283674,230740,589661,491384,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/master-of-malt-bunnahabhain-15y-2009-50-9-70cl,
"Master of Malt - Glen Elgin 16y 2006, 51%, 70cl, 271B",1060.0,,192.283674,203821,520869,434057,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/master-of-malt-glen-elgin-16y-2006-51-70cl,
"Master of Malt - Ledaig 23y 1995, 47.4%, 70cl, 188B",2200.0,,192.283674,423024,1081046,900872,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/master-of-malt-ledaig-23y-1995-47-4-70cl,
"Master of Malt - A Secret Islay Distillery 31y 1990, 47.4%, 70cl, 186B",3780.0,,192.283674,726832,1857434,1547861,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/master-of-malt-a-secret-islay-distillery-31y-1990-47-4-70cl,
"Glenrothes - Glenrothes 15, 43%, 2024 release",780.0,,192.283674,149981,383279,319400,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/glenrothes-glenrothes-15-43-2024,
"Macallan - A Night On Earth THE FIRST LIGHT, 2025 Release, 43%",980.0,,192.283674,188438,481557,401298,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/macallan-a-night-on-earth-in-scotland-2025-release-43,
"Macallan - Sherry Oak 25y, 43%, 2025 release",19600.0,,192.283674,3768760,9631142,8025951,N,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/macallan-sherry-oak-25y-43-2025-release,재고없음
"Glenfarclas - 25y, 43%",1980.0,,192.283674,380722,972943,810786,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/glenfarclas-25y-43,
"Caskells x Kowloon Spirits – 2026 Year of the Horse, Limited Edition (mini 100ml)",398.0,,192.283674,76529,195571,162976,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/caskells-horse-cny2026,
"Woodrow's - Blended Malt Scotch Whisky, 50%ABV, 700ml",590.0,,192.283674,113447,289916,241597,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/woodrows-blended-malt-scotch-whisky-50,
"GlenDronach - Sherry cask matured, 18y, 46%",1480.0,,192.283674,284580,727250,606042,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/glendronach-18y-46,
"GlenDronach - Sherry cask matured 15y, 46%",1100.0,,192.283674,211512,540523,450436,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/glendronach-15y-46,
"Dalmore - King Alexander III, 40%, 2026 CNY Horse Year Gift Box",1688.0,,192.283674,324575,829458,691215,N,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/dalmore-king-alexander-iii-40-2026-cny-horse-year-gift-box,재고없음
"Adelphi Selection - Arran 11y Refill Oloroso HHD Unpeated , 2014, 57.6%, 318b",1600.0,,192.283674,307654,786216,655180,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/adelphi-selection-arran-11y-peated-2011-57-6-318b,
"Adelphi Selection - Glen Garioch 13y 1st Fill ASB , 2011, 57%, 231b",1380.0,,192.283674,265351,678110,565091,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/adelphi-selection-glen-garioch-13y-2011-57-231b,
"Adelphi's - Breath of Speyside 15y (Fully Matured in 1st Fill Oloroso Butt), 2009, 58.1%, 677b",1980.0,,192.283674,380722,972943,810786,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/adelphis-breath-of-speyside-15y-2009-58-1-677b,
"Ardnamurchan - AD/ Midgie Release 2025, 48%",720.0,,192.283674,138444,353796,294830,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/ardnamurchan-ad-midgie-release-2025-48,
"Ardnamurchan - AD/ Sauternes Release 2025 (Peated), 50%",880.0,,192.283674,169210,432420,360350,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/ardnamurchan-ad-sauternes-release-2025-peated-50,
"Hibiki - Harmony NAS, 100th Anniversary Edition 2023, 70cl, 43%",4800.0,,192.283674,922962,2358648,1965540,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/hibiki-harmony-nas-100th-anniversary-edition-2023-70cl-43,
"Berry's - Exceptional casks, North British Distillery, 50 Year Old Single Grain Scotch Whisky",11800.0,,192.283674,2268947,5798339,4831950,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/berry-0020,
"Glenfiddich - 12y, 40%",390.0,,192.283674,74991,191641,159701,N,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/glenfiddich-12y-40,재고없음
"Yamazaki - 18y, Mizunara Cask 2025 Release, 48%, 70cl",16800.0,,192.283674,3230366,8255265,6879387,N,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/yamazaki-18y-mizunara-cask-2025-release-48-70cl,재고없음
"Adelphi Selection - Chichibu 7y, 2013, 57.8%, 210b",2790.0,,192.283674,536471,1370962,1142469,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/adelphi-selection-chichibu-7y-2013-57-8-b,
"Laphroaig - 30y, 2024 Release, 45.8%,70cl",7880.0,,192.283674,1515195,3872111,3226759,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/laphroaig-30y-2024-release-45-8-70cl,
"Springbank - 100 proof, 5y, 57.1%, 70cl",1230.0,,192.283674,236509,604403,503670,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/springbank-100-proof-5y-57-1-70cl,
"Togouchi - Japanese Blended Whisky, Peated Cask Finish, 40%, 70cl",520.0,,192.283674,99988,255521,212934,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/togouchi-japanese-blended-whisky-peated-cask-finish-40-70cl,
"Togouchi - Single Malt Japanese  Whisky, 43%, 70cl",880.0,,192.283674,169210,432420,360350,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/togouchi-single-malt-japanese-whisky-43-70cl,
"Sakurao - Single Malt Japanese  Whisky, 43%, 70cl",880.0,,192.283674,169210,432420,360350,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/sakurao-single-malt-japanese-whisky-43-70cl,
"Shindo - Experimental 01, Single Malt Japanese Whisky, 50%, 70cl",1150.0,,192.283674,221126,565092,470910,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/shindo-experimental-01-single-malt-japanses-whisky-50-70cl,
"Mars - Tsunuki Single Malt, 2025 Edition, 49%, 70cl",980.0,,192.283674,188438,481557,401298,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/mars-single-malt-tsunuki-2025-edition-49-70cl,
"Mars - Komagatake Single Malt Japanese Whisky, 45%, 70cl",650.0,,192.283674,124984,319399,266166,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/mars-komagatake-single-malt-japanese-whisky-45-70cl,
"Woodrow's - Bunnahabhain 16y, 54.2%",2100.0,,192.283674,403796,1031909,859924,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/woodrows-bunnahabhain-16y-54-2,
"Macallan - Sherry Oak, 30y, 2022 release, 43%",42800.0,,192.283674,8229741,21031268,17526056,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/macallan-sherry-oak-30y-2022-release-43,
"Caskells - Secret Islay 15y, 2009, 50%, 93b, Peated Single Malt Scotch",1600.0,,192.283674,307654,786216,655180,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/caskells-secret-islay-15y-from-a-single-sherry-octave-2009-50-93b,
"Caskells - Auchroisk Speyside 14y, 2011, 50%, 85b, Single Malt Scotch Whisky",1200.0,,192.283674,230740,589661,491384,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/caskells-auchroisk-speyside-14y-from-a-oloroso-sherry-barrique-2011-50-85b,
"Caskells - Secret Highland 11y, 2014, 50%, 82b, Single Malt Scotch Whisky",1000.0,,192.283674,192284,491386,409488,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/caskells-secret-highland-11y-2014-50-82b,
"Springbank - 8y, Local Barley, 58.1%, 70cl",2600.0,,192.283674,499938,1277602,1064668,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/springbank-8y-local-barley-58-1-70cl,
"Springbank - 12y, Cask Strength 56.2%, 70cl",1800.0,,192.283674,346111,884494,737078,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/springbank-12y-cask-strength-56-2-70cl,
"Springbank - 12y, Cask Strength 55.9%, 70cl",1800.0,,192.283674,346111,884494,737078,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/springbank-12y-cask-strength-55-9-70cl,
"Springbank - 10y, Amontillado Cask Matured 55%, 70cl",2800.0,,192.283674,538394,1375877,1146564,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/springbank-10y-amontillado-cask-matured-55-70cl,
"Springbank - 10y, 46%, 70cl",990.0,,192.283674,190361,486471,405393,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/springbank-10y-46-70cl,
"Longrow - 100 Proof Peated 57.1%, 70cl",1400.0,,192.283674,269197,687938,573282,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/longrow-100-proof-peated-57-1-70cl,
"Hazelburn -  8y, Oloroso Cask Matured, 48.2%, 70cl",1500.0,,192.283674,288426,737078,614232,N,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/hazelburn-8y-oloroso-cask-matured-48-2-70cl,재고없음
"Kilkerran -  8y, Bourbon Cask Matured, 55.6%",1080.0,,192.283674,207666,530695,442246,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/kilkerran-8y-sherry-cask-strength-55-6,
"Kilkerran - ""Heavily Peated"" Batch 12, 58.4%, 70cl",860.0,,192.283674,165364,422591,352159,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/kilkerran-heavily-peated-batch-12-58-4-70cl,
"Kilkerran - ""Heavily Peated"" Batch 11, 57.9%, 70cl",860.0,,192.283674,165364,422591,352159,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/kilkerran-heavily-peated-batch-11-57-9-70cl,
"Longrow - 18y, 46%, 70cl",2850.0,,192.283674,548008,1400445,1167038,N,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/longrow-18y-46-70cl,재고없음
"Hibiki - Harmony NAS, 100th Anniversary Edition, 43%, 70cl",6280.0,,192.283674,1207541,3085895,2571579,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/hibiki-harmony-nas-100th-anniversary-edition-43,
"Hibiki - 17y, 43%",6800.0,,192.283674,1307529,3341417,2784514,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/hibik-0002,
"The Whisky Age - Laphroaig 16y, 2006, 56.9%, 108B ( Whisky Fest Takao 2022 )",2580.0,,192.283674,496092,1267773,1056478,N,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/laphroaig-16y-2006-2022-56-9,재고없음
"Drunken Master - Ledaig 22y, 1997, 54%, 90B",2680.0,,192.283674,515320,1316911,1097425,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/drunken-master-ledaig-22y-1997-54-90b,
"That Boutique-y Whisky Co. - World Whisky Blend, 41.6%",368.0,,192.283674,70760,180829,150690,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/that-boutique-y-whisky-co-world-whisky-blend-41-6,
"*PRE-ORDER 預訂* Kowloon Spirits  - Single Malt Whiskey Exclusive Barrel, 750ml",2500.0,,192.283674,480709,1228461,1023718,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/kowloon-single-malt-whiskey-exclusive-barrel-750ml,
"Kowloon Spirits - Single Malt Whiskey, 100ml",160.0,,192.283674,30765,78621,65517,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/kowloon-single-malt-whiskey-100ml,
"Jura - 15y Sherry cask , 42.8%",720.0,,192.283674,138444,353796,294830,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/jura-15y-sherry-cask-42-8,
"Macallan - Harmony Collection 5, Phoenix Honey Orchid Tea 43.9%",1438.0,,192.283674,276504,706612,588843,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/macallan-harmony-collection-5-tea-43-9,
"Macallan - Harmony Collection 4, Vibrant Oak 44.2%",1438.0,,192.283674,276504,706612,588843,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/macallan-harmony-collection-4-vibrant-oak-44-2,
"Macallan - Sherry Oak 12y, 2025 release, 40%",780.0,,192.283674,149981,383279,319400,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/macallan-sherry-oak-12y-2025-release-40,
"Laphroaig - 10y, Cask Strength, Batch 14, 58.6%",1600.0,,192.283674,307654,786216,655180,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/laphroaig-10y-cask-strength-batch-14-58-6,
"Michel Couvre - Blossoming Auld Sherried, 46%",2800.0,,192.283674,538394,1375877,1146564,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/michel-couvre-blossoming-auld-sherried,
"The Owner's Selection - Islay Single Malt Scotch Whisky, (Unnameable Laphroaig) 30y, (1993-2024), 48%, 350b",4980.0,,192.283674,957573,2447097,2039247,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/the-owners-selection-laphroaig-30y-1993-2024-48-350b,
"Glenlivet - 16y, 60.6%, 618b, 1st Fill Sherry Butt , Bottled in 2019",2830.0,,192.283674,544163,1390619,1158850,N,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/glenlivet-1st-fill-sherry-butt-bottled-in-2019-16y-60-6-618b,재고없음
"Chieftain's - Lucky Mouse Collection, 30y, 1990-2021, 53.2%, 240b",5990.0,,192.283674,1151779,2943394,2452829,N,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/chieftains-lucky-mouse-wooden-barrel-collection-30y-1990-2021-53-2-240b,재고없음
"Chieftain's - Lucky Mouse Collection 18y, 2002-2021, 58.6%, 285B",2900.0,,192.283674,557623,1425017,1187514,N,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/chieftains-secret-speyside-18y-2002-2021-58-6-285b,재고없음
"Adelphi Selection - Dailuaine 10y, 2015, 57.9%, 311b",1560.0,,192.283674,299963,766561,638801,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/adelphi-selection-dailuaine-10y-2015-57-9-311b,
"Adelphi Selection - Caol Ila 10y 2014, 55.4%, 310b",1600.0,,192.283674,307654,786216,655180,N,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/adelphi-selection-caol-ila-10y-2014-55-4-310b,재고없음
"Adelphi Selection - Inchgower 14y, 2010, 57.7%, 542b",1680.0,,192.283674,323037,825528,687940,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/adelphi-selection-inchgower-14y-2010-57-7-542b,
"Ardnamurchan - AD/ Madeira Release 2025, 6y, 52%",880.0,,192.283674,169210,432420,360350,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/ardnamurchan-ad-madeira-release-2025-6y-52,
"Ardnamurchan - AD/ Mezcal Release 2025, 7y, 55%",880.0,,192.283674,169210,432420,360350,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/ardnamurchan-ad-mezcal-release-2025-7y-55,
"Glenfarclas - 185th Anniversary Edition, 46%",1390.0,,192.283674,267274,683024,569187,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/glenfarclas-185-anniversary-edition-46,
"Glenfarclas - 18y, 43%, 1 Litre",1280.0,,192.283674,246123,628972,524144,N,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/glenfarclas-18y-43-1-litre,재고없음
"Glenfarclas - 15y, Tasting Pack Set, with 2x 50ml mini (105 Cask Strength & 25y)",980.0,,192.283674,188438,481557,401298,N,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/glenfarclas-15y-tasting-pack-set-with-2x-50ml-mini-105-cask-strength-25y,재고없음
"Ardbeg - Anthology, 15y, V3, 46%",1230.0,,192.283674,236509,604403,503670,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/ardbeg-anthology-15y-v3-48,
"Dalmore - 12y, 40%",650.0,,192.283674,124984,319399,266166,N,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/dalmo-0001,재고없음
"Glenfiddich - 16y, Aston Martin Formula 1 Limited Edition, Formula One Team, 43%, 70cl",838.0,,192.283674,161134,411781,343151,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/glenfiddich-16y-limited-edition-partner-with-aston-martin-formula-one-team-43-70cl,
"Ardnamurchan - AD/ Rum Cask Release 2023, 6y, 55%",880.0,,192.283674,169210,432420,360350,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/ardnamurchan-ad-rum-cask-release-6y-55-b,
"Adelphi - The Kincardine, Single Malt Scotch + Indian Whisky 7y, 52.9%, 820b",2030.0,,192.283674,390336,997511,831260,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/adelphi-the-kincardine-single-malt-scotch-indian-whisky-7y-52-9-820b,
"GlenDronach - 15y, Revival, 46%",1100.0,,192.283674,211512,540523,450436,N,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/glendronach-15y-revival-46,재고없음
"Woodrow's - Girvan 30y, 53.7%, Single Grain Whisky",2680.0,,192.283674,515320,1316911,1097425,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/woodrows-girvan-30y-53-7-single-grain-whisky,
"Ardbeg - Uigeadail , 54.2%",920.0,,192.283674,176901,452074,376728,N,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/ardbeg-uigeadail-57-1,재고없음
"Dram Mor - Glenturret Distillery, Ruadh Maor ( 1st Fill White Port ), 10y, 58.7%, 308b",1600.0,,192.283674,307654,786216,655180,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/dram-mor-single-malt-glenturret-ruadh-maor-peated-10y-58-7-b,
"Balvenie - Double Wood, 12y, 40%",620.0,,192.283674,119216,304659,253882,Y,Caskells(Shopify products.json),2026-05-31,https://www.caskells.com/products/balvenie-double-wood-12y-43,
